company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,longtermdebt,mortgageservicingrights,netloansandleases,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Citigroup Inc,C,,831001,2008.0,FY,,2008-12-31,2010-02-26 17:00:16+00:00,29616000000.0,-25195000000.0,29253000000.0,19222000000.0,205293000000.0,184133000000.0,27132000000.0,14159000000.0,681288000000.0,170331000000.0,694216000000.0,359593000000.0,5657000000.0,664600000000.0,2392000000.0,92897000000.0,209550000000.0,,257770000000.0,86521000000.0,197607000000.0,1938470000000.0,70966000000.0,141630000000.0,144022000000.0,1794448000000.0,1938470000000.0,70664000000.0,633655000000.0,-9582000000.0
Citigroup Inc,C,,831001,2009.0,FY,,2009-12-31,2011-02-25 17:07:08+00:00,36033000000.0,-18937000000.0,25472000000.0,98428000000.0,154281000000.0,222022000000.0,25392000000.0,8714000000.0,719674000000.0,167414000000.0,591504000000.0,364019000000.0,6530000000.0,555471000000.0,2273000000.0,116229000000.0,196739000000.0,,217745000000.0,77440000000.0,129725000000.0,1856646000000.0,152388000000.0,152700000000.0,154973000000.0,1701673000000.0,1856646000000.0,312000000.0,648892000000.0,-4543000000.0
Citigroup Inc,C,,831001,2009.0,Q3,,2009-09-30,2009-11-06 17:11:41+00:00,36416000000.0,-17651000000.0,26482000000.0,79032000000.0,178159000000.0,197357000000.0,25423000000.0,8957000000.0,714537000000.0,217730000000.0,622211000000.0,379557000000.0,6228000000.0,585795000000.0,2107000000.0,118066000000.0,218040000000.0,,232928000000.0,85208000000.0,122403000000.0,1888599000000.0,140530000000.0,140842000000.0,142949000000.0,1745650000000.0,1888599000000.0,312000000.0,602587000000.0,-6059000000.0
Citigroup Inc,C,,831001,2009.0,Q2,,2009-06-30,2009-08-07 16:48:34+00:00,35940000000.0,-21643000000.0,26915000000.0,16720000000.0,172016000000.0,179503000000.0,25578000000.0,10098000000.0,228576000000.0,182577000000.0,641690000000.0,348046000000.0,,605750000000.0,1866000000.0,123243000000.0,226318000000.0,,667894000000.0,88874000000.0,154590000000.0,1848533000000.0,78001000000.0,152302000000.0,154168000000.0,1694365000000.0,1848533000000.0,74301000000.0,591794000000.0,-5950000000.0
Citigroup Inc,C,,831001,2010.0,FY,,2010-12-31,2012-02-24 09:31:44+00:00,40655000000.0,-16277000000.0,27972000000.0,101316000000.0,189558000000.0,246717000000.0,26152000000.0,7504000000.0,711634000000.0,162437000000.0,648794000000.0,381183000000.0,4554000000.0,608139000000.0,2321000000.0,133334000000.0,194991000000.0,,201865000000.0,79559000000.0,130539000000.0,1913902000000.0,163156000000.0,163468000000.0,165789000000.0,1748113000000.0,1913902000000.0,312000000.0,635436000000.0,-1442000000.0
Citigroup Inc,C,,831001,2010.0,Q2,,2010-06-30,2010-08-06 16:15:58+00:00,46197000000.0,-19170000000.0,24709000000.0,99306000000.0,196112000000.0,230784000000.0,25201000000.0,7868000000.0,708404000000.0,160780000000.0,692166000000.0,413297000000.0,4894000000.0,645969000000.0,2524000000.0,105547000000.0,210973000000.0,,209440000000.0,76130000000.0,147526000000.0,1937656000000.0,154494000000.0,154806000000.0,157330000000.0,1780326000000.0,1937656000000.0,312000000.0,626478000000.0,-1772000000.0
Citigroup Inc,C,,831001,2010.0,Q1,,2010-03-31,2010-05-07 16:42:31+00:00,48746000000.0,-17859000000.0,25678000000.0,96714000000.0,207911000000.0,234348000000.0,25662000000.0,8277000000.0,715647000000.0,163525000000.0,721804000000.0,439274000000.0,6439000000.0,673058000000.0,2358000000.0,112267000000.0,202710000000.0,,221600000000.0,73432000000.0,151735000000.0,2002213000000.0,151109000000.0,151421000000.0,153779000000.0,1848434000000.0,2002213000000.0,312000000.0,662516000000.0,-1178000000.0
Citigroup Inc,C,,831001,2011.0,FY,,2011-12-31,2013-03-01 07:49:35+00:00,30115000000.0,-17788000000.0,28701000000.0,105833000000.0,198373000000.0,275849000000.0,25413000000.0,6600000000.0,689142000000.0,155784000000.0,647242000000.0,323505000000.0,,617127000000.0,1767000000.0,176794000000.0,179257000000.0,,195354000000.0,90520000000.0,111137000000.0,1873878000000.0,177494000000.0,177806000000.0,179573000000.0,1694305000000.0,1873878000000.0,312000000.0,585147000000.0,-1071000000.0
Citigroup Inc,C,,831001,2011.0,Q3,,2011-09-30,2011-11-04 06:36:32+00:00,32052000000.0,-17044000000.0,28950000000.0,105591000000.0,223612000000.0,290645000000.0,25496000000.0,6800000000.0,689588000000.0,159338000000.0,637239000000.0,333824000000.0,2852000000.0,605187000000.0,1970000000.0,161693000000.0,496087000000.0,0.0,226022000000.0,89602000000.0,121911000000.0,1935992000000.0,177060000000.0,177372000000.0,179342000000.0,1756650000000.0,1935992000000.0,312000000.0,320637000000.0,-1089000000.0
Citigroup Inc,C,,831001,2011.0,Q2,,2011-06-30,2011-08-05 14:45:03+00:00,34362000000.0,-12222000000.0,27766000000.0,103504000000.0,203843000000.0,283976000000.0,26621000000.0,7136000000.0,717781000000.0,156181000000.0,647500000000.0,352458000000.0,4258000000.0,613138000000.0,2281000000.0,148529000000.0,205627000000.0,,225236000000.0,85857000000.0,130134000000.0,1956626000000.0,176052000000.0,176364000000.0,178645000000.0,1777981000000.0,1956626000000.0,312000000.0,631923000000.0,-1087000000.0
Citigroup Inc,C,,831001,2011.0,Q1,,2011-03-31,2011-05-05 16:08:14+00:00,36568000000.0,-13984000000.0,27842000000.0,103033000000.0,187825000000.0,261120000000.0,26339000000.0,7280000000.0,722173000000.0,163603000000.0,637136000000.0,376541000000.0,4690000000.0,600568000000.0,2356000000.0,143690000000.0,533263000000.0,0.0,215177000000.0,82554000000.0,129016000000.0,1947815000000.0,170725000000.0,171037000000.0,173393000000.0,1774422000000.0,1947815000000.0,312000000.0,323110000000.0,-878000000.0
Citigroup Inc,C,,831001,2012.0,FY,,2012-12-31,2014-03-03 07:57:17+00:00,25455000000.0,-16896000000.0,36453000000.0,106421000000.0,211236000000.0,261311000000.0,25673000000.0,5697000000.0,735879000000.0,102134000000.0,655464000000.0,239463000000.0,,630009000000.0,1948000000.0,194681000000.0,482454000000.0,,183364000000.0,97809000000.0,109040000000.0,1864660000000.0,186487000000.0,189049000000.0,190997000000.0,1673663000000.0,1864660000000.0,2562000000.0,320929000000.0,-847000000.0
Citigroup Inc,C,,831001,2012.0,Q3,,2012-09-30,2012-11-06 08:40:06+00:00,25916000000.0,-15566000000.0,33802000000.0,106232000000.0,224370000000.0,277542000000.0,25915000000.0,5963000000.0,746871000000.0,170028000000.0,658423000000.0,271862000000.0,,632507000000.0,1961000000.0,197773000000.0,174914000000.0,,197192000000.0,96650000000.0,104540000000.0,1931346000000.0,186465000000.0,186777000000.0,188738000000.0,1742608000000.0,1931346000000.0,312000000.0,610675000000.0,-851000000.0
Citigroup Inc,C,,831001,2012.0,Q2,,2012-06-30,2012-08-03 16:19:01+00:00,27611000000.0,-17749000000.0,33927000000.0,105991000000.0,214851000000.0,272664000000.0,25483000000.0,6156000000.0,734239000000.0,155054000000.0,654968000000.0,288334000000.0,,627357000000.0,1928000000.0,180069000000.0,485564000000.0,,195288000000.0,96216000000.0,117831000000.0,1916451000000.0,183599000000.0,183911000000.0,185839000000.0,1730612000000.0,1916451000000.0,312000000.0,310246000000.0,-859000000.0
Citigroup Inc,C,,831001,2012.0,Q1,,2012-03-31,2012-05-04 16:07:01+00:00,29020000000.0,-16735000000.0,26505000000.0,105816000000.0,226008000000.0,289057000000.0,25810000000.0,6413000000.0,723016000000.0,183949000000.0,648022000000.0,311079000000.0,,619002000000.0,1903000000.0,182996000000.0,189314000000.0,,205024000000.0,93310000000.0,112577000000.0,1944423000000.0,181508000000.0,181820000000.0,183723000000.0,1760700000000.0,1944423000000.0,312000000.0,604373000000.0,-883000000.0
Citigroup Inc,C,,831001,2013.0,FY,,2013-12-31,2015-02-25 17:06:00+00:00,19648000000.0,-19133000000.0,29885000000.0,107224000000.0,203512000000.0,257037000000.0,25009000000.0,5056000000.0,770468000000.0,169005000000.0,665472000000.0,221116000000.0,,645824000000.0,1794000000.0,197805000000.0,153658000000.0,,168697000000.0,111168000000.0,112651000000.0,1880382000000.0,197601000000.0,204339000000.0,206133000000.0,1674249000000.0,1880382000000.0,6738000000.0,594908000000.0,-1658000000.0
Citigroup Inc,C,,831001,2013.0,Q3,,2013-09-30,2013-11-01 08:22:53+00:00,20605000000.0,-18798000000.0,32810000000.0,107061000000.0,216387000000.0,273679000000.0,25098000000.0,4888000000.0,759159000000.0,172659000000.0,657551000000.0,221593000000.0,,636946000000.0,1893000000.0,196301000000.0,461709000000.0,,187436000000.0,108812000000.0,115896000000.0,1899511000000.0,195603000000.0,200846000000.0,202739000000.0,1696772000000.0,1899511000000.0,5243000000.0,291722000000.0,-1472000000.0
Citigroup Inc,C,,831001,2013.0,Q2,,2013-06-30,2013-08-02 08:06:57+00:00,21580000000.0,-19924000000.0,31145000000.0,106907000000.0,218252000000.0,263205000000.0,24896000000.0,4981000000.0,750493000000.0,158028000000.0,643741000000.0,220959000000.0,,622161000000.0,1900000000.0,187934000000.0,172662000000.0,,188012000000.0,105725000000.0,120512000000.0,1883988000000.0,191633000000.0,195926000000.0,197826000000.0,1686162000000.0,1883988000000.0,4293000000.0,606910000000.0,-1075000000.0
