company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 14:54:37+00:00,3.28,3.28,0.77,3.26,,242617000.0,661080000.0,669750000.0,-8670000.0,661080000.0,4697768000.0,7317270000.0,-3541000.0,1614005000.0,4697768000.0,2619502000.0,89589000.0,,1614005000.0,1005497000.0,-93130000.0,912367000.0,7317270000.0,201500000.0,201330000.0,202918000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,FY,2008-01-01,2008-12-31,2011-02-11 10:31:03+00:00,3.13,3.13,0.9,3.12,,251261000.0,590831000.0,694758000.0,-103927000.0,590831000.0,4838881000.0,7568888000.0,12726000.0,1700677000.0,4838881000.0,2730007000.0,96037000.0,,1700677000.0,1029330000.0,-83311000.0,946019000.0,7568888000.0,188800000.0,188481000.0,189269000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,Q3,2008-07-01,2008-09-30,2009-10-23 07:34:36+00:00,1.01,1.01,0.25,1.0,,65736000.0,187650000.0,190335000.0,-2685000.0,187650000.0,1261433000.0,1965776000.0,12644000.0,434992000.0,1261433000.0,704343000.0,25924000.0,,434992000.0,269351000.0,-13280000.0,256071000.0,1965776000.0,185800000.0,186488000.0,187706000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,Q2,2008-04-01,2008-06-30,2009-07-24 07:17:42+00:00,0.72,0.72,0.2,0.71,,77604000.0,135276000.0,186910000.0,-51634000.0,135276000.0,1271359000.0,2010978000.0,-1186000.0,446531000.0,1271359000.0,739619000.0,27388000.0,,446531000.0,293088000.0,-28574000.0,264514000.0,2010978000.0,187900000.0,189094000.0,190589000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q4,2009-10-01,2009-12-31,,0.82,0.53,0.26,0.53,,39607000.0,99049000.0,103971000.0,-4922000.0,99049000.0,595879000.0,1075304000.0,2626000.0,311538000.0,595879000.0,479425000.0,26935000.0,,311538000.0,167887000.0,-24309000.0,143578000.0,1075304000.0,186600000.0,186136000.0,186736000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 08:01:01+00:00,1.91,1.91,1.02,1.91,,120986000.0,356438000.0,373423000.0,-16985000.0,356438000.0,3331187000.0,5344331000.0,3752000.0,1422015000.0,3331187000.0,2013144000.0,100472000.0,,1422015000.0,591129000.0,-96720000.0,494409000.0,5344331000.0,186600000.0,186136000.0,186736000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q3,2009-07-01,2009-09-30,2010-10-22 07:47:04+00:00,0.57,0.57,0.26,0.57,,47261000.0,106884000.0,107484000.0,-600000.0,106884000.0,941345000.0,1499611000.0,903000.0,378125000.0,941345000.0,558266000.0,26299000.0,,378125000.0,180141000.0,-25396000.0,154745000.0,1499611000.0,187500000.0,186148000.0,186358000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.09,1.38,0.76,1.38,,81379000.0,257389000.0,269452000.0,-12063000.0,257389000.0,2735308000.0,4269027000.0,1126000.0,1110477000.0,2735308000.0,1533719000.0,73537000.0,,1110477000.0,423242000.0,-72411000.0,350831000.0,4269027000.0,187500000.0,186148000.0,186358000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.52,0.81,0.5,0.81,,34118000.0,150505000.0,161968000.0,-11463000.0,150505000.0,1793963000.0,2769416000.0,223000.0,732352000.0,1793963000.0,975453000.0,47238000.0,,732352000.0,243101000.0,-47015000.0,196086000.0,2769416000.0,186700000.0,186070000.0,186292000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q2,2009-04-01,2009-06-30,2010-07-23 07:28:13+00:00,0.52,0.52,0.25,0.52,,1121000.0,97080000.0,100874000.0,-3794000.0,97080000.0,897021000.0,1390331000.0,-1513000.0,364962000.0,897021000.0,493310000.0,24840000.0,,364962000.0,128348000.0,-26353000.0,101995000.0,1390331000.0,186700000.0,186070000.0,186292000.0
