company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2007.0,FY,2007-01-01,2007-12-31,2010-02-19 14:54:37+00:00,-273610000.0,275505000.0,112243000.0,243776000.0,90966000.0,34175000.0,1615000.0,351087000.0,-345673000.0,-332102000.0,927693000.0,-345673000.0,-332102000.0,927693000.0,233384000.0,661080000.0,669750000.0,-8670000.0,12552000.0,87117000.0,,-50709000.0,-154390000.0,0.0,-173653000.0,-33478000.0,-596009000.0,0.0,24195000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,Q4,2008-10-01,2008-12-31,,-3909000.0,212348000.0,120834000.0,63270000.0,80000000.0,-35917000.0,-6660000.0,,-228849000.0,-19658000.0,270353000.0,-228849000.0,-19658000.0,270353000.0,-28523000.0,120727000.0,169582000.0,-48855000.0,44161000.0,1245000.0,,-14452000.0,-46500000.0,-60101000.0,-42476000.0,-183593000.0,-1000.0,,6828000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,FY,2008-01-01,2008-12-31,2011-02-11 10:31:03+00:00,-103761000.0,212348000.0,120834000.0,261154000.0,92774000.0,-45817000.0,-11539000.0,594120000.0,-560904000.0,-452994000.0,1010416000.0,-560904000.0,-452994000.0,1010416000.0,-58696000.0,590831000.0,694758000.0,-103927000.0,66043000.0,79897000.0,,-9397000.0,-169071000.0,-279460000.0,-175795000.0,-599113000.0,-466737000.0,,13248000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,Q3,2008-07-01,2008-09-30,,-101000.0,,,67170000.0,4774000.0,-41274000.0,88731000.0,,-216595000.0,-261090000.0,354085000.0,-216595000.0,-261090000.0,354085000.0,-166681000.0,187650000.0,190335000.0,-2685000.0,7849000.0,17103000.0,,-1807000.0,-46271000.0,-219359000.0,-48204000.0,-73084000.0,-114343000.0,,1800000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-23 07:34:36+00:00,-99852000.0,,,197884000.0,12774000.0,-9900000.0,-4879000.0,594120000.0,-332055000.0,-433336000.0,740063000.0,-332055000.0,-433336000.0,740063000.0,-30173000.0,470104000.0,525176000.0,-55072000.0,21882000.0,78652000.0,,5055000.0,-122571000.0,-219359000.0,-133319000.0,-415520000.0,-466736000.0,0.0,6420000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-24 07:17:42+00:00,-99751000.0,,,130714000.0,8000000.0,31374000.0,-93610000.0,594120000.0,-115460000.0,-172246000.0,385978000.0,-115460000.0,-172246000.0,385978000.0,136508000.0,282454000.0,334841000.0,-52387000.0,14033000.0,61549000.0,,6862000.0,-76300000.0,0.0,-85115000.0,-342436000.0,-352393000.0,0.0,4620000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q4,2009-10-01,2009-12-31,,-178730000.0,111247000.0,116773000.0,39463000.0,2196000.0,-11214000.0,72442000.0,,-25627000.0,-95704000.0,189268000.0,-25627000.0,-95704000.0,189268000.0,116452000.0,99048000.0,103970000.0,-4922000.0,-26607000.0,21281000.0,,59729000.0,-48443000.0,,-29722000.0,1535000.0,,101930000.0,8622000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,FY,2009-01-01,2009-12-31,2012-02-10 08:01:01+00:00,-221994000.0,111247000.0,116773000.0,231363000.0,3571000.0,20523000.0,150276000.0,0.0,-388453000.0,-252184000.0,743381000.0,-388453000.0,-252184000.0,743381000.0,166547000.0,356438000.0,373423000.0,-16985000.0,-11681000.0,26578000.0,,43280000.0,-189874000.0,-348439000.0,-112972000.0,-225157000.0,0.0,406033000.0,21617000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q3TTM,2008-10-01,2009-09-30,,-47173000.0,212348000.0,120834000.0,255170000.0,81375000.0,-4180000.0,71174000.0,,-591675000.0,-176138000.0,824466000.0,-591675000.0,-176138000.0,824466000.0,21572000.0,378117000.0,439035000.0,-60918000.0,59087000.0,6542000.0,,-30901000.0,-187931000.0,-408540000.0,-125726000.0,-410285000.0,-1000.0,304103000.0,19823000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q3,2009-07-01,2009-09-30,,-8976000.0,,,64340000.0,,26062000.0,71100000.0,,-166944000.0,-204444000.0,246811000.0,-166944000.0,-204444000.0,246811000.0,-96056000.0,106884000.0,107484000.0,-600000.0,3887000.0,1331000.0,,2459000.0,-48398000.0,-252246000.0,-24799000.0,-119877000.0,,77309000.0,4268000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-22 07:47:04+00:00,-43264000.0,,,191900000.0,1375000.0,31737000.0,77834000.0,,-362826000.0,-156480000.0,554113000.0,-362826000.0,-156480000.0,554113000.0,50095000.0,257390000.0,269453000.0,-12063000.0,14926000.0,5297000.0,,-16449000.0,-141431000.0,-348439000.0,-83250000.0,-226692000.0,,304103000.0,12995000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q2TTM,2008-07-01,2009-06-30,,-38298000.0,212348000.0,120834000.0,258000000.0,86149000.0,-71516000.0,88805000.0,,-641326000.0,-232784000.0,931740000.0,-641326000.0,-232784000.0,931740000.0,-49053000.0,458883000.0,521886000.0,-63003000.0,63049000.0,22314000.0,,-35167000.0,-185804000.0,-375653000.0,-149131000.0,-363492000.0,-114344000.0,226794000.0,17355000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q2,2009-04-01,2009-06-30,,-34288000.0,,,63735000.0,1270000.0,19287000.0,22750000.0,,-73105000.0,66608000.0,192436000.0,-73105000.0,66608000.0,192436000.0,193250000.0,97081000.0,100875000.0,-3794000.0,5076000.0,2729000.0,,-11976000.0,-46530000.0,-6873000.0,-26976000.0,-29304000.0,,129499000.0,3976000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-07-23 07:28:13+00:00,-34288000.0,,,127560000.0,1375000.0,5675000.0,6734000.0,,-195882000.0,47964000.0,307302000.0,-195882000.0,47964000.0,307302000.0,146151000.0,150506000.0,161969000.0,-11463000.0,11039000.0,3966000.0,,-18908000.0,-93033000.0,-96193000.0,-58451000.0,-106815000.0,,226794000.0,8727000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q1,2009-01-01,2009-03-31,2010-04-23 07:17:46+00:00,,,,63825000.0,105000.0,-13612000.0,-16016000.0,,-122777000.0,-18644000.0,114866000.0,-122777000.0,-18644000.0,114866000.0,-47099000.0,53425000.0,61094000.0,-7669000.0,5963000.0,1237000.0,,-6932000.0,-46503000.0,-89320000.0,-31475000.0,-77511000.0,,97295000.0,4751000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q4,2010-10-01,2010-12-31,,-59220000.0,100163000.0,115871000.0,48321000.0,,16662000.0,182545000.0,-33000000.0,-110361000.0,-6039000.0,351525000.0,-110361000.0,-6039000.0,351525000.0,317643000.0,198348000.0,107084000.0,91264000.0,13575000.0,27500000.0,,65856000.0,-51463000.0,-3306000.0,-44056000.0,-41000.0,-53357000.0,96403000.0,4140000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,FY,2010-01-01,2010-12-31,2013-02-15 08:34:43+00:00,-104418000.0,100163000.0,115871000.0,229237000.0,4500000.0,9822000.0,-17749000.0,15000000.0,-304788000.0,-166444000.0,830295000.0,-304788000.0,-166444000.0,830295000.0,469173000.0,700104000.0,619497000.0,80607000.0,-690000.0,79721000.0,0.0,100288000.0,-200099000.0,-466881000.0,-169297000.0,-75855000.0,-123555000.0,553466000.0,16186000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q3TTM,2009-10-01,2010-09-30,,-223928000.0,111247000.0,116773000.0,220379000.0,6696000.0,-18054000.0,-127852000.0,48000000.0,-220054000.0,-256109000.0,668038000.0,-220054000.0,-256109000.0,668038000.0,267982000.0,600804000.0,616383000.0,-15579000.0,-40872000.0,73502000.0,,94161000.0,-197079000.0,-463575000.0,-154963000.0,-74279000.0,-70198000.0,558993000.0,20668000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q3,2010-07-01,2010-09-30,,-35213000.0,,,48903000.0,,53162000.0,-85293000.0,18000000.0,-88946000.0,-33649000.0,160505000.0,-88946000.0,-33649000.0,160505000.0,127078000.0,223759000.0,219035000.0,4724000.0,-22140000.0,9434000.0,,36006000.0,-51359000.0,-112992000.0,-38960000.0,-59277000.0,-5744000.0,152785000.0,731000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-21 07:04:05+00:00,-45198000.0,,,180916000.0,4500000.0,-6840000.0,-200294000.0,48000000.0,-194427000.0,-160405000.0,478770000.0,-194427000.0,-160405000.0,478770000.0,151530000.0,501756000.0,512413000.0,-10657000.0,-14265000.0,52221000.0,,34432000.0,-148636000.0,-463575000.0,-125241000.0,-75814000.0,-70198000.0,457063000.0,12046000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q2TTM,2009-07-01,2010-06-30,,-197691000.0,111247000.0,116773000.0,235816000.0,6696000.0,-45154000.0,28541000.0,30000000.0,-298052000.0,-426904000.0,754344000.0,-298052000.0,-426904000.0,754344000.0,44848000.0,483929000.0,504832000.0,-20903000.0,-14845000.0,65399000.0,,60614000.0,-194118000.0,-602829000.0,-140802000.0,-134879000.0,-64454000.0,483517000.0,24205000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q2,2010-04-01,2010-06-30,,-9985000.0,,,66073000.0,-1500000.0,-28553000.0,-8245000.0,-97500000.0,-175032000.0,21317000.0,231199000.0,-175032000.0,21317000.0,231199000.0,48522000.0,169870000.0,171893000.0,-2023000.0,1478000.0,23339000.0,,-409000.0,-48581000.0,-58896000.0,-46945000.0,-16537000.0,-35753000.0,130581000.0,8062000.0
