company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2008.0,FY,,2008-12-31,2010-02-19 14:54:37+00:00,373436000.0,1013174000.0,104938000.0,10816000.0,547409000.0,,701843000.0,73687000.0,35005000.0,305572000.0,3255566000.0,952409000.0,1860729000.0,636121000.0,872134000.0,,314405000.0,,209619000.0,,103904000.0,582601000.0,69106000.0,79123000.0,80268000.0,5286458000.0,224944000.0,279460000.0,7883238000.0,3792866000.0,2630119000.0,1253514000.0,3792866000.0,3792866000.0,4090372000.0,7883238000.0,4380985000.0,2836858000.0,0.0,-2206251000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,FY,,2009-12-31,2011-02-11 10:31:03+00:00,357004000.0,878754000.0,107455000.0,84842000.0,714365000.0,,744633000.0,69999000.0,38994000.0,210804000.0,3350217000.0,950748000.0,1825260000.0,570858000.0,828922000.0,,292344000.0,,219295000.0,,113108000.0,573137000.0,116701000.0,138878000.0,64922000.0,5453022000.0,35624000.0,223809000.0,7882403000.0,4083608000.0,2522707000.0,969176000.0,4083608000.0,4083608000.0,3798795000.0,7882403000.0,4530774000.0,2829619000.0,0.0,-2198889000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q3,,2009-09-30,2009-10-23 07:34:36+00:00,363665000.0,935948000.0,114353000.0,,597504000.0,,4040414000.0,77581000.0,18329000.0,204160000.0,3274053000.0,899030000.0,1826989000.0,567322000.0,843313000.0,,325738000.0,,209071000.0,,114093000.0,576469000.0,52254000.0,59248000.0,79213000.0,,33875000.0,332000000.0,7772311000.0,4040414000.0,2589568000.0,943453000.0,4040414000.0,4040414000.0,3731897000.0,7772311000.0,4339430000.0,2788444000.0,,
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2009.0,Q2,,2009-06-30,2009-07-24 07:17:42+00:00,348971000.0,872193000.0,107777000.0,,693560000.0,0.0,,74015000.0,14135000.0,179739000.0,3256503000.0,917063000.0,1844741000.0,592160000.0,849466000.0,,328437000.0,,215824000.0,,112079000.0,4437826000.0,55025000.0,58960000.0,105846000.0,,134044000.0,142544000.0,7670454000.0,,2480318000.0,1000490000.0,,,7670454000.0,7670454000.0,4340670000.0,6669964000.0,,
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,FY,,2010-12-31,2012-02-10 08:01:01+00:00,438288000.0,1023099000.0,110860000.0,50161000.0,1189079000.0,,845818000.0,82934000.0,87372000.0,263934000.0,3107478000.0,799281000.0,1790886000.0,657962000.0,785624000.0,,304711000.0,,228004000.0,,107642000.0,562009000.0,627093000.0,229527000.0,56817000.0,5953027000.0,16590000.0,121734000.0,8558743000.0,4526562000.0,3131625000.0,1145048000.0,4526562000.0,4526562000.0,4032181000.0,8558743000.0,4641494000.0,2887133000.0,0.0,-2322444000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q3,,2010-09-30,2010-10-22 07:47:04+00:00,490572000.0,1181599000.0,108870000.0,,866090000.0,,,57006000.0,53593000.0,260189000.0,3338517000.0,902123000.0,1789660000.0,725312000.0,840374000.0,,348854000.0,,235581000.0,,105896000.0,4904710000.0,63824000.0,111366000.0,58092000.0,,50180000.0,214742000.0,8353575000.0,,3102841000.0,1198985000.0,,,8353575000.0,8353575000.0,4410360000.0,7154590000.0,,
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q2,,2010-06-30,2010-07-23 07:28:13+00:00,493474000.0,1076132000.0,105073000.0,,738817000.0,,,68038000.0,125992000.0,214913000.0,3313802000.0,908224000.0,1790642000.0,671682000.0,819827000.0,,274804000.0,,236692000.0,,114115000.0,4636253000.0,81273000.0,121759000.0,56677000.0,,83705000.0,234720000.0,8083307000.0,,2846066000.0,1259849000.0,,,8083307000.0,8083307000.0,4417414000.0,6823458000.0,,
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2010.0,Q1,,2010-03-31,2010-04-23 07:17:46+00:00,437597000.0,990405000.0,106357000.0,,690295000.0,,,74186000.0,90803000.0,172979000.0,3319833000.0,935998000.0,1825196000.0,619528000.0,822636000.0,,292248000.0,,215781000.0,,112365000.0,4602265000.0,80367000.0,120738000.0,59579000.0,,162937000.0,321709000.0,8026901000.0,,2755702000.0,1186454000.0,,,8026901000.0,8026901000.0,4448563000.0,6840447000.0,,
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2011.0,FY,,2011-12-31,2013-02-15 08:34:43+00:00,515847000.0,1118848000.0,103955000.0,-47510000.0,1206755000.0,,913881000.0,40376000.0,30399000.0,269824000.0,3506975000.0,1184505000.0,2186230000.0,733807000.0,970703000.0,,348522000.0,,218957000.0,,103331000.0,619337000.0,486860000.0,275904000.0,148392000.0,6629116000.0,1022000.0,,9500552000.0,4930555000.0,3248178000.0,1140004000.0,4930555000.0,4930555000.0,4569997000.0,9500552000.0,5281671000.0,3429993000.0,0.0,-2564932000.0
Dover Corp,DOV,549300FMC2ALGA7N9E80,29905,2011.0,Q3,,2011-09-30,2011-10-21 07:04:05+00:00,591939000.0,1339826000.0,104463000.0,,917024000.0,,,72136000.0,70850000.0,283276000.0,3879334000.0,1214787000.0,2186472000.0,848934000.0,992641000.0,,452678000.0,,235567000.0,,110394000.0,5486990000.0,23132000.0,100242000.0,114828000.0,,559000.0,0.0,9513036000.0,,3292748000.0,1286654000.0,,,9513036000.0,9513036000.0,5227647000.0,8226382000.0,,
