company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2010.0,FY,,2010-12-31,2012-03-29 08:38:40+00:00,274000000.0,728000000.0,265000000.0,1010000000.0,-515000000.0,0.0,0.0,0.0,107000000.0,284000000.0,,546000000.0,131000000.0,1134000000.0,3007000000.0,587000000.0,105000000.0,293000000.0,1997000000.0,0.0,99000000.0,1299000000.0,,,80000000.0,,239000000.0,1933000000.0,41000000.0,56000000.0,0.0,8000000.0,0.0,715000000.0,5203000000.0,1418000000.0,1313000000.0,2226000000.0,1418000000.0,1418000000.0,3785000000.0,5203000000.0,1893000000.0,1559000000.0,
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,FY,,2011-12-31,2013-02-27 15:10:25+00:00,380000000.0,711000000.0,268000000.0,1160000000.0,-862000000.0,915000000.0,,1867000000.0,101000000.0,232000000.0,,594000000.0,64000000.0,881000000.0,3193000000.0,567000000.0,1830000000.0,380000000.0,2033000000.0,159000000.0,,1959000000.0,,,,,,,49000000.0,49000000.0,48000000.0,30000000.0,-146000000.0,29000000.0,6069000000.0,859000000.0,2268000000.0,1372000000.0,859000000.0,859000000.0,5210000000.0,6069000000.0,1768000000.0,3838000000.0,0.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,Q3,,2011-09-30,2011-11-10 10:17:46+00:00,287000000.0,781000000.0,242000000.0,,-483000000.0,536000000.0,0.0,1848000000.0,85000000.0,268000000.0,,533000000.0,143000000.0,834000000.0,,572000000.0,1837000000.0,463000000.0,1979000000.0,,113000000.0,1352000000.0,,,31000000.0,,,,55000000.0,51000000.0,50000000.0,34000000.0,-210000000.0,29000000.0,5715000000.0,1155000000.0,2082000000.0,1207000000.0,1155000000.0,1155000000.0,4560000000.0,5715000000.0,1654000000.0,3353000000.0,
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,Q2,,2011-06-30,2011-08-11 10:01:08+00:00,255000000.0,898000000.0,,,-491000000.0,381000000.0,0.0,1864000000.0,83000000.0,286000000.0,,528000000.0,144000000.0,1134000000.0,,577000000.0,1844000000.0,389000000.0,1985000000.0,,113000000.0,1331000000.0,,,289000000.0,,,,51000000.0,54000000.0,52000000.0,40000000.0,38000000.0,29000000.0,5937000000.0,1411000000.0,1994000000.0,1184000000.0,1411000000.0,1411000000.0,4526000000.0,5937000000.0,1958000000.0,3342000000.0,
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2012.0,FY,,2012-12-31,2014-02-27 11:34:17+00:00,377000000.0,905000000.0,205000000.0,1313000000.0,-1226000000.0,1057000000.0,0.0,1894000000.0,134000000.0,213000000.0,,617000000.0,,881000000.0,3347000000.0,548000000.0,1779000000.0,288000000.0,2034000000.0,329000000.0,0.0,2503000000.0,,,,,,,116000000.0,59000000.0,,21000000.0,,51000000.0,6392000000.0,669000000.0,2484000000.0,1384000000.0,669000000.0,667000000.0,5725000000.0,6392000000.0,1874000000.0,4341000000.0,1000000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2012.0,Q3,,2012-09-30,2012-11-08 10:20:33+00:00,292000000.0,883000000.0,206000000.0,,-804000000.0,766000000.0,,1887000000.0,112000000.0,214000000.0,,582000000.0,64000000.0,844000000.0,,552000000.0,1794000000.0,332000000.0,1988000000.0,67000000.0,,1739000000.0,,,4000000.0,,,,80000000.0,53000000.0,42000000.0,31000000.0,-45000000.0,43000000.0,5863000000.0,1038000000.0,2226000000.0,1239000000.0,1038000000.0,1038000000.0,4825000000.0,5863000000.0,1649000000.0,3586000000.0,
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2012.0,Q2,,2012-06-30,2012-08-08 10:06:56+00:00,314000000.0,878000000.0,229000000.0,,-821000000.0,669000000.0,,1873000000.0,70000000.0,222000000.0,,562000000.0,64000000.0,844000000.0,,557000000.0,1808000000.0,357000000.0,1992000000.0,92000000.0,,1744000000.0,,,6000000.0,,,,52000000.0,49000000.0,44000000.0,41000000.0,-58000000.0,36000000.0,5812000000.0,994000000.0,2167000000.0,1217000000.0,994000000.0,994000000.0,4818000000.0,5812000000.0,1653000000.0,3601000000.0,
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2012.0,Q1,,2012-03-31,2012-05-09 10:08:13+00:00,293000000.0,954000000.0,238000000.0,,-834000000.0,551000000.0,,1860000000.0,118000000.0,235000000.0,,562000000.0,64000000.0,844000000.0,,562000000.0,1822000000.0,384000000.0,2005000000.0,99000000.0,,1781000000.0,,,12000000.0,,,,48000000.0,51000000.0,46000000.0,32000000.0,-108000000.0,29000000.0,5824000000.0,918000000.0,2156000000.0,1252000000.0,918000000.0,918000000.0,4906000000.0,5824000000.0,1663000000.0,3654000000.0,
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2013.0,FY,,2013-12-31,2015-02-19 10:36:39+00:00,337000000.0,1123000000.0,262000000.0,1404000000.0,-521000000.0,1043000000.0,0.0,1926000000.0,115000000.0,170000000.0,,599000000.0,124000000.0,881000000.0,3301000000.0,528000000.0,1700000000.0,311000000.0,1897000000.0,,83000000.0,1425000000.0,,,,,,,119000000.0,104000000.0,,29000000.0,236000000.0,79000000.0,6225000000.0,1521000000.0,2676000000.0,1392000000.0,1521000000.0,1521000000.0,4704000000.0,6225000000.0,1652000000.0,3312000000.0,-120000000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2013.0,Q3,,2013-09-30,2013-11-07 11:55:10+00:00,287000000.0,1055000000.0,260000000.0,,-1078000000.0,895000000.0,0.0,1915000000.0,139000000.0,218000000.0,73000000.0,578000000.0,,881000000.0,,532000000.0,1743000000.0,340000000.0,1964000000.0,248000000.0,,2147000000.0,,,,,,,123000000.0,52000000.0,,23000000.0,155000000.0,65000000.0,6279000000.0,935000000.0,2531000000.0,1402000000.0,935000000.0,935000000.0,5344000000.0,6279000000.0,1784000000.0,3942000000.0,-57000000.0
