company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2009.0,FY,2009-01-01,2009-12-31,2012-03-29 08:38:40+00:00,2.54,2.54,,2.54,0.0,52000000.0,124000000.0,124000000.0,124000000.0,5442000000.0,6292000000.0,1000000.0,,639000000.0,5442000000.0,850000000.0,36000000.0,,639000000.0,211000000.0,-35000000.0,176000000.0,6292000000.0,48800000.0,48800000.0,48800000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 15:10:25+00:00,-0.09,2.68,,2.68,0.0,68000000.0,131000000.0,131000000.0,131000000.0,5831000000.0,6723000000.0,-2000000.0,,670000000.0,5831000000.0,892000000.0,40000000.0,19000000.0,670000000.0,222000000.0,-23000000.0,199000000.0,6723000000.0,-1455600000.0,48800000.0,48800000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2010.0,Q3,2010-07-01,2010-09-30,2011-11-10 10:17:46+00:00,0.86,0.86,,0.86,,25000000.0,42000000.0,42000000.0,42000000.0,1430000000.0,1665000000.0,,,158000000.0,1430000000.0,235000000.0,10000000.0,,158000000.0,77000000.0,-10000000.0,67000000.0,1665000000.0,48800000.0,48800000.0,48800000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2010.0,Q2,2010-04-01,2010-06-30,2011-08-11 10:01:08+00:00,-0.23,-0.23,,-0.23,,-19000000.0,-11000000.0,-11000000.0,-11000000.0,1469000000.0,1610000000.0,,,161000000.0,1469000000.0,141000000.0,10000000.0,,161000000.0,-20000000.0,-10000000.0,-30000000.0,1610000000.0,47800000.0,48800000.0,48800000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,Q4,2011-10-01,2011-12-31,,1.29,1.29,,1.3,-10000000.0,22000000.0,63000000.0,63000000.0,63000000.0,1475000000.0,1735000000.0,,,163000000.0,1475000000.0,260000000.0,29000000.0,7000000.0,153000000.0,107000000.0,-22000000.0,85000000.0,1735000000.0,48800000.0,48800000.0,48800000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 11:34:17+00:00,-2.05,-2.05,0.0,-2.05,290000000.0,96000000.0,-100000000.0,-100000000.0,-100000000.0,5571000000.0,6575000000.0,,,634000000.0,5571000000.0,1004000000.0,104000000.0,20000000.0,924000000.0,80000000.0,-84000000.0,-4000000.0,6575000000.0,48800000.0,48800000.0,48800000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,Q3YTD,2011-01-01,2011-09-30,,-3.34,-3.34,,-3.35,300000000.0,74000000.0,-163000000.0,-163000000.0,-163000000.0,4096000000.0,4840000000.0,,,471000000.0,4096000000.0,744000000.0,75000000.0,13000000.0,771000000.0,-27000000.0,-62000000.0,-89000000.0,4840000000.0,48900000.0,48900000.0,48900000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 10:20:33+00:00,-5.07,-5.07,,-5.07,300000000.0,28000000.0,-248000000.0,-248000000.0,-248000000.0,1339000000.0,1593000000.0,,,153000000.0,1339000000.0,254000000.0,30000000.0,9000000.0,453000000.0,-199000000.0,-21000000.0,-220000000.0,1593000000.0,48900000.0,48900000.0,48900000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.73,1.73,,1.72,,46000000.0,85000000.0,85000000.0,85000000.0,2757000000.0,3247000000.0,,,318000000.0,2757000000.0,490000000.0,45000000.0,4000000.0,318000000.0,172000000.0,-41000000.0,131000000.0,3247000000.0,49400000.0,48800000.0,49600000.0
Huntington Ingalls Industries Inc,HII,5TZLZ6WJTBVJ0QWBG121,1501585,2011.0,Q2,2011-04-01,2011-06-30,2012-08-08 10:06:56+00:00,0.81,0.81,,0.8,,21000000.0,40000000.0,40000000.0,40000000.0,1307000000.0,1563000000.0,,,169000000.0,1307000000.0,256000000.0,30000000.0,4000000.0,169000000.0,87000000.0,-26000000.0,61000000.0,1563000000.0,49400000.0,48800000.0,49600000.0
