company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2008.0,FY,,2008-12-31,2010-02-03 10:32:26+00:00,3779000000.0,5063000000.0,,202000000.0,0.0,,,,804000000.0,6392000000.0,757000000.0,3176000000.0,703000000.0,1935000000.0,4115000000.0,8542000000.0,,228000000.0,1517000000.0,2521000000.0,,,,1620000000.0,1817000000.0,,,,,,1437000000.0,22304000000.0,,8717000000.0,8541000000.0,,8542000000.0,13762000000.0,22304000000.0,9472000000.0,5221000000.0,,
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,FY,,2009-09-25,2010-11-23 12:04:53+00:00,4434000000.0,5528000000.0,192000000.0,761000000.0,,2363000000.0,,,872000000.0,6542000000.0,746000000.0,3168000000.0,718000000.0,1521000000.0,3986000000.0,84000000.0,,255000000.0,2016000000.0,2612000000.0,,,,2270000000.0,2610000000.0,,,,155000000.0,6615000000.0,798000000.0,24088000000.0,9100000000.0,9826000000.0,8716000000.0,9100000000.0,9184000000.0,14749000000.0,24088000000.0,10276000000.0,6033000000.0,,-70000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q3,,2009-03-31,2010-05-04 11:38:26+00:00,3540000000.0,4745000000.0,,311000000.0,0.0,,,,830000000.0,6320000000.0,749000000.0,3994000000.0,668000000.0,1648000000.0,3949000000.0,8099000000.0,,222000000.0,1748000000.0,2520000000.0,,,,1586000000.0,1722000000.0,,,,,,797000000.0,21724000000.0,,8452000000.0,7687000000.0,,8099000000.0,13625000000.0,21724000000.0,9323000000.0,5938000000.0,,
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2010.0,FY,,2010-09-24,2011-11-22 12:38:04+00:00,5426000000.0,6095000000.0,-77000000.0,560000000.0,0.0,2457000000.0,,,1122000000.0,6501000000.0,741000000.0,2652000000.0,728000000.0,1786000000.0,4096000000.0,106000000.0,,993000000.0,2211000000.0,2625000000.0,,,,3025000000.0,1815000000.0,,,,196000000.0,7765000000.0,737000000.0,25743000000.0,10071000000.0,10652000000.0,9910000000.0,10071000000.0,10177000000.0,15370000000.0,25743000000.0,10995000000.0,5460000000.0,,-74000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2010.0,Q3,,2010-06-30,2011-08-03 12:03:22+00:00,4874000000.0,5452000000.0,,908000000.0,0.0,,,,1054000000.0,6217000000.0,695000000.0,2638000000.0,766000000.0,1644000000.0,3706000000.0,9482000000.0,,206000000.0,2114000000.0,2377000000.0,,,,2584000000.0,2565000000.0,,,,163000000.0,,727000000.0,24086000000.0,,10118000000.0,9032000000.0,,9482000000.0,14441000000.0,24086000000.0,10262000000.0,5409000000.0,,
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2010.0,Q2,,2010-03-31,2011-05-04 12:49:26+00:00,4822000000.0,5431000000.0,,770000000.0,0.0,,,,936000000.0,6377000000.0,709000000.0,2636000000.0,770000000.0,1579000000.0,3779000000.0,96000000.0,,208000000.0,2124000000.0,2314000000.0,,,9377000000.0,2270000000.0,2524000000.0,,,,153000000.0,,743000000.0,23809000000.0,9377000000.0,9904000000.0,8815000000.0,9377000000.0,9473000000.0,14183000000.0,23809000000.0,10126000000.0,5368000000.0,,
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2010.0,Q1,,2009-09-30,2010-08-13 11:22:22+00:00,4434000000.0,5528000000.0,,761000000.0,0.0,,,,872000000.0,6542000000.0,746000000.0,3168000000.0,718000000.0,1521000000.0,3986000000.0,84000000.0,,255000000.0,2016000000.0,2612000000.0,,,9100000000.0,2270000000.0,2610000000.0,,,,155000000.0,,798000000.0,24088000000.0,9100000000.0,9826000000.0,8716000000.0,9100000000.0,9184000000.0,14749000000.0,24088000000.0,10276000000.0,6033000000.0,,
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2011.0,FY,,2011-09-30,2012-05-03 13:09:14+00:00,6159000000.0,7151000000.0,,257000000.0,0.0,,,,1315000000.0,7016000000.0,945000000.0,4533000000.0,811000000.0,2316000000.0,5616000000.0,11180000000.0,,1102000000.0,2291000000.0,2695000000.0,,,,3273000000.0,1819000000.0,,,,260000000.0,,613000000.0,29676000000.0,,12015000000.0,10782000000.0,,11180000000.0,18236000000.0,29676000000.0,12045000000.0,7454000000.0,,
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2011.0,Q3,,2011-06-30,2012-08-02 10:25:50+00:00,6104000000.0,7094000000.0,,335000000.0,0.0,,,,1329000000.0,7093000000.0,822000000.0,4519000000.0,952000000.0,2451000000.0,5185000000.0,118000000.0,,625000000.0,2678000000.0,3064000000.0,,,11361000000.0,3259000000.0,1863000000.0,,,,229000000.0,,657000000.0,29869000000.0,11361000000.0,12558000000.0,11154000000.0,11361000000.0,11479000000.0,18161000000.0,29869000000.0,12126000000.0,7007000000.0,,
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2011.0,Q2,,2011-03-31,2012-05-03 13:09:14+00:00,6082000000.0,6946000000.0,,401000000.0,0.0,,,,1070000000.0,6807000000.0,832000000.0,4382000000.0,864000000.0,2239000000.0,4761000000.0,11106000000.0,,803000000.0,2620000000.0,2861000000.0,,,,3198000000.0,1982000000.0,,,,223000000.0,,159000000.0,28668000000.0,,12206000000.0,10172000000.0,,11106000000.0,17339000000.0,28668000000.0,11701000000.0,7167000000.0,,
