company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2007.0,FY,2006-09-30,2007-09-28,2009-11-24 21:10:30+00:00,-17000000.0,45000000.0,,,687000000.0,89000000.0,61000000.0,-188000000.0,123000000.0,-542000000.0,-1051000000.0,1913000000.0,-542000000.0,-1051000000.0,1913000000.0,381000000.0,1252000000.0,1252000000.0,,117000000.0,104000000.0,-147000000.0,,-195000000.0,-231000000.0,-828000000.0,-548000000.0,-26000000.0,,83000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2008.0,Q4,2008-06-28,2008-09-26,,-255000000.0,59000000.0,489000000.0,313000000.0,294000000.0,1000000.0,-58000000.0,380000000.0,1217000000.0,-233000000.0,-528000000.0,996000000.0,-233000000.0,-528000000.0,996000000.0,177000000.0,434000000.0,232000000.0,203000000.0,31000000.0,479000000.0,-140000000.0,,-71000000.0,,-177000000.0,-1568000000.0,-290000000.0,32000000.0,11000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2008.0,FY,2007-09-29,2008-09-26,2010-11-23 12:04:53+00:00,-277000000.0,38000000.0,,,745000000.0,,-53000000.0,-370000000.0,413000000.0,-895000000.0,-1270000000.0,1928000000.0,-895000000.0,-1270000000.0,1928000000.0,-290000000.0,1003000000.0,1003000000.0,,512000000.0,34000000.0,-206000000.0,,-297000000.0,-32000000.0,-807000000.0,-976000000.0,-69000000.0,,52000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2008.0,Q3YTD,2007-09-29,2008-06-27,2009-07-30 17:16:03+00:00,-92000000.0,,,,854000000.0,,20000000.0,-1093000000.0,2663000000.0,-747000000.0,2083000000.0,-1908000000.0,-747000000.0,2083000000.0,-1908000000.0,-552000000.0,1119000000.0,831000000.0,288000000.0,-2500000000.0,498000000.0,2706000000.0,0.0,-221000000.0,,-545000000.0,-2931000000.0,-756000000.0,,14000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q3YTD,2008-10-01,2009-06-30,2010-08-13 11:22:22+00:00,-32000000.0,26000000.0,,,535000000.0,,,21000000.0,1044000000.0,474000000.0,-674000000.0,359000000.0,474000000.0,-674000000.0,359000000.0,159000000.0,-653000000.0,-653000000.0,,430000000.0,3000000.0,-37000000.0,,-231000000.0,-84000000.0,-529000000.0,-342000000.0,,,8000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q3,2009-03-28,2009-06-30,,,8000000.0,,,172000000.0,,,157000000.0,-37000000.0,-123000000.0,-139000000.0,494000000.0,-123000000.0,-139000000.0,494000000.0,232000000.0,167000000.0,167000000.0,,-10000000.0,2000000.0,-20000000.0,,-77000000.0,-21000000.0,-103000000.0,-11000000.0,,,5000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q3TTM,2008-06-28,2009-06-26,,-302000000.0,59000000.0,489000000.0,313000000.0,1129000000.0,12000000.0,-108000000.0,62000000.0,4012000000.0,-491000000.0,-1383000000.0,2419000000.0,-491000000.0,-1383000000.0,2419000000.0,437000000.0,-1569000000.0,-1812000000.0,246000000.0,2981000000.0,527000000.0,-470000000.0,,-358000000.0,,-671000000.0,-4379000000.0,-293000000.0,32000000.0,16000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q2YTD,2008-10-01,2009-03-31,2010-05-04 11:38:26+00:00,-32000000.0,18000000.0,,,363000000.0,,,-136000000.0,1081000000.0,597000000.0,-535000000.0,-135000000.0,597000000.0,-535000000.0,-135000000.0,-73000000.0,-820000000.0,-820000000.0,,440000000.0,1000000.0,-17000000.0,,-154000000.0,-63000000.0,-426000000.0,-331000000.0,,,3000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q2,2009-01-01,2009-03-31,,-10000000.0,9000000.0,,,182000000.0,,,40000000.0,503000000.0,105000000.0,-178000000.0,182000000.0,105000000.0,-178000000.0,182000000.0,109000000.0,-212000000.0,-212000000.0,,163000000.0,1000000.0,5000000.0,,-77000000.0,-15000000.0,-158000000.0,-322000000.0,,,
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q1,2008-09-27,2008-12-26,2010-01-28 16:25:44+00:00,-45000000.0,,,,275000000.0,,-94000000.0,-586000000.0,789000000.0,13000000.0,-301000000.0,56000000.0,13000000.0,-301000000.0,56000000.0,-326000000.0,277000000.0,272000000.0,5000000.0,95000000.0,3000000.0,-99000000.0,0.0,-95000000.0,,-159000000.0,-681000000.0,-3000000.0,,2000000.0
