company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2007.0,FY,2006-09-30,2007-09-28,2009-11-24 21:10:30+00:00,,2.12,,2.09,,300000000.0,1252000000.0,1295000000.0,-43000000.0,1252000000.0,,29548000000.0,34624000000.0,,-12000000.0,,,0.0,3281000000.0,29548000000.0,5076000000.0,277000000.0,89000000.0,3281000000.0,1795000000.0,-188000000.0,1607000000.0,34624000000.0,,590600000.0,599000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2008.0,FY,2007-09-29,2008-09-26,2010-11-23 12:04:53+00:00,,1.65,,1.63,,321000000.0,1003000000.0,1003000000.0,,979000000.0,,32536000000.0,38062000000.0,24000000.0,,,,495000000.0,3565000000.0,32536000000.0,5526000000.0,258000000.0,116000000.0,4060000000.0,1466000000.0,-142000000.0,1324000000.0,38062000000.0,,593300000.0,600600000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2008.0,Q3,2008-03-28,2008-06-27,2009-07-30 17:16:03+00:00,0.99,0.99,,0.98,47000000.0,45000000.0,476000000.0,199000000.0,277000000.0,476000000.0,,3364000000.0,5215000000.0,,-1000000.0,-257000000.0,-7000000.0,,1234000000.0,3364000000.0,1851000000.0,91000000.0,16000000.0,1274000000.0,577000000.0,-332000000.0,245000000.0,5215000000.0,480800000.0,482000000.0,486000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,FY,2008-09-27,2009-09-25,2011-11-22 12:38:04+00:00,,-0.57,,-0.57,,32000000.0,-350000000.0,-350000000.0,,-338000000.0,,24948000000.0,28497000000.0,-12000000.0,,,,230000000.0,3210000000.0,24948000000.0,3549000000.0,350000000.0,-77000000.0,3440000000.0,109000000.0,-427000000.0,-318000000.0,28497000000.0,,593000000.0,593000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q4,2009-06-27,2009-09-25,,-0.99,-0.99,0.13,-0.99,-4000000.0,81000000.0,-582000000.0,-577000000.0,-5000000.0,-585000000.0,15000000.0,10506000000.0,10777000000.0,-12000000.0,,-4000000.0,,,480000000.0,10506000000.0,271000000.0,166000000.0,-121000000.0,476000000.0,-205000000.0,-291000000.0,-496000000.0,10777000000.0,,593000000.0,593000000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q3,2009-03-28,2009-06-30,2010-08-13 11:22:22+00:00,0.27,0.27,,0.26,,50000000.0,167000000.0,167000000.0,,163000000.0,4000000.0,5940000000.0,6979000000.0,,,,,0.0,787000000.0,5940000000.0,1039000000.0,65000000.0,30000000.0,787000000.0,252000000.0,-35000000.0,217000000.0,6979000000.0,603700000.0,603700000.0,626900000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q3YTD,2008-10-01,2009-06-30,,-1.08,-1.08,0.13,-1.09,,109000000.0,-653000000.0,-653000000.0,,-638000000.0,-15000000.0,18224000000.0,20630000000.0,,,,,230000000.0,2449000000.0,18224000000.0,2406000000.0,167000000.0,-104000000.0,2679000000.0,-273000000.0,-271000000.0,-544000000.0,20630000000.0,594700000.0,594700000.0,626900000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q2,2009-01-01,2009-03-31,2010-05-04 11:38:26+00:00,-0.33,-0.33,,-0.33,,-183000000.0,-212000000.0,-212000000.0,,-193000000.0,-19000000.0,5633000000.0,6315000000.0,,,,,230000000.0,803000000.0,5633000000.0,682000000.0,46000000.0,2000000.0,1033000000.0,-351000000.0,-44000000.0,-395000000.0,6315000000.0,584800000.0,584800000.0,584800000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q2YTD,2008-10-01,2009-03-31,,-1.35,-1.35,,-1.35,,59000000.0,-820000000.0,-820000000.0,,-801000000.0,-19000000.0,12284000000.0,13651000000.0,,,,,230000000.0,1662000000.0,12284000000.0,1367000000.0,102000000.0,-134000000.0,1892000000.0,-525000000.0,-236000000.0,-761000000.0,13651000000.0,584800000.0,584800000.0,584800000.0
Johnson Controls International PLC,JCI,549300XQ6S1GYKGBL205,833444,2009.0,Q1,2008-09-27,2008-12-26,2010-01-28 16:25:44+00:00,,0.59,,0.58,4000000.0,84000000.0,277000000.0,272000000.0,5000000.0,277000000.0,,2869000000.0,4426000000.0,,,4000000.0,,,1140000000.0,2869000000.0,1557000000.0,73000000.0,12000000.0,1144000000.0,413000000.0,-57000000.0,356000000.0,4426000000.0,,473000000.0,475000000.0
