company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2009.0,FY,,2009-01-25,2010-03-17 19:16:55+00:00,218864000.0,318435000.0,559727000.0,3865000.0,25634000.0,417688000.0,0.0,1889886000.0,16505000.0,369844000.0,147101000.0,,537834000.0,625798000.0,,40026000.0,151850000.0,39794000.0,,1964169000.0,,837702000.0,3350727000.0,2394652000.0,2167958000.0,778591000.0,2394652000.0,2394652000.0,956075000.0,3350727000.0,556971000.0,177484000.0,0.0,-1463268000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2010.0,FY,,2010-01-31,2011-03-16 16:33:51+00:00,344527000.0,374963000.0,439851000.0,12172000.0,24450000.0,447221000.0,0.0,2220054000.0,8752000.0,369844000.0,120458000.0,,330674000.0,571858000.0,,42928000.0,111950000.0,38214000.0,,1896182000.0,,1281006000.0,3585918000.0,2665140000.0,2480830000.0,784378000.0,2665140000.0,2665140000.0,920778000.0,3585918000.0,533230000.0,136400000.0,0.0,-1463268000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2010.0,Q3,,2009-10-25,2009-11-19 09:03:13+00:00,321530000.0,397820000.0,567276000.0,9645000.0,24760000.0,614490000.0,,2112152000.0,16505000.0,369844000.0,127817000.0,,277643000.0,565296000.0,,42901000.0,126373000.0,31669000.0,,1765106000.0,,1019589000.0,3463574000.0,2423635000.0,2357716000.0,888806000.0,2423635000.0,2423635000.0,1039939000.0,3463574000.0,540562000.0,151133000.0,0.0,-1463268000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2011.0,FY,,2011-01-30,2012-03-13 16:56:38+00:00,286138000.0,348770000.0,656544000.0,10272000.0,23389000.0,665361000.0,0.0,2501254000.0,9456000.0,369844000.0,288745000.0,,345525000.0,568857000.0,,40850000.0,347713000.0,32636000.0,,2149328000.0,,1825202000.0,4495246000.0,3181462000.0,3226950000.0,942682000.0,3181462000.0,3181462000.0,1313784000.0,4495246000.0,699439000.0,371102000.0,0.0,-1479392000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2011.0,Q3,,2010-10-31,2010-12-07 16:44:42+00:00,324770000.0,399502000.0,491719000.0,12667000.0,23359000.0,451174000.0,,2386928000.0,8752000.0,369844000.0,112642000.0,,377812000.0,585672000.0,,39719000.0,177851000.0,34416000.0,,1977677000.0,,1536046000.0,3915579000.0,2897880000.0,2807702000.0,816489000.0,2897880000.0,2897880000.0,1017699000.0,3915579000.0,522205000.0,201210000.0,0.0,-1479392000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2011.0,Q2,,2010-08-01,2010-08-30 16:18:13+00:00,280041000.0,395934000.0,539098000.0,11234000.0,23734000.0,377003000.0,0.0,2330121000.0,8752000.0,369844000.0,118879000.0,,434227000.0,542216000.0,,44367000.0,127881000.0,44549000.0,,1892815000.0,,1395497000.0,3731268000.0,2760514000.0,2655962000.0,819139000.0,2760514000.0,2760514000.0,970754000.0,3731268000.0,533090000.0,151615000.0,0.0,-1473656000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2011.0,Q1,,2010-05-02,2010-05-21 16:36:56+00:00,362740000.0,529663000.0,402553000.0,10872000.0,24098000.0,447262000.0,,2289652000.0,8752000.0,369844000.0,115423000.0,,388139000.0,548916000.0,,41867000.0,152994000.0,35530000.0,,2033776000.0,,1317634000.0,3803030000.0,2860645000.0,2726980000.0,765293000.0,2860645000.0,2860645000.0,942385000.0,3803030000.0,527134000.0,177092000.0,0.0,-1473655000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2012.0,FY,,2012-01-29,2013-03-12 17:03:06+00:00,335072000.0,336143000.0,594886000.0,10614000.0,21439000.0,667876000.0,0.0,2901596000.0,49931000.0,641030000.0,326136000.0,,340297000.0,560072000.0,,120332000.0,455807000.0,49411000.0,,2730418000.0,,2461700000.0,5552928000.0,4145724000.0,3905358000.0,929958000.0,4145724000.0,4145724000.0,1407204000.0,5552928000.0,1087498000.0,477246000.0,0.0,-1496904000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2012.0,Q3,,2011-10-30,2011-11-22 16:31:51+00:00,307943000.0,371261000.0,578741000.0,8997000.0,21949000.0,566816000.0,0.0,2846964000.0,26281000.0,648053000.0,342839000.0,,319602000.0,551757000.0,,46323000.0,206960000.0,34573000.0,,2614393000.0,,2181538000.0,5089043000.0,3973450000.0,3500071000.0,886684000.0,3973450000.0,3973450000.0,1115593000.0,5089043000.0,1037215000.0,228909000.0,0.0,-1496904000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2012.0,Q2,,2011-07-31,2011-08-25 16:18:41+00:00,297813000.0,419944000.0,662486000.0,14434000.0,22493000.0,532614000.0,,2726008000.0,26281000.0,593513000.0,358136000.0,,361911000.0,550896000.0,,44322000.0,192163000.0,34925000.0,,2436120000.0,,1941882000.0,4864424000.0,3689469000.0,3317557000.0,960299000.0,3689469000.0,3689469000.0,1174955000.0,4864424000.0,995971000.0,214656000.0,0.0,-1487093000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2012.0,Q1,,2011-05-01,2011-05-27 17:08:28+00:00,346295000.0,343202000.0,634871000.0,11121000.0,22957000.0,683633000.0,,2639219000.0,9456000.0,369844000.0,278761000.0,,380964000.0,553366000.0,,38010000.0,284813000.0,36600000.0,,2284547000.0,,2042908000.0,4736744000.0,3447808000.0,3496763000.0,981166000.0,3447808000.0,3447808000.0,1288936000.0,4736744000.0,686615000.0,307770000.0,0.0,-1487079000.0
