company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2008.0,Q2,2008-04-27,2008-07-27,2009-08-20 16:59:23+00:00,-0.22,-0.22,,-0.22,-25671000.0,-120929000.0,-120929000.0,-120929000.0,742759000.0,892676000.0,-3289000.0,,212910000.0,,92399000.0,742759000.0,149917000.0,,12081000.0,305309000.0,-155392000.0,8792000.0,-146600000.0,892676000.0,549700000.0,555417000.0,555417000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2008.0,FY,2007-01-29,2008-01-27,2010-03-17 19:16:55+00:00,1.45,1.45,,1.31,103696000.0,797645000.0,797645000.0,797645000.0,2228580000.0,4097860000.0,760000.0,,691637000.0,0.0,341297000.0,2228580000.0,1869280000.0,54000.0,64289000.0,1032934000.0,836346000.0,64995000.0,901341000.0,4097860000.0,550100000.0,550108000.0,606732000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2009.0,FY,2008-01-28,2009-01-25,2011-03-16 16:33:51+00:00,-0.05,-0.05,,-0.05,-12913000.0,-30041000.0,-30041000.0,-30041000.0,2250590000.0,3424859000.0,-14707000.0,0.0,855879000.0,26868000.0,362222000.0,2250590000.0,1174269000.0,406000.0,42859000.0,1244969000.0,-70700000.0,27746000.0,-42954000.0,3424859000.0,600800000.0,548126.0,548126.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2009.0,Q3,2008-07-28,2008-10-26,2009-11-19 09:03:13+00:00,0.11,0.11,,0.11,-745000.0,61748000.0,61748000.0,61748000.0,529812000.0,897655000.0,-5240000.0,,212360000.0,8338000.0,90349000.0,529812000.0,367843000.0,,9447000.0,311047000.0,56796000.0,4207000.0,61003000.0,897655000.0,561300000.0,543807000.0,564536000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2010.0,FY,2009-01-26,2010-01-31,2011-03-16 16:33:51+00:00,-0.12,-0.12,,-0.12,-14307000.0,-67987000.0,-67987000.0,-67987000.0,2149522000.0,3326445000.0,-3144000.0,0.0,908851000.0,0.0,367017000.0,2149522000.0,1176923000.0,3320000.0,23115000.0,1275868000.0,-98945000.0,16651000.0,-82294000.0,3326445000.0,566600000.0,549574000.0,549574000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2010.0,Q4,2009-10-26,2010-01-31,,0.24,0.24,,0.25,8345000.0,131076000.0,131076000.0,131076000.0,543767000.0,982488000.0,2691000.0,,216251000.0,,88188000.0,543767000.0,438721000.0,3320000.0,5768000.0,304439000.0,134282000.0,5139000.0,139421000.0,982488000.0,566600000.0,549574000.0,549574000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2010.0,Q3YTD,2009-01-26,2009-10-25,,-0.36,-0.36,,-0.36,-22652000.0,-199063000.0,-199063000.0,-199063000.0,1605755000.0,2343957000.0,-5835000.0,,692600000.0,,278829000.0,1605755000.0,738202000.0,,17347000.0,971429000.0,-233227000.0,11512000.0,-221715000.0,2343957000.0,537900000.0,551283000.0,574381000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2010.0,Q3,2009-07-27,2009-10-25,2010-12-07 16:44:42+00:00,0.2,0.2,,0.19,2630000.0,107577000.0,107577000.0,107577000.0,511423000.0,903206000.0,-3082000.0,,197948000.0,,85990000.0,511423000.0,391783000.0,,5444000.0,283938000.0,107845000.0,2362000.0,110207000.0,903206000.0,537900000.0,551283000.0,574381000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2010.0,Q2YTD,2009-01-26,2009-07-26,,-0.56,-0.56,,-0.56,-25282000.0,-306640000.0,-306640000.0,-306640000.0,1094332000.0,1440751000.0,-2753000.0,,494652000.0,,192839000.0,1094332000.0,346419000.0,,11903000.0,687491000.0,-341072000.0,9150000.0,-331922000.0,1440751000.0,554200000.0,546639000.0,546639000.0
NVIDIA Corp,NVDA,549300S4KLFTLO7GSQ80,1045810,2010.0,Q1,2009-01-26,2009-04-26,2010-05-21 16:36:56+00:00,-0.37,-0.37,,-0.37,-23483000.0,-201338000.0,-201338000.0,-201338000.0,474535000.0,664231000.0,20000.0,,301797000.0,,118864000.0,474535000.0,189696000.0,,6124000.0,420661000.0,-230965000.0,6144000.0,-224821000.0,664231000.0,544200000.0,542307000.0,542307000.0
