company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,Q3,,2009-09-26,2010-10-26 13:08:01+00:00,199002000.0,423125000.0,156535000.0,31700000.0,50214000.0,,478458000.0,52997000.0,24302000.0,87115000.0,,2127082000.0,506837000.0,814857000.0,366416000.0,339412000.0,118323000.0,27792000.0,153984000.0,296491000.0,,,,67723000.0,102924000.0,,,48446000.0,,1490655000.0,114000.0,3982252000.0,2000813000.0,941198000.0,467068000.0,2000813000.0,2119136000.0,1863116000.0,3982252000.0,2701642000.0,1396048000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,Q2,,2009-06-27,2010-07-29 12:31:27+00:00,212973000.0,462106000.0,147557000.0,-3892000.0,38118000.0,,474643000.0,51465000.0,14668000.0,80564000.0,,2106026000.0,504674000.0,883281000.0,362743000.0,340884000.0,113226000.0,26906000.0,150167000.0,303435000.0,,,,61118000.0,96016000.0,,,50111000.0,,1471436000.0,6265000.0,3977245000.0,1942187000.0,964543000.0,462027000.0,1942187000.0,2055413000.0,1921832000.0,3977245000.0,2671818000.0,1459805000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,FY,,2010-12-31,2012-04-13 17:09:13+00:00,262357000.0,516905000.0,156796000.0,-22342000.0,46056000.0,0.0,490890000.0,56349000.0,5964000.0,116728000.0,,2066044000.0,453570000.0,702521000.0,405356000.0,329435000.0,111879000.0,23507000.0,169198000.0,240184000.0,,,,55187000.0,86295000.0,,,44631000.0,,1624605000.0,4951000.0,3973533000.0,2093153000.0,1069297000.0,546796000.0,2093153000.0,2205032000.0,1768501000.0,3973533000.0,2574801000.0,1221705000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q3,,2010-10-02,2011-10-26 10:58:15+00:00,266416000.0,490221000.0,170135000.0,-4955000.0,56995000.0,0.0,505521000.0,50991000.0,22202000.0,109574000.0,,2070911000.0,461378000.0,673265000.0,410072000.0,327602000.0,115994000.0,23857000.0,147772000.0,247969000.0,,,,56033000.0,93681000.0,,,48555000.0,,1597110000.0,4217000.0,3972758000.0,2097676000.0,1056834000.0,572544000.0,2097676000.0,2213670000.0,1759088000.0,3972758000.0,2588322000.0,1186544000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q2,,2010-07-03,2011-07-26 13:54:51+00:00,248679000.0,475679000.0,155895000.0,-77013000.0,38580000.0,0.0,496574000.0,49058000.0,23252000.0,95419000.0,,2033064000.0,451806000.0,734472000.0,389428000.0,318124000.0,111310000.0,24821000.0,139977000.0,242961000.0,,,,54083000.0,92926000.0,,,42878000.0,,1560944000.0,2483000.0,3852700000.0,1980505000.0,995623000.0,525728000.0,1980505000.0,2091815000.0,1760885000.0,3852700000.0,2538953000.0,1235157000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q1,,2010-04-03,2011-04-26 16:52:06+00:00,229502000.0,550830000.0,149219000.0,-11801000.0,46783000.0,0.0,491576000.0,49665000.0,8571000.0,86444000.0,,2067836000.0,472398000.0,862351000.0,363667000.0,330201000.0,113555000.0,25720000.0,145777000.0,262363000.0,,,,56224000.0,95399000.0,,,43580000.0,,1518726000.0,3782000.0,3981184000.0,1998501000.0,1054525000.0,477518000.0,1998501000.0,2112056000.0,1869128000.0,3981184000.0,2596458000.0,1391610000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2011.0,FY,,2011-12-31,2013-02-26 16:44:56+00:00,294858000.0,569204000.0,223708000.0,-37731000.0,50077000.0,,505280000.0,,,118413000.0,,2273918000.0,592285000.0,1304225000.0,449863000.0,387525000.0,114063000.0,,188957000.0,280389000.0,168691000.0,,,94750000.0,123509000.0,,,,,1465780000.0,4862000.0,4586313000.0,1933329000.0,1237835000.0,641841000.0,1933329000.0,2047392000.0,2538921000.0,4586313000.0,2960953000.0,1897080000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2011.0,Q3,,2011-10-01,2012-11-01 12:46:06+00:00,281448000.0,556688000.0,252701000.0,-48039000.0,52665000.0,0.0,497455000.0,61411000.0,26283000.0,126271000.0,,2516692000.0,619262000.0,1317454000.0,459916000.0,394922000.0,115419000.0,23891000.0,228737000.0,217154000.0,,,,73319000.0,79489000.0,,,147568000.0,,1733281000.0,30899000.0,4882443000.0,2182697000.0,1278248000.0,717602000.0,2182697000.0,2298116000.0,2584327000.0,4882443000.0,3209273000.0,1866725000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2011.0,Q2,,2011-07-02,2012-07-24 14:05:33+00:00,315403000.0,595407000.0,234192000.0,41902000.0,68972000.0,0.0,505333000.0,60833000.0,21498000.0,117569000.0,,2573430000.0,654908000.0,1384167000.0,484795000.0,410547000.0,117500000.0,23832000.0,235422000.0,244975000.0,,,,78788000.0,85660000.0,,,124632000.0,,1702119000.0,22740000.0,5052312000.0,2249354000.0,1334639000.0,711402000.0,2249354000.0,2366854000.0,2685458000.0,5052312000.0,3307126000.0,1974056000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2011.0,Q1,,2011-04-02,2012-04-24 17:01:04+00:00,256492000.0,625856000.0,170495000.0,18525000.0,57134000.0,0.0,493333000.0,56370000.0,20492000.0,92776000.0,,2097428000.0,461244000.0,802321000.0,411767000.0,338610000.0,115284000.0,23548000.0,175877000.0,246051000.0,,,,56328000.0,86085000.0,,,57950000.0,,1655302000.0,6106000.0,4162687000.0,2167160000.0,1209077000.0,546361000.0,2167160000.0,2282444000.0,1880243000.0,4162687000.0,2615000000.0,1333882000.0,
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2012.0,FY,,2012-12-31,2014-02-25 14:06:19+00:00,567000000.0,1274600000.0,778300000.0,-11600000.0,261300000.0,,5405900000.0,,,296700000.0,,5111000000.0,1926900000.0,2454300000.0,1333900000.0,1188200000.0,116400000.0,,421900000.0,378800000.0,334500000.0,,,452300000.0,495100000.0,,,,,1292300000.0,3100000.0,11882700000.0,6371100000.0,3204300000.0,1645100000.0,6371100000.0,6487500000.0,5395200000.0,11882700000.0,7490200000.0,3750100000.0,-315500000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2012.0,Q3,,2012-09-29,2012-11-01 12:46:06+00:00,602707000.0,1319561000.0,566032000.0,-160134000.0,642570000.0,0.0,5451395000.0,131531000.0,,318819000.0,142999000.0,4766519000.0,1954512000.0,1495369000.0,1379971000.0,1156327000.0,118186000.0,49041000.0,539451000.0,411144000.0,,,,354531000.0,279140000.0,,,266813000.0,100000000.0,1676199000.0,501392000.0,11972335000.0,6848055000.0,3740446000.0,2131949000.0,6848055000.0,6966241000.0,4906094000.0,11972335000.0,7075562000.0,2774145000.0,-119405000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2012.0,Q2,,2012-06-30,2012-07-24 14:05:33+00:00,288265000.0,572144000.0,241242000.0,-192097000.0,60598000.0,0.0,526092000.0,58899000.0,32228000.0,98566000.0,,2255134000.0,570503000.0,1233794000.0,460039000.0,381063000.0,116083000.0,13294000.0,190173000.0,277245000.0,,,,103544000.0,92175000.0,,,124345000.0,,1667794000.0,1415000.0,4586269000.0,2001789000.0,1276025000.0,661716000.0,2001789000.0,2117872000.0,2468397000.0,4586269000.0,2929181000.0,1806681000.0,
