company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,Q4,2009-09-27,2009-12-31,,,,,,,,-2644000.0,,,92205000.0,-19562000.0,-14392000.0,19719000.0,,61000.0,,-19562000.0,-14331000.0,19719000.0,-16818000.0,0.0,,0.0,,7510000.0,48000.0,,-17765000.0,-14831000.0,-101512000.0,,391000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,FY,2009-01-01,2009-12-31,2012-04-13 17:09:13+00:00,,40657000.0,,,64823000.0,,-648000.0,59866000.0,,582205000.0,-209083000.0,-56153000.0,259900000.0,,1567000.0,-1531000.0,-209083000.0,-54586000.0,258369000.0,-5948000.0,116200000.0,116181000.0,19000.0,-21665000.0,9993000.0,-3224000.0,,-70927000.0,-54137000.0,-730354000.0,,1208000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,Q3,2009-06-28,2009-09-26,,,7453000.0,,,14552000.0,,2927000.0,59682000.0,,83976000.0,-91453000.0,-13464000.0,113623000.0,,586000.0,-123000.0,-91453000.0,-12878000.0,113500000.0,12096000.0,38592000.0,38507000.0,85000.0,-6741000.0,905000.0,-3262000.0,,-17729000.0,-10456000.0,-158605000.0,,254000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,Q3YTD,2009-01-01,2009-09-26,2010-10-26 13:08:01+00:00,,22054000.0,,,44186000.0,,1996000.0,84515000.0,,490000000.0,-189521000.0,-41761000.0,240181000.0,,1506000.0,-1531000.0,-189521000.0,-40255000.0,238650000.0,10870000.0,88672000.0,88519000.0,153000.0,601000.0,2483000.0,-3272000.0,,-53162000.0,-39306000.0,-628842000.0,,817000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,Q2YTD,2009-01-01,2009-06-27,2010-07-29 12:31:27+00:00,,14601000.0,,,29634000.0,,-931000.0,24833000.0,,406024000.0,-98068000.0,-28297000.0,126558000.0,,920000.0,-1408000.0,-98068000.0,-27377000.0,125150000.0,-1226000.0,50080000.0,50012000.0,68000.0,7342000.0,1578000.0,-10000.0,,-35433000.0,-28850000.0,-470237000.0,,563000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q4,2010-10-03,2010-12-31,,,6442000.0,,,14854000.0,,-2618000.0,-37503000.0,,210573000.0,-13014000.0,-16440000.0,21133000.0,,,,-13014000.0,-16440000.0,21133000.0,-10939000.0,34370000.0,36662000.0,-2292000.0,678000.0,2573000.0,84000.0,,-23528000.0,-16542000.0,-180706000.0,-21926000.0,18000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:44:56+00:00,,26184000.0,,,57995000.0,,-6812000.0,-2081000.0,,706369000.0,-190591000.0,-60313000.0,270376000.0,,,,-190591000.0,-60313000.0,270376000.0,12660000.0,189406000.0,190032000.0,-626000.0,-1754000.0,12627000.0,-1148000.0,,-80112000.0,-59523000.0,-804763000.0,-24712000.0,358000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q3TTM,2009-09-27,2010-10-02,,,38345000.0,,,63778000.0,,-6838000.0,10773000.0,,588001000.0,-197139000.0,-58265000.0,268962000.0,,61000.0,,-197139000.0,-58204000.0,268962000.0,6781000.0,182564000.0,181032000.0,1532000.0,-24698000.0,17564000.0,-1184000.0,,-74349000.0,-57812000.0,-725569000.0,-2786000.0,731000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q3,2010-07-04,2010-10-02,,,6385000.0,,,14265000.0,,11205000.0,15466000.0,,160660000.0,-71726000.0,-13893000.0,92829000.0,,,,-71726000.0,-13893000.0,92829000.0,18415000.0,56278000.0,55729000.0,549000.0,984000.0,9549000.0,54000.0,,-18884000.0,-14044000.0,-220265000.0,-2786000.0,97000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q3YTD,2010-01-01,2010-10-02,2011-10-26 10:58:15+00:00,,19742000.0,,,43141000.0,,-4194000.0,35422000.0,,495796000.0,-177577000.0,-43873000.0,249243000.0,,,,-177577000.0,-43873000.0,249243000.0,23599000.0,155036000.0,153370000.0,1666000.0,-2432000.0,10054000.0,-1232000.0,,-56584000.0,-42981000.0,-624057000.0,-2786000.0,340000.0
