company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,FY,2009-01-01,2009-12-31,2012-04-13 17:09:13+00:00,1.19,1.19,0.72,1.17,,56428000.0,116200000.0,116219000.0,-19000.0,115493000.0,707000.0,1907333000.0,2692468000.0,,,,,57884000.0,507303000.0,1907333000.0,785135000.0,46921000.0,-380000.0,565187000.0,219948000.0,-47301000.0,172647000.0,2692468000.0,97100000.0,97415000.0,98522000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,Q3,2009-06-28,2009-09-26,2010-10-26 13:08:01+00:00,,0.38,0.18,0.38,,18159000.0,38507000.0,38592000.0,-85000.0,36948000.0,1644000.0,455698000.0,662665000.0,,,,,14707000.0,125578000.0,455698000.0,206967000.0,9711000.0,-135000.0,140285000.0,66682000.0,-9846000.0,56836000.0,662665000.0,,97496000.0,98641000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2009.0,Q2,2009-03-29,2009-06-27,2010-07-29 12:31:27+00:00,0.33,0.33,0.18,0.33,,16217000.0,32349000.0,32427000.0,-78000.0,32006000.0,421000.0,497233000.0,693712000.0,,,,,13815000.0,119104000.0,497233000.0,196479000.0,14637000.0,-279000.0,132919000.0,63560000.0,-14916000.0,48644000.0,693712000.0,97000000.0,97507000.0,98422000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q4,2010-10-03,2010-12-31,,0.34,0.34,0.19,0.34,,13006000.0,34370000.0,36138000.0,-1768000.0,68782000.0,909000.0,521630000.0,753858000.0,,-35321000.0,-524000.0,,16081000.0,157714000.0,521630000.0,232228000.0,10330000.0,1565000.0,173795000.0,58433000.0,-8765000.0,49668000.0,753858000.0,98400000.0,98037000.0,99294000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:44:56+00:00,1.88,1.88,0.76,1.86,,88943000.0,189406000.0,190032000.0,-626000.0,184913000.0,4493000.0,2100133000.0,3030773000.0,,,,,67156000.0,550501000.0,2100133000.0,930640000.0,37379000.0,3371000.0,617657000.0,312983000.0,-34008000.0,278975000.0,3030773000.0,98400000.0,98037000.0,99294000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q3YTD,2010-01-01,2010-10-02,,1.54,1.54,0.57,1.52,,75937000.0,155036000.0,153894000.0,1142000.0,116131000.0,3584000.0,1578503000.0,2276915000.0,,35321000.0,524000.0,,51075000.0,392787000.0,1578503000.0,698412000.0,27049000.0,1806000.0,443862000.0,254550000.0,-25243000.0,229307000.0,2276915000.0,98300000.0,98298000.0,99514000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q3,2010-07-04,2010-10-02,2011-10-26 10:58:15+00:00,0.56,0.56,0.19,0.55,,26488000.0,56278000.0,55729000.0,549000.0,55050000.0,1228000.0,537193000.0,773735000.0,,,,,16865000.0,128854000.0,537193000.0,236542000.0,8953000.0,347000.0,145719000.0,90823000.0,-8606000.0,82217000.0,773735000.0,98300000.0,98298000.0,99514000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q2YTD,2010-01-01,2010-07-03,,0.98,0.98,0.38,0.97,,49449000.0,98758000.0,98165000.0,593000.0,61081000.0,2356000.0,1041310000.0,1503180000.0,,35321000.0,524000.0,,34210000.0,263933000.0,1041310000.0,461870000.0,18096000.0,1459000.0,298143000.0,163727000.0,-16637000.0,147090000.0,1503180000.0,98500000.0,98208000.0,99638000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2010.0,Q2,2010-04-04,2010-07-03,2011-07-26 13:54:51+00:00,0.62,0.62,0.19,0.61,,31320000.0,62205000.0,61612000.0,593000.0,61081000.0,1124000.0,547999000.0,796167000.0,,,,,16999000.0,131043000.0,547999000.0,248168000.0,8569000.0,1375000.0,148042000.0,100126000.0,-7194000.0,92932000.0,796167000.0,98500000.0,98208000.0,99638000.0
Pentair plc,PNR,5493006P2JR3BN5MZF46,77360,2011.0,Q4,2011-10-02,2011-12-31,,-1.8,-1.8,0.2,-1.77,200500000.0,-30047000.0,-175425000.0,-175425000.0,,-175845000.0,420000.0,600863000.0,865706000.0,,,,,20105000.0,232540000.0,600863000.0,264843000.0,18989000.0,1819000.0,453145000.0,-188302000.0,-17170000.0,-205472000.0,865706000.0,93800000.0,98200000.0,98200000.0
