company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2013.0,FY,2013-01-01,2013-12-31,2016-03-03 17:21:13+00:00,-111000000.0,184000000.0,,,-147000000.0,,-571000000.0,-977000000.0,1548000000.0,-571000000.0,-977000000.0,1548000000.0,,1288000000.0,1288000000.0,223000000.0,-571000000.0,-69000000.0,,-797000000.0,
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2014.0,Q4,2014-10-01,2014-12-31,,,56000000.0,640000000.0,,299000000.0,,-1033000000.0,371000000.0,662000000.0,-1033000000.0,371000000.0,662000000.0,,763000000.0,763000000.0,-456000000.0,-1019000000.0,2000000.0,,-271000000.0,-14000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2014.0,FY,2014-01-01,2014-12-31,2016-03-03 17:21:13+00:00,-185000000.0,206000000.0,640000000.0,,-291000000.0,,-872000000.0,-501000000.0,1373000000.0,-872000000.0,-501000000.0,1373000000.0,,1737000000.0,1737000000.0,-279000000.0,-856000000.0,14000000.0,,-970000000.0,-16000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2014.0,Q3,2014-07-01,2014-09-30,,-100000000.0,50000000.0,,,75000000.0,,-144000000.0,-353000000.0,497000000.0,-144000000.0,-353000000.0,497000000.0,,246000000.0,246000000.0,126000000.0,-143000000.0,7000000.0,,-260000000.0,-1000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-12 17:17:29+00:00,-185000000.0,150000000.0,,,-590000000.0,,161000000.0,-872000000.0,711000000.0,161000000.0,-872000000.0,711000000.0,,974000000.0,974000000.0,177000000.0,163000000.0,12000000.0,,-699000000.0,-2000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-13 16:16:11+00:00,-85000000.0,100000000.0,,,-665000000.0,,305000000.0,-519000000.0,214000000.0,305000000.0,-519000000.0,214000000.0,,728000000.0,728000000.0,51000000.0,306000000.0,5000000.0,,-439000000.0,-1000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,Q4,2015-10-01,2015-12-31,,-45000000.0,75000000.0,,-4000000.0,-11000000.0,4000000.0,-241000000.0,-330000000.0,248000000.0,-241000000.0,-330000000.0,248000000.0,-327000000.0,95000000.0,95000000.0,89000000.0,-189000000.0,68000000.0,-47000000.0,-353000000.0,-9000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,FY,2015-01-01,2015-12-31,2016-03-03 17:21:13+00:00,-1163000000.0,257000000.0,46000000.0,3000000.0,-697000000.0,4945000000.0,2492000000.0,-2293000000.0,799000000.0,2492000000.0,-2293000000.0,799000000.0,1001000000.0,956000000.0,956000000.0,283000000.0,-2391000000.0,40000000.0,-47000000.0,-1216000000.0,-15000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,Q3TTM,2014-10-01,2015-09-30,,-1118000000.0,238000000.0,686000000.0,7000000.0,-387000000.0,4941000000.0,1700000000.0,-1592000000.0,1213000000.0,1700000000.0,-1592000000.0,1213000000.0,1328000000.0,1624000000.0,1624000000.0,-262000000.0,-3221000000.0,-26000000.0,,-1134000000.0,-20000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,Q3,2015-07-01,2015-09-30,,-890000000.0,66000000.0,46000000.0,-3000000.0,-136000000.0,,3000000.0,-1123000000.0,360000000.0,3000000.0,-1123000000.0,360000000.0,-763000000.0,309000000.0,309000000.0,121000000.0,8000000.0,1000000.0,,-280000000.0,-5000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,Q3YTD,2015-01-01,2015-09-30,2015-11-12 17:17:29+00:00,-1118000000.0,182000000.0,46000000.0,7000000.0,-686000000.0,4941000000.0,2733000000.0,-1963000000.0,551000000.0,2733000000.0,-1963000000.0,551000000.0,1328000000.0,861000000.0,861000000.0,194000000.0,-2202000000.0,-28000000.0,,-863000000.0,-6000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,Q2,2015-04-01,2015-06-30,,,58000000.0,,10000000.0,-70000000.0,4941000000.0,2041000000.0,-293000000.0,333000000.0,2041000000.0,-293000000.0,333000000.0,2091000000.0,280000000.0,280000000.0,65000000.0,-2899000000.0,-11000000.0,,-282000000.0,-1000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,Q2TTM,2014-07-01,2015-06-30,,-328000000.0,222000000.0,640000000.0,10000000.0,-176000000.0,4941000000.0,1553000000.0,-822000000.0,1350000000.0,1553000000.0,-822000000.0,1350000000.0,2091000000.0,1561000000.0,1561000000.0,-257000000.0,-3372000000.0,-20000000.0,,-1114000000.0,-16000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,Q2YTD,2015-01-01,2015-06-30,2015-08-13 16:16:11+00:00,-228000000.0,116000000.0,,10000000.0,-550000000.0,4941000000.0,2730000000.0,-840000000.0,191000000.0,2730000000.0,-840000000.0,191000000.0,2091000000.0,552000000.0,552000000.0,73000000.0,-2210000000.0,-29000000.0,,-583000000.0,-1000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2015.0,Q1,2015-01-01,2015-03-31,2016-05-09 17:26:51+00:00,-228000000.0,58000000.0,,,-480000000.0,,689000000.0,-547000000.0,-142000000.0,689000000.0,-547000000.0,-142000000.0,,272000000.0,272000000.0,8000000.0,689000000.0,-18000000.0,,-301000000.0,
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2016.0,Q1TTM,2015-04-01,2016-03-31,,-1215000000.0,275000000.0,46000000.0,5000000.0,-413000000.0,5245000000.0,2131000000.0,-2294000000.0,1069000000.0,2131000000.0,-2294000000.0,1069000000.0,911000000.0,829000000.0,829000000.0,378000000.0,-2995000000.0,25000000.0,-95000000.0,-1150000000.0,-24000000.0
Baxalta Inc ,BXLT,5493000JW8DCO3T45R55,1620546,2016.0,Q1,2016-01-01,2016-03-31,2016-05-09 17:26:51+00:00,-280000000.0,76000000.0,,2000000.0,-196000000.0,300000000.0,328000000.0,-548000000.0,128000000.0,328000000.0,-548000000.0,128000000.0,-90000000.0,145000000.0,145000000.0,103000000.0,85000000.0,-33000000.0,-48000000.0,-235000000.0,-9000000.0
