company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,retainedearnings,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2008.0,FY,,2008-12-31,2010-02-23 19:45:38+00:00,250640000.0,162201000.0,47309000.0,1243368000.0,77507000.0,,753000.0,,1696824000.0,0.0,32984000.0,,6171642000.0,1790668000.0,147126000.0,19927000.0,4928274000.0,779218000.0,93247000.0,221430000.0,2065000.0,,20516000.0,72168000.0,83890000.0,,685568000.0,5551879000.0,2451342000.0,404311000.0,353514000.0,2451342000.0,2451342000.0,3100537000.0,5551879000.0,219294000.0,2747023000.0,0.0,-8557000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2009.0,FY,,2009-12-31,2011-03-02 12:58:37+00:00,214548000.0,123622000.0,58585000.0,1479087000.0,6421000.0,,767000.0,,1773603000.0,8054000.0,0.0,,6469741000.0,1707833000.0,146809000.0,21292000.0,4990654000.0,776965000.0,135541000.0,21545000.0,16934000.0,,24037000.0,83138000.0,82849000.0,,606529000.0,5395881000.0,2378589000.0,175280000.0,314104000.0,2378589000.0,2378589000.0,3017292000.0,5395881000.0,229947000.0,2703188000.0,0.0,-7964000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2009.0,Q3,,2009-09-30,2009-10-21 20:10:57+00:00,135881000.0,97172000.0,59328000.0,1498831000.0,19402000.0,,859000.0,,1744852000.0,,2462000.0,,6465048000.0,1781480000.0,151824000.0,20735000.0,4966217000.0,759406000.0,132517000.0,78410000.0,11691000.0,,37002000.0,81165000.0,91286000.0,,629632000.0,5396382000.0,2385329000.0,197176000.0,246364000.0,2385329000.0,2385329000.0,3011053000.0,5396382000.0,232989000.0,2764689000.0,0.0,-8557000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2009.0,Q2,,2009-06-30,2009-07-23 06:49:02+00:00,131436000.0,99065000.0,54234000.0,1402267000.0,54868000.0,,2152000.0,,1730763000.0,,23986000.0,,6318900000.0,1786134000.0,150979000.0,22179000.0,4916633000.0,773277000.0,109730000.0,169856000.0,4476000.0,,23134000.0,75135000.0,86766000.0,,665752000.0,5435999000.0,2442826000.0,293252000.0,237266000.0,2442826000.0,2442826000.0,2993173000.0,5435999000.0,226114000.0,2755907000.0,0.0,-8557000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,FY,,2010-12-31,2012-02-23 16:08:09+00:00,289109000.0,88536000.0,71935000.0,1367309000.0,67470000.0,,2848000.0,0.0,1822104000.0,,11848000.0,,5525371000.0,1960536000.0,155105000.0,21352000.0,4158062000.0,672041000.0,134488000.0,123255000.0,4372000.0,877579000.0,66426000.0,84977000.0,73297000.0,3901000.0,341699000.0,5511714000.0,2223761000.0,1113570000.0,443690000.0,2223761000.0,2223761000.0,3287953000.0,5511714000.0,240082000.0,2844263000.0,0.0,-7512000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q3,,2010-09-30,2010-10-27 21:02:56+00:00,232332000.0,97601000.0,66011000.0,1612094000.0,99988000.0,,2078000.0,,1817176000.0,0.0,36038000.0,,6885847000.0,1851260000.0,152269000.0,23699000.0,5273753000.0,842228000.0,116601000.0,153585000.0,4403000.0,,39863000.0,134180000.0,73159000.0,,665822000.0,5837165000.0,2575270000.0,276963000.0,378647000.0,2575270000.0,2575270000.0,3261895000.0,5837165000.0,286449000.0,2883248000.0,0.0,-7716000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q2,,2010-06-30,2010-07-27 06:04:36+00:00,254405000.0,101299000.0,60274000.0,1521674000.0,42622000.0,,166858000.0,,1811566000.0,0.0,7952000.0,,6657994000.0,1859562000.0,150748000.0,21391000.0,5136320000.0,839245000.0,113247000.0,83864000.0,5227000.0,,23763000.0,102365000.0,72331000.0,,680392000.0,5762845000.0,2526839000.0,373412000.0,351621000.0,2526839000.0,2526839000.0,3236006000.0,5762845000.0,253113000.0,2884385000.0,0.0,-7741000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q1,,2010-03-31,2010-04-27 18:43:26+00:00,214854000.0,113467000.0,56018000.0,1432823000.0,58250000.0,,286514000.0,,1806845000.0,0.0,17309000.0,,6256189000.0,1738194000.0,147662000.0,21743000.0,4823366000.0,832491000.0,127749000.0,121211000.0,12462000.0,18011000.0,37263000.0,110127000.0,70825000.0,,677735000.0,5642101000.0,2534936000.0,560946000.0,337906000.0,2534936000.0,2534936000.0,3107165000.0,5642101000.0,257789000.0,2769259000.0,0.0,-7894000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,FY,,2011-12-31,2013-02-26 17:49:42+00:00,311369000.0,127180000.0,109109000.0,1697132000.0,156627000.0,,92000.0,0.0,1868167000.0,,56595000.0,,6907376000.0,1974967000.0,138130000.0,14070000.0,5210244000.0,710490000.0,169188000.0,173921000.0,5005000.0,,29854000.0,181833000.0,86473000.0,,373969000.0,5845470000.0,2392420000.0,315263000.0,511932000.0,2392420000.0,2392420000.0,3453050000.0,5845470000.0,319963000.0,2941118000.0,0.0,-6343000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q3,,2011-09-30,2011-10-27 12:20:29+00:00,299097000.0,86172000.0,59348000.0,1640910000.0,86209000.0,,51884000.0,0.0,1860591000.0,,9593000.0,,6542009000.0,1787678000.0,136244000.0,13600000.0,4901099000.0,714677000.0,165810000.0,136488000.0,4020000.0,2626000.0,34869000.0,148365000.0,77633000.0,0.0,383409000.0,5476478000.0,2323753000.0,290770000.0,406927000.0,2323753000.0,2323753000.0,3152725000.0,5476478000.0,284609000.0,2745798000.0,0.0,-6456000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q2,,2011-06-30,2011-07-25 20:31:21+00:00,246549000.0,66772000.0,53077000.0,1511759000.0,45940000.0,,288839000.0,0.0,1850377000.0,6340000.0,0.0,,6121570000.0,1787398000.0,139935000.0,11912000.0,4609811000.0,685200000.0,159024000.0,53674000.0,4020000.0,16351000.0,48394000.0,116273000.0,81318000.0,0.0,355099000.0,5309907000.0,2244927000.0,443888000.0,352040000.0,2244927000.0,2244927000.0,3064980000.0,5309907000.0,256208000.0,2712940000.0,0.0,-6489000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q1,,2011-03-31,2011-04-28 16:46:12+00:00,245446000.0,75530000.0,44629000.0,1434955000.0,43694000.0,,1681000.0,,1836868000.0,1639000.0,,,5791065000.0,2166816000.0,142353000.0,18605000.0,4356110000.0,646427000.0,169278000.0,62286000.0,4613000.0,856195000.0,55784000.0,100848000.0,96410000.0,2226000.0,310246000.0,5615247000.0,2183618000.0,1015936000.0,350472000.0,2183618000.0,2183618000.0,3431629000.0,5615247000.0,243201000.0,3081157000.0,0.0,-7190000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,FY,,2012-12-31,2014-02-26 06:49:39+00:00,234651000.0,167495000.0,139379000.0,2091741000.0,83909000.0,,252000.0,0.0,1917253000.0,0.0,37924000.0,,8229492000.0,2878185000.0,132449000.0,22315000.0,6137751000.0,698302000.0,187604000.0,137552000.0,6941000.0,,36248000.0,130921000.0,152109000.0,,360990000.0,6728735000.0,2366912000.0,327614000.0,455143000.0,2357392000.0,2357392000.0,4371343000.0,6728735000.0,263370000.0,3916200000.0,,4760000.0
