company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q4,2010-10-01,2010-12-31,,0.05,-2.04,0.04,3847000.0,-2.01,16162000.0,9805000.0,1425000.0,,-317719000.0,10235000.0,-327954000.0,-317719000.0,73770000.0,168884000.0,1074000.0,21745000.0,14978000.0,-7226000.0,2469000.0,,8452000.0,40042000.0,74844000.0,86814000.0,1144000.0,95755000.0,-8941000.0,20601000.0,11660000.0,161658000.0,-427200000.0,156874000.0,158428000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:49:42+00:00,0.56,-1.53,0.16,275238000.0,-1.52,60506000.0,56243000.0,50910000.0,,-239256000.0,88698000.0,-327954000.0,-239256000.0,168872000.0,833121000.0,26107000.0,,-10216000.0,51634000.0,-76642000.0,,8452000.0,140571000.0,194979000.0,689776000.0,96016000.0,454152000.0,235624000.0,-96016000.0,139608000.0,884755000.0,-427200000.0,156874000.0,158428000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.51,0.51,0.12,271391000.0,0.49,44344000.0,46438000.0,49485000.0,,78463000.0,78463000.0,,78463000.0,95102000.0,664237000.0,25033000.0,-21745000.0,-25194000.0,58860000.0,-79111000.0,,,100529000.0,120135000.0,602962000.0,94872000.0,358397000.0,244565000.0,-116617000.0,127948000.0,723097000.0,163400000.0,157109000.0,157109000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q3TTM,2009-10-01,2010-09-30,,-0.04,0.4,0.16,268298000.0,0.39,52811000.0,-276000.0,114238000.0,,61686000.0,154536000.0,-92850000.0,61686000.0,129058000.0,814061000.0,27148000.0,-24527000.0,-23756000.0,60097000.0,-89488000.0,,2479000.0,131267000.0,156206000.0,717952000.0,83316000.0,341335000.0,376617000.0,-107843000.0,268774000.0,874158000.0,163400000.0,157109000.0,157109000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q3,2010-07-01,2010-09-30,2011-10-27 12:20:29+00:00,-0.07,-0.05,0.04,69730000.0,-0.05,15225000.0,14435000.0,784000.0,,-8168000.0,2653000.0,-10821000.0,-8168000.0,25535000.0,186117000.0,6903000.0,-1010000.0,-5347000.0,9981000.0,-67000.0,,,36523000.0,32438000.0,163660000.0,28714000.0,130499000.0,33161000.0,-29724000.0,3437000.0,196098000.0,116700000.0,157109000.0,158184000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.56,0.56,0.08,179623000.0,0.54,29108000.0,25904000.0,55387000.0,,86631000.0,86631000.0,,86631000.0,60815000.0,446311000.0,16160000.0,-15381000.0,-19847000.0,48879000.0,-79044000.0,,,64006000.0,76975000.0,418215000.0,61066000.0,199750000.0,218465000.0,-76447000.0,142018000.0,495190000.0,150900000.0,156820000.0,158472000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.01,0.26,0.16,273738000.0,0.25,48677000.0,3243000.0,104879000.0,,40036000.0,132886000.0,-92850000.0,40036000.0,125882000.0,800701000.0,25875000.0,-18606000.0,-1964000.0,49634000.0,-89421000.0,,2479000.0,125312000.0,151757000.0,698578000.0,80143000.0,362064000.0,336514000.0,-98749000.0,237765000.0,850335000.0,150900000.0,156820000.0,158472000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q2,2010-04-01,2010-06-30,2011-07-25 20:31:21+00:00,0.06,0.06,0.04,67813000.0,0.06,14420000.0,9727000.0,11763000.0,,9052000.0,17646000.0,-8594000.0,9052000.0,21171000.0,173816000.0,5663000.0,637000.0,-14135000.0,6546000.0,-10176000.0,,,35836000.0,26834000.0,153528000.0,21271000.0,103485000.0,50043000.0,-20634000.0,29409000.0,180362000.0,150900000.0,156820000.0,158472000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q1TTM,2009-04-01,2010-03-31,,-0.31,-0.06,0.16,271454000.0,-0.07,45572000.0,30700000.0,75900000.0,,-8899000.0,83951000.0,-92850000.0,-8899000.0,130935000.0,787918000.0,25349000.0,-23630000.0,12927000.0,33232000.0,-79245000.0,,2479000.0,118579000.0,156284000.0,664866000.0,78919000.0,402466000.0,262400000.0,-102549000.0,159851000.0,821150000.0,155200000.0,156393000.0,160292000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 16:46:12+00:00,0.5,0.5,0.04,64807000.0,0.48,14139000.0,13056000.0,49012000.0,,77579000.0,77706000.0,-127000.0,77579000.0,21836000.0,189754000.0,6542000.0,-1575000.0,-5712000.0,42333000.0,-67913000.0,,7938000.0,28170000.0,28378000.0,203709000.0,20931000.0,54485000.0,149224000.0,-22506000.0,126718000.0,232087000.0,155200000.0,156393000.0,160292000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q4,2011-10-01,2011-12-31,,-0.07,-0.02,0.04,97092000.0,-0.01,24982000.0,66320000.0,211000.0,,-2989000.0,-2825000.0,-164000.0,-2989000.0,158659000.0,432841000.0,5920000.0,56994000.0,9640000.0,-37880000.0,-3538000.0,,,42205000.0,164579000.0,230382000.0,53289000.0,236701000.0,-6319000.0,3705000.0,-2614000.0,394961000.0,580300000.0,158030000.0,159441000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 06:49:39+00:00,0.1,0.36,0.16,341221000.0,0.36,81367000.0,118384000.0,35557000.0,,58026000.0,42706000.0,15320000.0,58026000.0,245713000.0,1188296000.0,27666000.0,,43209000.0,40087000.0,-2259000.0,,,151191000.0,273379000.0,955004000.0,143628000.0,733113000.0,221891000.0,-143628000.0,78263000.0,1228383000.0,580300000.0,158030000.0,159441000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.17,0.38,0.12,244129000.0,0.37,56385000.0,52064000.0,35346000.0,,61015000.0,45531000.0,15484000.0,61015000.0,87054000.0,755455000.0,21746000.0,-56994000.0,33569000.0,77967000.0,1279000.0,,,108986000.0,108800000.0,724622000.0,90339000.0,496412000.0,228210000.0,-147333000.0,80877000.0,833422000.0,3475500000.0,158154000.0,159322000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q3TTM,2010-10-01,2011-09-30,,0.22,-1.66,0.16,247976000.0,-1.64,72547000.0,61869000.0,36771000.0,,-256704000.0,55766000.0,-312470000.0,-256704000.0,160824000.0,924339000.0,22820000.0,-35249000.0,48547000.0,70741000.0,3748000.0,,8452000.0,149028000.0,183644000.0,811436000.0,91483000.0,592167000.0,219269000.0,-126732000.0,92537000.0,995080000.0,3475500000.0,158154000.0,159322000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q3,2011-07-01,2011-09-30,2012-10-24 21:09:29+00:00,0.21,0.22,0.04,93619000.0,0.21,17606000.0,55308000.0,22540000.0,,34755000.0,33186000.0,1569000.0,34755000.0,62259000.0,304230000.0,7317000.0,442000.0,8717000.0,65761000.0,-203000.0,,,35907000.0,69576000.0,300415000.0,34177000.0,210954000.0,89461000.0,-33735000.0,55726000.0,369991000.0,165500000.0,158154000.0,159322000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.16,0.16,0.08,150510000.0,0.16,38779000.0,35437000.0,12806000.0,,26260000.0,12345000.0,13915000.0,26260000.0,57226000.0,482840000.0,14429000.0,-17938000.0,24852000.0,12205000.0,1482000.0,,,73079000.0,71655000.0,423390000.0,56162000.0,324139000.0,99251000.0,-74100000.0,25151000.0,495045000.0,160300000.0,157997000.0,158833000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q2TTM,2010-07-01,2011-06-30,,0.16,-1.93,0.16,246125000.0,-1.9,70177000.0,65776000.0,8329000.0,,-299627000.0,14412000.0,-314039000.0,-299627000.0,165283000.0,869650000.0,24376000.0,-2557000.0,34483000.0,14960000.0,3884000.0,,8452000.0,149644000.0,189659000.0,694951000.0,91112000.0,578541000.0,116410000.0,-93669000.0,22741000.0,884610000.0,160300000.0,157997000.0,158833000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q2,2011-04-01,2011-06-30,2012-07-25 18:59:55+00:00,0.04,0.32,0.04,78294000.0,0.32,11592000.0,18900000.0,32703000.0,,51293000.0,45776000.0,5517000.0,51293000.0,57175000.0,285353000.0,7550000.0,-1475000.0,-5778000.0,53039000.0,1622000.0,,,39120000.0,64725000.0,273667000.0,49963000.0,143750000.0,129917000.0,-51438000.0,78479000.0,338392000.0,1282300000.0,157997000.0,158833000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q1TTM,2010-04-01,2011-03-31,,-0.1,-2.19,0.16,258828000.0,-2.16,73058000.0,60373000.0,-17921000.0,,-341868000.0,-22312000.0,-319556000.0,-341868000.0,166549000.0,821462000.0,24916000.0,17095000.0,26126000.0,-31533000.0,-7913000.0,,8452000.0,146360000.0,191465000.0,598464000.0,90508000.0,565284000.0,33180000.0,-73413000.0,-40233000.0,789929000.0,156500000.0,157545000.0,157545000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2011.0,Q1,2011-01-01,2011-03-31,2012-04-25 16:14:11+00:00,0.05,-0.16,0.04,72216000.0,-0.16,27187000.0,16537000.0,-19897000.0,,-25033000.0,-33431000.0,8398000.0,-25033000.0,53799000.0,251963000.0,6879000.0,1390000.0,30630000.0,-40834000.0,-139000.0,,,33959000.0,60678000.0,150451000.0,24779000.0,180390000.0,-29939000.0,-23389000.0,-53328000.0,211129000.0,-500700000.0,157545000.0,157545000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q4,2012-10-01,2012-12-31,,0.68,0.34,0.04,113216000.0,0.34,18022000.0,55503000.0,29964000.0,,52962000.0,52962000.0,,52962000.0,101867000.0,469090000.0,9881000.0,3619000.0,-14352000.0,-5571000.0,-2278000.0,,,46582000.0,111748000.0,351771000.0,55771000.0,216693000.0,135078000.0,-52152000.0,82926000.0,463519000.0,162500000.0,159431000.0,160307000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 17:04:30+00:00,0.08,0.08,0.16,445228000.0,0.08,69807000.0,160832000.0,12054000.0,,13002000.0,13002000.0,,13002000.0,328784000.0,1416267000.0,67120000.0,,7203000.0,41437000.0,,,,173813000.0,395904000.0,1061800000.0,179861000.0,856883000.0,204917000.0,-179861000.0,25056000.0,1457704000.0,162500000.0,159431000.0,160307000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q3YTD,2012-01-01,2012-09-30,,-0.6,-0.26,0.12,332012000.0,-0.26,51785000.0,105329000.0,-17910000.0,,-39960000.0,-39960000.0,,-39960000.0,226917000.0,947177000.0,57239000.0,-3619000.0,21555000.0,47008000.0,2278000.0,,,127231000.0,284156000.0,710029000.0,124090000.0,640190000.0,69839000.0,-127709000.0,-57870000.0,994185000.0,158300000.0,159563000.0,159563000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q3TTM,2011-10-01,2012-09-30,,-0.67,-0.28,0.16,429104000.0,-0.27,76767000.0,171649000.0,-17699000.0,,-42949000.0,-42785000.0,-164000.0,-42949000.0,385576000.0,1380018000.0,63159000.0,53375000.0,31195000.0,9128000.0,-1260000.0,,,169436000.0,448735000.0,940411000.0,177379000.0,876891000.0,63520000.0,-124004000.0,-60484000.0,1389146000.0,158300000.0,159563000.0,159563000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q3,2012-07-01,2012-09-30,2013-10-29 18:31:17+00:00,-0.34,-0.34,0.04,123059000.0,-0.34,14752000.0,41399000.0,-29074000.0,,-53836000.0,-53836000.0,,-53836000.0,86115000.0,339559000.0,8819000.0,,20052000.0,-40728000.0,-949000.0,,,44497000.0,94934000.0,203897000.0,43997000.0,242810000.0,-38913000.0,-43997000.0,-82910000.0,298831000.0,158300000.0,159563000.0,159563000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q2YTD,2012-01-01,2012-06-30,,-0.26,0.08,0.08,208953000.0,0.08,37033000.0,63930000.0,11164000.0,,13876000.0,13876000.0,,13876000.0,145689000.0,610137000.0,48420000.0,-1251000.0,1503000.0,87736000.0,3227000.0,,,82734000.0,194109000.0,503764000.0,80093000.0,397380000.0,106384000.0,-81344000.0,25040000.0,697873000.0,,159412000.0,160030000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q2TTM,2011-07-01,2012-06-30,,-0.32,0.28,0.16,399664000.0,0.28,79621000.0,146877000.0,33915000.0,,45642000.0,44237000.0,1405000.0,45642000.0,334176000.0,1315593000.0,61657000.0,16687000.0,19860000.0,115618000.0,-514000.0,,,160846000.0,395833000.0,1035378000.0,167559000.0,806354000.0,229024000.0,-150872000.0,78152000.0,1431211000.0,,159412000.0,160030000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q2,2012-04-01,2012-06-30,2013-07-24 17:23:37+00:00,0.34,0.34,0.04,108802000.0,0.34,15517000.0,43641000.0,39007000.0,,55676000.0,55676000.0,,55676000.0,78276000.0,303589000.0,11786000.0,,9333000.0,148569000.0,3227000.0,,,44005000.0,90062000.0,362096000.0,42888000.0,224525000.0,137571000.0,-42888000.0,94683000.0,452158000.0,163800000.0,159412000.0,160030000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q1,2012-01-01,2012-03-31,2013-04-25 17:15:14+00:00,-0.26,-0.26,0.04,100151000.0,-0.26,21516000.0,20289000.0,-27843000.0,,-41800000.0,-41800000.0,,-41800000.0,73904000.0,311788000.0,36634000.0,,-7830000.0,-60833000.0,,,,38729000.0,110538000.0,140417000.0,37205000.0,172855000.0,-32438000.0,-37205000.0,-69643000.0,250955000.0,160800000.0,158913000.0,158913000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2012.0,Q1TTM,2011-04-01,2012-03-31,,,0.26,0.16,369156000.0,0.26,75696000.0,122136000.0,27611000.0,,41259000.0,34337000.0,6922000.0,41259000.0,290900000.0,1272890000.0,57421000.0,-1077000.0,4749000.0,20088000.0,-2120000.0,,,155961000.0,348321000.0,944657000.0,156054000.0,725578000.0,219079000.0,-157131000.0,61948000.0,1292978000.0,160800000.0,158913000.0,158913000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q4,2013-10-01,2013-12-31,,0.18,0.18,0.04,126217000.0,0.17,14065000.0,6593000.0,-28323000.0,,28171000.0,28171000.0,,28171000.0,142872000.0,576570000.0,11290000.0,12280000.0,22039000.0,-59355000.0,89129000.0,,,60207000.0,154162000.0,363053000.0,57235000.0,318250000.0,44803000.0,-44955000.0,-152000.0,517215000.0,163000000.0,160438000.0,161407000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,FY,2013-01-01,2013-12-31,2015-02-24 17:04:30+00:00,0.71,0.71,0.16,492397000.0,0.7,64409000.0,59671000.0,33857000.0,,115722000.0,115722000.0,,115722000.0,516119000.0,1924544000.0,45240000.0,,55296000.0,-61825000.0,,,,291171000.0,561359000.0,1301360000.0,188837000.0,962944000.0,338416000.0,-188837000.0,149579000.0,1862719000.0,163000000.0,160438000.0,161407000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.53,0.53,0.12,366180000.0,0.53,50344000.0,53078000.0,62180000.0,,87551000.0,87551000.0,,87551000.0,373247000.0,1347974000.0,33950000.0,-12280000.0,33257000.0,-2470000.0,-89129000.0,,,230964000.0,407197000.0,938307000.0,131602000.0,644694000.0,293613000.0,-143882000.0,149731000.0,1345504000.0,159800000.0,160500000.0,161374000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.21,0.87,0.16,479396000.0,0.87,68366000.0,108581000.0,92144000.0,,140513000.0,140513000.0,,140513000.0,475114000.0,1817064000.0,43831000.0,-8661000.0,18905000.0,-8041000.0,-91407000.0,,,277546000.0,518945000.0,1290078000.0,187373000.0,861387000.0,428691000.0,-196034000.0,232657000.0,1809023000.0,159800000.0,160500000.0,161374000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q3,2013-07-01,2013-09-30,2014-10-29 17:28:19+00:00,0.12,0.12,0.04,130343000.0,0.12,20496000.0,18704000.0,11866000.0,,19178000.0,19178000.0,,19178000.0,142982000.0,476385000.0,11454000.0,,,-40355000.0,-8233000.0,,,44919000.0,154436000.0,281594000.0,44321000.0,206229000.0,75365000.0,-44321000.0,31044000.0,436030000.0,159800000.0,160500000.0,161374000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.41,0.41,0.08,235837000.0,0.41,29848000.0,34374000.0,50314000.0,,68373000.0,68373000.0,,68373000.0,230265000.0,871589000.0,22496000.0,-12280000.0,35482000.0,37885000.0,-83121000.0,,,186045000.0,252761000.0,656713000.0,87281000.0,438465000.0,218248000.0,-99561000.0,118687000.0,909474000.0,163600000.0,160565000.0,161414000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.75,0.41,0.16,472112000.0,0.41,62622000.0,131276000.0,51204000.0,,67499000.0,67499000.0,,67499000.0,413360000.0,1677719000.0,41196000.0,-11029000.0,41182000.0,-8414000.0,-86348000.0,,,277124000.0,454556000.0,1214749000.0,187049000.0,897968000.0,316781000.0,-198078000.0,118703000.0,1669305000.0,163600000.0,160565000.0,161414000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q2,2013-04-01,2013-06-30,2014-07-28 17:12:44+00:00,0.88,0.88,0.04,119995000.0,0.88,13068000.0,19897000.0,97494000.0,,143983000.0,143983000.0,,143983000.0,115346000.0,452309000.0,11113000.0,,,137760000.0,-90165000.0,,,101987000.0,126459000.0,463610000.0,57351000.0,164782000.0,298828000.0,-57351000.0,241477000.0,590069000.0,163600000.0,160565000.0,161414000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q1TTM,2012-04-01,2013-03-31,,-0.13,-0.13,0.16,460178000.0,-0.13,65071000.0,155761000.0,-7283000.0,,-20808000.0,-20808000.0,,-20808000.0,369799000.0,1523759000.0,41869000.0,,57393000.0,2395000.0,166000.0,,,219142000.0,411668000.0,1114486000.0,184866000.0,957711000.0,156775000.0,-184866000.0,-28091000.0,1526154000.0,160900000.0,160125000.0,160125000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2013.0,Q1,2013-01-01,2013-03-31,2014-04-28 17:28:39+00:00,-0.47,-0.47,0.04,115101000.0,-0.47,16780000.0,15218000.0,-47180000.0,,-75610000.0,-75610000.0,,-75610000.0,114919000.0,419280000.0,11383000.0,,,-99875000.0,42526000.0,,,84058000.0,126302000.0,193103000.0,42210000.0,273683000.0,-80580000.0,-42210000.0,-122790000.0,319405000.0,160900000.0,160125000.0,160125000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 17:17:29+00:00,3.81,3.81,0.16,551032000.0,3.79,63548000.0,75103000.0,396503000.0,,634382000.0,634382000.0,,634382000.0,605752000.0,2328175000.0,44555000.0,,-74550000.0,383520000.0,,,8371000.0,213426000.0,650307000.0,2061388000.0,193573000.0,836930000.0,1224458000.0,-193573000.0,1030885000.0,2711695000.0,166500000.0,163625000.0,164403000.0
Range Resources Corp,RRC,H3Y3WLYCX0BTO1TRW162,315852,2014.0,Q4,2014-10-01,2014-12-31,,1.7,1.7,0.04,146539000.0,1.69,23638000.0,17341000.0,166048000.0,,284054000.0,284054000.0,,284054000.0,159873000.0,459439000.0,11923000.0,,-38871000.0,412422000.0,1682000.0,,8371000.0,52363000.0,171796000.0,700065000.0,38900000.0,211063000.0,489002000.0,-38900000.0,450102000.0,871861000.0,166500000.0,163625000.0,164403000.0
