company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,treasurystock
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2008.0,FY,,2008-12-31,2010-03-01 17:12:48+00:00,28635000.0,-20031000.0,143077000.0,,8113909000.0,2186233000.0,1566155000.0,4331309000.0,3022636000.0,3157000.0,1241698000.0,583232000.0,272173000.0,,51866000.0,-2356127000.0,1837000.0,8211665000.0,2991322000.0,2991322000.0,2994479000.0,5217186000.0,8211665000.0,0.0,-2746429000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,FY,,2009-12-31,2011-02-28 16:59:57+00:00,23538000.0,-12649000.0,247293000.0,,8398440000.0,2250538000.0,1594625000.0,4141060000.0,3169623000.0,3043000.0,1210016000.0,669502000.0,297185000.0,,47836000.0,-2109532000.0,70521000.0,8519931000.0,3315082000.0,3315082000.0,3318125000.0,5201806000.0,8519931000.0,0.0,-2961177000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q3,,2009-09-30,2009-11-05 16:54:05+00:00,47270000.0,-18420000.0,229674000.0,,8357729000.0,2239420000.0,1532400000.0,4179038000.0,3128120000.0,3336000.0,1214415000.0,639634000.0,286014000.0,,50795000.0,-2173882000.0,7717000.0,8394824000.0,3231815000.0,3231815000.0,3235151000.0,5159673000.0,8394824000.0,0.0,-2933612000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q2,,2009-06-30,2009-08-06 16:06:27+00:00,26813000.0,-19532000.0,323637000.0,0.0,8164610000.0,2232783000.0,1547944000.0,4421694000.0,3087799000.0,3254000.0,1243550000.0,625738000.0,298630000.0,,50774000.0,-2241237000.0,22577000.0,8486487000.0,3087781000.0,3087781000.0,3091035000.0,5395452000.0,8486487000.0,0.0,-2816060000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,FY,,2010-12-31,2012-02-28 19:04:51+00:00,263306000.0,38053000.0,883963000.0,0.0,8581953000.0,2511907000.0,1885866000.0,5512492000.0,3683474000.0,3114000.0,1328902000.0,813573000.0,134135000.0,,75972000.0,-1736596000.0,142020000.0,10370084000.0,3501444000.0,3501444000.0,3504558000.0,6865526000.0,10370084000.0,0.0,-3381966000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q3,,2010-09-30,2010-11-05 16:53:39+00:00,49779000.0,24405000.0,371878000.0,,8553635000.0,2458989000.0,1777828000.0,4626305000.0,3494402000.0,3050000.0,1276722000.0,754156000.0,386433000.0,,69159000.0,-1820110000.0,178655000.0,9448978000.0,3450600000.0,3450600000.0,3453650000.0,5995328000.0,9448978000.0,0.0,-3307330000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q2,,2010-06-30,2010-08-05 20:55:41+00:00,23662000.0,-9829000.0,302893000.0,,8507897000.0,2255943000.0,1596492000.0,4152041000.0,3188461000.0,3011000.0,1189568000.0,645052000.0,333548000.0,,52566000.0,-1913549000.0,1610000.0,8585923000.0,3426999000.0,3426999000.0,3430010000.0,5155913000.0,8585923000.0,0.0,-3157520000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q1,,2010-03-31,2010-05-06 16:53:56+00:00,44024000.0,28320000.0,352887000.0,,8452497000.0,2246170000.0,1655608000.0,4152030000.0,3179196000.0,2936000.0,1190596000.0,641564000.0,300882000.0,,49794000.0,-2013214000.0,77905000.0,8674251000.0,3454910000.0,3454910000.0,3457846000.0,5216405000.0,8674251000.0,0.0,-3012693000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2011.0,FY,,2011-12-31,2013-02-26 21:32:48+00:00,371267000.0,-142617000.0,330191000.0,0.0,4907736000.0,2676290000.0,2495053000.0,7134492000.0,4981722000.0,122922000.0,1716924000.0,916264000.0,92483000.0,,42215000.0,-1477899000.0,317747000.0,12242395000.0,3287220000.0,3287220000.0,3410142000.0,8832253000.0,12242395000.0,0.0,0.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2011.0,Q3,,2011-09-30,2011-11-01 18:44:40+00:00,61536000.0,-87070000.0,177506000.0,,8670691000.0,2673631000.0,2208387000.0,4970502000.0,4125887000.0,84351000.0,1659704000.0,1205865000.0,448632000.0,,50221000.0,-1545244000.0,861160000.0,10895336000.0,3263290000.0,3263290000.0,3347641000.0,7547695000.0,10895336000.0,0.0,-3775087000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2011.0,Q2,,2011-06-30,2011-08-04 16:40:40+00:00,61703000.0,62470000.0,332542000.0,,8635651000.0,2779116000.0,2346710000.0,4919068000.0,3909635000.0,37925000.0,1555575000.0,1145045000.0,465405000.0,,50206000.0,-1529543000.0,782775000.0,10973784000.0,3561863000.0,3561863000.0,3599788000.0,7373996000.0,10973784000.0,0.0,-3606715000.0
