company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,investmentbankingincome,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,nonoperatingincome,othergains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 17:12:48+00:00,0.14,0.14,,522928000.0,0.13,59809000.0,,,,56654000.0,93050000.0,-36396000.0,56316000.0,338000.0,,343450000.0,-225523000.0,19000.0,,,1425975000.0,211853000.0,,,30619000.0,,,1078231000.0,1456594000.0,152840000.0,1456594000.0,402300000.0,413167000.0,426079000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:59:57+00:00,0.88,0.88,,405332000.0,0.84,135509000.0,,,,347415000.0,236433000.0,110982000.0,347246000.0,169000.0,,363024000.0,-234834000.0,22000.0,,,1547035000.0,218394000.0,,,46469000.0,,,986750000.0,1593504000.0,371920000.0,1593504000.0,394600000.0,395947000.0,418357000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 16:54:05+00:00,0.15,0.15,,104389000.0,0.15,34918000.0,,,,60561000.0,60611000.0,-50000.0,60466000.0,95000.0,,93696000.0,-58843000.0,5000.0,,,394396000.0,56816000.0,,,14872000.0,,,254901000.0,409268000.0,95524000.0,409268000.0,403100000.0,393567000.0,416541000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 16:06:27+00:00,0.4,0.4,,99697000.0,0.38,44535000.0,,979000.0,,158884000.0,50781000.0,108103000.0,158786000.0,98000.0,979000.0,91952000.0,-64045000.0,8000.0,,,384343000.0,43705000.0,,,9385000.0,,979000.0,235354000.0,393728000.0,95308000.0,394707000.0,397000000.0,396935000.0,421617000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q4,2009-10-01,2009-12-31,,0.16,0.16,,106745000.0,0.15,42682000.0,,,,64302000.0,64249000.0,53000.0,64350000.0,-48000.0,,100442000.0,-69524000.0,6000.0,,,435197000.0,64337000.0,,,12776000.0,,,271524000.0,447973000.0,106925000.0,447973000.0,397700000.0,398375000.0,406948000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 19:04:51+00:00,0.62,0.62,,414619000.0,0.61,182565000.0,,,,247127000.0,238948000.0,8179000.0,246595000.0,532000.0,,383990000.0,-250771000.0,26000.0,,,1668420000.0,253247000.0,,,55694000.0,,,1051856000.0,1724114000.0,421487000.0,1724114000.0,397700000.0,398375000.0,406948000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.46,0.46,,307874000.0,0.46,139883000.0,,,,182825000.0,174699000.0,8126000.0,182245000.0,580000.0,,283548000.0,-181247000.0,20000.0,,,1233223000.0,188910000.0,,,42918000.0,,,780332000.0,1276141000.0,314562000.0,1276141000.0,396200000.0,397315000.0,405728000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:53:39+00:00,0.17,0.17,,105543000.0,0.17,51348000.0,,,,67578000.0,67582000.0,-4000.0,67355000.0,223000.0,,101128000.0,-60150000.0,3000.0,,,430525000.0,58357000.0,,,13580000.0,,,265028000.0,444105000.0,118927000.0,444105000.0,396200000.0,397315000.0,405728000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.29,0.29,,202331000.0,0.29,88535000.0,,,,115247000.0,107117000.0,8130000.0,114890000.0,357000.0,,182420000.0,-121097000.0,17000.0,,,802698000.0,130553000.0,,,29338000.0,,,515304000.0,832036000.0,195635000.0,832036000.0,402100000.0,397418000.0,408832000.0
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 20:55:41+00:00,0.14,0.14,,102463000.0,0.14,51428000.0,,,,56488000.0,51428000.0,5060000.0,56289000.0,199000.0,,92330000.0,-63598000.0,7000.0,,,406751000.0,62118000.0,,,16607000.0,,,256911000.0,423358000.0,102849000.0,423358000.0,402100000.0,397418000.0,408832000.0
