company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 17:12:48+00:00,,7789000.0,,,522928000.0,0.0,-13766000.0,124087000.0,4425000000.0,,-754640000.0,-186180000.0,692679000.0,-754640000.0,-186180000.0,692679000.0,-248141000.0,56654000.0,56654000.0,116604000.0,-48666000.0,,2470000.0,-208343000.0,,-3612240000.0,-1642821000.0,,22163000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2008.0,Q4,2008-10-01,2008-12-31,,,9426000.0,-27442000.0,-168815000.0,104174000.0,-192000.0,-15724000.0,7018000.0,50000000.0,,-26425000.0,-83473000.0,186932000.0,-26425000.0,-83473000.0,186932000.0,76842000.0,85742000.0,85742000.0,757000.0,-165000.0,,2557000.0,-125545000.0,,-524000.0,-82754000.0,,42072000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:59:57+00:00,,9426000.0,,,405332000.0,-192000.0,-42407000.0,82928000.0,575000000.0,,-388172000.0,-274940000.0,773258000.0,-388172000.0,-274940000.0,773258000.0,109954000.0,347415000.0,347415000.0,50935000.0,-3992000.0,,2557000.0,-323372000.0,,-327453000.0,-714655000.0,,48432000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 16:54:05+00:00,,,27442000.0,168815000.0,301158000.0,0.0,-26683000.0,75910000.0,525000000.0,,-361747000.0,-191467000.0,586326000.0,-361747000.0,-191467000.0,586326000.0,33112000.0,261673000.0,261673000.0,50178000.0,-3827000.0,,,-197827000.0,,-326929000.0,-631901000.0,,6360000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q4,2009-10-01,2009-12-31,,,9838000.0,-32760000.0,-160567000.0,106745000.0,64000.0,-27999000.0,29986000.0,600000000.0,,23513000.0,-198685000.0,192727000.0,23513000.0,-198685000.0,192727000.0,17619000.0,64302000.0,64302000.0,31392000.0,-6300000.0,,8449000.0,-243899000.0,,-576555000.0,-23618000.0,,45214000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 19:04:51+00:00,,9838000.0,,,414619000.0,98000.0,-63395000.0,65973000.0,900000000.0,,-194942000.0,-543066000.0,842126000.0,-194942000.0,-543066000.0,842126000.0,104216000.0,247127000.0,247127000.0,225488000.0,-16428000.0,0.0,8449000.0,-591830000.0,,-931199000.0,-213288000.0,,48764000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q3TTM,2008-10-01,2009-09-30,,,9426000.0,5318000.0,-8248000.0,412048000.0,-158000.0,-51120000.0,43005000.0,350000000.0,,-244880000.0,-427854000.0,836331000.0,-244880000.0,-427854000.0,836331000.0,163439000.0,268567000.0,268567000.0,194853000.0,-10293000.0,,2557000.0,-473476000.0,,-355168000.0,-272424000.0,,45622000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q3,2009-07-01,2009-09-30,,,,13764000.0,40686000.0,105543000.0,192000.0,-4078000.0,19886000.0,,,-201608000.0,-132600000.0,240053000.0,-201608000.0,-132600000.0,240053000.0,-93963000.0,67579000.0,67579000.0,71009000.0,-409000.0,,,-133755000.0,,-97160000.0,-123925000.0,,1155000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 16:53:39+00:00,,,32760000.0,160567000.0,307874000.0,34000.0,-35396000.0,35987000.0,300000000.0,,-218455000.0,-344381000.0,649399000.0,-218455000.0,-344381000.0,649399000.0,86597000.0,182825000.0,182825000.0,194096000.0,-10128000.0,,,-347931000.0,,-354644000.0,-189670000.0,,3550000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q2,2009-04-01,2009-06-30,,,,11502000.0,80770000.0,102463000.0,94000.0,-15566000.0,7203000.0,300000000.0,,-19830000.0,-163273000.0,203608000.0,-19830000.0,-163273000.0,203608000.0,20599000.0,56487000.0,56487000.0,60224000.0,-9620000.0,,,-163404000.0,,-256329000.0,-61084000.0,,131000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 20:55:41+00:00,,,18996000.0,119881000.0,202331000.0,-158000.0,-31318000.0,16101000.0,300000000.0,,-16847000.0,-211781000.0,409346000.0,-16847000.0,-211781000.0,409346000.0,180560000.0,115246000.0,115246000.0,123087000.0,-9719000.0,,,-214176000.0,,-257484000.0,-65745000.0,,2395000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 16:53:56+00:00,,,7494000.0,39111000.0,99868000.0,-252000.0,-15752000.0,8898000.0,,,2983000.0,-48508000.0,205738000.0,2983000.0,-48508000.0,205738000.0,159961000.0,58759000.0,58759000.0,62863000.0,-99000.0,,,-50772000.0,,-1155000.0,-4661000.0,,2264000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q4,2010-10-01,2010-12-31,,,9408000.0,-22921000.0,-144239000.0,124105000.0,-2903000.0,-52826000.0,16166000.0,1042619000.0,,710372000.0,-441742000.0,246358000.0,710372000.0,-441742000.0,246358000.0,512085000.0,83703000.0,83703000.0,77780000.0,-6541000.0,,4188000.0,-454124000.0,,-261706000.0,-80166000.0,,12382000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 21:32:48+00:00,,9408000.0,,,460726000.0,6265000.0,-89551000.0,138508000.0,2198932000.0,,910330000.0,-1300902000.0,1020977000.0,910330000.0,-1300902000.0,1020977000.0,636670000.0,373606000.0,373606000.0,262600000.0,-12755000.0,0.0,4188000.0,-1322624000.0,,-983737000.0,-430618000.0,,21722000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q3TTM,2009-10-01,2010-09-30,,,9838000.0,-9839000.0,-16328000.0,443366000.0,9232000.0,-64724000.0,152328000.0,1756313000.0,,223471000.0,-1057845000.0,967346000.0,223471000.0,-1057845000.0,967346000.0,142204000.0,354205000.0,354205000.0,216212000.0,-12514000.0,,8449000.0,-1112399000.0,,-1298586000.0,-374070000.0,,54554000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q3,2010-07-01,2010-09-30,,,,11664000.0,34314000.0,115383000.0,8191000.0,-33946000.0,32263000.0,1081313000.0,,374821000.0,-572250000.0,258223000.0,374821000.0,-572250000.0,258223000.0,68985000.0,93601000.0,93601000.0,83185000.0,-5863000.0,,,-575302000.0,,-582971000.0,-149921000.0,,3052000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-01 18:44:40+00:00,,,22921000.0,144239000.0,336621000.0,9168000.0,-36725000.0,122342000.0,1156313000.0,,199958000.0,-859160000.0,774619000.0,199958000.0,-859160000.0,774619000.0,124585000.0,289903000.0,289903000.0,184820000.0,-6214000.0,,,-868500000.0,,-722031000.0,-350452000.0,,9340000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q2TTM,2009-07-01,2010-06-30,,,9838000.0,-7739000.0,-9956000.0,433526000.0,1233000.0,-34856000.0,139951000.0,675000000.0,,-352958000.0,-618195000.0,949176000.0,-352958000.0,-618195000.0,949176000.0,-20744000.0,328183000.0,328183000.0,204036000.0,-7060000.0,,8449000.0,-670852000.0,,-812775000.0,-348074000.0,,52657000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q2,2010-04-01,2010-06-30,,,,3358000.0,74083000.0,110403000.0,1002000.0,-920000.0,42610000.0,,,-177513000.0,-136230000.0,262747000.0,-177513000.0,-136230000.0,262747000.0,-49994000.0,99819000.0,99819000.0,53445000.0,-77000.0,,,-137653000.0,,-78351000.0,-141695000.0,,1423000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-04 16:40:40+00:00,,,11257000.0,109925000.0,221238000.0,977000.0,-2779000.0,90079000.0,75000000.0,,-174863000.0,-286910000.0,516396000.0,-174863000.0,-286910000.0,516396000.0,55600000.0,196302000.0,196302000.0,101635000.0,-351000.0,,,-293198000.0,,-139060000.0,-200531000.0,,6288000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q1TTM,2009-04-01,2010-03-31,,,9838000.0,405000.0,-3269000.0,425586000.0,325000.0,-49502000.0,104544000.0,975000000.0,,-195275000.0,-645238000.0,890037000.0,-195275000.0,-645238000.0,890037000.0,49849000.0,284851000.0,284851000.0,210815000.0,-16603000.0,,8449000.0,-696603000.0,,-990753000.0,-267463000.0,,51365000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 16:35:36+00:00,,,7899000.0,35842000.0,110835000.0,-25000.0,-1859000.0,47469000.0,75000000.0,,2650000.0,-150680000.0,253649000.0,2650000.0,-150680000.0,253649000.0,105594000.0,96483000.0,96483000.0,48190000.0,-274000.0,,,-155545000.0,,-60709000.0,-58836000.0,,4865000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2011.0,Q4,2011-10-01,2011-12-31,,,13092000.0,-48808000.0,-195877000.0,143615000.0,-13908000.0,-61593000.0,24716000.0,1383252000.0,,1081830000.0,-1231181000.0,315944000.0,1081830000.0,-1231181000.0,315944000.0,152685000.0,196434000.0,196434000.0,17295000.0,46195000.0,-137765000.0,7101000.0,-1248206000.0,,-188264000.0,-46304000.0,,17025000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2011.0,FY,2011-01-01,2011-12-31,2014-02-25 21:57:53+00:00,,13092000.0,,,555517000.0,-14997000.0,-62500000.0,85642000.0,1845208000.0,,1086095000.0,-2790812000.0,1165942000.0,1086095000.0,-2790812000.0,1165942000.0,-553772000.0,381840000.0,381840000.0,270892000.0,125796000.0,-137765000.0,7101000.0,-2886278000.0,,-395384000.0,-437402000.0,,95466000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2011.0,Q3TTM,2010-10-01,2011-09-30,,,9408000.0,25887000.0,51638000.0,536007000.0,-3992000.0,-53733000.0,77092000.0,1504575000.0,,714637000.0,-2001373000.0,1096356000.0,714637000.0,-2001373000.0,1096356000.0,-194372000.0,269109000.0,269109000.0,331377000.0,73060000.0,,4188000.0,-2092196000.0,,-468826000.0,-471264000.0,,90823000.0,
American Tower Corp,AMT,5493006ORUSIL88JOE18,1053507,2011.0,Q3,2011-07-01,2011-09-30,,,,77103000.0,74457000.0,142113000.0,-4997000.0,-4553000.0,20698000.0,230586000.0,,61645000.0,-502344000.0,290660000.0,61645000.0,-502344000.0,290660000.0,-155036000.0,-19726000.0,-19726000.0,172826000.0,49437000.0,,,-494780000.0,,-79561000.0,-159515000.0,,-7564000.0,
