company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
GENZYME CORP,GENZ,,732485,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 19:48:27+00:00,-402806000.0,447566000.0,5490000.0,338196000.0,,-17397000.0,-224002000.0,285762000.0,8681000.0,64623000.0,-591056000.0,918672000.0,64623000.0,-591056000.0,918672000.0,374842000.0,480193000.0,480193000.0,324285000.0,13575000.0,-4581000.0,-801926000.0,-412872000.0,-11819000.0,-231576000.0,1031129000.0
GENZYME CORP,GENZ,,732485,2008.0,Q3,2008-07-01,2008-09-30,,-24059000.0,,,92923000.0,,14677000.0,-44932000.0,167595000.0,-8370000.0,166653000.0,-211037000.0,254756000.0,166653000.0,-211037000.0,254756000.0,225049000.0,119596000.0,119596000.0,87169000.0,8823000.0,2590000.0,-100048000.0,-182202000.0,-1395000.0,,92682000.0
GENZYME CORP,GENZ,,732485,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-02 13:56:28+00:00,-99459000.0,,,276042000.0,,-6134000.0,-375430000.0,294603000.0,23743000.0,187523000.0,-563730000.0,434065000.0,187523000.0,-563730000.0,434065000.0,51724000.0,334431000.0,334431000.0,199022000.0,17470000.0,5161000.0,-470649000.0,-433987000.0,-5281000.0,-143012000.0,435204000.0
GENZYME CORP,GENZ,,732485,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-09-04 13:21:56+00:00,-75400000.0,,,183119000.0,,-20811000.0,-330498000.0,127008000.0,32113000.0,20870000.0,-352693000.0,179309000.0,20870000.0,-352693000.0,179309000.0,-173325000.0,214835000.0,214835000.0,111853000.0,8647000.0,2571000.0,-370601000.0,-251785000.0,-3886000.0,-143012000.0,342522000.0
GENZYME CORP,GENZ,,732485,2009.0,Q4,2009-10-01,2009-12-31,,-6143000.0,185981000.0,,127005000.0,,-1947000.0,-7310000.0,24396000.0,7341000.0,26521000.0,-184343000.0,222344000.0,26521000.0,-184343000.0,222456000.0,62687000.0,23245000.0,23245000.0,79404000.0,-26421000.0,1901000.0,-72305000.0,-181277000.0,21205000.0,,73481000.0
GENZYME CORP,GENZ,,732485,2009.0,FY,2009-01-01,2009-12-31,2011-03-01 17:19:47+00:00,-93219000.0,185981000.0,,456364000.0,,-857000.0,19392000.0,100521000.0,7341000.0,-336616000.0,-671424000.0,1178925000.0,-336616000.0,-671424000.0,1179037000.0,170140000.0,422300000.0,422300000.0,280869000.0,-23112000.0,-5195000.0,-324061000.0,-661713000.0,-7492000.0,-413874000.0,412764000.0
GENZYME CORP,GENZ,,732485,2009.0,Q3,2009-07-01,2009-09-30,,48342000.0,,,120844000.0,,-1023000.0,133065000.0,22617000.0,-3660000.0,-298987000.0,-108596000.0,356235000.0,-298987000.0,-108596000.0,356235000.0,-52371000.0,15995000.0,15995000.0,86331000.0,-1115000.0,-1898000.0,-179999000.0,-162112000.0,-10089000.0,-306740000.0,187071000.0
GENZYME CORP,GENZ,,732485,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 14:31:34+00:00,-87076000.0,,,329359000.0,,1090000.0,26702000.0,76125000.0,,-363137000.0,-487081000.0,956581000.0,-363137000.0,-487081000.0,956581000.0,107453000.0,399055000.0,399055000.0,201465000.0,3309000.0,-7096000.0,-251756000.0,-480436000.0,-28697000.0,-413874000.0,339283000.0
GENZYME CORP,GENZ,,732485,2009.0,Q2,2009-04-01,2009-06-30,,-127362000.0,,,109557000.0,,3886000.0,-13501000.0,18982000.0,1665000.0,9016000.0,-266981000.0,342571000.0,9016000.0,-266981000.0,342571000.0,88492000.0,187574000.0,187574000.0,58941000.0,932000.0,-5151000.0,-53595000.0,-156763000.0,-12563000.0,,75890000.0
GENZYME CORP,GENZ,,732485,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-09-07 17:05:53+00:00,-135418000.0,,,208515000.0,,2113000.0,-106363000.0,53508000.0,3660000.0,-64150000.0,-378485000.0,600346000.0,-64150000.0,-378485000.0,600346000.0,159824000.0,383060000.0,383060000.0,115134000.0,4424000.0,-5198000.0,-71757000.0,-318324000.0,-18608000.0,-107134000.0,152212000.0
GENZYME CORP,GENZ,,732485,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 14:43:47+00:00,-8056000.0,,,98958000.0,,-1773000.0,-92862000.0,34526000.0,1995000.0,-73166000.0,-111504000.0,257775000.0,-73166000.0,-111504000.0,257775000.0,71332000.0,195486000.0,195486000.0,56193000.0,3492000.0,-47000.0,-18162000.0,-161561000.0,-6045000.0,-107134000.0,76322000.0
GENZYME CORP,GENZ,,732485,2010.0,Q4,2010-10-01,2010-12-31,,-9034000.0,62076000.0,3614000.0,124433000.0,915910000.0,1246000.0,-65679000.0,152050000.0,7675000.0,119635000.0,396495000.0,-76974000.0,119635000.0,396495000.0,-76974000.0,440402000.0,471911000.0,471911000.0,-607639000.0,164652000.0,2483000.0,-436089000.0,-156173000.0,-4742000.0,-200000000.0,79398000.0
GENZYME CORP,GENZ,,732485,2010.0,FY,2010-01-01,2010-12-31,2011-03-01 17:19:47+00:00,-18289000.0,62076000.0,3614000.0,495443000.0,915910000.0,-35229000.0,-147525000.0,426519000.0,1002043000.0,220922000.0,-75344000.0,486972000.0,220922000.0,-75344000.0,486972000.0,597321000.0,422144000.0,422144000.0,-283090000.0,-150997000.0,-6958000.0,-746597000.0,-654105000.0,-56643000.0,-1000000000.0,434695000.0
GENZYME CORP,GENZ,,732485,2010.0,Q3TTM,2009-10-01,2010-09-30,,-15398000.0,185981000.0,,498015000.0,,-38422000.0,-89156000.0,298865000.0,1001709000.0,127808000.0,-656182000.0,786290000.0,127808000.0,-656182000.0,786402000.0,219606000.0,-26522000.0,-26522000.0,403953000.0,-342070000.0,-7540000.0,-382813000.0,-679209000.0,-30696000.0,-800000000.0,428778000.0
GENZYME CORP,GENZ,,732485,2010.0,Q3,2010-07-01,2010-09-30,,-1634000.0,,,124974000.0,,1332000.0,-12254000.0,216107000.0,-24809000.0,95005000.0,-137767000.0,258788000.0,95005000.0,-137767000.0,258788000.0,217358000.0,68954000.0,68954000.0,77114000.0,-48941000.0,-1780000.0,-130662000.0,-167634000.0,-47352000.0,,163943000.0
GENZYME CORP,GENZ,,732485,2010.0,Q2TTM,2009-07-01,2010-06-30,,34578000.0,185981000.0,,493885000.0,,-40777000.0,56163000.0,105375000.0,1022858000.0,-266184000.0,-627011000.0,883737000.0,-266184000.0,-627011000.0,883849000.0,-50123000.0,-79481000.0,-79481000.0,413170000.0,-294244000.0,-7658000.0,-432150000.0,-673687000.0,6567000.0,-1106740000.0,451906000.0
GENZYME CORP,GENZ,,732485,2010.0,Q2,2010-04-01,2010-06-30,,-270000.0,,,123348000.0,,-22809000.0,-68183000.0,28287000.0,1019061000.0,31991000.0,-149406000.0,178694000.0,31991000.0,-149406000.0,178694000.0,38470000.0,-3773000.0,-3773000.0,127302000.0,-234628000.0,2886000.0,-56425000.0,-178078000.0,19271000.0,-800000000.0,82481000.0
GENZYME CORP,GENZ,,732485,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-09-07 17:05:53+00:00,-7621000.0,,,246036000.0,,-37807000.0,-69592000.0,58362000.0,1019177000.0,6282000.0,-334072000.0,305158000.0,6282000.0,-334072000.0,305158000.0,-60439000.0,-118721000.0,-118721000.0,247435000.0,-266708000.0,-7661000.0,-179846000.0,-330298000.0,-4549000.0,-800000000.0,191354000.0
GENZYME CORP,GENZ,,732485,2010.0,Q1TTM,2009-04-01,2010-03-31,,-92514000.0,185981000.0,,480094000.0,,-14082000.0,110845000.0,96070000.0,5462000.0,-289159000.0,-744586000.0,1047614000.0,-289159000.0,-744586000.0,1047726000.0,-101000.0,111866000.0,111866000.0,344809000.0,-58684000.0,-15695000.0,-429320000.0,-652372000.0,-25267000.0,-306740000.0,445315000.0
GENZYME CORP,GENZ,,732485,2010.0,Q1,2010-01-01,2010-03-31,2010-05-10 20:33:32+00:00,-7351000.0,,,122688000.0,,-14998000.0,-1409000.0,30075000.0,116000.0,-25709000.0,-184666000.0,126464000.0,-25709000.0,-184666000.0,126464000.0,-98909000.0,-114948000.0,-114948000.0,120133000.0,-32080000.0,-10547000.0,-123421000.0,-152220000.0,-23820000.0,,108873000.0
