company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2007.0,FY,2007-01-01,2007-12-31,2010-02-24 15:54:56+00:00,-4029000000.0,506000000.0,,18000000.0,247000000.0,18000000.0,2976000000.0,1904000000.0,-4675000000.0,1732000000.0,1904000000.0,-4675000000.0,1732000000.0,-1021000000.0,890000000.0,890000000.0,89000000.0,-5000000.0,13000000.0,-95000000.0,-9000000.0,-692000000.0,-873000000.0,-117000000.0,42000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2008.0,Q4,2008-10-01,2008-12-31,,,141000000.0,,3000000.0,254000000.0,-6000000.0,,-32000000.0,-367000000.0,327000000.0,-32000000.0,-367000000.0,327000000.0,-69000000.0,298000000.0,298000000.0,-366000000.0,43000000.0,2000000.0,-35000000.0,-111000000.0,-263000000.0,-21000000.0,-13000000.0,5000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2008.0,FY,2008-01-01,2008-12-31,2011-02-22 16:54:59+00:00,-37000000.0,605000000.0,,2000000.0,-310000000.0,5000000.0,359000000.0,-305000000.0,-1032000000.0,1658000000.0,-305000000.0,-1032000000.0,1658000000.0,323000000.0,2154000000.0,2154000000.0,-791000000.0,111000000.0,2000000.0,-129000000.0,-125000000.0,-896000000.0,-424000000.0,-227000000.0,24000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2008.0,Q3,2008-07-01,2008-09-30,,-36000000.0,149000000.0,,-13000000.0,-83000000.0,,359000000.0,-138000000.0,-315000000.0,868000000.0,-138000000.0,-315000000.0,868000000.0,402000000.0,942000000.0,942000000.0,-140000000.0,34000000.0,,-35000000.0,2000000.0,-293000000.0,-367000000.0,-129000000.0,12000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-27 13:13:12+00:00,-37000000.0,464000000.0,,-1000000.0,-564000000.0,11000000.0,359000000.0,-273000000.0,-665000000.0,1331000000.0,-273000000.0,-665000000.0,1331000000.0,392000000.0,1856000000.0,1856000000.0,-425000000.0,68000000.0,0.0,-94000000.0,-14000000.0,-633000000.0,-403000000.0,-214000000.0,19000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-28 14:40:47+00:00,-1000000.0,315000000.0,,12000000.0,-481000000.0,11000000.0,0.0,-135000000.0,-350000000.0,463000000.0,-135000000.0,-350000000.0,463000000.0,-10000000.0,914000000.0,914000000.0,-285000000.0,34000000.0,0.0,-59000000.0,-16000000.0,-340000000.0,-36000000.0,-85000000.0,7000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 13:55:38+00:00,-24000000.0,661000000.0,,-9000000.0,983000000.0,667000000.0,966000000.0,938000000.0,-374000000.0,-61000000.0,938000000.0,-374000000.0,-61000000.0,494000000.0,-1406000000.0,-1406000000.0,-299000000.0,161000000.0,-59000000.0,-56000000.0,-38000000.0,-619000000.0,-800000000.0,,366000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2009.0,Q4,2009-10-01,2009-12-31,,-24000000.0,177000000.0,,-7000000.0,-158000000.0,,127000000.0,25000000.0,-164000000.0,-179000000.0,25000000.0,-164000000.0,-179000000.0,-325000000.0,-268000000.0,-268000000.0,70000000.0,34000000.0,,-7000000.0,4000000.0,-170000000.0,-129000000.0,,26000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-26 15:08:12+00:00,,484000000.0,,-2000000.0,1141000000.0,667000000.0,839000000.0,913000000.0,-210000000.0,118000000.0,913000000.0,-210000000.0,118000000.0,819000000.0,-1138000000.0,-1138000000.0,-369000000.0,127000000.0,-59000000.0,-49000000.0,-42000000.0,-449000000.0,-671000000.0,,340000000.0
United States Steel Corp,X,JNLUVFYJT1OZSIQ24U47,1163302,2009.0,Q3TTM,2008-10-01,2009-09-30,,,625000000.0,,1000000.0,1395000000.0,661000000.0,839000000.0,881000000.0,-577000000.0,445000000.0,881000000.0,-577000000.0,445000000.0,750000000.0,-840000000.0,-840000000.0,-735000000.0,170000000.0,-57000000.0,-84000000.0,-153000000.0,-712000000.0,-692000000.0,-13000000.0,345000000.0
