company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,othergains,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Baker Hughes A GE Co,BKR,,1701605,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 17:17:47+00:00,,,,,2080000000.0,473000000.0,-631000000.0,-631000000.0,0.0,-25000000.0,12193000000.0,16688000000.0,-606000000.0,0.0,100000000.0,,438000000.0,2115000000.0,12193000000.0,4495000000.0,120000000.0,4633000000.0,-138000000.0,-20000000.0,-158000000.0,16688000000.0,,,
Baker Hughes A GE Co,BKR,,1701605,2016.0,FY,2016-01-01,2016-12-31,2019-02-19 16:55:51+00:00,0.0,0.0,,0.0,,173000000.0,185000000.0,185000000.0,0.0,-69000000.0,10150000000.0,13082000000.0,254000000.0,0.0,3000000.0,,549000000.0,1926000000.0,10150000000.0,2932000000.0,102000000.0,2475000000.0,457000000.0,-99000000.0,358000000.0,13082000000.0,,,
Baker Hughes A GE Co,BKR,,1701605,2017.0,FY,2017-01-01,2017-12-31,2020-02-13 16:18:34+00:00,-0.24,-0.24,17.5,-0.24,,45000000.0,-391000000.0,-391000000.0,-103000000.0,-330000000.0,14143000000.0,17179000000.0,42000000.0,-11000000.0,80000000.0,,785000000.0,2535000000.0,14143000000.0,3036000000.0,131000000.0,3320000000.0,-284000000.0,-51000000.0,-335000000.0,17179000000.0,427000000.0,427000000.0,427000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q4,2017-10-01,2017-12-31,,0.07,0.07,17.33,0.07,,-67000000.0,-80000000.0,-80000000.0,31000000.0,-111000000.0,4940000000.0,5799000000.0,,2000000.0,18000000.0,,183000000.0,787000000.0,4940000000.0,859000000.0,56000000.0,970000000.0,-111000000.0,-38000000.0,-149000000.0,5799000000.0,427000000.0,427000000.0,427000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q3,2017-07-01,2017-09-30,2018-10-30 16:24:26+00:00,-0.31,-0.31,0.17,-0.31,,114000000.0,-357000000.0,-357000000.0,-134000000.0,-223000000.0,4349000000.0,5301000000.0,0.0,-13000000.0,4000000.0,,350000000.0,795000000.0,4349000000.0,952000000.0,41000000.0,1145000000.0,-193000000.0,-37000000.0,-230000000.0,5301000000.0,428000000.0,428000000.0,428000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q3YTD,2017-01-01,2017-09-30,,-0.31,-0.31,0.17,-0.31,,112000000.0,-311000000.0,-311000000.0,-134000000.0,-219000000.0,9203000000.0,11380000000.0,42000000.0,-13000000.0,62000000.0,,602000000.0,1748000000.0,9203000000.0,2177000000.0,75000000.0,2350000000.0,-173000000.0,-13000000.0,-186000000.0,11380000000.0,428000000.0,428000000.0,428000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q2,2017-04-01,2017-06-30,2018-07-30 15:16:00+00:00,0.0,0.0,0.0,0.0,,-10000000.0,-20000000.0,-20000000.0,0.0,6000000.0,2476000000.0,3015000000.0,-26000000.0,0.0,50000000.0,,144000000.0,461000000.0,2476000000.0,539000000.0,14000000.0,605000000.0,-66000000.0,36000000.0,-30000000.0,3015000000.0,,,
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q2YTD,2017-01-01,2017-06-30,,,,,,,-2000000.0,46000000.0,46000000.0,,4000000.0,4854000000.0,6079000000.0,42000000.0,,58000000.0,,252000000.0,953000000.0,4854000000.0,1225000000.0,34000000.0,1205000000.0,20000000.0,24000000.0,44000000.0,6079000000.0,,,
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q1,2017-01-01,2017-03-31,2018-04-27 16:12:11+00:00,0.0,0.0,0.0,0.0,,8000000.0,66000000.0,66000000.0,0.0,-2000000.0,2378000000.0,3064000000.0,68000000.0,0.0,8000000.0,,108000000.0,492000000.0,2378000000.0,686000000.0,20000000.0,600000000.0,86000000.0,-12000000.0,74000000.0,3064000000.0,,,
Baker Hughes A GE Co,BKR,,1701605,2018.0,FY,2018-01-01,2018-12-31,2020-02-13 16:18:34+00:00,0.46,0.46,0.72,0.45,,258000000.0,283000000.0,283000000.0,195000000.0,88000000.0,18891000000.0,22877000000.0,0.0,-139000000.0,202000000.0,,586000000.0,2699000000.0,18891000000.0,3986000000.0,223000000.0,3285000000.0,701000000.0,-21000000.0,680000000.0,22877000000.0,427000000.0,427000000.0,427000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q4,2018-10-01,2018-12-31,,0.31,0.31,0.18,0.3,,172000000.0,302000000.0,302000000.0,131000000.0,171000000.0,5029000000.0,6265000000.0,,,151000000.0,,99000000.0,755000000.0,5029000000.0,1236000000.0,59000000.0,854000000.0,382000000.0,92000000.0,474000000.0,6265000000.0,427000000.0,427000000.0,427000000.0
