company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Baker Hughes A GE Co,BKR,,1701605,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 17:17:47+00:00,-86000000.0,264000000.0,52000000.0,530000000.0,181000000.0,-254000000.0,-702000000.0,193000000.0,-515000000.0,-466000000.0,1277000000.0,-515000000.0,-466000000.0,1277000000.0,42000000.0,-631000000.0,-631000000.0,2080000000.0,-708000000.0,16000000.0,0.0,-607000000.0,0.0,0.0,30000000.0
Baker Hughes A GE Co,BKR,,1701605,2016.0,FY,2016-01-01,2016-12-31,2019-02-19 16:55:51+00:00,-16000000.0,317000000.0,55000000.0,550000000.0,0.0,,-473000000.0,0.0,-102000000.0,-472000000.0,262000000.0,-102000000.0,-472000000.0,262000000.0,-312000000.0,185000000.0,185000000.0,0.0,191000000.0,-52000000.0,0.0,-424000000.0,-293000000.0,0.0,20000000.0
Baker Hughes A GE Co,BKR,,1701605,2016.0,Q4,2016-10-01,2016-12-31,,-15000000.0,324000000.0,26000000.0,111000000.0,,122000000.0,416000000.0,,-331000000.0,-126000000.0,457000000.0,-331000000.0,-126000000.0,457000000.0,122000000.0,-70000000.0,-70000000.0,,-361000000.0,-16000000.0,,-94000000.0,30000000.0,,-1000000.0
Baker Hughes A GE Co,BKR,,1701605,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-30 18:21:10+00:00,-1000000.0,-7000000.0,29000000.0,439000000.0,,-122000000.0,-889000000.0,,229000000.0,-346000000.0,-195000000.0,229000000.0,-346000000.0,-195000000.0,-434000000.0,255000000.0,255000000.0,,552000000.0,-36000000.0,0.0,-330000000.0,-323000000.0,,21000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,FY,2017-01-01,2017-12-31,2020-02-13 16:18:34+00:00,-3375000000.0,230000000.0,109000000.0,1103000000.0,20000000.0,,-1522000000.0,3928000000.0,10919000000.0,-4123000000.0,-799000000.0,10919000000.0,-4123000000.0,-799000000.0,5997000000.0,-391000000.0,-391000000.0,11000000.0,8898000000.0,-275000000.0,-406000000.0,-665000000.0,-1024000000.0,-477000000.0,172000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q4,2017-10-01,2017-12-31,,-10000000.0,108000000.0,78000000.0,387000000.0,20000000.0,-48000000.0,-532000000.0,3928000000.0,2707000000.0,-244000000.0,-214000000.0,2707000000.0,-244000000.0,-214000000.0,2201000000.0,-80000000.0,-80000000.0,11000000.0,-76000000.0,-102000000.0,-208000000.0,-248000000.0,-460000000.0,-477000000.0,96000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-10-30 16:24:26+00:00,-3365000000.0,122000000.0,31000000.0,716000000.0,,48000000.0,-990000000.0,,8212000000.0,-3879000000.0,-585000000.0,8212000000.0,-3879000000.0,-585000000.0,3796000000.0,-311000000.0,-311000000.0,,8974000000.0,-173000000.0,-198000000.0,-417000000.0,-564000000.0,0.0,76000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q3,2017-07-01,2017-09-30,,-3365000000.0,-7000000.0,17000000.0,426000000.0,,31000000.0,-265000000.0,-14000000.0,6668000000.0,-3749000000.0,-196000000.0,6668000000.0,-3749000000.0,-196000000.0,2755000000.0,-357000000.0,-357000000.0,,7399000000.0,-174000000.0,-198000000.0,-274000000.0,-519000000.0,,64000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q3TTM,2016-10-01,2017-09-30,,-3380000000.0,446000000.0,57000000.0,827000000.0,,170000000.0,-574000000.0,,7881000000.0,-4005000000.0,-128000000.0,7881000000.0,-4005000000.0,-128000000.0,3918000000.0,-381000000.0,-381000000.0,,8613000000.0,-189000000.0,-198000000.0,-511000000.0,-534000000.0,,75000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q2,2017-04-01,2017-06-30,,,81000000.0,6000000.0,158000000.0,,15000000.0,-181000000.0,-215000000.0,1087000000.0,-63000000.0,-43000000.0,1087000000.0,-63000000.0,-43000000.0,995000000.0,-20000000.0,-20000000.0,,1347000000.0,,,-67000000.0,-45000000.0,,4000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-07-30 15:16:00+00:00,,129000000.0,14000000.0,290000000.0,,17000000.0,-725000000.0,14000000.0,1544000000.0,-130000000.0,-389000000.0,1544000000.0,-130000000.0,-389000000.0,1041000000.0,46000000.0,46000000.0,,1575000000.0,1000000.0,0.0,-143000000.0,-45000000.0,0.0,12000000.0
Baker Hughes A GE Co,BKR,,1701605,2017.0,Q1,2017-01-01,2017-03-31,2018-04-27 16:12:11+00:00,,48000000.0,8000000.0,132000000.0,,2000000.0,-544000000.0,229000000.0,457000000.0,-67000000.0,-346000000.0,457000000.0,-67000000.0,-346000000.0,46000000.0,66000000.0,66000000.0,,228000000.0,1000000.0,0.0,-76000000.0,0.0,0.0,8000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,FY,2018-01-01,2018-12-31,2020-02-13 16:18:34+00:00,-619000000.0,424000000.0,301000000.0,1486000000.0,453000000.0,,25000000.0,0.0,-4363000000.0,-578000000.0,1762000000.0,-4363000000.0,-578000000.0,1762000000.0,-3179000000.0,283000000.0,283000000.0,-32000000.0,0.0,125000000.0,-810000000.0,-995000000.0,-1067000000.0,-2486000000.0,458000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q4,2018-10-01,2018-12-31,,-599000000.0,119000000.0,83000000.0,353000000.0,453000000.0,,466000000.0,,-1716000000.0,-374000000.0,1089000000.0,-1716000000.0,-374000000.0,1089000000.0,-1001000000.0,302000000.0,302000000.0,-32000000.0,,-14000000.0,-186000000.0,-342000000.0,-69000000.0,-1461000000.0,128000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-30 16:29:16+00:00,-20000000.0,305000000.0,218000000.0,1133000000.0,,,-441000000.0,,-2647000000.0,-204000000.0,673000000.0,-2647000000.0,-204000000.0,673000000.0,-2178000000.0,-19000000.0,-19000000.0,0.0,,139000000.0,-624000000.0,-653000000.0,-998000000.0,-1025000000.0,330000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q3TTM,2017-10-01,2018-09-30,,-30000000.0,413000000.0,296000000.0,1520000000.0,20000000.0,-48000000.0,-973000000.0,3928000000.0,60000000.0,-448000000.0,459000000.0,60000000.0,-448000000.0,459000000.0,23000000.0,-99000000.0,-99000000.0,11000000.0,-76000000.0,37000000.0,-832000000.0,-901000000.0,-1458000000.0,-1502000000.0,426000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q3,2018-07-01,2018-09-30,,-20000000.0,87000000.0,61000000.0,353000000.0,,,-151000000.0,-4000000.0,-275000000.0,-42000000.0,240000000.0,-275000000.0,-42000000.0,240000000.0,-77000000.0,38000000.0,38000000.0,,,71000000.0,-221000000.0,-242000000.0,-50000000.0,,149000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-01 07:26:44+00:00,0.0,218000000.0,157000000.0,780000000.0,,,-290000000.0,4000000.0,-2372000000.0,-162000000.0,433000000.0,-2372000000.0,-162000000.0,433000000.0,-2101000000.0,-57000000.0,-57000000.0,0.0,,68000000.0,-403000000.0,-411000000.0,-948000000.0,-1025000000.0,181000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q2TTM,2017-07-01,2018-06-30,,-3375000000.0,319000000.0,252000000.0,1593000000.0,20000000.0,-17000000.0,-1087000000.0,3918000000.0,7003000000.0,-4155000000.0,23000000.0,7003000000.0,-4155000000.0,23000000.0,2855000000.0,-494000000.0,-494000000.0,11000000.0,7323000000.0,-208000000.0,-809000000.0,-933000000.0,-1927000000.0,-1502000000.0,341000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q2,2018-04-01,2018-06-30,,,136000000.0,85000000.0,392000000.0,,,-215000000.0,4000000.0,-819000000.0,-28000000.0,139000000.0,-819000000.0,-28000000.0,139000000.0,-708000000.0,-38000000.0,-38000000.0,,,133000000.0,-200000000.0,-234000000.0,-111000000.0,-512000000.0,73000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q1,2018-01-01,2018-03-31,2019-04-30 16:20:23+00:00,,82000000.0,72000000.0,388000000.0,,,-75000000.0,,-1553000000.0,-134000000.0,294000000.0,-1553000000.0,-134000000.0,294000000.0,-1393000000.0,-19000000.0,-19000000.0,,,-65000000.0,-203000000.0,-177000000.0,-837000000.0,-513000000.0,108000000.0
Baker Hughes A GE Co,BKR,,1701605,2018.0,Q1TTM,2017-04-01,2018-03-31,,-3375000000.0,264000000.0,173000000.0,1359000000.0,20000000.0,-2000000.0,-1053000000.0,3699000000.0,8909000000.0,-4190000000.0,-159000000.0,8909000000.0,-4190000000.0,-159000000.0,4558000000.0,-476000000.0,-476000000.0,11000000.0,8670000000.0,-341000000.0,-609000000.0,-766000000.0,-1861000000.0,-990000000.0,272000000.0
