company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q4,2019-10-01,2019-12-31,,-107000000.0,152000000.0,89000000.0,353000000.0,77000000.0,,910000000.0,532000000.0,-538000000.0,-386000000.0,1357000000.0,-538000000.0,-386000000.0,1357000000.0,433000000.0,94000000.0,94000000.0,,,-52000000.0,-185000000.0,-367000000.0,-885000000.0,,63000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,FY,2019-01-01,2019-12-31,2020-02-13 16:18:34+00:00,-176000000.0,438000000.0,285000000.0,1418000000.0,77000000.0,,299000000.0,573000000.0,-1534000000.0,-1045000000.0,2126000000.0,-1534000000.0,-1045000000.0,2126000000.0,-453000000.0,271000000.0,271000000.0,138000000.0,0.0,30000000.0,-745000000.0,-1240000000.0,-1112000000.0,-250000000.0,264000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q3TTM,2018-10-01,2019-09-30,,-668000000.0,405000000.0,279000000.0,1418000000.0,453000000.0,,-145000000.0,41000000.0,-2712000000.0,-1033000000.0,1858000000.0,-2712000000.0,-1033000000.0,1858000000.0,-1887000000.0,479000000.0,479000000.0,106000000.0,,68000000.0,-746000000.0,-1215000000.0,-296000000.0,-1711000000.0,329000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q3,2019-07-01,2019-09-30,,,103000000.0,59000000.0,356000000.0,,,-115000000.0,29000000.0,-569000000.0,-96000000.0,360000000.0,-569000000.0,-96000000.0,360000000.0,-305000000.0,117000000.0,117000000.0,2000000.0,,103000000.0,-187000000.0,-279000000.0,-161000000.0,-250000000.0,80000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-30 16:29:16+00:00,-69000000.0,286000000.0,196000000.0,1065000000.0,,,-611000000.0,41000000.0,-996000000.0,-659000000.0,769000000.0,-996000000.0,-659000000.0,769000000.0,-886000000.0,177000000.0,177000000.0,138000000.0,,82000000.0,-560000000.0,-873000000.0,-227000000.0,-250000000.0,201000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q2TTM,2018-07-01,2019-06-30,,-688000000.0,389000000.0,281000000.0,1415000000.0,453000000.0,,-181000000.0,8000000.0,-2418000000.0,-979000000.0,1738000000.0,-2418000000.0,-979000000.0,1738000000.0,-1659000000.0,400000000.0,400000000.0,104000000.0,,36000000.0,-780000000.0,-1178000000.0,-185000000.0,-1461000000.0,398000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q2,2019-04-01,2019-06-30,,-69000000.0,107000000.0,81000000.0,359000000.0,,,109000000.0,9000000.0,-195000000.0,-307000000.0,593000000.0,-195000000.0,-307000000.0,593000000.0,91000000.0,-11000000.0,-11000000.0,136000000.0,,,-186000000.0,-300000000.0,-18000000.0,,62000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-01 07:26:44+00:00,-69000000.0,183000000.0,137000000.0,709000000.0,,,-496000000.0,12000000.0,-427000000.0,-563000000.0,409000000.0,-427000000.0,-563000000.0,409000000.0,-581000000.0,60000000.0,60000000.0,136000000.0,,-21000000.0,-373000000.0,-594000000.0,-66000000.0,0.0,121000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q1,2019-01-01,2019-03-31,2020-04-24 07:42:22+00:00,,76000000.0,56000000.0,350000000.0,,,-605000000.0,3000000.0,-232000000.0,-256000000.0,-184000000.0,-232000000.0,-256000000.0,-184000000.0,-672000000.0,71000000.0,71000000.0,0.0,,-21000000.0,-187000000.0,-294000000.0,-48000000.0,,59000000.0
Baker Hughes A GE Co,BKR,,1701605,2019.0,Q1TTM,2018-04-01,2019-03-31,,-619000000.0,418000000.0,285000000.0,1448000000.0,453000000.0,,-505000000.0,3000000.0,-3042000000.0,-700000000.0,1284000000.0,-3042000000.0,-700000000.0,1284000000.0,-2458000000.0,373000000.0,373000000.0,-32000000.0,,169000000.0,-794000000.0,-1112000000.0,-278000000.0,-1973000000.0,409000000.0
Baker Hughes A GE Co,BKR,,1701605,2020.0,Q1TTM,2019-04-01,2020-03-31,,-176000000.0,480000000.0,278000000.0,1423000000.0,77000000.0,,1249000000.0,570000000.0,-1629000000.0,-1107000000.0,2788000000.0,-1629000000.0,-1107000000.0,2788000000.0,52000000.0,-15898000000.0,-15898000000.0,16014000000.0,,58000000.0,-744000000.0,-1311000000.0,-1205000000.0,-250000000.0,245000000.0
Baker Hughes A GE Co,BKR,,1701605,2020.0,Q1,2020-01-01,2020-03-31,2020-04-24 07:42:22+00:00,,118000000.0,49000000.0,355000000.0,,,345000000.0,,-327000000.0,-318000000.0,478000000.0,-327000000.0,-318000000.0,478000000.0,-167000000.0,-16098000000.0,-16098000000.0,15876000000.0,,7000000.0,-186000000.0,-365000000.0,-141000000.0,,40000000.0
