company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Cigna Corp,CI,,1739940,2019.0,FY,2019-01-01,2019-12-31,2020-02-27 15:25:39+00:00,1776000000.0,1645000000.0,3651000000.0,-8000000.0,1081000000.0,224000000.0,0.0,-7187000000.0,-734000000.0,9485000000.0,-7187000000.0,-734000000.0,9485000000.0,1556000000.0,5120000000.0,5120000000.0,-367000000.0,-249000000.0,0.0,-6506000000.0,-1050000000.0,-5175000000.0,-1987000000.0,6822000000.0,0.0
Cigna Corp,CI,,1739940,2019.0,Q3,2019-07-01,2019-09-30,,417000000.0,392000000.0,913000000.0,-17000000.0,748000000.0,31000000.0,,-1173000000.0,-304000000.0,2461000000.0,-1173000000.0,-304000000.0,2461000000.0,967000000.0,1354000000.0,1354000000.0,-554000000.0,-72000000.0,,-1540000000.0,-243000000.0,-458000000.0,-674000000.0,1479000000.0,
Cigna Corp,CI,,1739940,2019.0,Q3TTM,2018-10-01,2019-09-30,,1859000000.0,1357000000.0,2981000000.0,-26000000.0,234000000.0,128000000.0,4459000000.0,-1080000000.0,-25167000000.0,6818000000.0,-1080000000.0,-25167000000.0,6818000000.0,-19455000000.0,4283000000.0,4283000000.0,-680000000.0,-385000000.0,,-30979000000.0,-922000000.0,-3710000000.0,-1572000000.0,6734000000.0,
Cigna Corp,CI,,1739940,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-10-31 12:54:25+00:00,1607000000.0,1257000000.0,2724000000.0,-27000000.0,-294000000.0,101000000.0,0.0,-5480000000.0,-463000000.0,6692000000.0,-5480000000.0,-463000000.0,6692000000.0,722000000.0,4136000000.0,4136000000.0,126000000.0,-222000000.0,0.0,-4795000000.0,-740000000.0,-3819000000.0,-1540000000.0,5072000000.0,0.0
Cigna Corp,CI,,1739940,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-01 13:26:58+00:00,1190000000.0,865000000.0,1811000000.0,-10000000.0,-1042000000.0,70000000.0,0.0,-4307000000.0,-159000000.0,4231000000.0,-4307000000.0,-159000000.0,4231000000.0,-245000000.0,2782000000.0,2782000000.0,680000000.0,-150000000.0,0.0,-3255000000.0,-497000000.0,-3361000000.0,-866000000.0,3593000000.0,0.0
Cigna Corp,CI,,1739940,2019.0,Q2TTM,2018-07-01,2019-06-30,,1690000000.0,1005000000.0,2230000000.0,-17000000.0,-890000000.0,111000000.0,24343000000.0,19750000000.0,-24738000000.0,4981000000.0,19750000000.0,-24738000000.0,4981000000.0,-24000000.0,3703000000.0,3703000000.0,-62000000.0,-450000000.0,,-30621000000.0,-805000000.0,-3356000000.0,-898000000.0,6688000000.0,
Cigna Corp,CI,,1739940,2019.0,Q2,2019-04-01,2019-06-30,,1161000000.0,488000000.0,914000000.0,2000000.0,-1531000000.0,17000000.0,,-1773000000.0,-634000000.0,1039000000.0,-1773000000.0,-634000000.0,1039000000.0,-1366000000.0,1410000000.0,1410000000.0,246000000.0,-73000000.0,,-1678000000.0,-303000000.0,-1313000000.0,-404000000.0,1347000000.0,
Cigna Corp,CI,,1739940,2019.0,Q1,2019-01-01,2019-03-31,2020-05-07 07:19:15+00:00,29000000.0,377000000.0,897000000.0,-12000000.0,489000000.0,53000000.0,0.0,-2534000000.0,475000000.0,3192000000.0,-2534000000.0,475000000.0,3192000000.0,1121000000.0,1372000000.0,1372000000.0,434000000.0,-77000000.0,,-1577000000.0,-194000000.0,-2048000000.0,-462000000.0,2246000000.0,
Cigna Corp,CI,,1739940,2019.0,Q1TTM,2018-04-01,2019-03-31,,1017000000.0,598000000.0,1452000000.0,-40000000.0,620000000.0,101000000.0,24343000000.0,21511000000.0,-24203000000.0,4937000000.0,21511000000.0,-24203000000.0,4937000000.0,2205000000.0,3101000000.0,3101000000.0,-236000000.0,-394000000.0,,-30649000000.0,-619000000.0,-2045000000.0,-494000000.0,7065000000.0,
Cigna Corp,CI,,1739940,2020.0,Q1,2020-01-01,2020-03-31,2020-05-07 07:19:15+00:00,81000000.0,395000000.0,693000000.0,-37000000.0,-676000000.0,153000000.0,3470000000.0,-1818000000.0,-269000000.0,1887000000.0,-1818000000.0,-269000000.0,1887000000.0,-237000000.0,1189000000.0,1189000000.0,681000000.0,96000000.0,,-1554000000.0,-267000000.0,-4581000000.0,-956000000.0,1552000000.0,
Cigna Corp,CI,,1739940,2020.0,Q1TTM,2019-04-01,2020-03-31,,1828000000.0,1663000000.0,3447000000.0,-33000000.0,-84000000.0,324000000.0,3470000000.0,-6471000000.0,-1478000000.0,8180000000.0,-6471000000.0,-1478000000.0,8180000000.0,198000000.0,4937000000.0,4937000000.0,-120000000.0,-76000000.0,,-6483000000.0,-1123000000.0,-7708000000.0,-2481000000.0,6128000000.0,
