company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Cigna Corp,CI,,1739940,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 16:54:00+00:00,1064000000.0,244000000.0,610000000.0,-10000000.0,1788000000.0,36000000.0,0.0,-225000000.0,-2574000000.0,4026000000.0,-225000000.0,-2574000000.0,4026000000.0,1217000000.0,1843000000.0,1843000000.0,-215000000.0,26000000.0,,-7159000000.0,-461000000.0,-148000000.0,-139000000.0,5046000000.0,
Cigna Corp,CI,,1739940,2017.0,FY,2017-01-01,2017-12-31,2020-02-27 15:25:39+00:00,1036000000.0,240000000.0,566000000.0,55000000.0,1169000000.0,131000000.0,1661000000.0,-2651000000.0,-1703000000.0,4086000000.0,-2651000000.0,-1703000000.0,4086000000.0,-213000000.0,2232000000.0,2232000000.0,119000000.0,-155000000.0,0.0,-7332000000.0,-471000000.0,-1563000000.0,-2725000000.0,6100000000.0,0.0
Cigna Corp,CI,,1739940,2018.0,FY,2018-01-01,2018-12-31,2020-02-27 15:25:39+00:00,1019000000.0,267000000.0,695000000.0,-24000000.0,1190000000.0,68000000.0,24343000000.0,23515000000.0,-26378000000.0,3770000000.0,23515000000.0,-26378000000.0,3770000000.0,883000000.0,2646000000.0,2646000000.0,-761000000.0,-423000000.0,0.0,-31605000000.0,-528000000.0,-131000000.0,-342000000.0,5755000000.0,0.0
Cigna Corp,CI,,1739940,2018.0,Q4,2018-10-01,2018-12-31,,252000000.0,100000000.0,257000000.0,1000000.0,528000000.0,27000000.0,4459000000.0,4400000000.0,-24704000000.0,126000000.0,4400000000.0,-24704000000.0,126000000.0,-20177000000.0,147000000.0,147000000.0,-806000000.0,-163000000.0,,-26184000000.0,-182000000.0,109000000.0,-32000000.0,1662000000.0,
Cigna Corp,CI,,1739940,2018.0,Q3,2018-07-01,2018-09-30,,248000000.0,40000000.0,162000000.0,-8000000.0,-376000000.0,14000000.0,19884000000.0,19657000000.0,125000000.0,624000000.0,19657000000.0,125000000.0,624000000.0,20398000000.0,774000000.0,774000000.0,64000000.0,-137000000.0,,-1182000000.0,-126000000.0,-104000000.0,,1433000000.0,
Cigna Corp,CI,,1739940,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-10-31 12:54:25+00:00,767000000.0,167000000.0,438000000.0,-25000000.0,662000000.0,41000000.0,19884000000.0,19115000000.0,-1674000000.0,3644000000.0,19115000000.0,-1674000000.0,3644000000.0,21060000000.0,2499000000.0,2499000000.0,45000000.0,-260000000.0,0.0,-5421000000.0,-346000000.0,-240000000.0,-310000000.0,4093000000.0,0.0
Cigna Corp,CI,,1739940,2018.0,Q2YTD,2018-01-01,2018-06-30,2019-08-01 13:26:58+00:00,519000000.0,127000000.0,276000000.0,-17000000.0,1038000000.0,27000000.0,0.0,-542000000.0,-1799000000.0,3020000000.0,-542000000.0,-1799000000.0,3020000000.0,662000000.0,1725000000.0,1725000000.0,-19000000.0,-123000000.0,0.0,-4239000000.0,-220000000.0,-136000000.0,-310000000.0,2660000000.0,0.0
Cigna Corp,CI,,1739940,2018.0,Q2,2018-04-01,2018-06-30,,488000000.0,81000000.0,136000000.0,-21000000.0,-21000000.0,7000000.0,,-12000000.0,-99000000.0,995000000.0,-12000000.0,-99000000.0,995000000.0,863000000.0,808000000.0,808000000.0,72000000.0,-17000000.0,,-1706000000.0,-117000000.0,-2000000.0,,1724000000.0,
Cigna Corp,CI,,1739940,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 14:39:36+00:00,31000000.0,46000000.0,140000000.0,4000000.0,1059000000.0,20000000.0,,-530000000.0,-1700000000.0,2025000000.0,-530000000.0,-1700000000.0,2025000000.0,-201000000.0,917000000.0,917000000.0,-91000000.0,-106000000.0,,-2533000000.0,-103000000.0,-134000000.0,-310000000.0,936000000.0,
Cigna Corp,CI,,1739940,2019.0,Q4,2019-10-01,2019-12-31,,169000000.0,388000000.0,927000000.0,19000000.0,1375000000.0,123000000.0,,-1707000000.0,-271000000.0,2793000000.0,-1707000000.0,-271000000.0,2793000000.0,834000000.0,984000000.0,984000000.0,-493000000.0,-27000000.0,,-1711000000.0,-310000000.0,-1356000000.0,-447000000.0,1750000000.0,
