company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2008.0,FY,,2008-12-31,2010-02-11 19:37:06+00:00,455400000.0,163800000.0,-5600000.0,229900000.0,,573200000.0,62800000.0,,,1448700000.0,60500000.0,96300000.0,4598400000.0,273700000.0,,36400000.0,492400000.0,98800000.0,58300000.0,220100000.0,34000000.0,1337600000.0,637400000.0,5439200000.0,1905200000.0,685600000.0,1092800000.0,1911500000.0,2185200000.0,3254000000.0,5439200000.0,155200000.0,2161200000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2009.0,FY,,2009-12-31,2011-02-09 14:13:58+00:00,342700000.0,139400000.0,-4400000.0,117500000.0,,662300000.0,151700000.0,,,1911900000.0,46800000.0,106400000.0,4722400000.0,282800000.0,,,558600000.0,63000000.0,71300000.0,247200000.0,35800000.0,1378800000.0,68100000.0,5454300000.0,2036700000.0,613800000.0,410800000.0,2043000000.0,2325800000.0,3128500000.0,5454300000.0,118100000.0,2717700000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2009.0,Q3,,2009-09-30,2009-10-29 17:09:40+00:00,365100000.0,159100000.0,-4800000.0,108900000.0,,655900000.0,102400000.0,,1146400000.0,1913800000.0,52800000.0,104300000.0,3581400000.0,284100000.0,,7900000.0,509500000.0,28700000.0,75700000.0,206400000.0,38700000.0,1362600000.0,107400000.0,5406300000.0,2013700000.0,542100000.0,472500000.0,2020000000.0,2304100000.0,3102200000.0,5406300000.0,1282800000.0,2629700000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2009.0,Q2,,2009-06-30,2009-07-30 15:38:51+00:00,364100000.0,163800000.0,-4000000.0,62300000.0,,631000000.0,102400000.0,,1153300000.0,2013100000.0,51300000.0,114300000.0,3544400000.0,283700000.0,,10900000.0,500400000.0,45000000.0,73800000.0,213500000.0,45000000.0,1336800000.0,21600000.0,5366500000.0,1963800000.0,532800000.0,385700000.0,1970100000.0,2253800000.0,3112700000.0,5366500000.0,1289300000.0,2727000000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,FY,,2010-12-31,2012-02-08 15:19:28+00:00,403000000.0,160000000.0,-1400000.0,85400000.0,0.0,878200000.0,138200000.0,,,1621600000.0,68400000.0,101400000.0,4902400000.0,282600000.0,,,654500000.0,91200000.0,93900000.0,230000000.0,,1548000000.0,18100000.0,5640900000.0,2424800000.0,576200000.0,421100000.0,2431100000.0,2713700000.0,2927200000.0,5640900000.0,162300000.0,2506100000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q3,,2010-09-30,2010-10-26 11:54:43+00:00,419600000.0,173900000.0,-1900000.0,68800000.0,,889400000.0,202500000.0,,,1610900000.0,46800000.0,106100000.0,4821700000.0,281600000.0,,,674800000.0,86100000.0,94700000.0,230000000.0,28500000.0,1496100000.0,22300000.0,5629100000.0,2383600000.0,665900000.0,441900000.0,2389900000.0,2671500000.0,2957600000.0,5629100000.0,141500000.0,2515700000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q2,,2010-06-30,2010-07-27 13:46:57+00:00,380500000.0,176400000.0,-2700000.0,84300000.0,,887600000.0,166500000.0,,,1615300000.0,46400000.0,106100000.0,4789600000.0,281700000.0,,,604500000.0,56600000.0,89200000.0,242200000.0,30900000.0,1445900000.0,84700000.0,5546000000.0,2330800000.0,620800000.0,465200000.0,2337100000.0,2618800000.0,2927200000.0,5546000000.0,135600000.0,2462000000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q1,,2010-03-31,2010-04-27 12:07:50+00:00,381900000.0,169000000.0,-3500000.0,126100000.0,,667900000.0,163600000.0,,,1906900000.0,53500000.0,107600000.0,4757900000.0,281700000.0,,,583100000.0,61500000.0,75900000.0,249100000.0,34000000.0,1411300000.0,64400000.0,5549100000.0,2075700000.0,661800000.0,446300000.0,2082000000.0,2363700000.0,3185400000.0,5549100000.0,129400000.0,2739100000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,FY,,2011-12-31,2013-02-04 13:46:45+00:00,401100000.0,166000000.0,-2200000.0,72400000.0,0.0,885300000.0,225000000.0,,,1602800000.0,72100000.0,109600000.0,5321600000.0,294200000.0,,,861400000.0,69500000.0,108900000.0,184800000.0,,1875300000.0,36300000.0,6145100000.0,2758400000.0,642500000.0,437400000.0,2764500000.0,3058700000.0,3086400000.0,6145100000.0,181000000.0,2649000000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q3,,2011-09-30,2011-10-21 12:58:38+00:00,400600000.0,186900000.0,-1900000.0,217100000.0,0.0,885100000.0,132100000.0,,,1676200000.0,70600000.0,116000000.0,5159500000.0,285900000.0,,,768400000.0,71600000.0,112200000.0,229600000.0,,1779700000.0,36300000.0,6066000000.0,2662900000.0,723700000.0,436900000.0,2669000000.0,2954900000.0,3111100000.0,6066000000.0,182800000.0,2674200000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q2,,2011-06-30,2011-07-21 19:08:08+00:00,387600000.0,195800000.0,-900000.0,156000000.0,0.0,882700000.0,136300000.0,,,1614600000.0,63500000.0,115400000.0,4994100000.0,285600000.0,,,730100000.0,58000000.0,106600000.0,221800000.0,,1679900000.0,18200000.0,5825700000.0,2561700000.0,661500000.0,405800000.0,2567800000.0,2853400000.0,2972300000.0,5825700000.0,170100000.0,2566500000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q1,,2011-03-31,2011-04-21 11:56:49+00:00,370600000.0,180700000.0,-900000.0,101500000.0,,881500000.0,142000000.0,,,1616600000.0,69000000.0,107700000.0,4934100000.0,282700000.0,,,693600000.0,72800000.0,92500000.0,222700000.0,,1609200000.0,18200000.0,5700300000.0,2489800000.0,604700000.0,388800000.0,2495900000.0,2778600000.0,2921700000.0,5700300000.0,161500000.0,2532900000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,FY,,2012-12-31,2014-01-31 11:35:40+00:00,364600000.0,183600000.0,-2400000.0,72600000.0,0.0,926400000.0,92100000.0,,,1547600000.0,65700000.0,125600000.0,5684800000.0,304100000.0,,,894200000.0,48400000.0,123100000.0,128600000.0,,2166500000.0,60200000.0,6395900000.0,3090500000.0,522300000.0,424800000.0,3096600000.0,3400700000.0,2995200000.0,6395900000.0,188800000.0,2570400000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q3,,2012-09-30,2012-10-19 11:19:22+00:00,436300000.0,200800000.0,-2300000.0,187000000.0,0.0,917600000.0,135700000.0,,,1557000000.0,67400000.0,123600000.0,5551600000.0,295600000.0,,,892000000.0,35300000.0,122800000.0,173900000.0,,2096200000.0,51800000.0,6424200000.0,3011500000.0,682400000.0,488100000.0,3017600000.0,3313200000.0,3111000000.0,6424200000.0,190200000.0,2622900000.0,
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q2,,2012-06-30,2012-07-17 11:11:58+00:00,393200000.0,184800000.0,-2500000.0,105500000.0,0.0,906100000.0,164600000.0,,,1570700000.0,66300000.0,117300000.0,5479100000.0,295000000.0,,,868100000.0,55200000.0,118000000.0,174200000.0,,2027700000.0,52200000.0,6290800000.0,2931300000.0,627400000.0,445400000.0,2937400000.0,3232400000.0,3058400000.0,6290800000.0,184300000.0,2613000000.0,
