company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q3,2010-07-01,2010-09-30,2011-10-21 12:58:38+00:00,0.49,0.49,,46100000.0,0.48,34700000.0,52800000.0,52800000.0,50200000.0,-100000.0,228200000.0,438300000.0,4400000.0,48000000.0,0.0,2700000.0,,,228200000.0,210100000.0,38100000.0,5200000.0,94100000.0,116000000.0,-28500000.0,87500000.0,438300000.0,102400000.0,102082000.0,109510000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.69,0.69,,92700000.0,0.68,43800000.0,71600000.0,71600000.0,67200000.0,-1100000.0,476900000.0,897900000.0,2700000.0,92900000.0,,5500000.0,,,476900000.0,421000000.0,133700000.0,11000000.0,185600000.0,235400000.0,-120000000.0,115400000.0,897900000.0,98900000.0,99907000.0,100366000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q2TTM,2009-07-01,2010-06-30,,1.31,1.31,,180000000.0,1.3,76300000.0,135400000.0,135400000.0,124900000.0,-500000.0,945100000.0,1690800000.0,4700000.0,154200000.0,,11000000.0,,,945100000.0,745700000.0,220200000.0,15700000.0,334200000.0,411500000.0,-199800000.0,211700000.0,1690800000.0,98900000.0,99907000.0,100366000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q2,2010-04-01,2010-06-30,2011-07-21 19:08:08+00:00,0.35,0.35,,46900000.0,0.34,19600000.0,37400000.0,37400000.0,34600000.0,0.0,239500000.0,461600000.0,-400000.0,48000000.0,,2800000.0,,,239500000.0,222100000.0,74400000.0,4600000.0,94900000.0,127200000.0,-70200000.0,57000000.0,461600000.0,98900000.0,99907000.0,100366000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.03,1.03,,180500000.0,1.03,58200000.0,105100000.0,105100000.0,96800000.0,,902100000.0,1570500000.0,14000000.0,160500000.0,,8300000.0,,,902100000.0,668400000.0,191200000.0,13100000.0,341000000.0,327400000.0,-164100000.0,163300000.0,1570500000.0,95900000.0,95890000.0,96458000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2010.0,Q1,2010-01-01,2010-03-31,2011-04-21 11:56:49+00:00,0.34,0.34,,45800000.0,0.34,24200000.0,34200000.0,34200000.0,32600000.0,-1100000.0,237400000.0,436300000.0,3100000.0,44900000.0,,2700000.0,,,237400000.0,198900000.0,59300000.0,6400000.0,90700000.0,108200000.0,-49800000.0,58400000.0,436300000.0,95900000.0,95890000.0,96458000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q4,2011-10-01,2011-12-31,,0.88,0.88,,47100000.0,0.87,700000.0,96000000.0,96000000.0,95600000.0,300000.0,244700000.0,530300000.0,-2400000.0,51300000.0,,100000.0,,36800000.0,244700000.0,285600000.0,55900000.0,4600000.0,135200000.0,150400000.0,-53700000.0,96700000.0,530300000.0,108100000.0,108208000.0,109830000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,FY,2011-01-01,2011-12-31,2014-01-31 11:35:40+00:00,3.04,3.04,0.0,186200000.0,3.0,123100000.0,331900000.0,331900000.0,328700000.0,1600000.0,942300000.0,2098300000.0,-7000000.0,204800000.0,-25600000.0,1600000.0,,179000000.0,942300000.0,1156000000.0,167800000.0,18200000.0,544400000.0,611600000.0,-156600000.0,455000000.0,2098300000.0,108100000.0,108208000.0,109830000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.16,2.16,,139100000.0,2.13,122400000.0,235900000.0,235900000.0,233100000.0,1300000.0,697600000.0,1568000000.0,-4600000.0,153500000.0,-25600000.0,1500000.0,,142200000.0,697600000.0,870400000.0,111900000.0,13600000.0,409200000.0,461200000.0,-102900000.0,358300000.0,1568000000.0,109700000.0,109515000.0,109862000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.67,2.67,,185200000.0,2.64,153100000.0,291500000.0,291500000.0,284900000.0,2300000.0,787800000.0,2046600000.0,-2300000.0,201700000.0,-25600000.0,4300000.0,,301200000.0,787800000.0,1258800000.0,166500000.0,17100000.0,662500000.0,596300000.0,-151700000.0,444600000.0,2046600000.0,109700000.0,109515000.0,109862000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q3,2011-07-01,2011-09-30,2012-10-19 11:19:22+00:00,0.91,0.91,0.0,47900000.0,0.91,43700000.0,100100000.0,100100000.0,99800000.0,300000.0,237200000.0,544500000.0,-6600000.0,50600000.0,-25600000.0,0.0,,52600000.0,237200000.0,307300000.0,36100000.0,4700000.0,125500000.0,181800000.0,-38000000.0,143800000.0,544500000.0,109700000.0,109515000.0,109862000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.25,1.25,,91200000.0,1.22,78700000.0,135800000.0,135800000.0,133300000.0,1000000.0,460400000.0,1023500000.0,2000000.0,102900000.0,,1500000.0,,89600000.0,460400000.0,563100000.0,75800000.0,8900000.0,283700000.0,279400000.0,-64900000.0,214500000.0,1023500000.0,108800000.0,109428000.0,109810000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.25,2.25,,183400000.0,2.21,144100000.0,244200000.0,244200000.0,235300000.0,1900000.0,778800000.0,1940400000.0,8700000.0,199100000.0,,7000000.0,,248600000.0,778800000.0,1161600000.0,168500000.0,17600000.0,631100000.0,530500000.0,-142200000.0,388300000.0,1940400000.0,108800000.0,109428000.0,109810000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q2,2011-04-01,2011-06-30,2012-07-17 11:11:58+00:00,0.65,0.65,0.0,45500000.0,0.64,42900000.0,71700000.0,71700000.0,70700000.0,900000.0,239100000.0,534900000.0,400000.0,54800000.0,,100000.0,,43900000.0,239100000.0,295800000.0,42700000.0,5300000.0,144200000.0,151600000.0,-37000000.0,114600000.0,534900000.0,108800000.0,109428000.0,109810000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.95,1.95,,184800000.0,1.91,120800000.0,209900000.0,209900000.0,199200000.0,1000000.0,779200000.0,1867100000.0,7900000.0,192300000.0,,9700000.0,,204700000.0,779200000.0,1087900000.0,200200000.0,16900000.0,581800000.0,506100000.0,-175400000.0,330700000.0,1867100000.0,104300000.0,104269000.0,109751000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2011.0,Q1,2011-01-01,2011-03-31,2012-04-24 14:55:53+00:00,0.6,0.6,0.0,45700000.0,0.58,35800000.0,64100000.0,64100000.0,62600000.0,100000.0,221300000.0,488600000.0,1600000.0,48100000.0,,1400000.0,,45700000.0,221300000.0,267300000.0,33100000.0,3600000.0,139500000.0,127800000.0,-27900000.0,99900000.0,488600000.0,104300000.0,104269000.0,109751000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q4,2012-10-01,2012-12-31,,0.84,0.84,0.19,51900000.0,0.84,57800000.0,92500000.0,92500000.0,91800000.0,700000.0,244700000.0,568400000.0,-1600000.0,50500000.0,,,,47700000.0,244700000.0,323700000.0,25900000.0,4200000.0,150100000.0,173600000.0,-23300000.0,150300000.0,568400000.0,109600000.0,109712000.0,110080000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,FY,2012-01-01,2012-12-31,2015-01-30 13:02:48+00:00,3.44,3.44,0.78,198800000.0,3.43,237000000.0,379400000.0,379400000.0,377100000.0,2100000.0,957200000.0,2238600000.0,1700000.0,176800000.0,0.0,200000.0,,189900000.0,957200000.0,1281400000.0,120500000.0,19300000.0,565500000.0,715900000.0,-99500000.0,616400000.0,2238600000.0,109600000.0,109712000.0,110080000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.6,2.6,0.59,146900000.0,2.59,179200000.0,286900000.0,286900000.0,285300000.0,1400000.0,712500000.0,1670200000.0,3300000.0,126300000.0,,200000.0,,142200000.0,712500000.0,957700000.0,94600000.0,15100000.0,415400000.0,542300000.0,-76200000.0,466100000.0,1670200000.0,109800000.0,109739000.0,110127000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.48,3.48,0.59,194000000.0,3.46,179900000.0,382900000.0,382900000.0,380900000.0,1700000.0,957200000.0,2200500000.0,900000.0,177600000.0,,300000.0,,179000000.0,957200000.0,1243300000.0,150500000.0,19700000.0,550600000.0,692700000.0,-129900000.0,562800000.0,2200500000.0,109800000.0,109739000.0,110127000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q3,2012-07-01,2012-09-30,2013-10-18 11:31:41+00:00,0.82,0.82,0.195,49800000.0,0.82,73900000.0,90700000.0,90700000.0,90000000.0,600000.0,240800000.0,577400000.0,3600000.0,54600000.0,,100000.0,,51500000.0,240800000.0,336600000.0,24100000.0,4400000.0,155900000.0,180700000.0,-16100000.0,164600000.0,577400000.0,109800000.0,109739000.0,110127000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.78,1.78,0.39,97100000.0,1.77,105300000.0,196200000.0,196200000.0,195300000.0,800000.0,471700000.0,1092800000.0,-300000.0,71700000.0,,100000.0,,90700000.0,471700000.0,621100000.0,70500000.0,10700000.0,259500000.0,361600000.0,-60100000.0,301500000.0,1092800000.0,109500000.0,109689000.0,110056000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.57,3.57,0.39,192100000.0,3.55,149700000.0,392300000.0,392300000.0,390700000.0,1400000.0,953600000.0,2167600000.0,-9300000.0,173600000.0,-25600000.0,200000.0,,180100000.0,953600000.0,1214000000.0,162500000.0,20000000.0,520200000.0,693800000.0,-151800000.0,542000000.0,2167600000.0,109500000.0,109689000.0,110056000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q2,2012-04-01,2012-06-30,2013-07-19 13:26:35+00:00,1.1,1.1,0.195,48700000.0,1.09,53100000.0,120900000.0,120900000.0,120400000.0,500000.0,233800000.0,545300000.0,-4300000.0,17300000.0,,0.0,,41700000.0,233800000.0,311500000.0,30400000.0,4900000.0,107700000.0,203800000.0,-29800000.0,174000000.0,545300000.0,109500000.0,109689000.0,110056000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q1TTM,2011-04-01,2012-03-31,,3.12,3.12,0.2,188900000.0,3.1,139500000.0,343100000.0,343100000.0,341000000.0,1800000.0,958900000.0,2157200000.0,-4600000.0,211100000.0,-25600000.0,300000.0,,182300000.0,958900000.0,1198300000.0,174800000.0,20400000.0,556700000.0,641600000.0,-159000000.0,482600000.0,2157200000.0,110100000.0,109622000.0,109996000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2012.0,Q1,2012-01-01,2012-03-31,2013-04-22 13:50:18+00:00,0.68,0.68,0.195,48400000.0,0.68,52200000.0,75300000.0,75300000.0,74900000.0,300000.0,237900000.0,547500000.0,4000000.0,54400000.0,,100000.0,,49000000.0,237900000.0,309600000.0,40100000.0,5800000.0,151800000.0,157800000.0,-30300000.0,127500000.0,547500000.0,110100000.0,109622000.0,109996000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,FY,2013-01-01,2013-12-31,2016-01-29 12:25:52+00:00,3.19,3.19,0.86,223300000.0,3.18,198300000.0,353300000.0,353300000.0,351200000.0,1900000.0,991700000.0,2369300000.0,-6000000.0,217600000.0,0.0,200000.0,,198100000.0,991700000.0,1377600000.0,199800000.0,18800000.0,639000000.0,738600000.0,-187000000.0,551600000.0,2369300000.0,110100000.0,109973000.0,110340000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q4,2013-10-01,2013-12-31,,1.03,1.03,0.22,58300000.0,1.03,66500000.0,114400000.0,114400000.0,113800000.0,600000.0,256700000.0,615600000.0,4600000.0,57200000.0,,,,47300000.0,256700000.0,358900000.0,24800000.0,5000000.0,162800000.0,196100000.0,-15200000.0,180900000.0,615600000.0,110100000.0,109973000.0,110340000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.16,2.16,0.65,165000000.0,2.15,131800000.0,238900000.0,238900000.0,237400000.0,1300000.0,735000000.0,1753700000.0,-10600000.0,160400000.0,,200000.0,,150800000.0,735000000.0,1018700000.0,175000000.0,13800000.0,476200000.0,542500000.0,-171800000.0,370700000.0,1753700000.0,109500000.0,110003000.0,110373000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.0,3.0,0.84,216900000.0,2.99,189600000.0,331400000.0,331400000.0,329200000.0,2000000.0,979700000.0,2322100000.0,-12200000.0,210900000.0,,200000.0,,198500000.0,979700000.0,1342400000.0,200900000.0,18000000.0,626300000.0,716100000.0,-195100000.0,521000000.0,2322100000.0,109500000.0,110003000.0,110373000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q3,2013-07-01,2013-09-30,2014-10-17 10:04:14+00:00,1.08,1.08,0.215,57200000.0,1.07,63300000.0,119000000.0,119000000.0,118300000.0,600000.0,253600000.0,621600000.0,-2100000.0,57200000.0,0.0,100000.0,,53300000.0,253600000.0,368000000.0,20700000.0,4800000.0,167700000.0,200300000.0,-18000000.0,182300000.0,621600000.0,109500000.0,110003000.0,110373000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.08,1.08,0.43,107800000.0,1.08,68500000.0,119900000.0,119900000.0,119100000.0,700000.0,481400000.0,1132100000.0,-8500000.0,103200000.0,,100000.0,,97500000.0,481400000.0,650700000.0,154300000.0,9000000.0,308500000.0,342200000.0,-153800000.0,188400000.0,1132100000.0,110000000.0,109968000.0,110323000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q2TTM,2012-07-01,2013-06-30,,2.74,2.74,0.82,209500000.0,2.74,200200000.0,303100000.0,303100000.0,300900000.0,2000000.0,966900000.0,2277900000.0,-6500000.0,208300000.0,,200000.0,,196700000.0,966900000.0,1311000000.0,204300000.0,17600000.0,614500000.0,696500000.0,-193200000.0,503300000.0,2277900000.0,110000000.0,109968000.0,110323000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q2,2013-04-01,2013-06-30,2014-07-18 10:52:25+00:00,0.14,0.14,0.215,54700000.0,0.14,14200000.0,15700000.0,15700000.0,15400000.0,300000.0,241700000.0,579300000.0,-22300000.0,50900000.0,0.0,0.0,,52700000.0,241700000.0,337600000.0,130600000.0,3500000.0,158300000.0,179300000.0,-149400000.0,29900000.0,579300000.0,110000000.0,109968000.0,110323000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.7,3.7,0.8,203500000.0,3.69,239100000.0,408300000.0,408300000.0,405900000.0,2200000.0,959000000.0,2243900000.0,11500000.0,174700000.0,,200000.0,,185700000.0,959000000.0,1284900000.0,104100000.0,19000000.0,563900000.0,721000000.0,-73600000.0,647400000.0,2243900000.0,110300000.0,109907000.0,110265000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2013.0,Q1,2013-01-01,2013-03-31,2014-04-16 18:04:34+00:00,0.94,0.94,0.215,53100000.0,0.94,54300000.0,104200000.0,104200000.0,103700000.0,400000.0,239700000.0,552800000.0,13800000.0,52300000.0,0.0,100000.0,,44800000.0,239700000.0,313100000.0,23700000.0,5500000.0,150200000.0,162900000.0,-4400000.0,158500000.0,552800000.0,110300000.0,109907000.0,110265000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2014.0,FY,2014-01-01,2014-12-31,2017-01-27 10:57:51+00:00,4.56,4.56,1.12,258100000.0,4.55,208800000.0,504300000.0,504300000.0,502400000.0,1700000.0,1009600000.0,2577100000.0,-37700000.0,245200000.0,38300000.0,200000.0,,216800000.0,1009600000.0,1567500000.0,79400000.0,21100000.0,758400000.0,809100000.0,-96000000.0,713100000.0,2577100000.0,110200000.0,110163000.0,110433000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2014.0,Q4,2014-10-01,2014-12-31,,1.28,1.28,0.28,67300000.0,1.27,28500000.0,141700000.0,141700000.0,141000000.0,700000.0,247900000.0,642500000.0,-29900000.0,62000000.0,,,,51400000.0,247900000.0,394600000.0,18300000.0,4500000.0,180700000.0,213900000.0,-43700000.0,170200000.0,642500000.0,110200000.0,110163000.0,110433000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2014.0,Q3,2014-07-01,2014-09-30,2015-10-16 11:00:50+00:00,1.25,1.25,0.28,65000000.0,1.25,65200000.0,138400000.0,138400000.0,138000000.0,300000.0,262800000.0,677500000.0,-12900000.0,64200000.0,0.0,100000.0,,56100000.0,262800000.0,414700000.0,17900000.0,5000000.0,185300000.0,229400000.0,-25800000.0,203600000.0,677500000.0,110400000.0,110182000.0,110441000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2014.0,Q3YTD,2014-01-01,2014-09-30,,3.28,3.28,0.84,190800000.0,3.28,180300000.0,362600000.0,362600000.0,361400000.0,1000000.0,761700000.0,1934600000.0,-7800000.0,183200000.0,38300000.0,200000.0,,165400000.0,761700000.0,1172900000.0,61100000.0,16600000.0,577700000.0,595200000.0,-52300000.0,542900000.0,1934600000.0,110400000.0,110182000.0,110441000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2014.0,Q3TTM,2013-10-01,2014-09-30,,4.31,4.31,1.06,249100000.0,4.31,246800000.0,477000000.0,477000000.0,475200000.0,1600000.0,1018400000.0,2550200000.0,-3200000.0,240400000.0,38300000.0,200000.0,,212700000.0,1018400000.0,1531800000.0,85900000.0,21600000.0,740500000.0,791300000.0,-67500000.0,723800000.0,2550200000.0,110400000.0,110182000.0,110441000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.03,2.03,0.56,125800000.0,2.03,115100000.0,224200000.0,224200000.0,223400000.0,700000.0,498900000.0,1257100000.0,5100000.0,119000000.0,38300000.0,100000.0,,109300000.0,498900000.0,758200000.0,43200000.0,11600000.0,392400000.0,365800000.0,-26500000.0,339300000.0,1257100000.0,110000000.0,110160000.0,110397000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2014.0,Q2TTM,2013-07-01,2014-06-30,,4.14,4.14,0.99,241300000.0,4.13,244900000.0,457600000.0,457600000.0,455500000.0,1900000.0,1009200000.0,2494300000.0,7600000.0,233400000.0,38300000.0,200000.0,,209900000.0,1009200000.0,1485100000.0,88700000.0,21400000.0,722900000.0,762200000.0,-59700000.0,702500000.0,2494300000.0,110000000.0,110160000.0,110397000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2014.0,Q2,2014-04-01,2014-06-30,2015-07-17 12:13:44+00:00,1.18,1.18,0.28,63900000.0,1.18,66100000.0,130200000.0,130200000.0,129800000.0,400000.0,252700000.0,649700000.0,2500000.0,63800000.0,8400000.0,0.0,,55100000.0,252700000.0,397000000.0,17900000.0,5900000.0,191200000.0,205800000.0,-9500000.0,196300000.0,649700000.0,110000000.0,110160000.0,110397000.0
