company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2007.0,FY,2007-01-01,2007-12-31,2010-02-11 19:37:06+00:00,,13600000.0,141500000.0,159000000.0,,54200000.0,0.0,326600000.0,-24500000.0,-366800000.0,367800000.0,-24500000.0,-366800000.0,367800000.0,-23500000.0,154200000.0,154200000.0,400000.0,3100000.0,131400000.0,-23300000.0,,-514800000.0,-330900000.0,,16600000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2008.0,Q4,2008-10-01,2008-12-31,,,1500000.0,136800000.0,44600000.0,,7400000.0,,180200000.0,174200000.0,-117100000.0,76300000.0,174200000.0,-117100000.0,76300000.0,133400000.0,37100000.0,37100000.0,-12800000.0,4900000.0,5200000.0,-2800000.0,,-125600000.0,-8100000.0,,3300000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2008.0,FY,2008-01-01,2008-12-31,2011-02-09 14:13:58+00:00,,1500000.0,136800000.0,167800000.0,,56500000.0,,580100000.0,299400000.0,-534400000.0,409400000.0,299400000.0,-534400000.0,409400000.0,174400000.0,182100000.0,182100000.0,3000000.0,14200000.0,5300000.0,-15200000.0,,-560600000.0,-279700000.0,,20900000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2008.0,Q3,2008-07-01,2008-09-30,,,,,42700000.0,,79000000.0,,42100000.0,21300000.0,-121900000.0,167700000.0,21300000.0,-121900000.0,167700000.0,67100000.0,51700000.0,51700000.0,-5700000.0,8200000.0,-7100000.0,-2700000.0,,-125600000.0,-26300000.0,,10800000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 17:09:40+00:00,,,,123200000.0,,49100000.0,0.0,399900000.0,125200000.0,-417300000.0,333100000.0,125200000.0,-417300000.0,333100000.0,41000000.0,145000000.0,145000000.0,15800000.0,9300000.0,100000.0,-12400000.0,,-435000000.0,-271600000.0,,17600000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-30 15:38:51+00:00,,,,80500000.0,,-29900000.0,0.0,357800000.0,103900000.0,-295400000.0,165400000.0,103900000.0,-295400000.0,165400000.0,-26100000.0,93300000.0,93300000.0,21500000.0,1100000.0,7200000.0,-9700000.0,,-309400000.0,-245300000.0,,6800000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2009.0,Q4,2009-10-01,2009-12-31,,,3500000.0,174000000.0,42700000.0,,-5100000.0,,12300000.0,-42000000.0,-33600000.0,84200000.0,-42000000.0,-33600000.0,84200000.0,8600000.0,35200000.0,35200000.0,11400000.0,3000000.0,19900000.0,-2700000.0,,-53800000.0,-54600000.0,,300000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2009.0,FY,2009-01-01,2009-12-31,2012-02-08 15:19:28+00:00,0.0,3500000.0,174000000.0,181600000.0,,27500000.0,73900000.0,202100000.0,-58900000.0,-344000000.0,290500000.0,-58900000.0,-344000000.0,290500000.0,-112400000.0,68100000.0,68100000.0,13300000.0,4500000.0,10900000.0,-11000000.0,,-368800000.0,-328400000.0,,13900000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2009.0,Q3TTM,2008-10-01,2009-09-30,,,1500000.0,136800000.0,183500000.0,,40000000.0,73900000.0,370000000.0,157300000.0,-427500000.0,282600000.0,157300000.0,-427500000.0,282600000.0,12400000.0,70000000.0,70000000.0,-10900000.0,6400000.0,-3800000.0,-11100000.0,,-440600000.0,-281900000.0,,16900000.0
Kansas City Southern,KSU,5493008C12PZMWP3WY03,54480,2009.0,Q3,2009-07-01,2009-09-30,,,,,44600000.0,,48300000.0,22600000.0,,6100000.0,-80400000.0,120900000.0,6100000.0,-80400000.0,120900000.0,46600000.0,28600000.0,28600000.0,-600000.0,700000.0,-9500000.0,-2800000.0,,-76600000.0,-14400000.0,,5700000.0
