company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2011.0,Q2,,2011-06-30,2011-07-27 17:24:11+00:00,998682000.0,929372000.0,34043000.0,184218000.0,,2319220000.0,166739000.0,5816969000.0,1082171000.0,3332931000.0,,87967000.0,820593000.0,21446000.0,,,,233503000.0,654307000.0,,,109659000.0,,3945037000.0,994675000.0,9431191000.0,3429150000.0,1477955000.0,1993357000.0,3429150000.0,3450596000.0,5980595000.0,9431191000.0,7132643000.0,3987238000.0,-2869150000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2011.0,Q1,,2011-03-31,2011-05-09 18:09:16+00:00,1137326000.0,940358000.0,32209000.0,994242000.0,,2307973000.0,182255000.0,5118908000.0,795378000.0,3594643000.0,,71741000.0,821526000.0,23414000.0,,,,188932000.0,625518000.0,,,111389000.0,,3797796000.0,629238000.0,9224729000.0,3214590000.0,2299985000.0,1766564000.0,3214590000.0,3238004000.0,5986725000.0,9224729000.0,6103218000.0,4220161000.0,-2923388000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2012.0,FY,,2012-12-31,2014-02-18 08:04:30+00:00,1016000000.0,867000000.0,14000000.0,296000000.0,,2373000000.0,174000000.0,5536000000.0,872000000.0,3354000000.0,,93000000.0,756000000.0,23000000.0,,40000000.0,22000000.0,205000000.0,636000000.0,354000000.0,60000000.0,91000000.0,,4690000000.0,10000000.0,9284000000.0,4163000000.0,1561000000.0,1048000000.0,4163000000.0,4186000000.0,5098000000.0,9284000000.0,6967000000.0,4050000000.0,-2914000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2012.0,Q3,,2012-09-30,2012-10-24 16:19:14+00:00,915991000.0,930732000.0,13968000.0,191770000.0,,2363628000.0,169006000.0,5837179000.0,1002519000.0,3375727000.0,,94511000.0,782812000.0,26323000.0,,,,223946000.0,674773000.0,,,86246000.0,,4682265000.0,154649000.0,9318721000.0,4171258000.0,1472265000.0,1070640000.0,4171258000.0,4197581000.0,5121140000.0,9318721000.0,7063644000.0,4050500000.0,-2888603000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2012.0,Q2,,2012-06-30,2012-07-26 16:44:56+00:00,880221000.0,941469000.0,-8369000.0,173742000.0,,2359799000.0,163457000.0,5822551000.0,1016293000.0,3378190000.0,,90098000.0,788626000.0,25931000.0,,,,288202000.0,668804000.0,,,108409000.0,,4546307000.0,444497000.0,9392847000.0,3995204000.0,1477175000.0,1324718000.0,3995204000.0,4021135000.0,5371712000.0,9392847000.0,7127046000.0,4046994000.0,-2902533000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2012.0,Q1,,2012-03-31,2012-04-27 16:32:36+00:00,971092000.0,973888000.0,10560000.0,145439000.0,,2349303000.0,171815000.0,5835075000.0,1041513000.0,3365257000.0,,88262000.0,781427000.0,26764000.0,,,,274825000.0,664682000.0,,,139200000.0,,4395647000.0,554356000.0,9451444000.0,3869293000.0,1518604000.0,1525448000.0,3869293000.0,3896057000.0,5555387000.0,9451444000.0,7151413000.0,4029939000.0,-2886217000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2013.0,FY,,2013-12-31,2015-02-24 16:33:19+00:00,920000000.0,852000000.0,-8000000.0,187000000.0,,2381000000.0,148000000.0,5649000000.0,896000000.0,3120000000.0,,91000000.0,805000000.0,25000000.0,,,,215000000.0,723000000.0,,,105000000.0,,5358000000.0,212000000.0,8948000000.0,3948000000.0,1383000000.0,1132000000.0,3948000000.0,3973000000.0,4975000000.0,8948000000.0,6760000000.0,3843000000.0,-3783000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2013.0,Q3,,2013-09-30,2013-10-24 16:23:45+00:00,994292000.0,920833000.0,-7988000.0,158280000.0,,2308587000.0,152831000.0,5628808000.0,903899000.0,3122208000.0,,85187000.0,749355000.0,28914000.0,,0.0,0.0,219829000.0,694741000.0,0.0,0.0,108517000.0,,5259665000.0,244703000.0,8927539000.0,3842681000.0,1425648000.0,1238995000.0,3842681000.0,3871595000.0,5055944000.0,8927539000.0,6752536000.0,3816949000.0,-3717583000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2013.0,Q2,,2013-06-30,2013-07-25 17:07:20+00:00,915927000.0,946753000.0,-12769000.0,148342000.0,,2329080000.0,158786000.0,5665845000.0,929421000.0,3121601000.0,,89442000.0,751814000.0,26610000.0,,0.0,0.0,219406000.0,685327000.0,0.0,0.0,126376000.0,,4898331000.0,374764000.0,9036185000.0,3911956000.0,1469699000.0,1290691000.0,3911956000.0,3938566000.0,5097619000.0,9036185000.0,6814672000.0,3806928000.0,-3302686000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2013.0,Q1,,2013-03-31,2013-04-24 16:34:40+00:00,935018000.0,929966000.0,10095000.0,133603000.0,,2366848000.0,158676000.0,5630102000.0,899423000.0,3146783000.0,,89817000.0,753936000.0,27404000.0,,47294000.0,18778000.0,212722000.0,663449000.0,352815000.0,60363000.0,97810000.0,,4778602000.0,254420000.0,9306164000.0,4199949000.0,1457166000.0,1208216000.0,4199949000.0,4227353000.0,5078811000.0,9306164000.0,7095062000.0,3870595000.0,-2955596000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2014.0,FY,,2014-12-31,2016-02-26 16:05:35+00:00,1191000000.0,932000000.0,-27000000.0,192000000.0,0.0,2420000000.0,169000000.0,6032000000.0,1071000000.0,3224000000.0,46000000.0,110000000.0,933000000.0,29000000.0,,14000000.0,,172000000.0,594000000.0,,,186000000.0,0.0,5723000000.0,518000000.0,9857000000.0,4301000000.0,1603000000.0,1709000000.0,4301000000.0,4330000000.0,5527000000.0,9857000000.0,7321000000.0,3818000000.0,-3815000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2014.0,Q3,,2014-09-30,2014-10-30 16:35:52+00:00,1058000000.0,953000000.0,-15000000.0,170000000.0,,2408000000.0,165000000.0,6026000000.0,1095000000.0,3732000000.0,,111000000.0,888000000.0,28000000.0,,,,229000000.0,669000000.0,,,164000000.0,,5581000000.0,132000000.0,9801000000.0,4182000000.0,1563000000.0,1190000000.0,4182000000.0,4210000000.0,5591000000.0,9801000000.0,7350000000.0,4401000000.0,-3792000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2014.0,Q2,,2014-06-30,2014-07-31 16:42:40+00:00,1038000000.0,963000000.0,-8000000.0,144000000.0,,2396000000.0,164000000.0,6024000000.0,1117000000.0,3738000000.0,,109000000.0,884000000.0,27000000.0,,,,227000000.0,642000000.0,,,125000000.0,,5500000000.0,220000000.0,9757000000.0,4092000000.0,1505000000.0,1258000000.0,4092000000.0,4119000000.0,5638000000.0,9757000000.0,7368000000.0,4380000000.0,-3796000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2014.0,Q1,,2014-03-31,2014-05-01 17:16:44+00:00,969000000.0,977000000.0,-11000000.0,144000000.0,,2383000000.0,153000000.0,5920000000.0,1078000000.0,3724000000.0,,99000000.0,851000000.0,28000000.0,,,,213000000.0,614000000.0,,,115000000.0,,5415000000.0,223000000.0,9550000000.0,3992000000.0,1488000000.0,1192000000.0,3992000000.0,4020000000.0,5530000000.0,9550000000.0,7211000000.0,4338000000.0,-3795000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2015.0,Q3,,2015-09-30,2015-10-29 16:13:00+00:00,973000000.0,914000000.0,-31000000.0,123000000.0,,2471000000.0,165000000.0,5895000000.0,1004000000.0,3571000000.0,478000000.0,86000000.0,886000000.0,32000000.0,,166000000.0,,163000000.0,680000000.0,,,194000000.0,69000000.0,6066000000.0,160000000.0,10074000000.0,4589000000.0,1648000000.0,1133000000.0,4589000000.0,4621000000.0,5384000000.0,10074000000.0,7540000000.0,4251000000.0,-3917000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2015.0,Q2,,2015-06-30,2015-07-30 16:26:07+00:00,1074000000.0,937000000.0,-25000000.0,150000000.0,,2446000000.0,161000000.0,5987000000.0,1022000000.0,3568000000.0,,109000000.0,906000000.0,30000000.0,,,,219000000.0,566000000.0,56000000.0,,173000000.0,,5793000000.0,168000000.0,9720000000.0,4314000000.0,1530000000.0,1242000000.0,4314000000.0,4344000000.0,5376000000.0,9720000000.0,7284000000.0,4134000000.0,-3900000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2015.0,Q1,,2015-03-31,2015-04-30 16:55:59+00:00,1046000000.0,949000000.0,-30000000.0,974000000.0,,2429000000.0,158000000.0,5986000000.0,1041000000.0,3688000000.0,,106000000.0,902000000.0,28000000.0,,,,254000000.0,565000000.0,55000000.0,,188000000.0,,5729000000.0,1043000000.0,10613000000.0,4243000000.0,2375000000.0,2089000000.0,4243000000.0,4271000000.0,6342000000.0,10613000000.0,7336000000.0,4253000000.0,-3885000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2016.0,FY,,2016-12-31,2018-02-23 16:19:47+00:00,975000000.0,926000000.0,-72000000.0,359000000.0,0.0,2547000000.0,,6000000000.0,949000000.0,3728000000.0,443000000.0,82000000.0,1029000000.0,32000000.0,,9000000.0,,148000000.0,654000000.0,,,155000000.0,77000000.0,6613000000.0,6000000.0,10100000000.0,4628000000.0,1531000000.0,981000000.0,4628000000.0,4660000000.0,5363000000.0,10100000000.0,7540000000.0,4382000000.0,-4460000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2016.0,Q3,,2016-09-30,2016-10-21 16:23:33+00:00,1039000000.0,966000000.0,-61000000.0,406000000.0,0.0,2528000000.0,,6000000000.0,972000000.0,3815000000.0,452000000.0,82000000.0,952000000.0,31000000.0,,9000000.0,,155000000.0,542000000.0,,,179000000.0,76000000.0,6520000000.0,7000000.0,10173000000.0,4663000000.0,1642000000.0,1046000000.0,4663000000.0,4694000000.0,5403000000.0,10173000000.0,7579000000.0,4357000000.0,-4324000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2016.0,Q2,,2016-06-30,2016-07-25 06:52:16+00:00,1104000000.0,975000000.0,-56000000.0,283000000.0,,2474000000.0,,5996000000.0,990000000.0,3835000000.0,453000000.0,80000000.0,937000000.0,32000000.0,,9000000.0,,223000000.0,520000000.0,,,163000000.0,74000000.0,6384000000.0,7000000.0,10109000000.0,4537000000.0,1510000000.0,1111000000.0,4537000000.0,4569000000.0,5466000000.0,10109000000.0,7662000000.0,4355000000.0,-4265000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2016.0,Q1,,2016-03-31,2016-04-27 16:25:51+00:00,932000000.0,952000000.0,-40000000.0,128000000.0,,2495000000.0,,5996000000.0,1008000000.0,3740000000.0,471000000.0,82000000.0,925000000.0,30000000.0,,193000000.0,,204000000.0,529000000.0,,,138000000.0,72000000.0,6244000000.0,158000000.0,10097000000.0,4636000000.0,1493000000.0,1090000000.0,4636000000.0,4666000000.0,5359000000.0,10097000000.0,7679000000.0,4269000000.0,-4063000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2017.0,FY,,2017-12-31,2019-02-21 16:15:34+00:00,1021000000.0,924000000.0,-48000000.0,137000000.0,0.0,2614000000.0,,6335000000.0,1119000000.0,3748000000.0,462000000.0,95000000.0,1145000000.0,34000000.0,,,,136000000.0,663000000.0,,,150000000.0,80000000.0,7138000000.0,36000000.0,10503000000.0,4921000000.0,1306000000.0,1057000000.0,4921000000.0,4955000000.0,5468000000.0,10503000000.0,8052000000.0,4411000000.0,-4783000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2017.0,Q3,,2017-09-30,2017-10-19 16:42:48+00:00,1047000000.0,960000000.0,-48000000.0,350000000.0,0.0,2587000000.0,,6164000000.0,1029000000.0,3759000000.0,459000000.0,100000000.0,1097000000.0,34000000.0,,,,146000000.0,722000000.0,,,134000000.0,78000000.0,6946000000.0,5000000.0,10439000000.0,4794000000.0,1544000000.0,1052000000.0,4794000000.0,4828000000.0,5533000000.0,10439000000.0,7798000000.0,4481000000.0,-4691000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2017.0,Q2,,2017-06-30,2017-07-25 16:45:51+00:00,912000000.0,947000000.0,-60000000.0,314000000.0,0.0,2567000000.0,,6080000000.0,949000000.0,3732000000.0,451000000.0,83000000.0,1045000000.0,36000000.0,,,,146000000.0,709000000.0,,,156000000.0,80000000.0,6847000000.0,5000000.0,10171000000.0,4697000000.0,1500000000.0,917000000.0,4697000000.0,4733000000.0,5358000000.0,10171000000.0,7626000000.0,4441000000.0,-4657000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2017.0,Q1,,2017-03-31,2017-04-21 16:47:45+00:00,979000000.0,960000000.0,-68000000.0,367000000.0,0.0,2544000000.0,,6001000000.0,933000000.0,3725000000.0,443000000.0,77000000.0,1027000000.0,33000000.0,,,,147000000.0,658000000.0,,,154000000.0,78000000.0,6715000000.0,6000000.0,10109000000.0,4630000000.0,1558000000.0,985000000.0,4630000000.0,4663000000.0,5368000000.0,10109000000.0,7524000000.0,4383000000.0,-4561000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2018.0,FY,,2018-12-31,2020-02-20 16:45:36+00:00,1021000000.0,1012000000.0,-59000000.0,135000000.0,0.0,2669000000.0,,6563000000.0,1207000000.0,3429000000.0,436000000.0,99000000.0,1288000000.0,51000000.0,0.0,,,119000000.0,745000000.0,,,144000000.0,77000000.0,7602000000.0,464000000.0,11003000000.0,5216000000.0,1390000000.0,1485000000.0,5216000000.0,5267000000.0,5659000000.0,11003000000.0,8325000000.0,4174000000.0,-4996000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2018.0,Q3,,2018-09-30,2018-10-24 16:21:32+00:00,1085000000.0,1097000000.0,-58000000.0,263000000.0,0.0,2658000000.0,,6447000000.0,1168000000.0,3394000000.0,456000000.0,95000000.0,1194000000.0,48000000.0,,,,118000000.0,761000000.0,,,148000000.0,77000000.0,7546000000.0,304000000.0,10986000000.0,5317000000.0,1603000000.0,1389000000.0,5317000000.0,5365000000.0,5544000000.0,10986000000.0,8189000000.0,4155000000.0,-4829000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2018.0,Q2,,2018-06-30,2018-07-25 16:46:07+00:00,957000000.0,1055000000.0,-57000000.0,132000000.0,0.0,2635000000.0,,6414000000.0,1166000000.0,3408000000.0,456000000.0,91000000.0,1168000000.0,40000000.0,,,,128000000.0,738000000.0,,,137000000.0,76000000.0,7401000000.0,305000000.0,10747000000.0,5223000000.0,1415000000.0,1262000000.0,5223000000.0,5263000000.0,5408000000.0,10747000000.0,8164000000.0,4146000000.0,-4756000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2018.0,Q1,,2018-03-31,2018-04-20 09:09:12+00:00,976000000.0,1026000000.0,-41000000.0,124000000.0,0.0,2618000000.0,,6392000000.0,1174000000.0,3718000000.0,474000000.0,94000000.0,1156000000.0,36000000.0,,,,128000000.0,717000000.0,,,127000000.0,77000000.0,7249000000.0,141000000.0,10695000000.0,5030000000.0,1371000000.0,1117000000.0,5030000000.0,5066000000.0,5552000000.0,10695000000.0,8168000000.0,4435000000.0,-4796000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2019.0,FY,,2019-12-31,2020-05-04 16:21:03+00:00,1041000000.0,1063000000.0,-39000000.0,1192000000.0,0.0,2724000000.0,,6619000000.0,1121000000.0,3966000000.0,482000000.0,123000000.0,1453000000.0,46000000.0,145000000.0,,,678000000.0,1124000000.0,,,112000000.0,76000000.0,8174000000.0,804000000.0,12843000000.0,5641000000.0,2490000000.0,1990000000.0,5641000000.0,5687000000.0,7080000000.0,12843000000.0,8900000000.0,5090000000.0,-5218000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2019.0,Q3,,2019-09-30,2019-10-23 16:27:34+00:00,1059000000.0,1117000000.0,-55000000.0,434000000.0,0.0,2707000000.0,,6617000000.0,1138000000.0,3188000000.0,474000000.0,112000000.0,1351000000.0,49000000.0,147000000.0,,,660000000.0,1090000000.0,,,116000000.0,76000000.0,7992000000.0,805000000.0,12019000000.0,5605000000.0,1779000000.0,2011000000.0,5605000000.0,5654000000.0,6289000000.0,12019000000.0,8889000000.0,4278000000.0,-5039000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2019.0,Q2,,2019-06-30,2019-07-24 16:43:48+00:00,951000000.0,1088000000.0,-58000000.0,273000000.0,0.0,2688000000.0,,6605000000.0,1172000000.0,3169000000.0,458000000.0,105000000.0,1307000000.0,50000000.0,146000000.0,,,652000000.0,1102000000.0,,,100000000.0,76000000.0,7849000000.0,807000000.0,11760000000.0,5459000000.0,1566000000.0,1904000000.0,5459000000.0,5509000000.0,6175000000.0,11760000000.0,8887000000.0,4271000000.0,-5020000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2019.0,Q1,,2019-03-31,2019-04-24 16:36:47+00:00,1029000000.0,1079000000.0,-55000000.0,464000000.0,0.0,2673000000.0,,6605000000.0,1200000000.0,3131000000.0,454000000.0,98000000.0,1277000000.0,51000000.0,145000000.0,,,623000000.0,1106000000.0,,,137000000.0,77000000.0,7694000000.0,1108000000.0,11937000000.0,5290000000.0,1778000000.0,2282000000.0,5290000000.0,5341000000.0,6519000000.0,11937000000.0,8882000000.0,4237000000.0,-5022000000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2020.0,Q1,,2020-03-31,2020-05-04 16:21:03+00:00,981000000.0,972000000.0,-58000000.0,342000000.0,0.0,2740000000.0,,6694000000.0,1138000000.0,4033000000.0,496000000.0,126000000.0,1461000000.0,46000000.0,145000000.0,,,700000000.0,1108000000.0,,,120000000.0,76000000.0,8197000000.0,3000000.0,12049000000.0,5657000000.0,1560000000.0,1129000000.0,5657000000.0,5703000000.0,6270000000.0,12049000000.0,9028000000.0,5141000000.0,-5222000000.0
