company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2007.0,FY,2007-01-01,2007-12-31,2010-02-17 16:21:03+00:00,27904000.0,1.76,1.76,0.4,1.74,358574000.0,366449000.0,580338000.0,-213889000.0,339939000.0,26510000.0,3969848000.0,6704907000.0,,,-1079000.0,2961000.0,,1612858000.0,3969848000.0,2735059000.0,178314000.0,26969000.0,1643723000.0,1091336000.0,-152424000.0,938912000.0,6704907000.0,193100000.0,193100000.0,195400000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2008.0,FY,2008-01-01,2008-12-31,2011-02-16 16:10:16+00:00,37293000.0,2.99,2.99,0.4,2.96,386768000.0,613195000.0,663889000.0,-50694000.0,581490000.0,31705000.0,4256156000.0,7249447000.0,,,-21691000.0,-3312000.0,,1736934000.0,4256156000.0,2993291000.0,179764000.0,29736000.0,1770915000.0,1222376000.0,-171719000.0,1050657000.0,7249447000.0,194283000.0,194283000.0,194283000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2008.0,Q3,2008-07-01,2008-09-30,2009-10-27 07:33:19+00:00,8790000.0,0.57,0.57,0.1,0.56,100642000.0,119346000.0,168280000.0,-48934000.0,110742000.0,8604000.0,1073123000.0,1826603000.0,,,-12409000.0,-424000.0,,428179000.0,1073123000.0,753480000.0,43134000.0,7530000.0,436545000.0,316935000.0,-48013000.0,268922000.0,1826603000.0,194300000.0,194971000.0,197190000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2008.0,Q2,2008-04-01,2008-06-30,2009-07-28 17:08:24+00:00,9916000.0,0.83,0.83,0.1,0.82,100787000.0,169154000.0,170044000.0,-890000.0,161328000.0,7826000.0,1083481000.0,1837901000.0,,,548000.0,-1656000.0,,438037000.0,1083481000.0,754420000.0,45432000.0,7592000.0,446297000.0,308123000.0,-37292000.0,270831000.0,1837901000.0,194400000.0,194527000.0,196119000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q4,2009-10-01,2009-12-31,,9526000.0,0.99,0.99,0.1,0.97,101605000.0,190562000.0,190758000.0,-196000.0,181590000.0,8972000.0,1070239000.0,1848273000.0,,,-10964000.0,5123000.0,,432992000.0,1070239000.0,778034000.0,34749000.0,7683000.0,447641000.0,330393000.0,-38030000.0,292363000.0,1848273000.0,185948000.0,185948000.0,185948000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,FY,2009-01-01,2009-12-31,2012-02-16 16:39:21+00:00,37062000.0,3.91,3.91,0.4,3.87,460474000.0,766222000.0,767458000.0,-1236000.0,729111000.0,37111000.0,4321475000.0,7455243000.0,,,-20318000.0,-10023000.0,,1747618000.0,4321475000.0,3133768000.0,144068000.0,33207000.0,1774657000.0,1359111000.0,-131179000.0,1227932000.0,7455243000.0,185948000.0,185948000.0,185948000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q3YTD,2009-01-01,2009-09-30,,27536000.0,2.92,2.92,0.3,2.9,358869000.0,575660000.0,576700000.0,-1040000.0,547521000.0,28139000.0,3251236000.0,5606970000.0,,,-9354000.0,-15146000.0,,1314626000.0,3251236000.0,2355734000.0,109319000.0,25524000.0,1327016000.0,1028718000.0,-93149000.0,935569000.0,5606970000.0,186600000.0,185124000.0,187164000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q3,2009-07-01,2009-09-30,2010-10-26 16:30:16+00:00,9154000.0,1.03,1.03,0.1,1.02,125145000.0,201635000.0,201092000.0,543000.0,192219000.0,9416000.0,1097535000.0,1897146000.0,,,2450000.0,608000.0,,441569000.0,1097535000.0,799611000.0,33065000.0,8572000.0,451331000.0,348280000.0,-22043000.0,326237000.0,1897146000.0,186600000.0,185124000.0,187164000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q2YTD,2009-01-01,2009-06-30,,18382000.0,1.89,1.89,0.2,1.88,233724000.0,374025000.0,375608000.0,-1583000.0,355302000.0,18723000.0,2153701000.0,3709824000.0,,,-11804000.0,-15754000.0,,873057000.0,2153701000.0,1556123000.0,76254000.0,16952000.0,875685000.0,680438000.0,-71106000.0,609332000.0,3709824000.0,186300000.0,185266000.0,187003000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q2,2009-04-01,2009-06-30,2010-07-27 17:24:10+00:00,9377000.0,1.01,1.01,0.1,1.0,123535000.0,198369000.0,198281000.0,88000.0,188200000.0,10169000.0,1100212000.0,1901818000.0,,,-9095000.0,-15902000.0,,448756000.0,1100212000.0,801606000.0,36846000.0,8382000.0,442231000.0,359375000.0,-37559000.0,321816000.0,1901818000.0,186300000.0,185266000.0,187003000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q1,2009-01-01,2009-03-31,2010-04-26 16:18:02+00:00,9005000.0,0.88,0.88,0.1,0.88,110189000.0,175656000.0,177327000.0,-1671000.0,167102000.0,8554000.0,1053489000.0,1808006000.0,,,-2709000.0,148000.0,,424301000.0,1053489000.0,754517000.0,39408000.0,8570000.0,433454000.0,321063000.0,-33547000.0,287516000.0,1808006000.0,189900000.0,189370000.0,190698000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2010.0,Q4,2010-10-01,2010-12-31,,4569000.0,0.96,0.96,0.1,0.96,96196000.0,174232000.0,161394000.0,12838000.0,165756000.0,8476000.0,1038726000.0,1715235000.0,,,3268000.0,7545000.0,,382135000.0,1038726000.0,676509000.0,34945000.0,7007000.0,394249000.0,282260000.0,-24670000.0,257590000.0,1715235000.0,175684000.0,175684000.0,175684000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 16:38:49+00:00,33113000.0,4.08,4.08,0.4,4.05,430127000.0,757017000.0,744857000.0,12160000.0,720894000.0,36123000.0,4275535000.0,7260120000.0,,,5311000.0,9047000.0,,1658842000.0,4275535000.0,2984585000.0,143467000.0,29557000.0,1701002000.0,1283583000.0,-108599000.0,1174984000.0,7260120000.0,175684000.0,175684000.0,175684000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2010.0,Q3YTD,2010-01-01,2010-09-30,,28544000.0,3.12,3.12,0.3,3.09,333931000.0,582785000.0,583463000.0,-678000.0,555138000.0,27647000.0,3236809000.0,5544885000.0,,,2043000.0,1502000.0,,1276707000.0,3236809000.0,2308076000.0,108522000.0,22550000.0,1306753000.0,1001323000.0,-83929000.0,917394000.0,5544885000.0,173800000.0,173229000.0,174315000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2010.0,Q3TTM,2009-10-01,2010-09-30,,38070000.0,4.11,4.11,0.4,4.06,435536000.0,773347000.0,774221000.0,-874000.0,736728000.0,36619000.0,4307048000.0,7393158000.0,,,-8921000.0,6625000.0,,1709699000.0,4307048000.0,3086110000.0,143271000.0,30233000.0,1754394000.0,1331716000.0,-121959000.0,1209757000.0,7393158000.0,173800000.0,173229000.0,174315000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 16:34:50+00:00,9915000.0,1.14,1.14,0.1,1.13,102902000.0,207756000.0,208116000.0,-360000.0,198075000.0,9681000.0,1091465000.0,1864655000.0,,,3150000.0,-154000.0,,426562000.0,1091465000.0,773190000.0,36200000.0,7201000.0,436323000.0,336867000.0,-25849000.0,311018000.0,1864655000.0,173800000.0,173229000.0,174315000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2010.0,Q2YTD,2010-01-01,2010-06-30,,18629000.0,1.98,1.98,0.2,1.96,231029000.0,375029000.0,375347000.0,-318000.0,357063000.0,17966000.0,2145344000.0,3680230000.0,,,-1107000.0,1656000.0,,850145000.0,2145344000.0,1534886000.0,72322000.0,15349000.0,870430000.0,664456000.0,-58080000.0,606376000.0,3680230000.0,180200000.0,178920000.0,180760000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2010.0,Q2TTM,2009-07-01,2010-06-30,,37309000.0,4.0,4.0,0.4,3.95,457779000.0,767226000.0,767197000.0,29000.0,730872000.0,36354000.0,4313118000.0,7425649000.0,,,-9621000.0,7387000.0,,1724706000.0,4313118000.0,3112531000.0,140136000.0,31604000.0,1769402000.0,1343129000.0,-118153000.0,1224976000.0,7425649000.0,180200000.0,178920000.0,180760000.0
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2010.0,Q2,2010-04-01,2010-06-30,2011-07-27 17:24:11+00:00,9270000.0,1.08,1.08,0.1,1.07,125651000.0,203876000.0,204142000.0,-266000.0,194615000.0,9261000.0,1078971000.0,1874727000.0,,,-7119000.0,1180000.0,,419412000.0,1078971000.0,795756000.0,36367000.0,7385000.0,429862000.0,365894000.0,-36101000.0,329793000.0,1874727000.0,180200000.0,178920000.0,180760000.0
