company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2007.0,FY,2007-01-01,2007-12-31,2010-02-17 16:21:03+00:00,-1535826000.0,237879000.0,,11767000.0,,3754490000.0,850223000.0,-1759193000.0,926924000.0,850223000.0,-1759193000.0,926924000.0,17954000.0,366449000.0,366449000.0,310829000.0,73717000.0,-4266000.0,-102005000.0,-219101000.0,-2730319000.0,-145660000.0,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2008.0,Q4,2008-10-01,2008-12-31,,,65765000.0,-11267000.0,31477000.0,,13113000.0,-313255000.0,-82400000.0,362922000.0,-313255000.0,-82400000.0,362922000.0,-32733000.0,178034000.0,178034000.0,87646000.0,3400000.0,1387000.0,-28808000.0,-72520000.0,-46963000.0,-253997000.0,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2008.0,FY,2008-01-01,2008-12-31,2011-02-16 16:10:16+00:00,,264593000.0,8066000.0,-12916000.0,,36017000.0,-777814000.0,-198883000.0,1063049000.0,-777814000.0,-198883000.0,1063049000.0,86352000.0,613195000.0,613195000.0,198177000.0,32931000.0,5732000.0,-110895000.0,-212681000.0,-481870000.0,-253997000.0,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2008.0,Q3,2008-07-01,2008-09-30,,,66144000.0,-554000.0,231271000.0,,2865000.0,-138122000.0,-47514000.0,328917000.0,-138122000.0,-47514000.0,328917000.0,143281000.0,119346000.0,119346000.0,-87844000.0,17035000.0,-1620000.0,-31364000.0,-45340000.0,-126658000.0,,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-27 07:33:19+00:00,,198828000.0,19333000.0,-44393000.0,,22904000.0,-464559000.0,-116483000.0,700127000.0,-464559000.0,-116483000.0,700127000.0,119085000.0,435161000.0,435161000.0,110531000.0,29531000.0,4345000.0,-82087000.0,-140161000.0,-434907000.0,0.0,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-28 17:08:24+00:00,,132684000.0,19887000.0,-275664000.0,,20039000.0,-326437000.0,-68969000.0,371210000.0,-326437000.0,-68969000.0,371210000.0,-24196000.0,315815000.0,315815000.0,198375000.0,12496000.0,5965000.0,-50723000.0,-94821000.0,-308249000.0,0.0,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q4,2009-10-01,2009-12-31,,-1692000.0,63025000.0,,6967000.0,,735525000.0,-17385000.0,-55711000.0,360319000.0,-17385000.0,-55711000.0,360319000.0,287223000.0,190562000.0,190562000.0,99765000.0,42894000.0,-4124000.0,-31010000.0,-49895000.0,-614794000.0,-150000000.0,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,FY,2009-01-01,2009-12-31,2012-02-16 16:39:21+00:00,-18295000.0,256687000.0,,182805000.0,,1245525000.0,-521204000.0,-195904000.0,997418000.0,-521204000.0,-195904000.0,997418000.0,280310000.0,766222000.0,766222000.0,-208296000.0,92660000.0,-10681000.0,-110272000.0,-166928000.0,-1249126000.0,-499991000.0,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q3TTM,2008-10-01,2009-09-30,,-16603000.0,259427000.0,-11267000.0,207315000.0,,523113000.0,-817074000.0,-222593000.0,1000021000.0,-817074000.0,-222593000.0,1000021000.0,-39646000.0,753694000.0,753694000.0,-220415000.0,53166000.0,-5170000.0,-108070000.0,-189553000.0,-681295000.0,-603988000.0,,
Quest Diagnostics Inc,DGX,8MCWUBXQ0WE04KMXBX50,1022079,2009.0,Q3,2009-07-01,2009-09-30,,-4551000.0,63615000.0,,86179000.0,,,-199687000.0,-46117000.0,373543000.0,-199687000.0,-46117000.0,373543000.0,127739000.0,201635000.0,201635000.0,22114000.0,30751000.0,-529000.0,-27183000.0,-41037000.0,-103264000.0,-99991000.0,,
