company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,FY,2013-01-01,2013-12-31,2016-02-16 15:59:05+00:00,-16310000.0,132487000.0,70741000.0,124851000.0,0.0,-23742000.0,796026000.0,698585000.0,,196699000.0,-392738000.0,1027561000.0,196699000.0,-392738000.0,1027561000.0,807780000.0,488907000.0,488907000.0,-365913000.0,-1112000.0,,-74128000.0,-4311318000.0,-52326000.0,-33634000.0,-393012000.0,,3969484000.0,1422000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q4,2013-10-01,2013-12-31,,,132487000.0,70741000.0,,,-8883000.0,,-555000.0,,-113006000.0,248853000.0,303523000.0,-113006000.0,248853000.0,303523000.0,430487000.0,0.0,,,612000.0,,-18351000.0,-825453000.0,-18807000.0,-1324000.0,-93388000.0,,1091845000.0,1268000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q3TTM,2012-10-01,2013-09-30,,,289850000.0,-60188000.0,,1364000.0,-18375000.0,,699140000.0,,251172000.0,-993183000.0,974577000.0,251172000.0,-993183000.0,974577000.0,214191000.0,0.0,,,-2460000.0,,-72537000.0,-4803605000.0,-49934000.0,-31620000.0,-341351000.0,,3858916000.0,76000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q3,2013-07-01,2013-09-30,,,,,,,-2293000.0,,-238000.0,,-133792000.0,-297989000.0,450376000.0,-133792000.0,-297989000.0,450376000.0,16302000.0,,,,369000.0,,-18833000.0,-1086529000.0,-11616000.0,-8590000.0,-106500000.0,,800041000.0,115000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-04 16:17:37+00:00,,,,,,-14859000.0,,699140000.0,,309705000.0,-641591000.0,724038000.0,309705000.0,-641591000.0,724038000.0,377293000.0,,,,-1724000.0,,-55777000.0,-3485865000.0,-33519000.0,-32310000.0,-299624000.0,,2877639000.0,154000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-29 16:12:40+00:00,,,,,,-12566000.0,,699378000.0,,443497000.0,-343602000.0,273662000.0,443497000.0,-343602000.0,273662000.0,360991000.0,,,,-2093000.0,,-36944000.0,-2399336000.0,-21903000.0,-23720000.0,-193124000.0,,2077598000.0,39000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q2,2013-04-01,2013-06-30,,,,,,,-4445000.0,,1285000.0,,-226675000.0,-325091000.0,221981000.0,-226675000.0,-325091000.0,221981000.0,-334230000.0,,,,2319000.0,,-20155000.0,-1340482000.0,-10191000.0,-23617000.0,-186507000.0,,1025585000.0,-3000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q1TTM,2012-04-01,2013-03-31,,,289850000.0,-60188000.0,,1364000.0,-15409000.0,,698093000.0,,311831000.0,-486970000.0,730358000.0,311831000.0,-486970000.0,730358000.0,539810000.0,0.0,,,-1158000.0,,-70241000.0,-4326296000.0,-61043000.0,321000.0,-315184000.0,,3898399000.0,606000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q1,2013-01-01,2013-03-31,2014-04-29 16:31:06+00:00,,,,,,-8121000.0,,698093000.0,,670172000.0,-18511000.0,51681000.0,670172000.0,-18511000.0,51681000.0,695221000.0,,,,-4412000.0,,-16789000.0,-1058854000.0,-11712000.0,-103000.0,-6617000.0,,1052013000.0,42000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q3TTM,2013-10-01,2014-09-30,,,132487000.0,70741000.0,,,-27643000.0,,213000.0,,-771300000.0,105325000.0,818187000.0,-771300000.0,105325000.0,818187000.0,124569000.0,0.0,,,-16872000.0,,-76733000.0,-3051902000.0,-77686000.0,-468654000.0,-209254000.0,,3233472000.0,1441000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q3,2014-07-01,2014-09-30,,,,,,,-9882000.0,,757000.0,,-52495000.0,-178123000.0,252896000.0,-52495000.0,-178123000.0,252896000.0,12396000.0,,,,205000.0,,-19449000.0,-640943000.0,-28012000.0,,-34008000.0,,490787000.0,45000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-03 16:17:16+00:00,,,,,0.0,-18760000.0,,768000.0,,-658294000.0,-143528000.0,514664000.0,-658294000.0,-143528000.0,514664000.0,-305918000.0,,,,-17484000.0,,-58382000.0,-2226449000.0,-58879000.0,-467330000.0,-115866000.0,,2141627000.0,173000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q2TTM,2013-07-01,2014-06-30,,,132487000.0,70741000.0,,,-20054000.0,,-782000.0,,-852597000.0,-14541000.0,1015667000.0,-852597000.0,-14541000.0,1015667000.0,128475000.0,0.0,,,-16708000.0,,-76117000.0,-3497488000.0,-61290000.0,-477244000.0,-281746000.0,,3542726000.0,1511000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q2,2014-04-01,2014-06-30,,,,,,,4247000.0,,-780000.0,,-71611000.0,225732000.0,134590000.0,-71611000.0,225732000.0,134590000.0,292958000.0,,,,5673000.0,,-20753000.0,-592932000.0,-17762000.0,,-55751000.0,,836298000.0,128000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-04 16:13:01+00:00,,,,,0.0,-8878000.0,,11000.0,,-605799000.0,34595000.0,261768000.0,-605799000.0,34595000.0,261768000.0,-318314000.0,,,,-17689000.0,,-38933000.0,-1585506000.0,-30867000.0,-467330000.0,-81858000.0,,1650840000.0,128000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q1TTM,2013-04-01,2014-03-31,,,132487000.0,70741000.0,,,-28746000.0,,1283000.0,,-1007661000.0,-565364000.0,1103058000.0,-1007661000.0,-565364000.0,1103058000.0,-498713000.0,0.0,,,-20062000.0,,-75519000.0,-4245038000.0,-53719000.0,-500861000.0,-412502000.0,,3732013000.0,1380000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q1,2014-01-01,2014-03-31,2015-05-06 16:10:15+00:00,,,,,0.0,-13125000.0,,791000.0,,-534188000.0,-191137000.0,127178000.0,-534188000.0,-191137000.0,127178000.0,-611272000.0,,,,-23362000.0,,-18180000.0,-992574000.0,-13105000.0,-467330000.0,-26107000.0,,814542000.0,0.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-02 16:10:58+00:00,,,,,65002000.0,-15479000.0,,0.0,,-230387000.0,55750000.0,,-230387000.0,55750000.0,168896000.0,-21220000.0,,,,-1488000.0,,-40450000.0,-1828257000.0,-62251000.0,-697000.0,-187752000.0,,1877849000.0,3407000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,FY,2017-01-01,2017-12-31,2020-02-19 17:13:43+00:00,-103900000.0,18800000.0,48100000.0,115700000.0,0.0,2300000.0,-1010800000.0,303900000.0,0.0,-26700000.0,-541200000.0,530400000.0,-26700000.0,-541200000.0,530400000.0,-35200000.0,519600000.0,519600000.0,1009800000.0,398400000.0,,-119000000.0,-4629900000.0,-62100000.0,-221100000.0,-388900000.0,,4124600000.0,26200000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,Q3YTD,2017-01-01,2017-09-30,2018-11-08 16:38:23+00:00,,,,,0.0,6100000.0,,157700000.0,0.0,-169700000.0,-242000000.0,,-169700000.0,-242000000.0,366400000.0,-39200000.0,,,,18200000.0,,-88800000.0,-3373000000.0,-43400000.0,0.0,-256800000.0,,3174400000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,Q3,2017-07-01,2017-09-30,,,,,,,1000000.0,,88700000.0,,22600000.0,-245700000.0,,22600000.0,-245700000.0,366700000.0,144600000.0,,,,900000.0,,-28800000.0,-1123100000.0,-12300000.0,,-38200000.0,,889700000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,Q2YTD,2017-01-01,2017-06-30,2018-08-09 16:04:11+00:00,,,,,,5100000.0,,69000000.0,0.0,-192300000.0,3700000.0,,-192300000.0,3700000.0,-300000.0,-183800000.0,,,,17300000.0,,-60000000.0,-2249900000.0,-31100000.0,0.0,-218600000.0,,2284700000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,Q2,2017-04-01,2017-06-30,,,,,,,300000.0,,69000000.0,,-64600000.0,62500000.0,,-64600000.0,62500000.0,-24500000.0,-26300000.0,,,,10200000.0,,-30300000.0,-1147200000.0,-16300000.0,,-113500000.0,,1226000000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,Q1,2017-01-01,2017-03-31,2018-05-07 17:17:01+00:00,,,,,,4800000.0,,0.0,0.0,-127700000.0,-58800000.0,,-127700000.0,-58800000.0,24200000.0,-157500000.0,,,,7100000.0,,-29700000.0,-1102700000.0,-14800000.0,0.0,-105100000.0,,1058700000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2018.0,FY,2018-01-01,2018-12-31,2020-02-19 17:13:43+00:00,-56900000.0,93900000.0,79500000.0,126900000.0,60600000.0,-35000000.0,216300000.0,1923000000.0,276400000.0,1838000000.0,-2202500000.0,656700000.0,1838000000.0,-2202500000.0,656700000.0,257200000.0,251000000.0,251000000.0,119400000.0,867500000.0,,-148000000.0,-7643900000.0,-82800000.0,-941600000.0,-139300000.0,,5463500000.0,100000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2018.0,Q4,2018-10-01,2018-12-31,,-10700000.0,93900000.0,79500000.0,36300000.0,23900000.0,-4200000.0,-418300000.0,-703100000.0,,47600000.0,-298100000.0,202100000.0,47600000.0,-298100000.0,202100000.0,-52600000.0,25000000.0,25000000.0,569800000.0,845200000.0,,-42400000.0,-1763700000.0,-23900000.0,,-52100000.0,,1465500000.0,100000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2018.0,Q3YTD,2018-01-01,2018-09-30,2019-11-07 16:05:26+00:00,-46200000.0,,,90600000.0,36700000.0,-30800000.0,634600000.0,2626100000.0,276400000.0,1790400000.0,-1904400000.0,454600000.0,1790400000.0,-1904400000.0,454600000.0,309800000.0,226000000.0,226000000.0,-450400000.0,22300000.0,,-105600000.0,-5880200000.0,-58900000.0,-941600000.0,-87200000.0,,3998000000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2018.0,Q1,2018-01-01,2018-03-31,2019-05-08 16:29:00+00:00,-18500000.0,,,30000000.0,,-2200000.0,405700000.0,1442400000.0,276400000.0,1344000000.0,79100000.0,-75700000.0,1344000000.0,79100000.0,-75700000.0,1345200000.0,106000000.0,106000000.0,-598900000.0,11900000.0,,-29700000.0,-1156200000.0,-16500000.0,-350000000.0,-7000000.0,,1251800000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q4,2019-10-01,2019-12-31,,2600000.0,93100000.0,103200000.0,38400000.0,,7600000.0,1516600000.0,-6200000.0,,-129100000.0,-6200000.0,245500000.0,-129100000.0,-6200000.0,245500000.0,117800000.0,127600000.0,127600000.0,-1439700000.0,28200000.0,,-43000000.0,-787800000.0,-39800000.0,-600000.0,-107500000.0,,818100000.0,3300000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,FY,2019-01-01,2019-12-31,2020-02-19 17:13:43+00:00,-14300000.0,93100000.0,103200000.0,125800000.0,0.0,-1300000.0,1502000000.0,934400000.0,0.0,-179200000.0,-619800000.0,1413400000.0,-179200000.0,-619800000.0,1413400000.0,613100000.0,382600000.0,382600000.0,-582700000.0,27100000.0,,-170000000.0,-4584500000.0,-110300000.0,-698900000.0,-271800000.0,,4071700000.0,3300000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q3YTD,2019-01-01,2019-09-30,2019-11-07 16:05:26+00:00,-16900000.0,,,87400000.0,0.0,-8900000.0,-14600000.0,940600000.0,0.0,-50100000.0,-613600000.0,1167900000.0,-50100000.0,-613600000.0,1167900000.0,495300000.0,255000000.0,255000000.0,857000000.0,-1100000.0,,-127000000.0,-3796700000.0,-70500000.0,-698300000.0,-164300000.0,,3253600000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q3TTM,2018-10-01,2019-09-30,,-27600000.0,93900000.0,79500000.0,123700000.0,23900000.0,-13100000.0,-432900000.0,237500000.0,,-2500000.0,-911700000.0,1370000000.0,-2500000.0,-911700000.0,1370000000.0,442700000.0,280000000.0,280000000.0,1426800000.0,844100000.0,,-169400000.0,-5560400000.0,-94400000.0,-698300000.0,-216400000.0,,4719100000.0,100000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q3,2019-07-01,2019-09-30,,-4400000.0,,,27300000.0,,-10600000.0,-372600000.0,335100000.0,,-168700000.0,-4000000.0,442200000.0,-168700000.0,-4000000.0,442200000.0,258900000.0,-54800000.0,-54800000.0,846700000.0,-15800000.0,,-42000000.0,-1070000000.0,-12700000.0,-380200000.0,-65800000.0,,1078700000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q2YTD,2019-01-01,2019-06-30,2019-08-08 16:08:33+00:00,-12500000.0,,,60100000.0,,1700000.0,358000000.0,605500000.0,0.0,118600000.0,-609600000.0,725700000.0,118600000.0,-609600000.0,725700000.0,236400000.0,309800000.0,309800000.0,10300000.0,14700000.0,,-85000000.0,-2726700000.0,-57800000.0,-318100000.0,-98500000.0,,2174900000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q2,2019-04-01,2019-06-30,,-4700000.0,,,30400000.0,,1900000.0,149300000.0,-2100000.0,,-102300000.0,-162400000.0,479000000.0,-102300000.0,-162400000.0,479000000.0,216200000.0,144100000.0,144100000.0,159900000.0,-8100000.0,,-42900000.0,-1309700000.0,-25400000.0,-700000.0,-48500000.0,,1172700000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q1,2019-01-01,2019-03-31,2020-05-08 16:06:36+00:00,-7800000.0,,,29700000.0,,-200000.0,208700000.0,607600000.0,,220900000.0,-447200000.0,246700000.0,220900000.0,-447200000.0,246700000.0,20200000.0,165700000.0,165700000.0,-149600000.0,22800000.0,,-42100000.0,-1417000000.0,-32400000.0,-317400000.0,-50000000.0,,1002200000.0,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q1TTM,2018-04-01,2019-03-31,,-46200000.0,93900000.0,79500000.0,126600000.0,60600000.0,-33000000.0,19300000.0,1088200000.0,,714900000.0,-2728800000.0,979100000.0,714900000.0,-2728800000.0,979100000.0,-1067800000.0,310700000.0,310700000.0,568700000.0,878400000.0,,-160400000.0,-7904700000.0,-98700000.0,-909000000.0,-182300000.0,,5213900000.0,100000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2020.0,Q1TTM,2019-04-01,2020-03-31,,-10700000.0,93100000.0,103200000.0,129600000.0,,-17900000.0,901600000.0,526800000.0,,-308700000.0,9300000.0,1043000000.0,-308700000.0,9300000.0,1043000000.0,725700000.0,371600000.0,371600000.0,-349100000.0,-4300000.0,,-170600000.0,-3886600000.0,-99500000.0,-382200000.0,-278400000.0,,3992100000.0,3300000.0
