company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,claimsandclaimexpenses,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,intangibleassets,longtermdebt,mortgageservicingrights,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumscredit,unearnedpremiumsdebit
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2012.0,Q1,,2012-03-31,2012-05-02 16:43:51+00:00,163394000.0,597216000.0,1064815000.0,,0.0,3030279000.0,2558410000.0,8456509000.0,640098000.0,303611000.0,972308000.0,1313232000.0,236465000.0,,6656859000.0,4049951000.0,1403645000.0,3734103000.0,1842782000.0,1842782000.0,27254868000.0,4964890000.0,4964890000.0,4964890000.0,22289978000.0,27254868000.0,,11803002000.0,-2396708000.0,5564783000.0,672200000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,FY,,2013-12-31,2015-02-19 16:36:35+00:00,145189000.0,426830000.0,1717184000.0,3389371000.0,0.0,3089015000.0,3128931000.0,8646572000.0,784561000.0,354636000.0,1638118000.0,1287032000.0,253630000.0,,7176160000.0,811234000.0,1791496000.0,4415875000.0,1941747000.0,1941747000.0,29714689000.0,4833479000.0,4833479000.0,4833479000.0,24881210000.0,29714689000.0,,11845448000.0,-3098241000.0,6662672000.0,1080171000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q3,,2013-09-30,2013-10-30 16:15:39+00:00,156793000.0,386306000.0,1286697000.0,3429420000.0,0.0,3076926000.0,3090637000.0,8621692000.0,672233000.0,294003000.0,1638388000.0,1268056000.0,253870000.0,,7476449000.0,809044000.0,1753086000.0,4325410000.0,1858699000.0,1858699000.0,29348585000.0,4782919000.0,4782919000.0,4782919000.0,24565666000.0,29348585000.0,,12007982000.0,-3005723000.0,6455337000.0,983166000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q2,,2013-06-30,2013-07-31 16:26:17+00:00,150553000.0,420508000.0,1270395000.0,3417145000.0,0.0,3060708000.0,2959525000.0,8526390000.0,638976000.0,271745000.0,1646890000.0,1266168000.0,250564000.0,,7279266000.0,791079000.0,1537129000.0,4215455000.0,1781637000.0,1781637000.0,28728795000.0,4795886000.0,4795886000.0,4795886000.0,23932909000.0,28728795000.0,,11975014000.0,-2900785000.0,6232639000.0,884952000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2013.0,Q1,,2013-03-31,2013-05-01 17:20:27+00:00,162671000.0,778029000.0,1604625000.0,,,3053117000.0,2887051000.0,8506669000.0,638621000.0,296102000.0,1670523000.0,1290003000.0,250481000.0,,6934900000.0,4528555000.0,1582950000.0,4102087000.0,1811992000.0,1811992000.0,29481540000.0,5206605000.0,5206605000.0,5206605000.0,24274935000.0,29481540000.0,,12714194000.0,-2726628000.0,6174246000.0,890900000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,FY,,2014-12-31,2016-02-16 15:59:05+00:00,138868000.0,555767000.0,1318656000.0,3698606000.0,0.0,3132764000.0,2957740000.0,9483672000.0,841239000.0,381960000.0,1171079000.0,1272616000.0,277645000.0,,9163309000.0,916375000.0,2675515000.0,4809287000.0,1906237000.0,1906237000.0,31562466000.0,5181307000.0,5181307000.0,5181307000.0,26381159000.0,31562466000.0,,11858566000.0,-3316511000.0,6529675000.0,1445630000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q3,,2014-09-30,2014-11-04 16:17:37+00:00,151108000.0,659746000.0,1411266000.0,3577964000.0,0.0,3119135000.0,3277810000.0,8813702000.0,816818000.0,369021000.0,1171005000.0,1253424000.0,274419000.0,,7665279000.0,1318206000.0,1793509000.0,4778645000.0,1872091000.0,1872091000.0,30673129000.0,5342563000.0,5342563000.0,5342563000.0,25330566000.0,30673129000.0,,12241693000.0,-3214963000.0,6784089000.0,1340200000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q2,,2014-06-30,2014-07-29 16:12:40+00:00,149291000.0,764072000.0,1398870000.0,3553844000.0,0.0,3105593000.0,3257295000.0,8785342000.0,804880000.0,370285000.0,1170932000.0,1248101000.0,262117000.0,,7486204000.0,1307326000.0,1816193000.0,4657797000.0,1942940000.0,1942940000.0,30617173000.0,5349707000.0,5349707000.0,5349707000.0,25267466000.0,30617173000.0,,12402325000.0,-3177755000.0,6690889000.0,1294865000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2014.0,Q1,,2014-03-31,2014-04-29 16:31:06+00:00,153554000.0,583481000.0,1105912000.0,3449834000.0,0.0,3097047000.0,3158031000.0,8671710000.0,785453000.0,345238000.0,1170859000.0,1257162000.0,255514000.0,,7407140000.0,1079267000.0,1672735000.0,4534940000.0,1916990000.0,1916990000.0,29668385000.0,5096288000.0,5096288000.0,5096288000.0,24572097000.0,29668385000.0,,12154121000.0,-3119180000.0,6610702000.0,1129270000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2015.0,FY,,2015-12-31,2018-02-14 17:31:25+00:00,,,1288300000.0,3896700000.0,,,3150900000.0,,833500000.0,,,,,,41200000.0,,,,,,5313900000.0,,,,3896700000.0,3896700000.0,,,,,
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2015.0,Q3,,2015-09-30,2015-11-03 16:17:16+00:00,136960000.0,246038000.0,1543936000.0,4080309000.0,0.0,3140298000.0,3126301000.0,9465642000.0,841183000.0,300781000.0,1171305000.0,1233230000.0,286751000.0,,9200400000.0,793011000.0,2188615000.0,4824192000.0,1754350000.0,1754350000.0,30586091000.0,4683599000.0,4683599000.0,4683599000.0,25902492000.0,30586091000.0,,10887866000.0,-3526929000.0,6449260000.0,1274333000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2015.0,Q2,,2015-06-30,2015-08-04 16:13:01+00:00,133374000.0,348419000.0,1297436000.0,4010733000.0,0.0,3128268000.0,3078233000.0,9489876000.0,842202000.0,332370000.0,1171229000.0,1267033000.0,289416000.0,,8891109000.0,791614000.0,2201257000.0,4851670000.0,1919609000.0,1919609000.0,30842082000.0,4827960000.0,4827960000.0,4827960000.0,26014122000.0,30842082000.0,,11365016000.0,-3500397000.0,6429804000.0,1426284000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2015.0,Q1,,2015-03-31,2015-05-06 16:10:15+00:00,144591000.0,548997000.0,1065165000.0,3784275000.0,0.0,3136890000.0,2827411000.0,9417564000.0,828564000.0,331338000.0,1171153000.0,1255459000.0,286186000.0,,8542938000.0,864943000.0,2241162000.0,4840497000.0,1933658000.0,1933658000.0,30800356000.0,5128212000.0,5128212000.0,5128212000.0,25672144000.0,30800356000.0,,12011062000.0,-3398172000.0,6259389000.0,1573984000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2016.0,FY,,2016-12-31,2018-02-14 17:31:25+00:00,110100000.0,94600000.0,1032000000.0,3301200000.0,0.0,3177400000.0,3267400000.0,10112900000.0,830900000.0,240300000.0,1067000000.0,624000000.0,343600000.0,0.0,10357000000.0,825400000.0,1985700000.0,5296700000.0,1692300000.0,1692300000.0,29709100000.0,4098100000.0,4098100000.0,4098100000.0,25611000000.0,29709100000.0,,9993500000.0,-4470600000.0,6626500000.0,1218000000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2016.0,Q3,,2016-09-30,2016-11-01 16:25:27+00:00,116823000.0,328106000.0,1116623000.0,3397455000.0,0.0,3169770000.0,3034091000.0,10042896000.0,839681000.0,263284000.0,1165557000.0,595067000.0,337100000.0,,10559281000.0,981429000.0,2009379000.0,5295671000.0,1738940000.0,1738940000.0,30283836000.0,4504914000.0,4504914000.0,4504914000.0,25778922000.0,30283836000.0,,10370208000.0,-4288633000.0,6443266000.0,1312738000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2016.0,Q2,,2016-06-30,2016-08-02 16:10:58+00:00,111985000.0,327254000.0,1232674000.0,3276722000.0,0.0,3152413000.0,3001603000.0,9748406000.0,834173000.0,250419000.0,1165255000.0,620185000.0,327861000.0,,10313866000.0,1116835000.0,1876015000.0,5181375000.0,1714443000.0,1714443000.0,29804213000.0,4608071000.0,4608071000.0,4608071000.0,25196142000.0,29804213000.0,,10178705000.0,-4052971000.0,6298466000.0,1218299000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2016.0,Q1,,2016-03-31,2016-05-03 16:09:36+00:00,114572000.0,225240000.0,2060815000.0,3341718000.0,0.0,3154477000.0,3079611000.0,9723211000.0,839766000.0,274131000.0,1414704000.0,872196000.0,312324000.0,,10239350000.0,1388630000.0,1825894000.0,5044544000.0,1719454000.0,1719454000.0,30287195000.0,4564645000.0,4564645000.0,4564645000.0,25722550000.0,30287195000.0,,9443449000.0,-3859616000.0,6308939000.0,1331527000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,FY,,2017-12-31,2019-02-22 16:48:45+00:00,105400000.0,234000000.0,996800000.0,3782200000.0,0.0,3199400000.0,3484500000.0,10397400000.0,917700000.0,288600000.0,1068200000.0,670200000.0,347600000.0,10900000.0,11927200000.0,1391700000.0,2046300000.0,5697300000.0,1837100000.0,1837100000.0,31843000000.0,4270600000.0,4270600000.0,4281500000.0,27561500000.0,31843000000.0,0.0,10030600000.0,-4860100000.0,7038600000.0,1237300000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,Q3,,2017-09-30,2017-11-03 16:38:07+00:00,114100000.0,256400000.0,992800000.0,4794200000.0,0.0,3188300000.0,3482600000.0,10436900000.0,916000000.0,306600000.0,1067900000.0,648100000.0,358400000.0,,12364200000.0,842100000.0,2363000000.0,5414600000.0,1800300000.0,1800300000.0,32405200000.0,4138200000.0,4138200000.0,4138200000.0,28267000000.0,32405200000.0,,10135700000.0,-4721100000.0,6962600000.0,1286400000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,Q2,,2017-06-30,2017-08-03 16:07:00+00:00,105300000.0,236900000.0,848200000.0,3093300000.0,0.0,3173900000.0,3326600000.0,10278100000.0,905500000.0,316500000.0,1136600000.0,624000000.0,355500000.0,,10468600000.0,816600000.0,2012300000.0,5500700000.0,1779100000.0,1779100000.0,30058900000.0,4224600000.0,4224600000.0,4224600000.0,25834300000.0,30058900000.0,,9993300000.0,-4686900000.0,6718300000.0,1336300000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2017.0,Q1,,2017-03-31,2017-05-04 16:04:31+00:00,111400000.0,148300000.0,874500000.0,3075400000.0,0.0,3175000000.0,3290000000.0,10163900000.0,894500000.0,330000000.0,1067300000.0,603300000.0,348800000.0,,10213800000.0,857000000.0,1893400000.0,5410800000.0,1750300000.0,1750300000.0,29567700000.0,4158800000.0,4158800000.0,4158800000.0,25408900000.0,29567700000.0,,9907100000.0,-4575300000.0,6601600000.0,1244000000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2018.0,FY,,2018-12-31,2020-02-19 17:13:43+00:00,125500000.0,-155400000.0,1254000000.0,2813700000.0,0.0,4497200000.0,5103000000.0,9240900000.0,2321800000.0,622400000.0,2006000000.0,759600000.0,392500000.0,21900000.0,15621400000.0,2396600000.0,2240500000.0,5759700000.0,1609700000.0,1609700000.0,41089300000.0,5109100000.0,5112000000.0,5133900000.0,35955400000.0,41089300000.0,2900000.0,11635900000.0,-4992400000.0,15648000000.0,1643500000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2018.0,Q3,,2018-09-30,2018-11-08 16:38:23+00:00,133700000.0,-97700000.0,1306600000.0,3764700000.0,0.0,4480400000.0,4270100000.0,10464900000.0,2312500000.0,642800000.0,2005400000.0,757900000.0,381700000.0,20300000.0,18630400000.0,2354700000.0,2212100000.0,5777100000.0,1904400000.0,1904400000.0,43443100000.0,5216500000.0,5219400000.0,5239700000.0,38203400000.0,43443100000.0,2900000.0,11502000000.0,-4943300000.0,15497200000.0,1601000000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2018.0,Q2,,2018-06-30,2018-08-09 16:04:11+00:00,136100000.0,-137900000.0,1253700000.0,3503100000.0,0.0,4461300000.0,3882700000.0,10386000000.0,2369200000.0,664800000.0,2004800000.0,720100000.0,370600000.0,20400000.0,17909800000.0,2160500000.0,2610700000.0,5846300000.0,1858300000.0,1858300000.0,42361300000.0,5309600000.0,5312500000.0,5332900000.0,37028400000.0,42361300000.0,2900000.0,11683300000.0,-4860100000.0,14505000000.0,1512700000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2018.0,Q1,,2018-03-31,2018-05-07 17:17:01+00:00,108700000.0,51700000.0,2342000000.0,3194800000.0,0.0,3480300000.0,3646300000.0,10384800000.0,923100000.0,275800000.0,2004400000.0,682200000.0,355200000.0,11200000.0,11476600000.0,1585400000.0,1855800000.0,5815000000.0,1816900000.0,1816900000.0,32427900000.0,4486900000.0,4489800000.0,4501000000.0,27926900000.0,32427900000.0,2900000.0,9552600000.0,-4860100000.0,7084800000.0,1248500000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,FY,,2019-12-31,2020-05-08 16:06:36+00:00,131100000.0,411500000.0,1867100000.0,2687700000.0,0.0,4539300000.0,6668000000.0,9807300000.0,2343400000.0,540200000.0,2006900000.0,815000000.0,433700000.0,29300000.0,15249300000.0,2905400000.0,2758500000.0,5966400000.0,1839700000.0,1839700000.0,44291200000.0,5649900000.0,5652800000.0,5682100000.0,38609100000.0,44291200000.0,2900000.0,12710900000.0,-5267300000.0,16603600000.0,1692800000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q3,,2019-09-30,2019-11-07 16:05:26+00:00,127200000.0,405200000.0,1749300000.0,2871100000.0,0.0,4526100000.0,6161200000.0,9564800000.0,2331000000.0,547800000.0,2006300000.0,804600000.0,418800000.0,31800000.0,15269600000.0,2850600000.0,2637900000.0,5882900000.0,1747200000.0,1747200000.0,43751500000.0,5655700000.0,5658600000.0,5690400000.0,38061100000.0,43751500000.0,2900000.0,12827700000.0,-5158500000.0,16383200000.0,1767100000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q2,,2019-06-30,2019-08-08 16:08:33+00:00,126900000.0,328700000.0,1490400000.0,2722200000.0,0.0,4510800000.0,5767600000.0,9445900000.0,2338000000.0,564100000.0,2007300000.0,783100000.0,419200000.0,30100000.0,15452200000.0,2839400000.0,2598500000.0,5980900000.0,1831300000.0,1831300000.0,43139500000.0,5727300000.0,5730200000.0,5760300000.0,37379200000.0,43139500000.0,2900000.0,12621000000.0,-5093100000.0,15934600000.0,1745700000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2019.0,Q1,,2019-03-31,2019-05-08 16:29:00+00:00,130800000.0,103400000.0,1274200000.0,2750600000.0,0.0,4497600000.0,5371500000.0,9310800000.0,2331200000.0,606500000.0,2006600000.0,758100000.0,409800000.0,31100000.0,15635300000.0,2796300000.0,2461200000.0,5879700000.0,1801100000.0,1801100000.0,42237000000.0,5437700000.0,5440600000.0,5471700000.0,36765300000.0,42237000000.0,2900000.0,12223000000.0,-5043000000.0,15638700000.0,1695500000.0
Assurant Inc,AIZ,H3F39CAXWQRVWURFXL38,1267238,2020.0,Q1,,2020-03-31,2020-05-08 16:06:36+00:00,146700000.0,88400000.0,1999900000.0,2669300000.0,0.0,4542200000.0,7201900000.0,9711400000.0,2336200000.0,521000000.0,2207500000.0,795100000.0,438100000.0,16200000.0,14804500000.0,2815400000.0,2435900000.0,6061100000.0,1524000000.0,1524000000.0,43423300000.0,5367100000.0,5370000000.0,5386200000.0,38037100000.0,43423300000.0,2900000.0,12019900000.0,-5324600000.0,16673600000.0,1636000000.0
