company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2009.0,FY,,2009-12-31,2011-03-01 16:58:15+00:00,169600000.0,206400000.0,,1625300000.0,-30300000.0,65000000.0,,11500000.0,,454800000.0,30300000.0,17600000.0,24100000.0,9800000.0,9430200000.0,831200000.0,28100000.0,62800000.0,7804900000.0,54900000.0,52200000.0,377700000.0,206900000.0,39300000.0,43400000.0,30700000.0,562400000.0,592400000.0,,48600000.0,35300000.0,175200000.0,2824200000.0,8600000.0,3077700000.0,221900000.0,9018600000.0,3502200000.0,952000000.0,1069000000.0,3502200000.0,3557100000.0,5461500000.0,9018600000.0,261700000.0,4392500000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2009.0,Q3,,2009-09-30,2010-11-04 16:47:59+00:00,185700000.0,86800000.0,,1603500000.0,-51900000.0,63900000.0,,0.0,,443300000.0,,49400000.0,,,9073900000.0,831200000.0,28700000.0,76000000.0,7470400000.0,55100000.0,,338800000.0,253200000.0,0.0,51700000.0,43400000.0,565600000.0,494300000.0,,64000000.0,91200000.0,126000000.0,2679000000.0,10100000.0,2950300000.0,151200000.0,8528700000.0,3341700000.0,839600000.0,874600000.0,3341700000.0,3396800000.0,5131900000.0,8528700000.0,218700000.0,4257300000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2009.0,Q2,,2009-06-30,2009-09-01 19:39:10+00:00,414200000.0,236600000.0,,3420200000.0,106700000.0,183400000.0,,0.0,,434500000.0,48600000.0,,104600000.0,69900000.0,,2129000000.0,70700000.0,150900000.0,7349500000.0,55800000.0,,1364700000.0,252900000.0,,344400000.0,69000000.0,,,,107600000.0,289700000.0,,,74900000.0,2873900000.0,77500000.0,8404500000.0,3415100000.0,806800000.0,713900000.0,3415100000.0,3470900000.0,4933600000.0,8404500000.0,248200000.0,4219700000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2010.0,FY,,2010-12-31,2012-02-24 16:18:33+00:00,160500000.0,203700000.0,,1758200000.0,-104000000.0,94200000.0,,21800000.0,,493000000.0,26200000.0,48900000.0,29900000.0,9800000.0,4642800000.0,898500000.0,27900000.0,62700000.0,2884600000.0,,45500000.0,474700000.0,169500000.0,,53500000.0,6000000.0,,8500000.0,,51700000.0,,,,9000000.0,647100000.0,424000000.0,3373600000.0,1036100000.0,399600000.0,655100000.0,1036100000.0,1036100000.0,2337500000.0,3373600000.0,89400000.0,1682400000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2010.0,Q3,,2010-09-30,2010-11-04 16:47:59+00:00,187000000.0,70200000.0,,1726000000.0,-124900000.0,59400000.0,,0.0,,482200000.0,,37000000.0,,,,649100000.0,28200000.0,72600000.0,2805900000.0,,,418900000.0,201400000.0,0.0,84600000.0,11400000.0,0.0,0.0,0.0,60100000.0,88500000.0,0.0,0.0,8500000.0,617100000.0,577000000.0,3167100000.0,974400000.0,272900000.0,775400000.0,974400000.0,974400000.0,2192700000.0,3167100000.0,88300000.0,1417300000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2010.0,Q2,,2010-06-30,2011-08-09 13:26:31+00:00,198300000.0,15300000.0,,1689600000.0,,92200000.0,,,,,,14300000.0,,,2766500000.0,731100000.0,28200000.0,40500000.0,1076900000.0,,51300000.0,396400000.0,179200000.0,,62100000.0,13000000.0,,,,21700000.0,,,,8000000.0,,445000000.0,1267000000.0,,140200000.0,656300000.0,,,2106500000.0,2106500000.0,49900000.0,1450200000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2010.0,Q1,,2010-03-31,2010-05-05 16:57:38+00:00,530500000.0,397400000.0,,3902200000.0,157700000.0,196000000.0,,0.0,,462500000.0,,0.0,35800000.0,69900000.0,,2029900000.0,72400000.0,107800000.0,7944200000.0,54300000.0,,1638000000.0,210600000.0,,351400000.0,160500000.0,,,,226600000.0,241900000.0,,,37700000.0,3205200000.0,284500000.0,9207400000.0,3825400000.0,894300000.0,1011300000.0,3825400000.0,3879700000.0,5327700000.0,9207400000.0,368900000.0,4316400000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2011.0,FY,,2011-12-31,2013-02-21 21:03:45+00:00,175700000.0,199300000.0,,1885700000.0,-226100000.0,101000000.0,0.0,11600000.0,0.0,514700000.0,25000000.0,16100000.0,31500000.0,9800000.0,4984100000.0,993000000.0,27300000.0,66000000.0,3098400000.0,,26600000.0,500200000.0,309700000.0,,31700000.0,15400000.0,,10700000.0,,61900000.0,,,,10700000.0,744900000.0,310500000.0,3532800000.0,1033500000.0,335400000.0,568800000.0,1033500000.0,1033500000.0,2499300000.0,3532800000.0,99000000.0,1930500000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2011.0,Q3,,2011-09-30,2011-11-04 12:08:54+00:00,206800000.0,82400000.0,,1858400000.0,-126800000.0,99900000.0,,0.0,,508600000.0,,19400000.0,,,,881400000.0,27600000.0,74000000.0,-1858400000.0,,33800000.0,548500000.0,148200000.0,,38300000.0,12800000.0,,,,4939000000.0,,,,6100000.0,712200000.0,303000000.0,3328400000.0,1094000000.0,220200000.0,522600000.0,1094000000.0,1094000000.0,2234400000.0,3328400000.0,4966600000.0,1711800000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2011.0,Q2,,2011-06-30,2011-08-09 13:26:31+00:00,136000000.0,100100000.0,,1825500000.0,-103500000.0,97400000.0,,0.0,,506400000.0,,14800000.0,,,,901800000.0,27400000.0,40200000.0,-1825500000.0,,45800000.0,536500000.0,149500000.0,,33200000.0,29300000.0,,,,4822200000.0,,,,9000000.0,703200000.0,219000000.0,3221400000.0,1106100000.0,197300000.0,384300000.0,1106100000.0,1106100000.0,2115300000.0,3221400000.0,4849600000.0,1731000000.0
