company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 21:45:02+00:00,,89500000.0,77300000.0,375800000.0,,202200000.0,5900000.0,320600000.0,233700000.0,-1385100000.0,1141000000.0,,,,233700000.0,-1385100000.0,1141000000.0,-10400000.0,507400000.0,507400000.0,,55600000.0,11100000.0,-1300000.0,,-83700000.0,-1398300000.0,-10000000.0,-10200000.0,14500000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2008.0,FY,2008-01-01,2008-12-31,2010-02-26 21:45:02+00:00,,13800000.0,109800000.0,502100000.0,,174000000.0,7100000.0,1742700000.0,872200000.0,-2358700000.0,1496200000.0,,,,872200000.0,-2358700000.0,1496200000.0,9700000.0,692800000.0,692800000.0,,127300000.0,13200000.0,-3700000.0,,-94700000.0,-2485700000.0,-780800000.0,-15300000.0,130700000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2008.0,Q4,2008-10-01,2008-12-31,,,13800000.0,109800000.0,144500000.0,,-38500000.0,2100000.0,125100000.0,205600000.0,-564900000.0,383200000.0,,,,205600000.0,-564900000.0,383200000.0,23900000.0,123300000.0,123300000.0,,153900000.0,-13900000.0,-400000.0,,-24700000.0,-567700000.0,117800000.0,-800000.0,3200000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2008.0,Q3,2008-07-01,2008-09-30,,,,,127900000.0,,168100000.0,2000000.0,124900000.0,-42000000.0,-411800000.0,453800000.0,,,,-42000000.0,-411800000.0,453800000.0,,206600000.0,206600000.0,,-48800000.0,500000.0,-300000.0,,-22800000.0,-505700000.0,-146100000.0,-500000.0,94200000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 16:57:07+00:00,,,,357600000.0,,212500000.0,5000000.0,1617600000.0,666600000.0,-1793800000.0,1113000000.0,,,,666600000.0,-1793800000.0,1113000000.0,-14200000.0,569500000.0,569500000.0,,-26600000.0,27100000.0,-3300000.0,,-70000000.0,-1918000000.0,-898600000.0,-14500000.0,127500000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-09-01 19:39:10+00:00,,,,229700000.0,,44400000.0,3000000.0,1492700000.0,708600000.0,-1382000000.0,659200000.0,,,,708600000.0,-1382000000.0,659200000.0,-14200000.0,362900000.0,362900000.0,,22200000.0,26600000.0,-3000000.0,,-47200000.0,-1412300000.0,-752500000.0,-14000000.0,33300000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2009.0,Q4,2009-10-01,2009-12-31,,,6400000.0,116200000.0,40600000.0,-19300000.0,-12100000.0,5000000.0,-17800000.0,46800000.0,-123400000.0,86900000.0,105400000.0,-379900000.0,293800000.0,152200000.0,-503300000.0,380700000.0,10300000.0,150900000.0,55400000.0,95500000.0,3000000.0,-5200000.0,-40100000.0,,-22600000.0,-83200000.0,88500000.0,-1100000.0,-100000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:18:33+00:00,,6400000.0,116200000.0,154300000.0,5800000.0,85400000.0,16300000.0,63000000.0,-167500000.0,-249800000.0,428800000.0,-8800000.0,-1146400000.0,1149400000.0,-176300000.0,-1396200000.0,1578200000.0,11500000.0,395900000.0,180500000.0,215400000.0,8600000.0,2400000.0,48100000.0,,-87900000.0,-299800000.0,-154100000.0,-7200000.0,1900000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-04 16:47:59+00:00,,,,113700000.0,25100000.0,97500000.0,11300000.0,80800000.0,-214300000.0,-126400000.0,341900000.0,-114200000.0,-766500000.0,855600000.0,-328500000.0,-892900000.0,1197500000.0,1200000.0,245000000.0,125100000.0,119900000.0,5600000.0,7600000.0,88200000.0,,-65300000.0,-216600000.0,-242600000.0,-6100000.0,2000000.0
Questar Corp,STR,6I24RUKVDSWEO85W2995,751652,2009.0,Q3TTM,2008-10-01,2009-09-30,,,13800000.0,109800000.0,258200000.0,25100000.0,59000000.0,13400000.0,205900000.0,-8700000.0,-691300000.0,725100000.0,-114200000.0,-766500000.0,855600000.0,-122900000.0,-1457800000.0,1580700000.0,25100000.0,368300000.0,248400000.0,119900000.0,159500000.0,-6300000.0,87800000.0,,-90000000.0,-784300000.0,-124800000.0,-6900000.0,5200000.0
