company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
W. R. Grace & Co,GRA,,1045309,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.49,3.49,,3.38,114100000.0,255500000.0,255500000.0,,256200000.0,-700000.0,1961000000.0,3079300000.0,,-600000.0,,6100000.0,64500000.0,3100000.0,629500000.0,1961000000.0,1118300000.0,62900000.0,18000000.0,703200000.0,415100000.0,-45500000.0,369600000.0,3079300000.0,73900000.0,73700000.0,75700000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.87,2.87,,2.79,102500000.0,210700000.0,210700000.0,,211300000.0,-600000.0,1512900000.0,2386300000.0,,-800000.0,,1600000.0,49100000.0,1000000.0,471500000.0,1512900000.0,873400000.0,49400000.0,13200000.0,523200000.0,350200000.0,-37000000.0,313200000.0,2386300000.0,73900000.0,73700000.0,75700000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q2,2011-04-01,2011-06-30,2012-08-06 11:31:20+00:00,1.03,1.03,,1.0,36600000.0,75500000.0,75500000.0,,75800000.0,-300000.0,521800000.0,826400000.0,,-300000.0,,300000.0,16700000.0,700000.0,161000000.0,521800000.0,304600000.0,17700000.0,4200000.0,178700000.0,125900000.0,-13800000.0,112100000.0,826400000.0,73600000.0,73400000.0,75600000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.14,3.14,,3.05,90800000.0,229200000.0,229200000.0,,229800000.0,-600000.0,1849800000.0,2897200000.0,,4200000.0,,5000000.0,62500000.0,8700000.0,608400000.0,1849800000.0,1047400000.0,61200000.0,14200000.0,684600000.0,362800000.0,-42800000.0,320000000.0,2897200000.0,73600000.0,73400000.0,75600000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.77,1.77,,1.72,62100000.0,129500000.0,129500000.0,,130000000.0,-500000.0,965100000.0,1522100000.0,,1900000.0,,500000.0,32300000.0,900000.0,307400000.0,965100000.0,557000000.0,33900000.0,7700000.0,341100000.0,215900000.0,-24300000.0,191600000.0,1522100000.0,73600000.0,73400000.0,75600000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 09:16:15+00:00,0.74,0.74,,0.72,25500000.0,54000000.0,54000000.0,,54200000.0,-200000.0,443300000.0,695700000.0,,2200000.0,,200000.0,15600000.0,200000.0,146400000.0,443300000.0,252400000.0,16200000.0,3500000.0,162400000.0,90000000.0,-10500000.0,79500000.0,695700000.0,73200000.0,73200000.0,75100000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.81,2.81,,2.74,74500000.0,204700000.0,204700000.0,,205000000.0,-300000.0,1768500000.0,2755800000.0,,4600000.0,,4700000.0,60600000.0,9200000.0,595600000.0,1768500000.0,987300000.0,58800000.0,16200000.0,670100000.0,317200000.0,-38000000.0,279200000.0,2755800000.0,73200000.0,73200000.0,75100000.0
W. R. Grace & Co,GRA,,1045309,2012.0,Q4,2012-10-01,2012-12-31,,-2.23,-2.23,,-2.17,-163600000.0,-166000000.0,-166000000.0,,-165700000.0,-300000.0,549400000.0,797800000.0,,-12100000.0,384600000.0,-21400000.0,16600000.0,-6400000.0,180800000.0,549400000.0,248400000.0,16400000.0,4700000.0,554200000.0,-305800000.0,-23800000.0,-329600000.0,797800000.0,75500000.0,74900000.0,76300000.0
W. R. Grace & Co,GRA,,1045309,2012.0,FY,2012-01-01,2012-12-31,2015-02-25 13:03:53+00:00,0.53,0.53,,0.52,-61600000.0,41000000.0,41000000.0,,40000000.0,1000000.0,2041100000.0,3155500000.0,,-6100000.0,384600000.0,0.0,64500000.0,,635200000.0,2041100000.0,1114400000.0,63100000.0,18500000.0,1084300000.0,30100000.0,-50700000.0,-20600000.0,3155500000.0,75500000.0,74900000.0,76300000.0
W. R. Grace & Co,GRA,,1045309,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 18:38:20+00:00,1.01,1.01,,0.99,35400000.0,76000000.0,76000000.0,,75500000.0,500000.0,491800000.0,776600000.0,,3200000.0,,700000.0,15400000.0,1100000.0,148400000.0,491800000.0,284800000.0,15900000.0,4900000.0,165600000.0,119200000.0,-7800000.0,111400000.0,776600000.0,74800000.0,75000000.0,76400000.0
W. R. Grace & Co,GRA,,1045309,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.76,2.76,,2.69,102000000.0,207000000.0,207000000.0,,205700000.0,1300000.0,1491700000.0,2357700000.0,,6000000.0,,21400000.0,47900000.0,6400000.0,454400000.0,1491700000.0,866000000.0,46700000.0,13800000.0,530100000.0,335900000.0,-26900000.0,309000000.0,2357700000.0,74800000.0,75000000.0,76400000.0
W. R. Grace & Co,GRA,,1045309,2012.0,Q2,2012-04-01,2012-06-30,2013-08-02 11:38:40+00:00,0.93,0.93,,0.9,35800000.0,69700000.0,69700000.0,,69300000.0,400000.0,522600000.0,826700000.0,,2200000.0,,20100000.0,16000000.0,2300000.0,150600000.0,522600000.0,304100000.0,15000000.0,3200000.0,189000000.0,115100000.0,-9600000.0,105500000.0,826700000.0,74500000.0,74700000.0,76600000.0
W. R. Grace & Co,GRA,,1045309,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.75,1.75,,1.7,66600000.0,131000000.0,131000000.0,,130200000.0,800000.0,999900000.0,1581100000.0,,2800000.0,,20700000.0,32500000.0,5300000.0,306000000.0,999900000.0,581200000.0,30800000.0,8900000.0,364500000.0,216700000.0,-19100000.0,197600000.0,1581100000.0,74500000.0,74700000.0,76600000.0
W. R. Grace & Co,GRA,,1045309,2012.0,Q1,2012-01-01,2012-03-31,2012-05-04 09:16:15+00:00,0.82,0.82,,0.8,30800000.0,61300000.0,61300000.0,,60900000.0,400000.0,477300000.0,754400000.0,,600000.0,,600000.0,16500000.0,3000000.0,155400000.0,477300000.0,277100000.0,15800000.0,5700000.0,175500000.0,101600000.0,-9500000.0,92100000.0,754400000.0,74300000.0,74300000.0,76400000.0
W. R. Grace & Co,GRA,,1045309,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 13:55:03+00:00,3.35,3.35,,3.3,102900000.0,257700000.0,257700000.0,,256100000.0,1600000.0,1918600000.0,3060700000.0,,-15000000.0,159400000.0,0.0,65200000.0,,505700000.0,1918600000.0,1142100000.0,59100000.0,22900000.0,730300000.0,411800000.0,-51200000.0,360600000.0,3060700000.0,76400000.0,76400000.0,77700000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q4,2013-10-01,2013-12-31,,2.38,0.39,,0.38,-14500000.0,30200000.0,30200000.0,,29700000.0,500000.0,476900000.0,776700000.0,,2800000.0,159400000.0,,16700000.0,,100600000.0,476900000.0,299800000.0,16000000.0,5800000.0,276700000.0,23100000.0,-7400000.0,15700000.0,776700000.0,76400000.0,76400000.0,77700000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q3TTM,2012-10-01,2013-09-30,,-1.26,0.73,,0.75,-46200000.0,61500000.0,61500000.0,,60700000.0,800000.0,1991100000.0,3081800000.0,,-29900000.0,384600000.0,-21400000.0,65100000.0,-6400000.0,585900000.0,1991100000.0,1090700000.0,59500000.0,21800000.0,1007800000.0,82900000.0,-67600000.0,15300000.0,3081800000.0,770000000.0,76700000.0,77900000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.97,2.96,,2.92,117400000.0,227500000.0,227500000.0,,226400000.0,1100000.0,1441700000.0,2284000000.0,,-17800000.0,,,48500000.0,,405100000.0,1441700000.0,842300000.0,43100000.0,17100000.0,453600000.0,388700000.0,-43800000.0,344900000.0,2284000000.0,770000000.0,76700000.0,77900000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q3,2013-07-01,2013-09-30,2014-11-06 14:27:24+00:00,0.1,1.0,,0.99,43600000.0,77300000.0,77300000.0,,77000000.0,300000.0,488900000.0,771300000.0,,-6000000.0,0.0,0.0,15000000.0,,129700000.0,488900000.0,282400000.0,13600000.0,2800000.0,144700000.0,137700000.0,-16800000.0,120900000.0,771300000.0,770000000.0,76700000.0,77900000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q2TTM,2012-07-01,2013-06-30,,-0.35,0.74,,0.75,-54400000.0,60200000.0,60200000.0,,59200000.0,1000000.0,1994000000.0,3087100000.0,,-20700000.0,384600000.0,-20700000.0,65500000.0,-5300000.0,604600000.0,1994000000.0,1093100000.0,61800000.0,23900000.0,1028700000.0,64400000.0,-58600000.0,5800000.0,3087100000.0,1003300000.0,76300000.0,77600000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.87,1.96,,1.93,73800000.0,150200000.0,150200000.0,,149400000.0,800000.0,952800000.0,1512700000.0,,-11800000.0,,,33500000.0,,275400000.0,952800000.0,559900000.0,29500000.0,14300000.0,308900000.0,251000000.0,-27000000.0,224000000.0,1512700000.0,1003300000.0,76300000.0,77600000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q2,2013-04-01,2013-06-30,2014-08-07 10:37:24+00:00,0.09,1.18,,1.16,42500000.0,90800000.0,90800000.0,,90300000.0,500000.0,501900000.0,802800000.0,,-3900000.0,0.0,0.0,16600000.0,,142100000.0,501900000.0,300900000.0,14200000.0,9200000.0,158700000.0,142200000.0,-8900000.0,133300000.0,802800000.0,1003300000.0,76300000.0,77600000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 10:55:26+00:00,0.78,0.78,,0.77,31300000.0,59400000.0,59400000.0,,59100000.0,300000.0,450900000.0,709900000.0,,-7900000.0,0.0,,16900000.0,,133300000.0,450900000.0,259000000.0,15300000.0,5100000.0,150200000.0,108800000.0,-18100000.0,90700000.0,709900000.0,75800000.0,75700000.0,77200000.0
W. R. Grace & Co,GRA,,1045309,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.49,0.49,,0.49,-61100000.0,39100000.0,39100000.0,,38200000.0,900000.0,2014700000.0,3111000000.0,,-14600000.0,384600000.0,-600000.0,64900000.0,-3000000.0,613100000.0,2014700000.0,1096300000.0,62600000.0,17900000.0,1059000000.0,37300000.0,-59300000.0,-22000000.0,3111000000.0,75800000.0,75700000.0,77200000.0
W. R. Grace & Co,GRA,,1045309,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:03:12+00:00,3.67,3.67,0.0,3.63,-12400000.0,276200000.0,116900000.0,159300000.0,276300000.0,-100000.0,1093300000.0,1757300000.0,,-10900000.0,65700000.0,-25700000.0,51300000.0,4300000.0,415100000.0,1093300000.0,664000000.0,57600000.0,19700000.0,510700000.0,153300000.0,-48800000.0,104500000.0,1757300000.0,75300000.0,75300000.0,76200000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q4,2014-10-01,2014-12-31,,0.23,0.23,,0.23,-79100000.0,14200000.0,-145100000.0,159300000.0,15500000.0,-1300000.0,-427700000.0,-681600000.0,,19000000.0,-800000.0,5900000.0,-10000000.0,4300000.0,-13400000.0,-427700000.0,-253900000.0,9800000.0,6500000.0,-14000000.0,-239900000.0,15700000.0,-224200000.0,-681600000.0,75300000.0,75300000.0,76200000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q3TTM,2013-10-01,2014-09-30,,5.82,3.83,,3.78,52200000.0,292200000.0,292200000.0,,290500000.0,1700000.0,1997900000.0,3215600000.0,,-27100000.0,225900000.0,-31600000.0,78000000.0,,529100000.0,1997900000.0,1217700000.0,63800000.0,19000000.0,801400000.0,416300000.0,-71900000.0,344400000.0,3215600000.0,74500000.0,74700000.0,75600000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q3,2014-07-01,2014-09-30,2015-11-05 13:40:14+00:00,1.0,1.0,,0.99,44600000.0,75000000.0,75000000.0,,74500000.0,500000.0,528600000.0,856400000.0,,-9000000.0,44700000.0,-23700000.0,20500000.0,,147700000.0,528600000.0,327800000.0,16400000.0,6400000.0,189200000.0,138600000.0,-19000000.0,119600000.0,856400000.0,74500000.0,74700000.0,75600000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q3YTD,2014-01-01,2014-09-30,,3.44,3.44,,3.4,66700000.0,262000000.0,262000000.0,,260800000.0,1200000.0,1521000000.0,2438900000.0,,-29900000.0,66500000.0,-31600000.0,61300000.0,,428500000.0,1521000000.0,917900000.0,47800000.0,13200000.0,524700000.0,393200000.0,-64500000.0,328700000.0,2438900000.0,74500000.0,74700000.0,75600000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q2TTM,2013-07-01,2014-06-30,,4.92,3.83,,3.78,51200000.0,294500000.0,294500000.0,,293000000.0,1500000.0,1958200000.0,3130500000.0,,-24100000.0,181200000.0,-7900000.0,72500000.0,,511100000.0,1958200000.0,1172300000.0,61000000.0,15400000.0,756900000.0,415400000.0,-69700000.0,345700000.0,3130500000.0,76100000.0,75900000.0,76800000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q2,2014-04-01,2014-06-30,2015-08-05 16:36:05+00:00,1.79,1.79,,1.77,-7700000.0,136700000.0,136700000.0,,136200000.0,500000.0,517100000.0,838000000.0,,-10900000.0,13600000.0,-7900000.0,20300000.0,,144000000.0,517100000.0,320900000.0,14100000.0,3100000.0,170000000.0,150900000.0,-21900000.0,129000000.0,838000000.0,76100000.0,75900000.0,76800000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q2YTD,2014-01-01,2014-06-30,,2.44,2.44,,2.41,22100000.0,187000000.0,187000000.0,,186300000.0,700000.0,992400000.0,1582500000.0,,-20900000.0,21800000.0,-7900000.0,40800000.0,,280800000.0,992400000.0,590100000.0,31400000.0,6800000.0,335500000.0,254600000.0,-45500000.0,209100000.0,1582500000.0,76100000.0,75900000.0,76800000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.22,3.22,,3.17,101400000.0,248600000.0,248600000.0,,247100000.0,1500000.0,1943000000.0,3095300000.0,,-17100000.0,167600000.0,,68800000.0,,509200000.0,1943000000.0,1152300000.0,61100000.0,21500000.0,745600000.0,406700000.0,-56700000.0,350000000.0,3095300000.0,77100000.0,77000000.0,78100000.0
W. R. Grace & Co,GRA,,1045309,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 16:14:18+00:00,0.65,0.65,,0.64,29800000.0,50300000.0,50300000.0,,50100000.0,200000.0,475300000.0,744500000.0,,-10000000.0,8200000.0,,20500000.0,,136800000.0,475300000.0,269200000.0,17300000.0,3700000.0,165500000.0,103700000.0,-23600000.0,80100000.0,744500000.0,77100000.0,77000000.0,78100000.0
W. R. Grace & Co,GRA,,1045309,2015.0,FY,2015-01-01,2015-12-31,2018-02-22 17:00:59+00:00,2.0,2.0,0.0,1.99,69800000.0,144100000.0,123900000.0,20200000.0,144200000.0,-100000.0,976500000.0,1628200000.0,,13800000.0,,6400000.0,47100000.0,20400000.0,318900000.0,976500000.0,651700000.0,99400000.0,20400000.0,392800000.0,258900000.0,-65200000.0,193700000.0,1628200000.0,72100000.0,72000000.0,72600000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q4,2015-10-01,2015-12-31,,0.3,0.3,,0.3,16700000.0,20300000.0,27500000.0,-7200000.0,20400000.0,-100000.0,254000000.0,424800000.0,,11700000.0,-300000.0,2200000.0,10900000.0,11000000.0,97900000.0,254000000.0,170800000.0,24900000.0,8300000.0,121700000.0,49100000.0,-4900000.0,44200000.0,424800000.0,72100000.0,72000000.0,72600000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q3,2015-07-01,2015-09-30,2016-11-03 13:50:43+00:00,0.19,0.19,0.0,0.19,17700000.0,13700000.0,33600000.0,-19900000.0,13700000.0,,233100000.0,399200000.0,,-1500000.0,,4200000.0,11800000.0,5200000.0,70500000.0,233100000.0,166100000.0,25200000.0,3600000.0,91700000.0,74400000.0,-23100000.0,51300000.0,399200000.0,72100000.0,72100000.0,72700000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.7,1.7,,1.69,53100000.0,123800000.0,96400000.0,27400000.0,123800000.0,,722500000.0,1203400000.0,,2100000.0,300000.0,4200000.0,36200000.0,9400000.0,221000000.0,722500000.0,480900000.0,74500000.0,12100000.0,271100000.0,209800000.0,-60300000.0,149500000.0,1203400000.0,72100000.0,72100000.0,72700000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.93,1.93,,1.92,-26000000.0,138000000.0,-48700000.0,186700000.0,139300000.0,-1300000.0,294800000.0,521800000.0,,21100000.0,-500000.0,10100000.0,26200000.0,13700000.0,207600000.0,294800000.0,227000000.0,84300000.0,18600000.0,257100000.0,-30100000.0,-44600000.0,-74700000.0,521800000.0,72100000.0,72100000.0,72700000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q2,2015-04-01,2015-06-30,2016-08-04 12:17:26+00:00,0.79,0.79,0.0,0.78,17900000.0,57400000.0,32600000.0,24800000.0,57400000.0,,239400000.0,407200000.0,0.0,-5000000.0,0.0,,12300000.0,4200000.0,73500000.0,239400000.0,167800000.0,24600000.0,2300000.0,90000000.0,77800000.0,-27300000.0,50500000.0,407200000.0,72700000.0,72600000.0,73200000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.51,1.51,,1.5,35400000.0,110100000.0,62800000.0,47300000.0,110100000.0,,489400000.0,804200000.0,,3600000.0,300000.0,,24400000.0,4200000.0,150500000.0,489400000.0,314800000.0,49300000.0,8500000.0,179400000.0,135400000.0,-37200000.0,98200000.0,804200000.0,72700000.0,72600000.0,73200000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q2TTM,2014-07-01,2015-06-30,,2.74,2.74,,2.72,900000.0,199300000.0,-7300000.0,206600000.0,200100000.0,-800000.0,590300000.0,979000000.0,,13600000.0,44200000.0,-17800000.0,34900000.0,8500000.0,284800000.0,590300000.0,388700000.0,75500000.0,21400000.0,354600000.0,34100000.0,-40500000.0,-6400000.0,979000000.0,72700000.0,72600000.0,73200000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 16:30:54+00:00,0.72,0.72,,0.72,17500000.0,52700000.0,30200000.0,22500000.0,52700000.0,0.0,250000000.0,397000000.0,,8600000.0,300000.0,,12100000.0,,77000000.0,250000000.0,147000000.0,24700000.0,6200000.0,89400000.0,57600000.0,-9900000.0,47700000.0,397000000.0,73200000.0,72800000.0,73500000.0
W. R. Grace & Co,GRA,,1045309,2015.0,Q1TTM,2014-04-01,2015-03-31,,3.74,3.74,,3.71,-24700000.0,278600000.0,96800000.0,181800000.0,278900000.0,-300000.0,868000000.0,1409800000.0,,7700000.0,57800000.0,-25700000.0,42900000.0,4300000.0,355300000.0,868000000.0,541800000.0,65000000.0,22200000.0,434600000.0,107200000.0,-35100000.0,72100000.0,1409800000.0,73200000.0,72800000.0,73500000.0
W. R. Grace & Co,GRA,,1045309,2016.0,FY,2016-01-01,2016-12-31,2019-02-28 11:58:16+00:00,1.34,1.34,0.51,1.33,59000000.0,94100000.0,107000000.0,-12900000.0,94100000.0,0.0,928800000.0,1598600000.0,,-61400000.0,,28700000.0,51600000.0,38600000.0,271800000.0,928800000.0,669800000.0,81500000.0,29800000.0,390700000.0,279100000.0,-113100000.0,166000000.0,1598600000.0,70200000.0,70100000.0,70500000.0
W. R. Grace & Co,GRA,,1045309,2016.0,Q4,2016-10-01,2016-12-31,,0.22,0.22,0.17,0.21,-3100000.0,15300000.0,17600000.0,-2000000.0,15300000.0,,265100000.0,440800000.0,-300000.0,-48100000.0,,9300000.0,15400000.0,10000000.0,70300000.0,265100000.0,175700000.0,19900000.0,11800000.0,105000000.0,70700000.0,-56200000.0,14500000.0,440800000.0,70200000.0,70100000.0,70500000.0
W. R. Grace & Co,GRA,,1045309,2016.0,Q3,2016-07-01,2016-09-30,2017-11-02 13:56:39+00:00,0.56,0.56,0.17,0.56,19400000.0,39600000.0,41300000.0,-1600000.0,39600000.0,,236300000.0,404500000.0,-100000.0,500000.0,,11900000.0,12100000.0,5600000.0,67100000.0,236300000.0,168200000.0,19800000.0,8500000.0,96700000.0,71500000.0,-10800000.0,60700000.0,404500000.0,70700000.0,70300000.0,70700000.0
W. R. Grace & Co,GRA,,1045309,2016.0,Q3YTD,2016-01-01,2016-09-30,,1.12,1.12,0.34,1.12,62100000.0,78800000.0,89400000.0,-10900000.0,78800000.0,,663700000.0,1157800000.0,300000.0,-13300000.0,,19400000.0,36200000.0,28600000.0,201500000.0,663700000.0,494100000.0,61600000.0,18000000.0,285700000.0,208400000.0,-56900000.0,151500000.0,1157800000.0,70700000.0,70300000.0,70700000.0
W. R. Grace & Co,GRA,,1045309,2016.0,Q3TTM,2015-10-01,2016-09-30,,1.42,1.42,0.34,1.42,78800000.0,99100000.0,116900000.0,-18100000.0,99200000.0,-100000.0,917700000.0,1582600000.0,300000.0,-1600000.0,-300000.0,21600000.0,47100000.0,39600000.0,299400000.0,917700000.0,664900000.0,86500000.0,26300000.0,407400000.0,257500000.0,-61800000.0,195700000.0,1582600000.0,70700000.0,70300000.0,70700000.0
