company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,employeebenefitassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
W. R. Grace & Co,GRA,,1045309,2009.0,FY,,2009-12-31,2011-02-25 12:17:56+00:00,174200000.0,373200000.0,-514500000.0,1848400000.0,893000000.0,0.0,446600000.0,61500000.0,36700000.0,118600000.0,,892900000.0,45700000.0,220600000.0,690100000.0,8700000.0,,843400000.0,152100000.0,701600000.0,80400000.0,307900000.0,,,605000000.0,169000000.0,,,0.0,-175400000.0,12600000.0,0.0,3968200000.0,-299200000.0,1628700000.0,494700000.0,-299200000.0,-290500000.0,4258700000.0,3968200000.0,1649400000.0,3764000000.0,-55900000.0
W. R. Grace & Co,GRA,,1045309,2010.0,FY,,2010-12-31,2011-11-04 09:28:21+00:00,215600000.0,386100000.0,-518100000.0,1844000000.0,1015700000.0,0.0,456600000.0,54700000.0,35600000.0,125500000.0,,926900000.0,56400000.0,259300000.0,702500000.0,6900000.0,,845000000.0,128400000.0,720900000.0,90600000.0,278000000.0,,,602500000.0,187400000.0,,,97800000.0,31700000.0,39300000.0,0.0,4271700000.0,-75700000.0,1904200000.0,532900000.0,-75700000.0,-68800000.0,4340500000.0,4271700000.0,1665000000.0,3807600000.0,-45900000.0
W. R. Grace & Co,GRA,,1045309,2010.0,Q3,,2010-09-30,2010-11-05 10:39:21+00:00,217700000.0,420600000.0,-575700000.0,1844000000.0,919300000.0,0.0,454500000.0,58700000.0,33000000.0,116600000.0,,919300000.0,58400000.0,267400000.0,673800000.0,8700000.0,,887200000.0,139300000.0,803900000.0,88100000.0,274600000.0,,,605400000.0,176700000.0,,,81100000.0,-13200000.0,9200000.0,0.0,4209600000.0,-183800000.0,1835200000.0,501500000.0,-183800000.0,-175100000.0,4384700000.0,4209600000.0,1700600000.0,3883200000.0,-49400000.0
W. R. Grace & Co,GRA,,1045309,2010.0,Q2,,2010-06-30,2010-08-05 16:50:04+00:00,200000000.0,400700000.0,-571600000.0,1845400000.0,841600000.0,0.0,451200000.0,57900000.0,27700000.0,110000000.0,,908900000.0,56800000.0,244500000.0,650100000.0,9300000.0,,875700000.0,133000000.0,770700000.0,85300000.0,246500000.0,,,621500000.0,171000000.0,,,81500000.0,-68200000.0,7300000.0,0.0,4053300000.0,-238800000.0,1711500000.0,453800000.0,-238800000.0,-229500000.0,4282800000.0,4053300000.0,1691700000.0,3829000000.0,-50200000.0
W. R. Grace & Co,GRA,,1045309,2011.0,FY,,2011-12-31,2013-02-27 12:00:09+00:00,257600000.0,473000000.0,-578500000.0,1849900000.0,1048300000.0,0.0,473600000.0,66500000.0,37100000.0,148200000.0,70600000.0,963400000.0,70800000.0,329100000.0,723500000.0,8100000.0,,759400000.0,89100000.0,592600000.0,93000000.0,314000000.0,,,538000000.0,198600000.0,,,136500000.0,301100000.0,61300000.0,,4494000000.0,159400000.0,2146400000.0,632900000.0,159400000.0,167500000.0,4326500000.0,4494000000.0,1624100000.0,3693600000.0,-36800000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q3,,2011-09-30,2011-11-04 09:28:21+00:00,270700000.0,480200000.0,-605100000.0,1838500000.0,923800000.0,0.0,469300000.0,72100000.0,40300000.0,149000000.0,,954700000.0,69300000.0,355100000.0,719100000.0,6500000.0,,843100000.0,126800000.0,640800000.0,107100000.0,352700000.0,,,616800000.0,192300000.0,,,125500000.0,243000000.0,49200000.0,0.0,4501400000.0,69200000.0,2063800000.0,672600000.0,69200000.0,75700000.0,4425700000.0,4501400000.0,1718500000.0,3753100000.0,-38000000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q2,,2011-06-30,2011-08-05 09:38:53+00:00,262900000.0,501000000.0,-481300000.0,1839500000.0,894700000.0,0.0,463800000.0,48700000.0,40600000.0,130200000.0,,944500000.0,63600000.0,313200000.0,719700000.0,6800000.0,,822600000.0,125200000.0,505000000.0,77600000.0,300100000.0,,,590700000.0,188500000.0,,,112200000.0,161700000.0,39300000.0,0.0,4314800000.0,103000000.0,1947400000.0,602300000.0,103000000.0,109800000.0,4205000000.0,4314800000.0,1647700000.0,3602700000.0,-41200000.0
W. R. Grace & Co,GRA,,1045309,2011.0,Q1,,2011-03-31,2011-05-06 15:32:44+00:00,264200000.0,446300000.0,-502400000.0,1841900000.0,819400000.0,0.0,457700000.0,53700000.0,32800000.0,129200000.0,,935700000.0,59400000.0,303600000.0,713000000.0,6700000.0,,839000000.0,128700000.0,517800000.0,97100000.0,273800000.0,,,596000000.0,185200000.0,,,98400000.0,85900000.0,36400000.0,0.0,4187900000.0,-2500000.0,1818500000.0,574400000.0,-2500000.0,4200000.0,4183700000.0,4187900000.0,1656400000.0,3609300000.0,-43700000.0
W. R. Grace & Co,GRA,,1045309,2012.0,FY,,2012-12-31,2014-02-27 14:14:43+00:00,252000000.0,490400000.0,29700000.0,2205500000.0,1336900000.0,,537300000.0,58300000.0,32100000.0,196700000.0,82700000.0,1009100000.0,85500000.0,283600000.0,770500000.0,9900000.0,,953200000.0,114700000.0,587400000.0,78400000.0,307300000.0,,,524500000.0,207600000.0,,,197600000.0,-240300000.0,87000000.0,,5090400000.0,309900000.0,2445200000.0,646300000.0,309900000.0,319800000.0,4770600000.0,5090400000.0,1874700000.0,4124300000.0,-16800000.0
W. R. Grace & Co,GRA,,1045309,2012.0,Q3,,2012-09-30,2012-11-08 16:23:25+00:00,253200000.0,483400000.0,-610700000.0,1843300000.0,1251200000.0,0.0,517300000.0,58800000.0,32800000.0,170000000.0,84500000.0,1000600000.0,81200000.0,309000000.0,735400000.0,9400000.0,,756500000.0,104800000.0,570200000.0,95100000.0,305100000.0,,,538000000.0,201200000.0,,,160600000.0,506800000.0,75900000.0,0.0,4756500000.0,392800000.0,2358100000.0,634200000.0,392800000.0,402200000.0,4354300000.0,4756500000.0,1663000000.0,3720100000.0,-20600000.0
