company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 11:01:37+00:00,0.63,0.63,0.4,0.62,,130800000.0,146545000.0,259669000.0,-113124000.0,146545000.0,3021708000.0,4859336000.0,93118000.0,,,163508000.0,1020371000.0,3114826000.0,1744510000.0,175604000.0,5442000.0,1183879000.0,560631000.0,-170162000.0,390469000.0,4859336000.0,232600000.0,232600000.0,236400000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q3,2010-06-28,2010-09-26,2010-11-03 13:29:01+00:00,0.38,0.38,0.1,0.38,,36790000.0,88829000.0,93717000.0,-4888000.0,88829000.0,770089000.0,1259960000.0,28049000.0,,,67476000.0,241976000.0,798138000.0,461822000.0,23102000.0,1239000.0,309452000.0,152370000.0,-21863000.0,130507000.0,1259960000.0,233800000.0,233800000.0,233800000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q3YTD,2010-01-01,2010-09-26,,0.82,0.82,0.3,0.82,,155684000.0,193311000.0,301745000.0,-108434000.0,193311000.0,2316318000.0,3775938000.0,69117000.0,,,145837000.0,720755000.0,2385435000.0,1390503000.0,70148000.0,3666000.0,866592000.0,523911000.0,-66482000.0,457429000.0,3775938000.0,233800000.0,233800000.0,233800000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q3TTM,2009-09-28,2010-09-26,,-0.12,-0.12,0.4,-0.11,-18888000.0,64754000.0,-25385000.0,198100000.0,-223485000.0,-25385000.0,2771825000.0,4638868000.0,232412000.0,,,268173000.0,1047963000.0,3004237000.0,1634631000.0,79232000.0,4703000.0,1297248000.0,337383000.0,-74529000.0,262854000.0,4638868000.0,233800000.0,233800000.0,233800000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q2,2010-03-29,2010-06-27,2010-08-05 14:12:56+00:00,0.3,0.3,0.1,0.3,,57425000.0,71157000.0,139287000.0,-68130000.0,71157000.0,807238000.0,1308806000.0,9262000.0,,,30125000.0,243429000.0,816500000.0,492306000.0,23591000.0,1551000.0,273554000.0,218752000.0,-22040000.0,196712000.0,1308806000.0,237200000.0,237200000.0,237200000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q2YTD,2010-01-01,2010-06-27,,0.44,0.44,0.2,0.44,,118894000.0,104482000.0,208028000.0,-103546000.0,104482000.0,1546229000.0,2515978000.0,41068000.0,,,78361000.0,478779000.0,1587297000.0,928681000.0,47046000.0,2427000.0,557140000.0,371541000.0,-44619000.0,326922000.0,2515978000.0,237200000.0,237200000.0,237200000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q2TTM,2009-06-29,2010-06-27,,-0.39,-0.39,0.4,-0.38,,70764000.0,-87731000.0,130866000.0,-218597000.0,-87731000.0,2919258000.0,4637176000.0,204363000.0,,,252646000.0,1006248000.0,3123621000.0,1513555000.0,57442000.0,4411000.0,1258894000.0,254661000.0,-53031000.0,201630000.0,4637176000.0,237200000.0,237200000.0,237200000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q1,2010-01-01,2010-03-28,2010-05-06 15:33:45+00:00,0.14,0.14,0.1,0.14,,61469000.0,33325000.0,68741000.0,-35416000.0,33325000.0,738991000.0,1207172000.0,31806000.0,,,48236000.0,235350000.0,770797000.0,436375000.0,23455000.0,876000.0,283586000.0,152789000.0,-22579000.0,130210000.0,1207172000.0,238000000.0,238000000.0,238000000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q1TTM,2009-03-30,2010-03-28,,-0.61,-0.61,0.4,-0.6,28387000.0,63116000.0,-139138000.0,11329000.0,-150467000.0,-139138000.0,3065473000.0,4605982000.0,195101000.0,,,237652000.0,972712000.0,3260574000.0,1345408000.0,35389000.0,3177000.0,1238751000.0,106657000.0,-32212000.0,74445000.0,4605982000.0,238000000.0,238000000.0,238000000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q4,2011-09-26,2011-12-31,,0.46,0.46,0.13,0.45,,28909000.0,105680000.0,54644000.0,51036000.0,105680000.0,758885000.0,1183930000.0,12026000.0,,,18970000.0,301669000.0,770911000.0,413019000.0,11165000.0,2338000.0,320639000.0,92380000.0,-8827000.0,83553000.0,1183930000.0,233100000.0,233100000.0,234900000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,FY,2011-01-01,2011-12-31,2014-02-20 13:23:40+00:00,2.57,2.57,0.475,2.55,,244586000.0,599114000.0,548078000.0,51036000.0,599114000.0,3335780000.0,5311713000.0,17031000.0,,,67992000.0,1060943000.0,3352811000.0,1958902000.0,45266000.0,7963000.0,1128935000.0,829967000.0,-37303000.0,792664000.0,5311713000.0,233100000.0,233100000.0,234900000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q3,2011-06-27,2011-09-25,2011-11-03 11:02:58+00:00,0.79,0.79,0.125,0.78,,50303000.0,183594000.0,183594000.0,,183594000.0,879215000.0,1397256000.0,6189000.0,,,12429000.0,256735000.0,885404000.0,511852000.0,11270000.0,2479000.0,269164000.0,242688000.0,-8791000.0,233897000.0,1397256000.0,232400000.0,232400000.0,235400000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q3YTD,2011-01-01,2011-09-25,,2.11,2.11,0.35,2.1,,215677000.0,493434000.0,493434000.0,,493434000.0,2576895000.0,4127783000.0,5005000.0,,,49022000.0,759274000.0,2581900000.0,1545883000.0,34101000.0,5625000.0,808296000.0,737587000.0,-28476000.0,709111000.0,4127783000.0,232400000.0,232400000.0,235400000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q3TTM,2010-09-27,2011-09-25,,1.92,1.92,0.45,1.9,,190793000.0,446668000.0,451358000.0,-4690000.0,446668000.0,3282285000.0,5211181000.0,29006000.0,,,66693000.0,1058890000.0,3311291000.0,1899890000.0,139557000.0,7401000.0,1125583000.0,774307000.0,-132156000.0,642151000.0,5211181000.0,232400000.0,232400000.0,235400000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q2,2011-03-28,2011-06-26,2011-08-04 10:29:07+00:00,0.81,0.81,0.125,0.81,,101720000.0,190580000.0,190580000.0,,190580000.0,928467000.0,1505597000.0,-6790000.0,,,13594000.0,268424000.0,921677000.0,583920000.0,11350000.0,1748000.0,282018000.0,301902000.0,-9602000.0,292300000.0,1505597000.0,235300000.0,235300000.0,235300000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q2YTD,2011-01-01,2011-06-26,,1.32,1.32,0.23,1.32,,165374000.0,309840000.0,309840000.0,,309840000.0,1697680000.0,2730527000.0,-1184000.0,,,36593000.0,502539000.0,1696496000.0,1034031000.0,22831000.0,3146000.0,539132000.0,494899000.0,-19685000.0,475214000.0,2730527000.0,235300000.0,235300000.0,235300000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q2TTM,2010-06-28,2011-06-26,,1.51,1.51,0.43,1.5,,177280000.0,351903000.0,361481000.0,-9578000.0,351903000.0,3173159000.0,5073885000.0,50866000.0,,,121740000.0,1044131000.0,3224025000.0,1849860000.0,151389000.0,6161000.0,1165871000.0,683989000.0,-145228000.0,538761000.0,5073885000.0,235300000.0,235300000.0,235300000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q1,2011-01-01,2011-03-27,2011-05-04 16:36:54+00:00,0.51,0.51,0.1,0.51,,63654000.0,119260000.0,119260000.0,,119260000.0,769213000.0,1224930000.0,5606000.0,,,22999000.0,234115000.0,774819000.0,450111000.0,11481000.0,1398000.0,257114000.0,192997000.0,-10083000.0,182914000.0,1224930000.0,233800000.0,233800000.0,233800000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q1TTM,2010-03-29,2011-03-27,,1.0,1.0,0.4,0.99,,132985000.0,232480000.0,310188000.0,-77708000.0,232480000.0,3051930000.0,4877094000.0,66918000.0,,,138271000.0,1019136000.0,3118848000.0,1758246000.0,163630000.0,5964000.0,1157407000.0,600839000.0,-157666000.0,443173000.0,4877094000.0,233800000.0,233800000.0,233800000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q4,2012-10-01,2012-12-31,,0.33,0.33,0.15,0.32,,35717000.0,70639000.0,70639000.0,,70639000.0,738732000.0,1170860000.0,9415000.0,,,1634000.0,304976000.0,748147000.0,422713000.0,11505000.0,1758000.0,306610000.0,116103000.0,-9747000.0,106356000.0,1170860000.0,226900000.0,226900000.0,229400000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,FY,2012-01-01,2012-12-31,2014-02-20 13:23:40+00:00,2.75,2.75,0.62,2.72,,337587000.0,623925000.0,623925000.0,0.0,623925000.0,3418384000.0,5580506000.0,22239000.0,,,28475000.0,1111232000.0,3440623000.0,2139883000.0,46033000.0,7369000.0,1139707000.0,1000176000.0,-38664000.0,961512000.0,5580506000.0,226900000.0,226900000.0,229400000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q3,2012-07-02,2012-09-30,2013-11-06 16:40:56+00:00,0.59,0.59,0.155,0.59,,73110000.0,134001000.0,134001000.0,,134001000.0,757595000.0,1250295000.0,9069000.0,,,9170000.0,257359000.0,766664000.0,483631000.0,11438000.0,1447000.0,266529000.0,217102000.0,-9991000.0,207111000.0,1250295000.0,227100000.0,227100000.0,227100000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.42,2.42,0.47,2.4,,301870000.0,553286000.0,553286000.0,,553286000.0,2679652000.0,4409646000.0,12824000.0,,,26841000.0,806256000.0,2692476000.0,1717170000.0,34528000.0,5611000.0,833097000.0,884073000.0,-28917000.0,855156000.0,4409646000.0,227100000.0,227100000.0,227100000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q3TTM,2011-09-26,2012-09-30,,2.88,2.88,0.59,2.85,,330779000.0,658966000.0,607930000.0,51036000.0,658966000.0,3438537000.0,5593576000.0,24850000.0,,,45811000.0,1107925000.0,3463387000.0,2130189000.0,45693000.0,7949000.0,1153736000.0,976453000.0,-37744000.0,938709000.0,5593576000.0,227100000.0,227100000.0,227100000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q2,2012-04-02,2012-07-01,2013-08-08 12:01:47+00:00,1.08,1.08,0.155,1.07,,134899000.0,247250000.0,247250000.0,,247250000.0,1053942000.0,1729660000.0,-5259000.0,,,6220000.0,283244000.0,1048683000.0,680977000.0,11595000.0,2231000.0,289464000.0,391513000.0,-9364000.0,382149000.0,1729660000.0,228900000.0,228900000.0,231100000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q2YTD,2012-01-01,2012-07-01,,1.83,1.83,0.31,1.81,,228760000.0,419285000.0,419285000.0,,419285000.0,1922057000.0,3159351000.0,3755000.0,,,17671000.0,548897000.0,1925812000.0,1233539000.0,23090000.0,4164000.0,566568000.0,666971000.0,-18926000.0,648045000.0,3159351000.0,228900000.0,228900000.0,231100000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q2TTM,2011-06-27,2012-07-01,,3.08,3.08,0.56,3.04,,307972000.0,708559000.0,657523000.0,51036000.0,708559000.0,3560157000.0,5740537000.0,21970000.0,,,49070000.0,1107301000.0,3582127000.0,2158410000.0,45525000.0,8981000.0,1156371000.0,1002039000.0,-36544000.0,965495000.0,5740537000.0,228900000.0,228900000.0,231100000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q1,2012-01-01,2012-04-01,2013-05-09 11:55:15+00:00,0.75,0.75,0.155,0.74,,93861000.0,172035000.0,172035000.0,,172035000.0,868115000.0,1429691000.0,9014000.0,,,11451000.0,265653000.0,877129000.0,552562000.0,11495000.0,1933000.0,277104000.0,275458000.0,-9562000.0,265896000.0,1429691000.0,229400000.0,228988000.0,232500000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q1TTM,2011-03-28,2012-04-01,,2.81,2.81,0.53,2.78,,274793000.0,651889000.0,600853000.0,51036000.0,651889000.0,3434682000.0,5516474000.0,20439000.0,,,56444000.0,1092481000.0,3455121000.0,2061353000.0,45280000.0,8498000.0,1148925000.0,912428000.0,-36782000.0,875646000.0,5516474000.0,229400000.0,228988000.0,232500000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,FY,2013-01-01,2013-12-31,2015-02-19 11:57:16+00:00,3.3,3.3,0.84,3.28,,380312000.0,733993000.0,733993000.0,,733993000.0,3561409000.0,5899872000.0,60008000.0,,,-2131000.0,1126884000.0,3621417000.0,2278455000.0,45256000.0,5859000.0,1124753000.0,1153702000.0,-39397000.0,1114305000.0,5899872000.0,222400000.0,222400000.0,223800000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q4,2013-09-30,2013-12-31,,0.35,0.35,0.21,0.35,,36682000.0,75409000.0,75409000.0,,75409000.0,747034000.0,1190634000.0,20997000.0,,,-418000.0,300985000.0,768031000.0,422603000.0,11258000.0,1313000.0,300567000.0,122036000.0,-9945000.0,112091000.0,1190634000.0,222400000.0,222400000.0,223800000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q3,2013-07-01,2013-09-29,2013-11-06 16:40:56+00:00,0.73,0.73,0.21,0.73,,78615000.0,162716000.0,162716000.0,,162716000.0,803913000.0,1343718000.0,14604000.0,,,646000.0,273016000.0,818517000.0,525201000.0,11369000.0,1161000.0,273662000.0,251539000.0,-10208000.0,241331000.0,1343718000.0,222900000.0,222900000.0,222900000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q3YTD,2013-01-01,2013-09-29,,2.95,2.95,0.63,2.93,,343630000.0,658584000.0,658584000.0,,658584000.0,2814375000.0,4709238000.0,39011000.0,,,-1713000.0,825899000.0,2853386000.0,1855852000.0,33998000.0,4546000.0,824186000.0,1031666000.0,-29452000.0,1002214000.0,4709238000.0,222900000.0,222900000.0,222900000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q3TTM,2012-10-01,2013-09-29,,3.28,3.28,0.78,3.25,,379347000.0,729223000.0,729223000.0,,729223000.0,3553107000.0,5880098000.0,48426000.0,,,-79000.0,1130875000.0,3601533000.0,2278565000.0,45503000.0,6304000.0,1130796000.0,1147769000.0,-39199000.0,1108570000.0,5880098000.0,222900000.0,222900000.0,222900000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q2,2013-04-01,2013-06-30,2013-08-08 12:01:47+00:00,1.22,1.22,0.21,1.21,,150614000.0,271739000.0,271739000.0,,271739000.0,1075102000.0,1794307000.0,11297000.0,,,-5297000.0,281384000.0,1086399000.0,707908000.0,11238000.0,1770000.0,276087000.0,431821000.0,-9468000.0,422353000.0,1794307000.0,222700000.0,222700000.0,224600000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q2YTD,2013-01-01,2013-06-30,,2.22,2.22,0.42,2.2,,265015000.0,495868000.0,495868000.0,,495868000.0,2010462000.0,3365520000.0,24407000.0,,,-2359000.0,552883000.0,2034869000.0,1330651000.0,22629000.0,3385000.0,550524000.0,780127000.0,-19244000.0,760883000.0,3365520000.0,222700000.0,222700000.0,224600000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q2TTM,2012-07-02,2013-06-30,,3.14,3.14,0.73,3.11,,373842000.0,700508000.0,700508000.0,,700508000.0,3506789000.0,5786675000.0,42891000.0,,,8445000.0,1115218000.0,3549680000.0,2236995000.0,45572000.0,6590000.0,1123663000.0,1113332000.0,-38982000.0,1074350000.0,5786675000.0,222700000.0,222700000.0,224600000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q1,2013-01-01,2013-03-31,2013-05-09 11:55:15+00:00,1.0,1.0,0.21,0.99,,114401000.0,224129000.0,224129000.0,,224129000.0,935360000.0,1571213000.0,13110000.0,,,2938000.0,271499000.0,948470000.0,622743000.0,11391000.0,1615000.0,274437000.0,348306000.0,-9776000.0,338530000.0,1571213000.0,224100000.0,224429000.0,226400000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q1TTM,2012-04-02,2013-03-31,,3.0,3.0,0.68,2.97,,358127000.0,676019000.0,676019000.0,,676019000.0,3485629000.0,5722028000.0,26335000.0,,,19962000.0,1117078000.0,3511964000.0,2210064000.0,45929000.0,7051000.0,1137040000.0,1073024000.0,-38878000.0,1034146000.0,5722028000.0,224100000.0,224429000.0,226400000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 16:01:23+00:00,3.9,3.9,1.1,3.88,,438709000.0,844611000.0,844611000.0,,844611000.0,3707077000.0,6228508000.0,80946000.0,,,,1159502000.0,3788023000.0,2440485000.0,4162000.0,6499000.0,1159502000.0,1280983000.0,2337000.0,1283320000.0,6228508000.0,216600000.0,216600000.0,217700000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q4,2014-09-29,2014-12-31,,0.36,0.36,0.28,0.36,,25402000.0,74475000.0,74475000.0,,74475000.0,761677000.0,1200157000.0,23157000.0,,,,316990000.0,784834000.0,415323000.0,15000.0,1559000.0,316990000.0,98333000.0,1544000.0,99877000.0,1200157000.0,216600000.0,216600000.0,217700000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q3,2014-06-30,2014-09-28,2015-11-05 12:51:13+00:00,0.7,0.7,0.275,0.69,,75439000.0,150066000.0,150066000.0,,150066000.0,776099000.0,1301604000.0,21497000.0,,,,279935000.0,797596000.0,504008000.0,77000.0,1509000.0,279935000.0,224073000.0,1432000.0,225505000.0,1301604000.0,214400000.0,214400000.0,217500000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q3YTD,2014-01-01,2014-09-28,,3.54,3.54,0.83,3.52,,413307000.0,770136000.0,770136000.0,,770136000.0,2945400000.0,5028351000.0,57789000.0,,,,842512000.0,3003189000.0,2025162000.0,4147000.0,4940000.0,842512000.0,1182650000.0,793000.0,1183443000.0,5028351000.0,214400000.0,214400000.0,217500000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q3TTM,2013-09-30,2014-09-28,,3.89,3.89,1.04,3.87,,449989000.0,845545000.0,845545000.0,,845545000.0,3692434000.0,6218985000.0,78786000.0,,,-418000.0,1143497000.0,3771220000.0,2447765000.0,15405000.0,6253000.0,1143079000.0,1304686000.0,-9152000.0,1295534000.0,6218985000.0,214400000.0,214400000.0,217500000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q2YTD,2014-01-01,2014-06-29,,2.84,2.84,0.55,2.83,,337868000.0,620070000.0,620070000.0,,620070000.0,2169301000.0,3726747000.0,36292000.0,,,,562577000.0,2205593000.0,1521154000.0,4070000.0,3431000.0,562577000.0,958577000.0,-639000.0,957938000.0,3726747000.0,217300000.0,217300000.0,218600000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q2TTM,2013-07-01,2014-06-29,,3.92,3.92,0.97,3.91,,453165000.0,858195000.0,858195000.0,,858195000.0,3720248000.0,6261099000.0,71893000.0,,,228000.0,1136578000.0,3792141000.0,2468958000.0,26697000.0,5905000.0,1136806000.0,1332152000.0,-20792000.0,1311360000.0,6261099000.0,217300000.0,217300000.0,218600000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q2,2014-03-31,2014-06-29,2015-08-06 10:59:13+00:00,1.63,1.63,0.275,1.62,,194921000.0,354153000.0,354153000.0,,354153000.0,1150887000.0,2000699000.0,15961000.0,,,,286156000.0,1166848000.0,833851000.0,393000.0,1772000.0,286156000.0,547695000.0,1379000.0,549074000.0,2000699000.0,217300000.0,217300000.0,218600000.0
