company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,employeebenefitassets,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2008.0,FY,,2008-12-31,2010-02-23 11:14:11+00:00,303277000.0,265319000.0,503466000.0,-522526000.0,,568894000.0,,850153000.0,123327000.0,,60131000.0,2176238000.0,817102000.0,379141000.0,1056928000.0,288240000.0,,758411000.0,,,,,2682680000.0,77941000.0,,79672000.0,155040000.0,128730000.0,,6458778000.0,1738649000.0,1378461000.0,7828625000.0,2115603000.0,5526552000.0,2623333000.0,2115603000.0,2115603000.0,5713022000.0,7828625000.0,1245145000.0,3089689000.0,0.0,-4670802000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2008.0,Q3,,2008-09-28,2009-10-30 13:45:14+00:00,435291000.0,331388000.0,635479000.0,,,504385000.0,,,,75054000.0,144678000.0,2033000000.0,906244000.0,401277000.0,1088179000.0,,,275959000.0,,,,,2245015000.0,,2500359000.0,165068000.0,180667000.0,222890000.0,,,1138982000.0,1115559000.0,7199737000.0,2500359000.0,4820514000.0,2209752000.0,2500359000.0,2500359000.0,4699378000.0,7199737000.0,1291044000.0,2489626000.0,,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2008.0,Q2,,2008-06-29,2009-07-31 15:23:48+00:00,322449000.0,290139000.0,518814000.0,,,803400000.0,0.0,,,77809000.0,63103000.0,2050000000.0,934534000.0,341396000.0,1059897000.0,,,269928000.0,,,,,1617817000.0,,2532837000.0,142185000.0,161791000.0,206624000.0,,,927934000.0,1246849000.0,6783753000.0,2532837000.0,4506225000.0,1769197000.0,2532837000.0,2532837000.0,4250916000.0,6783753000.0,1217631000.0,2481719000.0,,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2009.0,FY,,2009-12-31,2011-02-24 15:51:35+00:00,162515000.0,269371000.0,514084000.0,-417898000.0,,1630433000.0,,874468000.0,179685000.0,,31400000.0,4114039000.0,3621048000.0,323029000.0,906906000.0,177504000.0,,509804000.0,,,282421000.0,,181211000.0,69535000.0,,76711000.0,155333000.0,,,6324268000.0,1522090000.0,1475799000.0,9155518000.0,2108118000.0,4341949000.0,2268224000.0,2108118000.0,2108118000.0,7047400000.0,9155518000.0,3906663000.0,4779176000.0,0.0,-4672720000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2009.0,Q3,,2009-09-27,2009-10-30 13:45:14+00:00,298485000.0,339163000.0,654627000.0,,,1524382000.0,,2289972000.0,,0.0,99200000.0,3176648000.0,3652987000.0,432691000.0,987393000.0,,,768474000.0,,,,,0.0,,,368404000.0,171354000.0,423684000.0,,,1993508000.0,1525164000.0,9353068000.0,2289972000.0,4245084000.0,2946620000.0,2289972000.0,2289972000.0,7063096000.0,9353068000.0,4120591000.0,4116476000.0,,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2009.0,Q2,,2009-06-28,2010-08-05 14:12:56+00:00,272989000.0,253544000.0,523233000.0,,,1023401000.0,,2252783000.0,,,31892000.0,3038387000.0,3472325000.0,403524000.0,983050000.0,,,754733000.0,,,346299000.0,,243925000.0,72349000.0,,355026000.0,159302000.0,,,,1690910000.0,1651700000.0,8764686000.0,2252783000.0,3922393000.0,2559481000.0,2252783000.0,2252783000.0,6511903000.0,8764686000.0,3859243000.0,3952422000.0,,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2009.0,Q1,,2009-03-29,2010-05-06 15:33:45+00:00,363282000.0,284853000.0,568767000.0,,,884623000.0,,,,,59046000.0,2757185000.0,796732000.0,421577000.0,1016043000.0,,,744459000.0,580736000.0,,243054000.0,,2318341000.0,74488000.0,2232813000.0,337234000.0,154225000.0,,,,1724375000.0,1677355000.0,8619594000.0,2232813000.0,5829803000.0,2730912000.0,2232813000.0,2232813000.0,6386781000.0,8619594000.0,1773748000.0,3655869000.0,,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,FY,,2010-12-31,2012-02-23 14:28:10+00:00,225346000.0,262382000.0,556671000.0,-366222000.0,,1021933000.0,0.0,911437000.0,146411000.0,,29590000.0,4520591000.0,1553781000.0,326446000.0,815112000.0,213989000.0,,536847000.0,2684330000.0,,100991000.0,,,,,67312000.0,152654000.0,,987913000.0,6336077000.0,1231765000.0,1220550000.0,9430740000.0,2206866000.0,4066626000.0,2013782000.0,2206866000.0,2206866000.0,7223874000.0,9430740000.0,4549002000.0,5210092000.0,0.0,-4674426000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q3,,2010-09-26,2010-11-03 13:29:01+00:00,243840000.0,306085000.0,690811000.0,,,1494301000.0,,,,,29992000.0,2814400000.0,2045249000.0,319101000.0,779991000.0,,,626128000.0,,,1314370000.0,731833000.0,,,,2686768000.0,1954591000.0,,,,789407000.0,1065103000.0,10040960000.0,,4498960000.0,2455891000.0,2189950000.0,2189950000.0,7851010000.0,10040960000.0,4762009000.0,5395119000.0,,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q2,,2010-06-27,2010-08-05 14:12:56+00:00,241719000.0,248620000.0,592185000.0,,,1414912000.0,,2137004000.0,,,28110000.0,5052359000.0,1717644000.0,296920000.0,810104000.0,,,509441000.0,2850684000.0,,304015000.0,,85126000.0,61501000.0,,231350000.0,147689000.0,,1088292000.0,,1481995000.0,1148116000.0,10223893000.0,2137004000.0,4586001000.0,2377400000.0,2137004000.0,2137004000.0,8086889000.0,10223893000.0,4827788000.0,5709489000.0,,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q1,,2010-03-28,2010-05-06 15:33:45+00:00,265905000.0,286518000.0,599820000.0,,,1442798000.0,,,,,29818000.0,2862725000.0,1274734000.0,322238000.0,847480000.0,,,504562000.0,,,1566360000.0,1295104000.0,151175000.0,61726000.0,,3529362000.0,2864825000.0,,,,160837000.0,1252420000.0,10702903000.0,,5021509000.0,2383392000.0,2087399000.0,2087399000.0,8615504000.0,10702903000.0,4833914000.0,6232112000.0,,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,FY,,2011-12-31,2013-02-22 11:01:37+00:00,255713000.0,219039000.0,564172000.0,-476733000.0,,1526950000.0,0.0,971783000.0,132331000.0,,29081000.0,3843886000.0,4026214000.0,418006000.0,809459000.0,202439000.0,,571065000.0,,,102378000.0,,,,,64765000.0,140339000.0,,229655000.0,6824180000.0,1878733000.0,1913847000.0,9674164000.0,2420256000.0,4542206000.0,2698618000.0,2420256000.0,2420256000.0,7253908000.0,9674164000.0,4322499000.0,4555290000.0,0.0,-4898974000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q3,,2011-09-25,2011-11-03 11:02:58+00:00,289490000.0,285332000.0,731943000.0,,,1428753000.0,0.0,2601260000.0,,,30004000.0,4154899000.0,2095839000.0,345963000.0,775213000.0,,,368891000.0,2119789000.0,,217445000.0,,,,,298328000.0,138126000.0,,824352000.0,,1419750000.0,1283341000.0,9704359000.0,2601260000.0,4385186000.0,2441183000.0,2601260000.0,2601260000.0,7103099000.0,9704359000.0,4543960000.0,4661916000.0,,
