company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,effectofexchangeratechanges,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2009.0,Q2,2009-03-30,2009-06-28,,,11192000.0,,442853000.0,91068000.0,-53126000.0,227026000.0,,,91068000.0,-53126000.0,62584000.0,131896000.0,-164442000.0,87706000.0,277335000.0,20178000.0,-23458000.0,-182510000.0,-37314000.0,-415737000.0,-296000.0,-110637000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2009.0,Q1,2009-01-01,2009-03-29,2010-05-06 15:33:45+00:00,,6253000.0,10000.0,644173000.0,553681000.0,-6990000.0,-227026000.0,,,553681000.0,-6990000.0,-227026000.0,305740000.0,,147000.0,1358000.0,-20178000.0,-23455000.0,-98976000.0,-20009000.0,-67194000.0,,110637000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q4,2010-09-27,2010-12-31,,,19000.0,379000.0,481801000.0,-500221000.0,36341000.0,-6084000.0,,,-500221000.0,36341000.0,-6084000.0,-472368000.0,,177000.0,13918000.0,-2423000.0,-23665000.0,-595494000.0,-93286000.0,-959739000.0,-19000.0,711203000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 11:01:37+00:00,,4940000.0,7845000.0,706416000.0,-1856090000.0,145437000.0,1163418000.0,,,-1856090000.0,145437000.0,1163418000.0,-614563000.0,,3767000.0,,-72268000.0,-94145000.0,-2436897000.0,-170845000.0,-2478267000.0,-1706000.0,2753179000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q3YTD,2010-01-01,2010-09-26,2010-11-03 13:29:01+00:00,,4921000.0,7466000.0,224615000.0,-1355869000.0,109096000.0,1169502000.0,,,-1355869000.0,109096000.0,1169502000.0,-142195000.0,,3590000.0,-13918000.0,-69845000.0,-70480000.0,-1841403000.0,-77559000.0,-1518528000.0,-1687000.0,2041976000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q3TTM,2009-09-28,2010-09-26,,,4359000.0,7466000.0,1945188000.0,-954403000.0,-186341000.0,1778512000.0,,,-954403000.0,-186341000.0,1267460000.0,-30081000.0,-511052000.0,-53079000.0,-414832000.0,-161156000.0,-93958000.0,-2315757000.0,-104896000.0,-2755864000.0,-3311000.0,2649144000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q3,2010-06-28,2010-09-26,,,8093000.0,282000.0,164434000.0,-371139000.0,39618000.0,443492000.0,,,-371139000.0,39618000.0,443492000.0,74085000.0,,190000.0,33226000.0,-45979000.0,-23447000.0,-639591000.0,-31805000.0,-511257000.0,-496000.0,677788000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q2YTD,2010-01-01,2010-06-27,2010-08-05 14:12:56+00:00,,-3172000.0,7184000.0,60181000.0,-984730000.0,69478000.0,726010000.0,,,-984730000.0,69478000.0,726010000.0,-216280000.0,,3400000.0,-47144000.0,-23866000.0,-47033000.0,-1201812000.0,-45754000.0,-1007271000.0,-1191000.0,1364188000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q2TTM,2009-06-29,2010-06-27,,,-13828000.0,7185000.0,2477887000.0,-247542000.0,-733893000.0,1335020000.0,,,-247542000.0,-733893000.0,1499462000.0,389022000.0,164442000.0,-84283000.0,-261833000.0,-115177000.0,-93927000.0,-2338237000.0,-105179000.0,-2551589000.0,-2815000.0,1971356000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q2,2010-03-29,2010-06-27,,,-2566000.0,6083000.0,60181000.0,-430534000.0,-114068000.0,525168000.0,393000.0,,-430534000.0,-113675000.0,525168000.0,139299000.0,,484506000.0,-47144000.0,160906000.0,-23545000.0,-745933000.0,-31196000.0,-956568000.0,-1191000.0,710205000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q1,2010-01-01,2010-03-28,2010-05-06 15:33:45+00:00,,-606000.0,1101000.0,,-554196000.0,183546000.0,200842000.0,-393000.0,,-554196000.0,183153000.0,200842000.0,-355579000.0,,-481106000.0,,-184772000.0,-23488000.0,-455879000.0,-14558000.0,-50703000.0,,653983000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2010.0,Q1TTM,2009-03-30,2010-03-28,,,-70000.0,1102000.0,2860559000.0,274060000.0,-672951000.0,1036878000.0,-393000.0,,274060000.0,-673344000.0,1036878000.0,381619000.0,,-481083000.0,62646000.0,-255905000.0,-93840000.0,-1774814000.0,-111297000.0,-2010758000.0,-1920000.0,1150514000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q4,2011-09-26,2011-12-31,,,-7788000.0,-97379000.0,442514000.0,-1883642000.0,-2581429000.0,885291000.0,,74000.0,-1883642000.0,-2581429000.0,885365000.0,-308697000.0,,3601000.0,,3278797000.0,-193568000.0,-2764677000.0,-189035000.0,-1814262000.0,-224548000.0,478398000.0,-106115000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,FY,2011-01-01,2011-12-31,2013-02-22 11:01:37+00:00,,-7788000.0,7840000.0,1826734000.0,-308944000.0,-63542000.0,885291000.0,,,-308944000.0,-63542000.0,885291000.0,505017000.0,,6303000.0,,0.0,-111011000.0,-2764677000.0,-189035000.0,-1814262000.0,-224548000.0,2890170000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q3YTD,2011-01-01,2011-09-25,2011-11-03 11:02:58+00:00,,,105219000.0,1384220000.0,1574698000.0,2517887000.0,,,-74000.0,1574698000.0,2517887000.0,-74000.0,813714000.0,,2702000.0,,-3278797000.0,82557000.0,,,,,2411772000.0,106115000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q3TTM,2010-09-27,2011-09-25,,,19000.0,105598000.0,1866021000.0,1074477000.0,2554228000.0,-6084000.0,,-74000.0,1074477000.0,2554228000.0,-6158000.0,341346000.0,,2879000.0,13918000.0,-3281220000.0,58892000.0,-595494000.0,-93286000.0,-959739000.0,-19000.0,3122975000.0,106115000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q3,2011-06-27,2011-09-25,,,,95007000.0,306503000.0,430141000.0,831394000.0,,,-39000.0,430141000.0,831394000.0,-39000.0,910589000.0,,-774000.0,,-350907000.0,29405000.0,,,,,794546000.0,36848000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q2YTD,2011-01-01,2011-06-26,2011-08-04 10:29:07+00:00,,,10212000.0,1077717000.0,1144557000.0,1686493000.0,,,-35000.0,1144557000.0,1686493000.0,-35000.0,-96875000.0,,3476000.0,,-2927890000.0,53152000.0,,,,,1617226000.0,69267000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q2TTM,2010-06-28,2011-06-26,,,8112000.0,10873000.0,1723952000.0,273197000.0,1762452000.0,437408000.0,,-35000.0,273197000.0,1762452000.0,437373000.0,-495158000.0,,3843000.0,47144000.0,-2976292000.0,6040000.0,-1235085000.0,-125091000.0,-1470996000.0,-515000.0,3006217000.0,69267000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q2,2011-03-28,2011-06-26,,,2693000.0,6351000.0,1077717000.0,1251361000.0,1561471000.0,104918000.0,,-35000.0,1251361000.0,1561471000.0,104883000.0,-7457000.0,,-446862000.0,-24974000.0,-2927865000.0,76795000.0,549200000.0,27704000.0,532661000.0,4699000.0,940274000.0,69267000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q1,2011-01-01,2011-03-27,2011-05-04 16:36:54+00:00,,-2693000.0,3861000.0,,-106804000.0,125022000.0,-104918000.0,,,-106804000.0,125022000.0,-104918000.0,-89418000.0,,450338000.0,24974000.0,-25000.0,-23643000.0,-549200000.0,-27704000.0,-532661000.0,-4699000.0,676952000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2011.0,Q1TTM,2010-03-29,2011-03-27,,,2853000.0,10605000.0,706416000.0,-1408698000.0,86913000.0,857658000.0,393000.0,,-1408698000.0,87306000.0,857658000.0,-348402000.0,,935211000.0,24974000.0,112479000.0,-94300000.0,-2530218000.0,-183991000.0,-2960225000.0,-6405000.0,2776148000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,FY,2012-01-01,2012-12-31,2014-02-20 13:23:40+00:00,,,357605000.0,2444867000.0,2957218000.0,3075992000.0,,,,2957218000.0,3075992000.0,,-458812000.0,,13065000.0,0.0,-6492022000.0,141681000.0,,,,,2886990000.0,189002000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q4,2012-10-01,2012-12-31,,,6608000.0,321263000.0,492849000.0,3120013000.0,3350896000.0,-712498000.0,,,3120013000.0,3350896000.0,-712498000.0,-727003000.0,,-3325000.0,,-6492022000.0,248241000.0,2333646000.0,95329000.0,1803004000.0,257981000.0,732919000.0,189002000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-06 16:40:56+00:00,,-6608000.0,36342000.0,1952018000.0,-162795000.0,-274904000.0,712498000.0,,,-162795000.0,-274904000.0,712498000.0,268191000.0,,16390000.0,0.0,,-106560000.0,-2333646000.0,-95329000.0,-1803004000.0,-257981000.0,2154071000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q3TTM,2011-09-26,2012-09-30,,,-14396000.0,-61037000.0,2394532000.0,-2046437000.0,-2856333000.0,1597789000.0,,74000.0,-2046437000.0,-2856333000.0,1597863000.0,-40506000.0,,19991000.0,,3278797000.0,-300128000.0,-5098323000.0,-284364000.0,-3617266000.0,-482529000.0,2632469000.0,-106115000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q3,2012-07-02,2012-09-30,,,-6608000.0,-171737000.0,674153000.0,-1689485000.0,-1946593000.0,712498000.0,,,-1689485000.0,-1946593000.0,712498000.0,1179099000.0,,660000.0,,4109287000.0,-178205000.0,-2333646000.0,-95329000.0,-1756375000.0,-257981000.0,542460000.0,-60078000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q2YTD,2012-01-01,2012-07-01,2012-08-09 11:58:12+00:00,,,208079000.0,1277865000.0,1526690000.0,1671689000.0,,0.0,,1526690000.0,1671689000.0,,-910908000.0,,15730000.0,,-4109287000.0,71645000.0,,,-46629000.0,,1611611000.0,60078000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q2TTM,2011-06-27,2012-07-01,,,-7788000.0,205707000.0,2026882000.0,73189000.0,-78346000.0,885291000.0,,35000.0,73189000.0,-78346000.0,885326000.0,-309016000.0,,18557000.0,,-1181397000.0,-92518000.0,-2764677000.0,-189035000.0,-1860891000.0,-224548000.0,2884555000.0,-9189000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q2,2012-04-02,2012-07-01,,,,171053000.0,547462000.0,957204000.0,981720000.0,,,,957204000.0,981720000.0,,-660295000.0,,7768000.0,,-2599219000.0,35702000.0,,,195219000.0,,946322000.0,35398000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q1,2012-01-01,2012-04-01,2012-05-10 14:53:10+00:00,,,37026000.0,730403000.0,569486000.0,689969000.0,,0.0,,569486000.0,689969000.0,,-250613000.0,,7962000.0,,-1510068000.0,35943000.0,,,-241848000.0,,665289000.0,24680000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2012.0,Q1TTM,2011-03-28,2012-04-01,,,-5095000.0,41005000.0,2557137000.0,367346000.0,501405000.0,990209000.0,,,367346000.0,501405000.0,990209000.0,343822000.0,,-436073000.0,-24974000.0,-1510043000.0,-51425000.0,-2215477000.0,-161331000.0,-1523449000.0,-219849000.0,2878507000.0,24680000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q4,2013-09-30,2013-12-31,,,-16543000.0,-290774000.0,-403501000.0,-2441204000.0,-3313039000.0,977093000.0,,,-2441204000.0,-3313039000.0,977093000.0,36657000.0,,1451000.0,23076000.0,4830350000.0,-328460000.0,-3249003000.0,-208321000.0,-940689000.0,-479231000.0,232899000.0,-111690000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,FY,2013-01-01,2013-12-31,2015-02-19 11:57:16+00:00,,-16543000.0,50567000.0,1150258000.0,-393209000.0,-568867000.0,977093000.0,,,-393209000.0,-568867000.0,977093000.0,-1526000.0,,19895000.0,16355000.0,,-187688000.0,-3249003000.0,-208321000.0,-947010000.0,-479231000.0,2872102000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q3YTD,2013-01-01,2013-09-29,2013-11-06 16:40:56+00:00,,,341341000.0,1553759000.0,2047995000.0,2744172000.0,,,,2047995000.0,2744172000.0,,-38183000.0,,18444000.0,-6721000.0,-4830350000.0,140772000.0,,,-6321000.0,,2639203000.0,111690000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q3TTM,2012-10-01,2013-09-29,,,6608000.0,662604000.0,2046608000.0,5168008000.0,6095068000.0,-712498000.0,,,5168008000.0,6095068000.0,-712498000.0,-765186000.0,,15119000.0,-6721000.0,-11322372000.0,389013000.0,2333646000.0,95329000.0,1796683000.0,257981000.0,3372122000.0,300692000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q3,2013-07-01,2013-09-29,,,,107965000.0,139466000.0,313771000.0,1020017000.0,,,,313771000.0,1020017000.0,,-270735000.0,,2106000.0,-54000.0,-1604523000.0,46559000.0,,,17675000.0,,974970000.0,45101000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-08-08 12:01:47+00:00,,,233376000.0,1414293000.0,1734224000.0,1724155000.0,,,,1734224000.0,1724155000.0,,232552000.0,,16338000.0,-6667000.0,-3225827000.0,94213000.0,,,-23996000.0,,1664233000.0,66589000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q2TTM,2012-07-02,2013-06-30,,,,382902000.0,2581295000.0,3164752000.0,3128458000.0,,,,3164752000.0,3128458000.0,,684648000.0,,13673000.0,-6667000.0,-5608562000.0,164249000.0,,,22633000.0,,2939612000.0,195513000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q2,2013-04-01,2013-06-30,,,,93078000.0,842806000.0,969680000.0,1086177000.0,,,,969680000.0,1086177000.0,108489000.0,281931000.0,,1870000.0,-11000.0,-1882415000.0,46905000.0,,,-14979000.0,,1041860000.0,44328000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q1,2013-01-01,2013-03-31,2013-05-09 11:55:15+00:00,,,140298000.0,571487000.0,764544000.0,637978000.0,,,,764544000.0,637978000.0,-108489000.0,-49379000.0,,14468000.0,-6656000.0,-1343412000.0,47308000.0,,,-9017000.0,,622373000.0,22261000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2013.0,Q1TTM,2012-04-02,2013-03-31,,,,460877000.0,2285951000.0,3152276000.0,3024001000.0,,,,3152276000.0,3024001000.0,-108489000.0,-257578000.0,,19571000.0,-6656000.0,-6325366000.0,153046000.0,,,232831000.0,,2844074000.0,186583000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 16:01:23+00:00,0.0,-25863000.0,37785000.0,2010568000.0,-536096000.0,-744650000.0,,,,-536096000.0,-744650000.0,1146677000.0,-159932000.0,,11540000.0,3015082000.0,,-238300000.0,-3568423000.0,-232319000.0,-1742087000.0,-615602000.0,41010000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q3YTD,2014-01-01,2014-09-28,2015-11-05 12:51:13+00:00,,-14573000.0,28850000.0,1501747000.0,-349366000.0,-689675000.0,966868000.0,,,-349366000.0,-689675000.0,966868000.0,-86746000.0,,8873000.0,275000.0,,-179860000.0,-2918881000.0,-120316000.0,-1315517000.0,-393459000.0,2349247000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q3TTM,2013-09-30,2014-09-28,,,-31116000.0,-261924000.0,1098246000.0,-2790570000.0,-4002714000.0,1943961000.0,,,-2790570000.0,-4002714000.0,1943961000.0,-50089000.0,,10324000.0,23351000.0,4830350000.0,-508320000.0,-6167884000.0,-328637000.0,-2256206000.0,-872690000.0,2582146000.0,-111690000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q3,2014-06-30,2014-09-28,,,-19556000.0,943000.0,617821000.0,-126284000.0,-269916000.0,396276000.0,,,-126284000.0,-269916000.0,396276000.0,-19480000.0,,221000.0,130000.0,,-59229000.0,-1014304000.0,-45793000.0,-516317000.0,-169723000.0,790051000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q2TTM,2013-07-01,2014-06-29,,,-11560000.0,-154902000.0,619891000.0,-2350515000.0,-2712781000.0,1547685000.0,,,-2350515000.0,-2712781000.0,1547685000.0,-301344000.0,,12209000.0,23167000.0,3225827000.0,-402532000.0,-5153580000.0,-282844000.0,-1722214000.0,-702967000.0,2767065000.0,-66589000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q2,2014-03-31,2014-06-29,,,4983000.0,-68677000.0,523275000.0,-745607000.0,-1209555000.0,570592000.0,,,-745607000.0,-1209555000.0,570592000.0,63526000.0,,3889000.0,196000.0,1443113000.0,-181158000.0,-1904577000.0,-74523000.0,-799200000.0,-223736000.0,795230000.0,-25881000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q2YTD,2014-01-01,2014-06-29,2015-08-06 10:59:13+00:00,,4983000.0,27907000.0,883926000.0,-223082000.0,-419759000.0,570592000.0,,,-223082000.0,-419759000.0,570592000.0,-67266000.0,,8652000.0,145000.0,,-120631000.0,-1904577000.0,-74523000.0,-799200000.0,-223736000.0,1559196000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q1,2014-01-01,2014-03-30,2014-05-08 11:43:05+00:00,,,96584000.0,360651000.0,522525000.0,789796000.0,,,,522525000.0,789796000.0,,-130792000.0,,4763000.0,-51000.0,-1443113000.0,60527000.0,,,,,763966000.0,25881000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2014.0,Q1TTM,2013-04-01,2014-03-30,,,-16543000.0,6853000.0,939422000.0,-635228000.0,-417049000.0,977093000.0,,,-635228000.0,-417049000.0,1085582000.0,-82939000.0,108489000.0,10190000.0,22960000.0,-99701000.0,-174469000.0,-3249003000.0,-208321000.0,-937993000.0,-479231000.0,3013695000.0,3620000.0
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2015.0,FY,2015-01-01,2015-12-31,2018-02-21 16:29:55+00:00,-59910000.0,-14677000.0,20179000.0,3099764000.0,-354064000.0,-915848000.0,,,,-354064000.0,-915848000.0,1100118000.0,-184471000.0,,3468000.0,3144359000.0,,-249262000.0,-3751830000.0,-259974000.0,-1691193000.0,-1537020000.0,11507000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2015.0,Q4,2015-09-28,2015-12-31,,,-1011000.0,3424000.0,239836000.0,-712411000.0,-12084000.0,,,,-712411000.0,-12084000.0,79161000.0,-646345000.0,,590000.0,745832000.0,,-57811000.0,-639003000.0,-120920000.0,-255995000.0,-642455000.0,2007000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2015.0,Q3YTD,2015-01-01,2015-09-27,2016-11-03 16:02:57+00:00,-59910000.0,-13666000.0,16755000.0,2859928000.0,358347000.0,-903764000.0,,,,358347000.0,-903764000.0,1020957000.0,461874000.0,,2878000.0,2398527000.0,,-191451000.0,-3112827000.0,-139054000.0,-1435198000.0,-894565000.0,9500000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2015.0,Q3,2015-06-29,2015-09-27,,-59910000.0,-7971000.0,1091000.0,1028665000.0,143996000.0,-422063000.0,,,,143996000.0,-422063000.0,407013000.0,120975000.0,,477000.0,822985000.0,,-61706000.0,-1136264000.0,-53874000.0,-288391000.0,-536140000.0,5000000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2015.0,Q2YTD,2015-01-01,2015-06-28,2016-08-04 13:22:30+00:00,,-5695000.0,15664000.0,1831263000.0,214351000.0,-481701000.0,,,,214351000.0,-481701000.0,613944000.0,340899000.0,,2401000.0,1575542000.0,,-129745000.0,-1976563000.0,-85180000.0,-1146807000.0,-358425000.0,4500000.0,
Harley-Davidson Inc,HOG,ZDNAWZWXIKMWI51R2A08,793952,2015.0,Q1,2015-01-01,2015-03-29,2016-05-05 11:26:00+00:00,,-9019000.0,9605000.0,1309775000.0,157161000.0,-60798000.0,174700000.0,,,157161000.0,-60798000.0,174700000.0,262044000.0,,2207000.0,9000.0,,-65467000.0,-752404000.0,-38069000.0,-906259000.0,-192700000.0,729666000.0,
