company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashdividendspershare,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2008.0,FY,2007-07-01,2008-06-30,2010-08-25 15:19:46+00:00,-193900000.0,42700000.0,,,,318300000.0,4232000000.0,41300000.0,1400000.0,11800000.0,21200000.0,,-5270700000.0,2614600000.0,1772400000.0,,-700000.0,-200000.0,-5270700000.0,2613900000.0,1772200000.0,-843300000.0,1235700000.0,1161700000.0,74000000.0,248300000.0,-3239900000.0,23400000.0,-548900000.0,-6407200000.0,-180300000.0,-10100000.0,-1504800000.0,,5140600000.0,
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,FY,2008-07-01,2009-06-30,2010-08-25 15:19:46+00:00,-894800000.0,58300000.0,,,,307700000.0,,-39100000.0,-308400000.0,,12500000.0,,468400000.0,-644100000.0,1560100000.0,,,2500000.0,468400000.0,-644100000.0,1562600000.0,1347800000.0,1332600000.0,1328200000.0,4400000.0,174300000.0,1699400000.0,-175400000.0,-629400000.0,-2736500000.0,-157800000.0,-21900000.0,-580400000.0,-11800000.0,3320400000.0,
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q4,2009-04-01,2009-06-30,,4442100000.0,14800000.0,,,,79300000.0,,35400000.0,-70900000.0,,,,-4554500000.0,4993400000.0,424300000.0,,100000.0,3200000.0,-4554500000.0,4993500000.0,427500000.0,901900000.0,352600000.0,347200000.0,5400000.0,53900000.0,-4388600000.0,-182700000.0,-165500000.0,-269400000.0,-45400000.0,-400000.0,11800000.0,-11800000.0,1068700000.0,-19900000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q3,2009-01-01,2009-03-31,,3868800000.0,14600000.0,,,,77200000.0,,1800000.0,-79400000.0,,,,-4474600000.0,4077900000.0,454200000.0,,-100000.0,-700000.0,-4474600000.0,4077800000.0,453500000.0,58500000.0,402700000.0,403700000.0,-1000000.0,38100000.0,-4170600000.0,3000000.0,-166700000.0,-520400000.0,-28800000.0,-8100000.0,-129200000.0,,755300000.0,
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q3YTD,2008-07-01,2009-03-31,2010-05-06 16:13:23+00:00,-5336900000.0,43500000.0,,,,228400000.0,,-74500000.0,-237500000.0,,12500000.0,,5022900000.0,-5637500000.0,1135800000.0,,-100000.0,-700000.0,5022900000.0,-5637600000.0,1135100000.0,445900000.0,980000000.0,981000000.0,-1000000.0,120400000.0,6088000000.0,7300000.0,-463900000.0,-2467100000.0,-112400000.0,-21500000.0,-592200000.0,,2251700000.0,19900000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q2YTD,2008-07-01,2008-12-31,2010-02-09 16:49:02+00:00,-9205700000.0,28900000.0,,,,151200000.0,,-76300000.0,-158100000.0,,12500000.0,,9497500000.0,-9715400000.0,681600000.0,,,,9497500000.0,-9715400000.0,681600000.0,387400000.0,577300000.0,577300000.0,,82300000.0,10258600000.0,4300000.0,-297200000.0,-1946700000.0,-83600000.0,-13400000.0,-463000000.0,,1496400000.0,19900000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q1,2008-07-01,2008-09-30,2009-11-06 17:04:43+00:00,-20600000.0,14300000.0,,,,77300000.0,14400000.0,-32500000.0,-9700000.0,,1362900000.0,,614100000.0,-500900000.0,396600000.0,,,,614100000.0,-500900000.0,398200000.0,478900000.0,276900000.0,276900000.0,,37800000.0,-317700000.0,3400000.0,-148900000.0,-1176900000.0,-45100000.0,-12900000.0,-269300000.0,,704000000.0,19900000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q4,2010-04-01,2010-06-30,,8080700000.0,0.0,,,,0.0,21600000.0,-15600000.0,0.0,,,,-8403400000.0,7723300000.0,395500000.0,,100000.0,,-8403400000.0,7701800000.0,395500000.0,-321700000.0,207900000.0,207200000.0,700000.0,188300000.0,-7009300000.0,-5200000.0,-175300000.0,-1161400000.0,-26400000.0,-731600000.0,-487200000.0,,814000000.0,
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,FY,2009-07-01,2010-06-30,2012-08-20 17:18:30+00:00,-1863200000.0,57300000.0,,,,309200000.0,21600000.0,-13600000.0,-21300000.0,,,,89000000.0,-2379500000.0,1682100000.0,,,,89000000.0,-2379500000.0,1682100000.0,-622000000.0,1211400000.0,1210900000.0,500000.0,126000000.0,2261700000.0,1700000.0,-673400000.0,-3846700000.0,-102900000.0,-732900000.0,-766400000.0,,3406900000.0,3100000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q3YTD,2009-07-01,2010-03-31,2010-05-06 16:13:23+00:00,-9943900000.0,43600000.0,,,,232800000.0,,2000000.0,-88800000.0,,,,8492400000.0,-10102800000.0,1281800000.0,,-100000.0,-100000.0,8492400000.0,-10081300000.0,1286600000.0,-300300000.0,1003500000.0,1003700000.0,-200000.0,90500000.0,9271000000.0,6900000.0,-498100000.0,-2685300000.0,-76500000.0,-1300000.0,-279200000.0,,2592900000.0,3100000.0
