company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2008.0,FY,2007-07-01,2008-06-30,2010-08-25 15:19:46+00:00,2.37,2.37,1.1,2.34,,647700000.0,1235700000.0,1155700000.0,80000000.0,1235700000.0,4657200000.0,8733700000.0,166500000.0,,2359100000.0,4657200000.0,4076500000.0,80500000.0,2359100000.0,1717400000.0,86000000.0,1803400000.0,8733700000.0,521400000.0,521500000.0,527200000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,FY,2008-07-01,2009-06-30,2010-08-25 15:19:46+00:00,2.65,2.65,1.28,2.63,,575000000.0,1332600000.0,1325100000.0,7500000.0,1332600000.0,4822700000.0,8838400000.0,108000000.0,,2190300000.0,4822700000.0,4015700000.0,33300000.0,2190300000.0,1825400000.0,74700000.0,1900100000.0,8838400000.0,502900000.0,503200000.0,505800000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q4,2009-04-01,2009-06-30,,0.7,0.7,0.33,0.7,,12500000.0,352700000.0,344600000.0,8100000.0,352700000.0,1183800000.0,2084900000.0,31100000.0,,571600000.0,1183800000.0,901100000.0,3500000.0,571600000.0,329500000.0,27600000.0,357100000.0,2084900000.0,502900000.0,503200000.0,505800000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q3YTD,2008-07-01,2009-03-31,,1.95,1.95,0.95,1.93,,562500000.0,979900000.0,980500000.0,-600000.0,979900000.0,3638900000.0,6753500000.0,76900000.0,,1618700000.0,3638900000.0,3114600000.0,29800000.0,1618700000.0,1495900000.0,47100000.0,1543000000.0,6753500000.0,503100000.0,501200000.0,502400000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q3,2009-01-01,2009-03-31,2010-05-06 16:13:23+00:00,0.8,0.8,0.33,0.8,,226400000.0,402500000.0,402100000.0,400000.0,402500000.0,1214700000.0,2368700000.0,-4100000.0,,518900000.0,1214700000.0,1154000000.0,2500000.0,518900000.0,635100000.0,-6600000.0,628500000.0,2368700000.0,503100000.0,501200000.0,502400000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q2YTD,2008-07-01,2008-12-31,,1.15,1.15,0.62,1.13,,336100000.0,577400000.0,578400000.0,-1000000.0,577400000.0,2424200000.0,4384800000.0,81000000.0,,1099800000.0,2424200000.0,1960600000.0,27300000.0,1099800000.0,860800000.0,53700000.0,914500000.0,4384800000.0,500800000.0,503400000.0,506100000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q2,2008-10-01,2008-12-31,2010-02-09 16:49:02+00:00,0.6,0.6,0.33,0.59,,172800000.0,300500000.0,300400000.0,100000.0,300500000.0,1187500000.0,2203300000.0,38600000.0,,573100000.0,1187500000.0,1015800000.0,8100000.0,573100000.0,442700000.0,30500000.0,473200000.0,2203300000.0,500800000.0,503400000.0,506100000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,Q1,2008-07-01,2008-09-30,2009-11-06 17:04:43+00:00,0.55,0.55,0.29,0.54,,163300000.0,276900000.0,278000000.0,-1100000.0,276900000.0,1236700000.0,2181500000.0,42400000.0,,526700000.0,1236700000.0,944800000.0,19200000.0,526700000.0,418100000.0,23200000.0,441300000.0,2181500000.0,503500000.0,507500000.0,513500000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q4,2010-04-01,2010-06-30,,0.42,0.42,0.34,0.42,,97000000.0,207900000.0,205800000.0,2100000.0,207900000.0,1274400000.0,2177300000.0,11300000.0,,609700000.0,1274400000.0,902900000.0,1700000.0,609700000.0,293200000.0,9600000.0,302800000.0,2177300000.0,500600000.0,500500000.0,503700000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,FY,2009-07-01,2010-06-30,2012-08-20 17:18:30+00:00,2.42,2.42,1.35,2.4,,655900000.0,1211400000.0,1207300000.0,4100000.0,1211400000.0,5029700000.0,8927700000.0,101200000.0,,2127400000.0,5029700000.0,3898000000.0,8600000.0,2127400000.0,1770600000.0,92600000.0,1863200000.0,8927700000.0,500600000.0,500500000.0,503700000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q3,2010-01-01,2010-03-31,2010-05-06 16:13:23+00:00,0.8,0.8,0.34,0.8,,231400000.0,403600000.0,401600000.0,2000000.0,403600000.0,1330700000.0,2443200000.0,26600000.0,,504900000.0,1330700000.0,1112500000.0,1200000.0,504900000.0,607600000.0,25400000.0,633000000.0,2443200000.0,504500000.0,502400000.0,505500000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q3YTD,2009-07-01,2010-03-31,,2.0,2.0,1.01,1.98,,558900000.0,1003500000.0,1001500000.0,2000000.0,1003500000.0,3755300000.0,6750400000.0,89900000.0,,1517700000.0,3755300000.0,2995100000.0,6900000.0,1517700000.0,1477400000.0,83000000.0,1560400000.0,6750400000.0,504500000.0,502400000.0,505500000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q3TTM,2009-04-01,2010-03-31,,2.7,2.7,1.34,2.68,,571400000.0,1356200000.0,1346100000.0,10100000.0,1356200000.0,4939100000.0,8835300000.0,121000000.0,,2089300000.0,4939100000.0,3896200000.0,10400000.0,2089300000.0,1806900000.0,110600000.0,1917500000.0,8835300000.0,504500000.0,502400000.0,505500000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q2,2009-10-01,2009-12-31,2010-02-09 16:49:02+00:00,0.63,0.63,0.34,0.62,,164300000.0,315800000.0,315800000.0,0.0,315800000.0,1231300000.0,2204400000.0,29600000.0,,520100000.0,1231300000.0,973100000.0,2500000.0,520100000.0,453000000.0,27100000.0,480100000.0,2204400000.0,501300000.0,502000000.0,506200000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q2YTD,2009-07-01,2009-12-31,,1.2,1.2,0.67,1.18,,327500000.0,599900000.0,599900000.0,,599900000.0,2424600000.0,4307200000.0,63300000.0,,1012800000.0,2424600000.0,1882600000.0,5700000.0,1012800000.0,869800000.0,57600000.0,927400000.0,4307200000.0,501300000.0,502000000.0,506200000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q2TTM,2009-01-01,2009-12-31,,2.7,2.7,1.33,2.68,,566400000.0,1355100000.0,1346600000.0,8500000.0,1355100000.0,4823100000.0,8760800000.0,90300000.0,,2103300000.0,4823100000.0,3937700000.0,11700000.0,2103300000.0,1834400000.0,78600000.0,1913000000.0,8760800000.0,501300000.0,502000000.0,506200000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q1,2009-07-01,2009-09-30,2009-11-06 17:04:43+00:00,0.57,0.57,0.33,0.56,,163200000.0,284100000.0,284100000.0,0.0,284100000.0,1193300000.0,2102800000.0,33700000.0,,492700000.0,1193300000.0,909500000.0,3200000.0,492700000.0,416800000.0,30500000.0,447300000.0,2102800000.0,498400000.0,501400000.0,503700000.0
