company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2009.0,FY,,2009-06-30,2010-08-25 15:19:46+00:00,130300000.0,1050700000.0,777900000.0,156000000.0,2265300000.0,,583900000.0,329800000.0,230700000.0,402300000.0,162100000.0,2375500000.0,578700000.0,42700000.0,92400000.0,734300000.0,491800000.0,254100000.0,162600000.0,17338100000.0,15992600000.0,20600000.0,7700000.0,702700000.0,477100000.0,10716600000.0,730000000.0,30800000.0,25351700000.0,5322600000.0,20705500000.0,18763400000.0,5322600000.0,5322600000.0,20029100000.0,25351700000.0,3911900000.0,1265700000.0,0.0,-6133900000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,FY,,2010-06-30,2011-08-24 13:00:20+00:00,150000000.0,1127700000.0,771000000.0,209500000.0,1643300000.0,0.0,556900000.0,321500000.0,60000000.0,448500000.0,164500000.0,2383300000.0,542400000.0,39800000.0,104300000.0,673800000.0,456900000.0,306400000.0,129400000.0,19506000000.0,18136700000.0,11800000.0,,712300000.0,528000000.0,11252000000.0,,27900000.0,26862200000.0,5478900000.0,22316700000.0,20052200000.0,5478900000.0,5478900000.0,21383300000.0,26862200000.0,3871700000.0,1331100000.0,0.0,-6539500000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q3,,2010-03-31,2010-05-06 16:13:23+00:00,96200000.0,1131000000.0,607300000.0,266700000.0,1965000000.0,,545400000.0,333300000.0,123200000.0,453900000.0,171200000.0,2431200000.0,554200000.0,41300000.0,104100000.0,690000000.0,474500000.0,315600000.0,133800000.0,27173900000.0,25956900000.0,6600000.0,,757900000.0,474500000.0,11211600000.0,,38500000.0,34986200000.0,5938300000.0,30315000000.0,27742000000.0,5938300000.0,5938300000.0,29047900000.0,34986200000.0,3981200000.0,1305900000.0,0.0,-6085400000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q2,,2009-12-31,2010-02-09 16:49:02+00:00,101400000.0,1089400000.0,728900000.0,311100000.0,1741100000.0,,532600000.0,326800000.0,40500000.0,386400000.0,167400000.0,2413200000.0,558300000.0,41800000.0,90600000.0,707400000.0,475600000.0,328200000.0,142000000.0,22048700000.0,20809100000.0,6600000.0,0.0,761000000.0,444900000.0,10979200000.0,,40600000.0,29598900000.0,5747900000.0,24926400000.0,22560500000.0,5747900000.0,5747900000.0,23851000000.0,29598900000.0,3965100000.0,1290500000.0,0.0,-6075000000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2010.0,Q1,,2009-09-30,2009-11-06 17:04:43+00:00,94600000.0,994300000.0,725400000.0,339900000.0,1582800000.0,,533900000.0,323400000.0,143100000.0,361600000.0,162200000.0,2409800000.0,557400000.0,42200000.0,99200000.0,723500000.0,484000000.0,350000000.0,147700000.0,17098000000.0,15633700000.0,6700000.0,0.0,780100000.0,461900000.0,10835000000.0,,36600000.0,24436100000.0,5654000000.0,19718400000.0,17444000000.0,5654000000.0,5654000000.0,18782100000.0,24436100000.0,3994200000.0,1338100000.0,0.0,-6054800000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2011.0,FY,,2011-06-30,2012-08-20 17:18:30+00:00,153300000.0,1364800000.0,930400000.0,367100000.0,1389400000.0,0.0,553400000.0,350900000.0,28600000.0,558300000.0,174200000.0,3073600000.0,715700000.0,34200000.0,98000000.0,716200000.0,477200000.0,373500000.0,128700000.0,25783900000.0,24591100000.0,9100000.0,,922600000.0,556200000.0,11803900000.0,,36300000.0,34238300000.0,6010400000.0,28583500000.0,26786800000.0,6010400000.0,6010400000.0,28227900000.0,34238300000.0,4938600000.0,1441100000.0,0.0,-6714000000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2011.0,Q3,,2011-03-31,2011-05-06 11:32:00+00:00,131800000.0,1293800000.0,700500000.0,198900000.0,1600900000.0,,543200000.0,378600000.0,40100000.0,531600000.0,176100000.0,3072000000.0,718700000.0,34600000.0,96600000.0,685400000.0,459900000.0,381700000.0,125300000.0,33132700000.0,32015400000.0,12300000.0,,815100000.0,551600000.0,11739500000.0,,43600000.0,41596400000.0,6194500000.0,36083300000.0,33974100000.0,6194500000.0,6194500000.0,35401900000.0,41596400000.0,4827700000.0,1427800000.0,0.0,-6287100000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2011.0,Q2,,2010-12-31,2011-02-09 11:33:24+00:00,116200000.0,1136600000.0,726600000.0,197500000.0,1305700000.0,,528700000.0,337700000.0,32200000.0,423800000.0,174300000.0,2878800000.0,682800000.0,35100000.0,99300000.0,676900000.0,464800000.0,361600000.0,127700000.0,24880600000.0,23682100000.0,12300000.0,,823300000.0,530300000.0,11495000000.0,,36300000.0,32660300000.0,5775600000.0,27371500000.0,25492900000.0,5775600000.0,5775600000.0,26884700000.0,32660300000.0,4611900000.0,1391800000.0,0.0,-6445600000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2011.0,Q1,,2010-09-30,2010-11-04 16:26:46+00:00,132300000.0,1161500000.0,697400000.0,382500000.0,1176700000.0,,524500000.0,330600000.0,143100000.0,388400000.0,164100000.0,2789100000.0,684100000.0,35600000.0,99100000.0,664900000.0,465600000.0,431200000.0,126900000.0,23288300000.0,21821400000.0,12300000.0,,835600000.0,512500000.0,11362900000.0,,40400000.0,30878900000.0,5756700000.0,25679200000.0,23677300000.0,5756700000.0,5756700000.0,25122200000.0,30878900000.0,4534800000.0,1444900000.0,0.0,-6513200000.0
Automatic Data Processing Inc,ADP,HGBOLILQXWER4SAL2I23,8670,2012.0,FY,,2012-06-30,2013-08-19 12:00:04+00:00,167400000.0,1391700000.0,1062500000.0,230200000.0,1548100000.0,,550300000.0,312900000.0,39300000.0,597000000.0,188400000.0,3062000000.0,688300000.0,16800000.0,86900000.0,706300000.0,466500000.0,381500000.0,129800000.0,22170700000.0,20856200000.0,131700000.0,29000000.0,871500000.0,585900000.0,12438300000.0,,30400000.0,30817400000.0,6114000000.0,25272600000.0,23252700000.0,6114000000.0,6114000000.0,24703400000.0,30817400000.0,4838500000.0,1450700000.0,0.0,-7104800000.0
