company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 17:10:39+00:00,-3401986000.0,1065545000.0,83295000.0,4662000.0,427736000.0,,610000000.0,386085000.0,-3455774000.0,2901513000.0,386085000.0,-3455774000.0,2901003000.0,-164024000.0,1089918000.0,1089918000.0,318314000.0,82659000.0,139993000.0,-84020000.0,,-277076000.0,-163719000.0,-7638000.0,-51197000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2008.0,FY,2008-01-01,2008-12-31,2010-02-25 17:10:39+00:00,-4718860000.0,1326875000.0,383559000.0,-34756000.0,1390081000.0,,750105000.0,645105000.0,-4966518000.0,4648168000.0,645105000.0,-4966518000.0,4633249000.0,277080000.0,2436919000.0,2436919000.0,-505707000.0,79018000.0,-154606000.0,-115204000.0,,-476611000.0,-45585000.0,-17834000.0,-5395000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q3,2009-07-01,2009-09-30,,-834293000.0,385330000.0,1687000.0,6896000.0,26705000.0,,,-22771000.0,-899036000.0,816458000.0,-22771000.0,-899036000.0,816458000.0,-98453000.0,4196000.0,4196000.0,400227000.0,17843000.0,22339000.0,-36473000.0,,-88769000.0,-378000.0,-3763000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 17:25:46+00:00,-2267884000.0,1150251000.0,2515000.0,12220000.0,-58102000.0,,900000000.0,822665000.0,-2651361000.0,2093676000.0,822665000.0,-2651361000.0,2093676000.0,277200000.0,146200000.0,146200000.0,855327000.0,47743000.0,-145378000.0,-105989000.0,,-240614000.0,-9201000.0,-9888000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q2,2009-04-01,2009-06-30,,-611008000.0,375592000.0,381000.0,7612000.0,-90554000.0,,691900000.0,669957000.0,-727198000.0,671379000.0,669957000.0,-727198000.0,671379000.0,621750000.0,-16706000.0,-16706000.0,403047000.0,24060000.0,-29739000.0,-36025000.0,,-86832000.0,-8757000.0,-1221000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 17:11:04+00:00,-1433591000.0,764921000.0,828000.0,5324000.0,-84807000.0,,900000000.0,845436000.0,-1752325000.0,1277218000.0,845436000.0,-1752325000.0,1277218000.0,375653000.0,142004000.0,142004000.0,455100000.0,29900000.0,-167717000.0,-69516000.0,,-151845000.0,-8823000.0,-6125000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 16:36:43+00:00,-822583000.0,389329000.0,447000.0,-2288000.0,5747000.0,,208100000.0,175479000.0,-1025127000.0,605839000.0,175479000.0,-1025127000.0,605839000.0,-246097000.0,158710000.0,158710000.0,52053000.0,5840000.0,-137978000.0,-33491000.0,,-65013000.0,-66000.0,-4904000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2010.0,Q4,2010-10-01,2010-12-31,,-1469729000.0,543789000.0,546222000.0,-6016000.0,-147866000.0,,1453450000.0,1421692000.0,-1277530000.0,620558000.0,1421692000.0,-1277530000.0,622875000.0,761021000.0,53673000.0,53673000.0,170962000.0,10033000.0,3675000.0,-38963000.0,-210000000.0,-147698000.0,-1831000.0,-997000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 20:04:48+00:00,-5210612000.0,1941926000.0,672593000.0,-6145000.0,-54877000.0,0.0,2478694000.0,2303419000.0,-4902774000.0,2708602000.0,2303419000.0,-4902774000.0,2708602000.0,103102000.0,160654000.0,160654000.0,660899000.0,34560000.0,216015000.0,-153240000.0,-210000000.0,-370770000.0,-45300000.0,-11295000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-02 17:25:46+00:00,-3740883000.0,1398137000.0,126371000.0,-129000.0,92989000.0,,1025244000.0,881727000.0,-3625244000.0,2088044000.0,881727000.0,-3625244000.0,2085727000.0,-657919000.0,106981000.0,106981000.0,489937000.0,24527000.0,212340000.0,-114277000.0,,-223072000.0,-43469000.0,-10298000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2010.0,Q3,2010-07-01,2010-09-30,,-1452613000.0,500888000.0,84432000.0,-1590000.0,97669000.0,,33569000.0,-10291000.0,-1394788000.0,786704000.0,-10291000.0,-1394788000.0,784387000.0,-622282000.0,-70906000.0,-70906000.0,259053000.0,3504000.0,80804000.0,-39098000.0,,-107411000.0,-5275000.0,-2991000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-05 17:11:04+00:00,-2288270000.0,897249000.0,41939000.0,1461000.0,-4680000.0,,991675000.0,892018000.0,-2230456000.0,1301340000.0,892018000.0,-2230456000.0,1301340000.0,-35637000.0,177887000.0,177887000.0,230884000.0,21023000.0,131536000.0,-75179000.0,,-115661000.0,-38194000.0,-7307000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2010.0,Q2,2010-04-01,2010-06-30,,-1224880000.0,465343000.0,38173000.0,1648000.0,57505000.0,,991405000.0,928107000.0,-1190778000.0,680776000.0,928107000.0,-1190778000.0,681053000.0,420030000.0,59872000.0,59872000.0,98056000.0,15746000.0,50107000.0,-38890000.0,,-54178000.0,-38194000.0,-1960000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2010.0,Q1,2010-01-01,2010-03-31,2010-05-04 16:36:43+00:00,-1063390000.0,431906000.0,3766000.0,-187000.0,-62185000.0,,270000.0,-36089000.0,-1039678000.0,620564000.0,-36089000.0,-1039678000.0,620287000.0,-455667000.0,118015000.0,118015000.0,132828000.0,5277000.0,81429000.0,-36289000.0,,-61483000.0,,-5347000.0,
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2011.0,Q4,2011-10-01,2011-12-31,,-1628862000.0,693527000.0,138510000.0,1934000.0,-36014000.0,-5000.0,-46000.0,-261413000.0,-1748410000.0,1239157000.0,-261413000.0,-1748410000.0,1236887000.0,-771002000.0,120698000.0,120698000.0,460946000.0,9026000.0,-103755000.0,-43036000.0,,-154303000.0,-224787000.0,-2565000.0,
