company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2008.0,Q3,2008-07-01,2008-09-30,2009-11-05 17:22:08+00:00,6.3,6.3,0.135,346247000.0,6.2,50792000.0,32142000.0,837667000.0,44380000.0,1556285000.0,1556285000.0,1556285000.0,229478000.0,1884677000.0,97771000.0,13864000.0,,1379209000.0,,0.0,70893000.0,327249000.0,2936637000.0,12095000.0,544454000.0,2392183000.0,1769000.0,2393952000.0,3263886000.0,247000000.0,247155000.0,250930000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 17:08:51+00:00,0.72,0.72,0.12,315294000.0,0.71,66296000.0,48875000.0,69177000.0,62986000.0,178206000.0,178206000.0,178206000.0,201973000.0,1929127000.0,95345000.0,13309000.0,,-833615000.0,,0.0,61640000.0,297318000.0,798194000.0,9029000.0,555091000.0,243103000.0,4280000.0,247383000.0,1095512000.0,247500000.0,246536000.0,251135000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q4,2009-10-01,2009-12-31,,1.61,1.61,0.14,398937000.0,1.59,52342000.0,123911000.0,225808000.0,159556000.0,400427000.0,400427000.0,400427000.0,247567000.0,584673000.0,55648000.0,-566000.0,-608043000.0,568146000.0,,,68793000.0,303215000.0,849604000.0,27307000.0,195496000.0,654108000.0,-27873000.0,626235000.0,1152819000.0,248500000.0,248996000.0,251884000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:20:46+00:00,2.2,2.2,0.58,1549188000.0,2.17,220835000.0,305832000.0,325384000.0,397375000.0,546627000.0,546627000.0,546627000.0,920251000.0,3806589000.0,174363000.0,2071000.0,,980370000.0,,,248274000.0,1094614000.0,3692345000.0,100901000.0,2721504000.0,970841000.0,-98830000.0,872011000.0,4786959000.0,248500000.0,248996000.0,251884000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q3,2009-07-01,2009-09-30,2009-11-05 17:22:08+00:00,0.02,0.02,0.145,385330000.0,0.02,47926000.0,69404000.0,361000.0,131816000.0,4196000.0,4196000.0,4196000.0,226472000.0,1591706000.0,47823000.0,-339000.0,608043000.0,23186000.0,,0.0,62775000.0,274295000.0,1340597000.0,30407000.0,1305294000.0,35303000.0,-30746000.0,4557000.0,1614892000.0,209800000.0,249535000.0,252422000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.59,0.59,0.43,1150251000.0,0.58,168493000.0,181921000.0,99576000.0,237819000.0,146200000.0,146200000.0,146200000.0,672684000.0,3221916000.0,118715000.0,2637000.0,608043000.0,412224000.0,,,179481000.0,791399000.0,2842741000.0,73594000.0,2526008000.0,316733000.0,-70957000.0,245776000.0,3634140000.0,209800000.0,249535000.0,252422000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q2,2009-04-01,2009-06-30,2009-08-06 17:08:51+00:00,-0.07,-0.07,0.145,375592000.0,-0.07,67950000.0,47046000.0,-6850000.0,74050000.0,-16706000.0,-16706000.0,-16706000.0,214131000.0,824462000.0,23492000.0,1237000.0,,36577000.0,,0.0,58760000.0,237623000.0,623416000.0,24811000.0,623398000.0,18000.0,-23574000.0,-23556000.0,861039000.0,238700000.0,248207000.0,248207000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.57,0.57,0.29,764921000.0,0.56,120567000.0,112517000.0,99215000.0,106003000.0,142004000.0,142004000.0,142004000.0,446212000.0,1630210000.0,70892000.0,2976000.0,,389038000.0,,,116706000.0,517104000.0,1502144000.0,43187000.0,1220714000.0,281430000.0,-40211000.0,241219000.0,2019248000.0,238700000.0,248207000.0,248207000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2009.0,Q1,2009-01-01,2009-03-31,2010-05-04 16:36:43+00:00,0.64,0.64,0.145,389329000.0,0.63,52617000.0,65471000.0,106065000.0,31953000.0,158710000.0,158710000.0,158710000.0,232081000.0,805748000.0,47400000.0,1739000.0,,352461000.0,,,57946000.0,279481000.0,878728000.0,18376000.0,597316000.0,281412000.0,-16637000.0,264775000.0,1158209000.0,248000000.0,247991000.0,250204000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2010.0,Q4,2010-10-01,2010-12-31,,0.21,0.21,0.15,543789000.0,0.21,66137000.0,239782000.0,85900000.0,292477000.0,53673000.0,53673000.0,53673000.0,1103024000.0,-1019018000.0,89301000.0,6333000.0,-3421613000.0,-43008000.0,-223538000.0,,74004000.0,1192325000.0,-2254351000.0,41371000.0,-2428962000.0,174611000.0,-35038000.0,139573000.0,-1062026000.0,251000000.0,250876000.0,254500000.0
