company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,grossppe,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2012.0,Q3,,2012-09-30,2012-11-05 17:17:29+00:00,2151093000.0,1579841000.0,15944233000.0,451399000.0,1112623000.0,0.0,2662244000.0,175016000.0,171484000.0,45653000.0,39630683000.0,6305277000.0,657880000.0,23686450000.0,,,4513188000.0,474802000.0,210153000.0,345879000.0,842173000.0,10726811000.0,,28032491000.0,13793470000.0,4000162000.0,2578383000.0,13793470000.0,13793470000.0,14239021000.0,28032491000.0,345879000.0,11660638000.0,-46984000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2012.0,Q2,,2012-06-30,2012-08-02 17:15:51+00:00,2235637000.0,1375092000.0,15248594000.0,400086000.0,280374000.0,0.0,2576824000.0,28448000.0,263282000.0,45441000.0,37938308000.0,5011893000.0,620260000.0,22689714000.0,,,4160306000.0,643884000.0,135580000.0,360805000.0,791297000.0,10417405000.0,,25998577000.0,13355141000.0,2948058000.0,2679940000.0,13355141000.0,13355141000.0,12643436000.0,25998577000.0,360805000.0,9963496000.0,-39174000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2012.0,Q1,,2012-03-31,2012-05-08 17:06:37+00:00,2289903000.0,1543491000.0,15235540000.0,429451000.0,294064000.0,,2531135000.0,24593000.0,246224000.0,45333000.0,37369381000.0,5010523000.0,561512000.0,22133841000.0,,,3990407000.0,618373000.0,190887000.0,379662000.0,790416000.0,10067541000.0,,25555536000.0,12991843000.0,3042033000.0,2772347000.0,12991843000.0,12991843000.0,12563693000.0,25555536000.0,379662000.0,9791346000.0,-36284000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2013.0,FY,,2013-12-31,2015-02-18 17:28:02+00:00,2254418000.0,1658853000.0,19640052000.0,415834000.0,1318209000.0,0.0,2849611000.0,249403000.0,159365000.0,50795000.0,45788888000.0,5906642000.0,563268000.0,26148836000.0,,,5522354000.0,282282000.0,390559000.0,353387000.0,865067000.0,12168277000.0,6579000.0,30574238000.0,15448985000.0,4072015000.0,2861716000.0,15448985000.0,15418459000.0,15155779000.0,30574238000.0,353387000.0,12294063000.0,15263000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2013.0,Q3,,2013-09-30,2013-11-06 17:16:06+00:00,2247714000.0,1849517000.0,19242795000.0,425283000.0,1318817000.0,0.0,2817629000.0,169954000.0,200477000.0,50753000.0,44841986000.0,5906494000.0,566004000.0,25599191000.0,,,5185083000.0,287675000.0,441810000.0,356112000.0,846780000.0,11639302000.0,406579000.0,30147270000.0,14902848000.0,4191967000.0,3347333000.0,14902848000.0,14861580000.0,15285690000.0,30147270000.0,356112000.0,11938357000.0,20634000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2013.0,Q2,,2013-06-30,2013-08-06 17:17:46+00:00,2201940000.0,1808954000.0,18529163000.0,408257000.0,1228016000.0,,2779167000.0,180462000.0,165918000.0,50614000.0,43109551000.0,5906210000.0,657400000.0,24580388000.0,,,4970705000.0,366008000.0,195252000.0,255924000.0,795308000.0,11228011000.0,406579000.0,29077152000.0,14446244000.0,4240840000.0,3020303000.0,14446244000.0,14384626000.0,14692526000.0,29077152000.0,255924000.0,11672223000.0,30809000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2013.0,Q1,,2013-03-31,2013-05-06 17:17:03+00:00,2258232000.0,1891202000.0,17906671000.0,427832000.0,1108034000.0,0.0,2742302000.0,126470000.0,157304000.0,50510000.0,41844641000.0,5905917000.0,697478000.0,23937970000.0,,,4631685000.0,257834000.0,202066000.0,213625000.0,864011000.0,10619426000.0,406579000.0,28232613000.0,13822811000.0,4081018000.0,3074691000.0,13822811000.0,13756309000.0,14476304000.0,28232613000.0,213625000.0,11401613000.0,33251000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2014.0,FY,,2014-12-31,2015-11-05 16:28:50+00:00,2860548000.0,1779311000.0,21081846000.0,-23056000.0,2087213000.0,0.0,3042642000.0,91239000.0,250841000.0,91594000.0,50254490000.0,5903354000.0,706597000.0,29172644000.0,-140204000.0,,6822946000.0,751661000.0,174746000.0,174022000.0,939497000.0,14763098000.0,6579000.0,34762687000.0,17852786000.0,5416021000.0,3384308000.0,17852786000.0,17712582000.0,17050105000.0,34762687000.0,174022000.0,13665797000.0,70102000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2014.0,Q3,,2014-09-30,2014-11-04 17:08:18+00:00,2775342000.0,2009091000.0,22267642000.0,387725000.0,1481145000.0,0.0,2991204000.0,256236000.0,260392000.0,91094000.0,51484475000.0,5903232000.0,672899000.0,29216833000.0,,,6414546000.0,465345000.0,245339000.0,399334000.0,1084461000.0,14410707000.0,6579000.0,34500883000.0,17719898000.0,4884716000.0,3378746000.0,17719898000.0,17719898000.0,16780985000.0,34500883000.0,399334000.0,13402239000.0,-69738000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2014.0,Q2,,2014-06-30,2014-08-05 17:11:39+00:00,2661473000.0,1902248000.0,21449581000.0,426588000.0,1230140000.0,0.0,2933964000.0,510034000.0,228569000.0,67865000.0,49645012000.0,5903099000.0,667108000.0,28195431000.0,,,6162010000.0,415215000.0,573001000.0,382258000.0,991450000.0,13398901000.0,6579000.0,33302434000.0,16708388000.0,4724745000.0,3537487000.0,16708388000.0,16708388000.0,16594046000.0,33302434000.0,382258000.0,13056559000.0,-51065000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2014.0,Q1,,2014-03-31,2014-05-05 18:33:50+00:00,2647209000.0,1801665000.0,20453971000.0,402803000.0,1667212000.0,0.0,2903278000.0,429886000.0,270908000.0,67768000.0,47452408000.0,5902952000.0,635419000.0,26998437000.0,,,5886794000.0,288294000.0,403178000.0,320375000.0,922586000.0,12760895000.0,6579000.0,32141288000.0,16100638000.0,4822476000.0,3395642000.0,16100638000.0,16033314000.0,16107974000.0,32141288000.0,320375000.0,12712332000.0,33662000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2015.0,FY,,2015-12-31,2017-02-27 17:06:32+00:00,1471953000.0,930610000.0,30389130000.0,-33338000.0,718506000.0,0.0,3128963000.0,188516000.0,93618000.0,91546000.0,54599851000.0,6648911000.0,598935000.0,24210721000.0,,,4587902000.0,155677000.0,155591000.0,167505000.0,971335000.0,9870816000.0,6579000.0,26970470000.0,12943035000.0,2592244000.0,1819287000.0,12943035000.0,12943035000.0,14027435000.0,26970470000.0,167505000.0,12208148000.0,-23406000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2015.0,Q3,,2015-09-30,2015-11-05 16:28:50+00:00,1561574000.0,1123111000.0,29640793000.0,-34979000.0,742689000.0,0.0,3102942000.0,94286000.0,174897000.0,91377000.0,53916125000.0,6393931000.0,660252000.0,24275332000.0,,,4581844000.0,204620000.0,182834000.0,176957000.0,970288000.0,10247349000.0,36279000.0,27277247000.0,13346401000.0,2824958000.0,2046961000.0,13346401000.0,13284223000.0,13993024000.0,27277247000.0,176957000.0,11946063000.0,31089000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2015.0,Q2,,2015-06-30,2015-08-06 16:12:47+00:00,1864483000.0,1304848000.0,22801124000.0,-28003000.0,1367395000.0,0.0,3063084000.0,88061000.0,164366000.0,91500000.0,52776302000.0,6393885000.0,661162000.0,29975178000.0,,,6798629000.0,316252000.0,150653000.0,171200000.0,986758000.0,14414926000.0,6579000.0,33884096000.0,17472771000.0,3737718000.0,2277581000.0,17472771000.0,17427243000.0,16456853000.0,33884096000.0,171200000.0,14179272000.0,22764000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2015.0,Q1,,2015-03-31,2015-05-04 16:23:04+00:00,2182041000.0,1266582000.0,21855433000.0,-36434000.0,2127419000.0,0.0,3024507000.0,79823000.0,183938000.0,91280000.0,51577154000.0,6393690000.0,764206000.0,29721721000.0,,,6774446000.0,555338000.0,130914000.0,177365000.0,959068000.0,14501816000.0,506579000.0,34692454000.0,17509280000.0,4793368000.0,3094752000.0,17509280000.0,17470498000.0,17221956000.0,34692454000.0,177365000.0,14127204000.0,19391000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2016.0,FY,,2016-12-31,2018-02-27 16:28:26+00:00,1511826000.0,1216320000.0,27893577000.0,-19010000.0,1599895000.0,0.0,5626155000.0,12305000.0,118411000.0,96120000.0,53600655000.0,6979779000.0,350017000.0,25707078000.0,,16140000.0,5028408000.0,206679000.0,294355000.0,190767000.0,1282142000.0,8398118000.0,6579000.0,29299201000.0,13981581000.0,3385216000.0,2027291000.0,13981581000.0,13981581000.0,15317620000.0,29299201000.0,206907000.0,13290329000.0,-23682000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2016.0,Q3,,2016-09-30,2016-11-03 16:28:58+00:00,1296240000.0,920189000.0,31835196000.0,-25100000.0,1048727000.0,0.0,3198401000.0,137276000.0,143257000.0,91842000.0,54479581000.0,6979538000.0,429667000.0,22644385000.0,,,4068345000.0,201905000.0,195045000.0,172772000.0,975763000.0,8641704000.0,6579000.0,25554921000.0,11798312000.0,2737764000.0,1732963000.0,11798312000.0,11798312000.0,13756609000.0,25554921000.0,172772000.0,12023646000.0,-16693000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2016.0,Q2,,2016-06-30,2016-08-04 16:21:00+00:00,1305651000.0,935592000.0,32143873000.0,-25264000.0,779722000.0,0.0,3187557000.0,51592000.0,138395000.0,91679000.0,55356752000.0,6979286000.0,495826000.0,23212879000.0,,,4103777000.0,187389000.0,169957000.0,167538000.0,978513000.0,8923666000.0,6579000.0,25830538000.0,12056701000.0,2450121000.0,1712261000.0,12056701000.0,12056701000.0,13773837000.0,25830538000.0,167538000.0,12061576000.0,-29258000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2016.0,Q1,,2016-03-31,2016-05-05 16:54:24+00:00,1182025000.0,780625000.0,31362209000.0,-31131000.0,668481000.0,0.0,3157367000.0,216102000.0,93077000.0,91569000.0,55163642000.0,6979029000.0,538926000.0,23801433000.0,,,4420221000.0,161678000.0,174722000.0,171178000.0,985713000.0,9308463000.0,6579000.0,26338423000.0,12405488000.0,2365812000.0,1547972000.0,12405488000.0,12405488000.0,13932935000.0,26338423000.0,171178000.0,12384963000.0,-29211000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2017.0,FY,,2017-12-31,2019-02-26 16:24:41+00:00,1847131000.0,1597494000.0,30851463000.0,-19297000.0,834228000.0,0.0,5742335000.0,113357000.0,148874000.0,96410000.0,56516500000.0,6030836000.0,483865000.0,25665037000.0,,17506000.0,3518214000.0,250164000.0,276892000.0,871427000.0,1275213000.0,10593533000.0,356235000.0,29833078000.0,16283273000.0,3279108000.0,2725542000.0,16283273000.0,16283273000.0,13549805000.0,29833078000.0,888933000.0,10824263000.0,-33298000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2017.0,Q3,,2017-09-30,2017-11-02 16:44:36+00:00,1635711000.0,1243535000.0,29926547000.0,-17160000.0,846138000.0,0.0,5719417000.0,126881000.0,180277000.0,96349000.0,55651136000.0,6380427000.0,344016000.0,25724589000.0,,17406000.0,5107477000.0,203393000.0,261108000.0,299347000.0,1215113000.0,8259971000.0,6579000.0,28805305000.0,13922264000.0,2763963000.0,2180024000.0,13922264000.0,13922264000.0,14883041000.0,28805305000.0,316753000.0,12703017000.0,-39964000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2017.0,Q2,,2017-06-30,2017-08-01 17:00:56+00:00,1615170000.0,1114454000.0,29277359000.0,-17490000.0,1649443000.0,0.0,5691609000.0,91256000.0,155458000.0,96145000.0,54857519000.0,6380350000.0,336198000.0,25580160000.0,,16888000.0,5059520000.0,192022000.0,249027000.0,283196000.0,1199778000.0,8256359000.0,606454000.0,29263617000.0,13901715000.0,3383373000.0,2722254000.0,13901715000.0,13901715000.0,15361902000.0,29263617000.0,300084000.0,12639648000.0,-28763000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2017.0,Q1,,2017-03-31,2017-05-08 16:34:40+00:00,1556875000.0,1187112000.0,28566869000.0,-18664000.0,1546566000.0,0.0,5653067000.0,80503000.0,143710000.0,96155000.0,54173329000.0,6980008000.0,314194000.0,25606460000.0,,16232000.0,5023626000.0,265701000.0,228688000.0,195206000.0,1248102000.0,8329951000.0,6579000.0,29211974000.0,13928231000.0,3394076000.0,2032007000.0,13928231000.0,13928231000.0,15283743000.0,29211974000.0,211438000.0,13251736000.0,-36123000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2018.0,FY,,2018-12-31,2020-02-27 16:49:50+00:00,2239850000.0,1915215000.0,33475162000.0,-1358000.0,1555634000.0,0.0,5864598000.0,427909000.0,214726000.0,126971000.0,61550681000.0,5170169000.0,859359000.0,28075519000.0,,777000.0,4413398000.0,299273000.0,233724000.0,800788000.0,1258355000.0,13543130000.0,913093000.0,33934474000.0,19364188000.0,5057390000.0,3728364000.0,19364188000.0,19364188000.0,14570286000.0,33934474000.0,801565000.0,10841922000.0,-42182000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2018.0,Q3,,2018-09-30,2018-11-01 16:36:30+00:00,2435773000.0,2151247000.0,33043454000.0,-19458000.0,1274132000.0,0.0,5832062000.0,320938000.0,249234000.0,126829000.0,60991195000.0,5171949000.0,766964000.0,27947741000.0,,16880000.0,4199921000.0,303811000.0,350437000.0,856023000.0,1302249000.0,12778104000.0,1262874000.0,33637736000.0,18538470000.0,4817092000.0,4425147000.0,18538470000.0,18538470000.0,15099266000.0,33637736000.0,872903000.0,10674119000.0,-52238000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2018.0,Q2,,2018-06-30,2018-08-02 16:26:37+00:00,2336952000.0,1907990000.0,32306734000.0,-17512000.0,1008215000.0,0.0,5797439000.0,364119000.0,213461000.0,106569000.0,59460529000.0,5172257000.0,670994000.0,27153795000.0,,17067000.0,3865804000.0,280534000.0,377779000.0,689666000.0,1304624000.0,11714656000.0,1262540000.0,32092380000.0,17452394000.0,4231852000.0,4297301000.0,17452394000.0,17452394000.0,14639986000.0,32092380000.0,706733000.0,10342685000.0,-42189000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2018.0,Q1,,2018-03-31,2018-05-03 16:24:26+00:00,1915651000.0,1702100000.0,31561571000.0,-14289000.0,816094000.0,0.0,5774987000.0,262789000.0,179646000.0,106521000.0,57937219000.0,6071604000.0,584729000.0,26375648000.0,,18182000.0,3689578000.0,219385000.0,271785000.0,761590000.0,1301938000.0,11125051000.0,363155000.0,30740517000.0,16840639000.0,3585097000.0,2836758000.0,16840639000.0,16840639000.0,13899878000.0,30740517000.0,779772000.0,11063120000.0,-45110000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2019.0,FY,,2019-12-31,2020-05-07 16:28:35+00:00,2429127000.0,2001658000.0,36938066000.0,-4652000.0,2027972000.0,0.0,6023297000.0,151665000.0,254850000.0,166273000.0,67302661000.0,4160919000.0,767297000.0,30364595000.0,,2363000.0,5046101000.0,324747000.0,622214000.0,1484311000.0,1789884000.0,15648604000.0,1014524000.0,37124608000.0,21640716000.0,5273339000.0,4486988000.0,21640716000.0,21640716000.0,15483892000.0,37124608000.0,1486674000.0,10996904000.0,-26533000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2019.0,Q3,,2019-09-30,2019-11-06 16:27:39+00:00,2395080000.0,1927996000.0,35810197000.0,-3689000.0,1583105000.0,0.0,5974894000.0,135680000.0,302774000.0,166215000.0,66014519000.0,4163115000.0,778120000.0,30204322000.0,,1998000.0,4922804000.0,394830000.0,595444000.0,1516218000.0,1858357000.0,15179381000.0,1014200000.0,36542269000.0,21124280000.0,4819731000.0,4473713000.0,21124280000.0,21124280000.0,15417989000.0,36542269000.0,1518216000.0,10944276000.0,-26306000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2019.0,Q2,,2019-06-30,2019-08-01 16:56:06+00:00,2387403000.0,2001953000.0,34818395000.0,-4528000.0,1160485000.0,0.0,5935127000.0,121364000.0,268837000.0,165999000.0,64542826000.0,4165284000.0,853128000.0,29724431000.0,,1489000.0,4738409000.0,358591000.0,577942000.0,1530060000.0,1803475000.0,14731609000.0,1013876000.0,35751501000.0,20630276000.0,4495521000.0,4414057000.0,20630276000.0,20630276000.0,15121225000.0,35751501000.0,1531549000.0,10707168000.0,-31932000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2019.0,Q1,,2019-03-31,2019-05-02 16:51:41+00:00,2452337000.0,2203438000.0,33840631000.0,-2869000.0,1135810000.0,0.0,5901004000.0,440217000.0,239524000.0,126979000.0,62969634000.0,5166050000.0,860764000.0,29129003000.0,,1224000.0,4520172000.0,267656000.0,567567000.0,1625423000.0,1772248000.0,14050676000.0,914861000.0,35663535000.0,19903797000.0,4907885000.0,4301268000.0,19903797000.0,19903797000.0,15759738000.0,35663535000.0,1626647000.0,11458470000.0,-45014000.0
EOG Resources Inc,EOG,XWTZDRYZPBUHIQBKDB46,821189,2020.0,Q1,,2020-03-31,2020-05-07 16:28:35+00:00,2892320000.0,1449637000.0,39001135000.0,-3305000.0,2906852000.0,0.0,6058645000.0,309328000.0,200240000.0,216933000.0,68695189000.0,4703152000.0,662398000.0,29694054000.0,,2558000.0,5091071000.0,1162834000.0,476501000.0,1446423000.0,2064175000.0,15440142000.0,519017000.0,37634084000.0,21470675000.0,6491049000.0,4305011000.0,21470675000.0,21470675000.0,16163409000.0,37634084000.0,1448981000.0,11858398000.0,-24807000.0
