company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
CF Industries Holdings Inc,CF,,1324404,2008.0,FY,,2008-12-31,2010-02-25 16:45:36+00:00,207900000.0,175100000.0,-75200000.0,625000000.0,,709900000.0,347800000.0,26300000.0,66200000.0,900000.0,,222600000.0,588600000.0,661900000.0,12600000.0,6200000.0,18200000.0,86100000.0,,106000000.0,69000000.0,212600000.0,,,,703400000.0,4100000.0,,2387600000.0,1338100000.0,1433200000.0,818100000.0,1338100000.0,1350700000.0,1036900000.0,2387600000.0,292500000.0,218800000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2009.0,FY,,2009-12-31,2011-02-25 16:51:27+00:00,172500000.0,167400000.0,-43200000.0,697100000.0,,724000000.0,159500000.0,14700000.0,52600000.0,900000.0,4700000.0,339700000.0,207800000.0,793800000.0,16000000.0,68300000.0,11100000.0,3100000.0,,92100000.0,77400000.0,197200000.0,,,,1048100000.0,,185000000.0,2494900000.0,1728900000.0,1283100000.0,479800000.0,1728900000.0,1744900000.0,750000000.0,2494900000.0,418000000.0,270200000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2009.0,Q3,,2009-09-30,2009-11-02 17:28:44+00:00,140000000.0,143300000.0,-64300000.0,497500000.0,,721600000.0,123300000.0,,58500000.0,900000.0,,428100000.0,219600000.0,766900000.0,100400000.0,64000000.0,19300000.0,2700000.0,,,76400000.0,204700000.0,,,,1001600000.0,4600000.0,205100000.0,2357100000.0,1658900000.0,1084800000.0,329100000.0,1658900000.0,1759300000.0,597800000.0,2357100000.0,505400000.0,268700000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2009.0,Q2,,2009-06-30,2009-08-05 12:05:07+00:00,175600000.0,137900000.0,-66100000.0,816100000.0,,714900000.0,70900000.0,,54500000.0,900000.0,,180000000.0,213900000.0,738500000.0,71400000.0,77700000.0,11400000.0,4300000.0,,,75600000.0,202500000.0,,,,969500000.0,4200000.0,105100000.0,2279400000.0,1618300000.0,1284400000.0,309500000.0,1618300000.0,1689700000.0,589700000.0,2279400000.0,256500000.0,280200000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2010.0,FY,,2010-12-31,2012-02-27 16:49:08+00:00,323200000.0,238900000.0,-53300000.0,797700000.0,0.0,2732900000.0,431500000.0,,100800000.0,2064500000.0,1954100000.0,1079900000.0,270300000.0,3942300000.0,383000000.0,1074700000.0,31400000.0,10200000.0,,78000000.0,325900000.0,343200000.0,,,,1370800000.0,4900000.0,3100000.0,8754000000.0,4050400000.0,1341400000.0,948600000.0,4050400000.0,4433400000.0,4320600000.0,8754000000.0,3470300000.0,3372000000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2010.0,Q3,,2010-09-30,2010-11-05 14:23:43+00:00,329500000.0,228800000.0,-36100000.0,648400000.0,,2722200000.0,321100000.0,28600000.0,43500000.0,2096400000.0,2255600000.0,1110900000.0,271100000.0,3928800000.0,438200000.0,1031600000.0,22100000.0,31200000.0,,,282400000.0,303100000.0,,,,1177600000.0,,,8617500000.0,3863700000.0,1199000000.0,725300000.0,3863700000.0,4301900000.0,4315600000.0,8617500000.0,3489700000.0,3590300000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2010.0,Q2,,2010-06-30,2010-08-06 14:02:30+00:00,331600000.0,347400000.0,-85300000.0,601400000.0,,2719500000.0,10800000.0,7600000.0,117800000.0,2096400000.0,2582600000.0,1064700000.0,287300000.0,3907600000.0,424100000.0,935300000.0,23700000.0,10700000.0,,91100000.0,259200000.0,301700000.0,,,,1136800000.0,18600000.0,,8595300000.0,3771000000.0,1267400000.0,580600000.0,3771000000.0,4195100000.0,4400200000.0,8595300000.0,3420300000.0,3819600000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2010.0,Q1,,2010-03-31,2010-05-07 16:34:16+00:00,181000000.0,197500000.0,-54200000.0,1010500000.0,,726500000.0,282500000.0,23000000.0,57600000.0,900000.0,4900000.0,178600000.0,287200000.0,789700000.0,27800000.0,56000000.0,6400000.0,16700000.0,,95500000.0,114100000.0,199900000.0,,,,1038900000.0,,25200000.0,2633100000.0,1711200000.0,1549800000.0,633300000.0,1711200000.0,1739000000.0,894100000.0,2633100000.0,293600000.0,260800000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2011.0,FY,,2011-12-31,2013-02-27 16:19:44+00:00,327700000.0,269400000.0,-99300000.0,1207000000.0,,2805500000.0,257200000.0,,218600000.0,2064500000.0,1617800000.0,928600000.0,304200000.0,3736000000.0,385900000.0,956800000.0,18000000.0,78000000.0,,149700000.0,446800000.0,435800000.0,,,,2841000000.0,,,8974500000.0,4547000000.0,1798600000.0,1031200000.0,4547000000.0,4932900000.0,4041600000.0,8974500000.0,3439900000.0,3010400000.0,0.0,-1000200000.0
CF Industries Holdings Inc,CF,,1324404,2011.0,Q3,,2011-09-30,2011-11-07 17:13:07+00:00,440400000.0,268600000.0,-67400000.0,1426100000.0,0.0,2780400000.0,878200000.0,,151500000.0,2064500000.0,1613000000.0,1057000000.0,341600000.0,3739300000.0,487000000.0,1029400000.0,21600000.0,27700000.0,,,327100000.0,351100000.0,,,,2428200000.0,4700000.0,,9245800000.0,4262800000.0,2057900000.0,1502500000.0,4262800000.0,4749800000.0,4496000000.0,9245800000.0,3448600000.0,2993500000.0,,-878400000.0
CF Industries Holdings Inc,CF,,1324404,2011.0,Q2,,2011-06-30,2011-08-05 15:15:06+00:00,346800000.0,424500000.0,-22200000.0,1355600000.0,0.0,2764800000.0,401300000.0,,241300000.0,2064500000.0,1613000000.0,1085300000.0,277000000.0,3869500000.0,463300000.0,1030500000.0,20100000.0,19300000.0,,80800000.0,320300000.0,350100000.0,,,,2125900000.0,5100000.0,3200000.0,9420000000.0,4868500000.0,2080400000.0,1094600000.0,4868500000.0,5331800000.0,4088200000.0,9420000000.0,3470100000.0,2993600000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2011.0,Q1,,2011-03-31,2011-05-06 11:19:03+00:00,338300000.0,260300000.0,-26800000.0,1134100000.0,,2744200000.0,747300000.0,,210300000.0,2064500000.0,1613000000.0,1084400000.0,395200000.0,3924100000.0,428500000.0,1053200000.0,16000000.0,2700000.0,,80200000.0,308100000.0,348200000.0,,,,1645700000.0,5100000.0,3200000.0,9189900000.0,4363100000.0,1808800000.0,1383900000.0,4363100000.0,4791600000.0,4398300000.0,9189900000.0,3457000000.0,3014400000.0,0.0,
CF Industries Holdings Inc,CF,,1324404,2012.0,FY,,2012-12-31,2014-02-27 16:15:29+00:00,366500000.0,217400000.0,-49600000.0,2274900000.0,,2493000000.0,380700000.0,9500000.0,187100000.0,2064500000.0,1600000000.0,935600000.0,277900000.0,3900500000.0,380000000.0,938800000.0,27900000.0,5600000.0,,5300000.0,458700000.0,395700000.0,,,,3461100000.0,5000000.0,,10166900000.0,5906800000.0,2807600000.0,950200000.0,5902200000.0,6282200000.0,3884700000.0,10166900000.0,3458800000.0,2934500000.0,0.0,2300000.0
CF Industries Holdings Inc,CF,,1324404,2012.0,Q3,,2012-09-30,2012-11-06 15:33:51+00:00,393300000.0,340900000.0,-37900000.0,2221300000.0,0.0,2481800000.0,617600000.0,118100000.0,128600000.0,2064500000.0,1605000000.0,991900000.0,310000000.0,3721800000.0,520800000.0,1019100000.0,24900000.0,54100000.0,,,389300000.0,386900000.0,,,,3015700000.0,,,10182700000.0,5461900000.0,3015200000.0,1193600000.0,5457300000.0,5978100000.0,4204600000.0,10182700000.0,3445700000.0,3011000000.0,0.0,2300000.0
