company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,employeebenefitassets,goodwill,intangibleassets,longtermdebt,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,FY,,2016-12-31,2018-02-20 16:21:59+00:00,184000000.0,263900000.0,-650800000.0,135100000.0,0.0,2121700000.0,330800000.0,49300000.0,0.0,,,2578100000.0,1010800000.0,2280200000.0,380300000.0,15600000.0,322200000.0,,20300000.0,,,,,145500000.0,74800000.0,,,28900000.0,2752900000.0,106800000.0,3400000.0,4631200000.0,1332400000.0,500900000.0,621600000.0,1332400000.0,1332400000.0,3298800000.0,4631200000.0,3750000000.0,2677200000.0,-2891400000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,Q3,,2016-09-30,2016-11-01 16:18:18+00:00,192301000.0,229939000.0,-518934000.0,164787000.0,0.0,2101126000.0,355459000.0,11236000.0,,1831000.0,42524000.0,2632178000.0,1069089000.0,2279443000.0,355867000.0,,305694000.0,13933000.0,26266000.0,,0.0,0.0,,121092000.0,54061000.0,0.0,0.0,28616000.0,2643678000.0,6899000.0,3457000.0,4685051000.0,1475430000.0,464301000.0,556490000.0,1475430000.0,1475430000.0,3209621000.0,4685051000.0,3864883000.0,2653131000.0,-2750440000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,Q2,,2016-06-30,2016-08-02 16:24:36+00:00,163413000.0,241326000.0,-457143000.0,196402000.0,0.0,2071634000.0,431171000.0,5748000.0,16495000.0,1831000.0,39534000.0,2629941000.0,1104262000.0,2273032000.0,334631000.0,,314705000.0,14566000.0,19199000.0,,0.0,0.0,,119778000.0,57730000.0,0.0,0.0,30870000.0,2516101000.0,2256000.0,3372000.0,4725063000.0,1449864000.0,496917000.0,615166000.0,1449864000.0,1449864000.0,3275199000.0,4725063000.0,3893515000.0,2660033000.0,-2680728000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,Q1,,2016-03-31,2016-05-03 16:17:32+00:00,179671000.0,297312000.0,-316777000.0,131818000.0,0.0,2038884000.0,486551000.0,8561000.0,7918000.0,1831000.0,36188000.0,2703914000.0,1191470000.0,2271879000.0,341989000.0,,342166000.0,14796000.0,52307000.0,,62485000.0,31765000.0,,24558000.0,53302000.0,574245000.0,69660000.0,30828000.0,2254365000.0,709143000.0,3472000.0,5459147000.0,1290465000.0,586783000.0,1416879000.0,1290465000.0,1290465000.0,4168682000.0,5459147000.0,4530375000.0,2751803000.0,-2686007000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2017.0,FY,,2017-12-31,2019-02-19 16:36:10+00:00,225400000.0,345500000.0,-412300000.0,142300000.0,0.0,2180200000.0,384700000.0,28800000.0,3100000.0,,,3368700000.0,1345300000.0,2284400000.0,478300000.0,15900000.0,337800000.0,,42900000.0,,,,,214500000.0,135100000.0,,,38100000.0,3308000000.0,724400000.0,,6020300000.0,1925400000.0,597600000.0,1337600000.0,1925400000.0,1925400000.0,4094900000.0,6020300000.0,4944400000.0,2757300000.0,-3150500000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2017.0,Q3,,2017-09-30,2017-10-31 16:15:36+00:00,210200000.0,285800000.0,-443300000.0,142000000.0,0.0,2165900000.0,390000000.0,34300000.0,,,,3188800000.0,1256200000.0,2278800000.0,437800000.0,16900000.0,384100000.0,,36500000.0,,,,,183800000.0,89600000.0,,,42400000.0,3103400000.0,602900000.0,3700000.0,5628200000.0,1672600000.0,544700000.0,1203100000.0,1672600000.0,1672600000.0,3955600000.0,5628200000.0,4645700000.0,2752500000.0,-3153400000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2017.0,Q2,,2017-06-30,2017-08-01 16:26:36+00:00,161400000.0,266400000.0,-526400000.0,140700000.0,0.0,2153900000.0,449000000.0,52100000.0,,,,2733800000.0,1052000000.0,2276600000.0,403500000.0,16400000.0,337500000.0,,20800000.0,,,,,170200000.0,81500000.0,,,39200000.0,2982700000.0,126800000.0,3600000.0,4898700000.0,1465900000.0,522800000.0,737200000.0,1465900000.0,1465900000.0,3432800000.0,4898700000.0,3972400000.0,2695600000.0,-3144300000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2017.0,Q1,,2017-03-31,2017-05-02 16:19:10+00:00,162100000.0,298700000.0,-616900000.0,155000000.0,0.0,2134200000.0,501600000.0,3300000.0,2100000.0,,,2653300000.0,1027200000.0,2281000000.0,377800000.0,15800000.0,329400000.0,,28200000.0,,,,,160800000.0,80300000.0,,,25000000.0,2861700000.0,6600000.0,3600000.0,4748700000.0,1385600000.0,513800000.0,672400000.0,1385600000.0,1385600000.0,3363100000.0,4748700000.0,3857100000.0,2690700000.0,-2993400000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2018.0,FY,,2018-12-31,2020-02-18 16:37:32+00:00,250900000.0,356400000.0,-591900000.0,139500000.0,0.0,2283100000.0,,34000000.0,5200000.0,,,3361500000.0,1227800000.0,2050500000.0,555900000.0,11100000.0,350600000.0,,50700000.0,395700000.0,0.0,0.0,,99500000.0,104000000.0,0.0,0.0,63900000.0,3942600000.0,672800000.0,,5900300000.0,2070600000.0,644500000.0,1324600000.0,2070600000.0,2070600000.0,3829700000.0,5900300000.0,4699900000.0,2505100000.0,-3563200000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2018.0,Q3,,2018-09-30,2018-10-30 16:18:23+00:00,243700000.0,324200000.0,-509600000.0,147600000.0,0.0,2265400000.0,433200000.0,11900000.0,0.0,,,3339000000.0,1254400000.0,2044900000.0,518500000.0,15400000.0,341600000.0,,46600000.0,,,,,130100000.0,104200000.0,,,59400000.0,3796400000.0,542300000.0,4000000.0,5851100000.0,2141200000.0,593700000.0,1219200000.0,2141200000.0,2141200000.0,3709900000.0,5851100000.0,4738900000.0,2490700000.0,-3411000000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2018.0,Q2,,2018-06-30,2018-07-31 16:20:31+00:00,216400000.0,347800000.0,-474200000.0,132000000.0,0.0,2235100000.0,513000000.0,22400000.0,0.0,,,3372700000.0,1289500000.0,2044200000.0,501900000.0,15700000.0,349600000.0,,58000000.0,,,,,234700000.0,105900000.0,,,61100000.0,3630400000.0,736900000.0,3800000.0,6039600000.0,2073600000.0,625100000.0,1466300000.0,2073600000.0,2073600000.0,3966000000.0,6039600000.0,4912600000.0,2499700000.0,-3317700000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2018.0,Q1,,2018-03-31,2018-05-01 16:19:00+00:00,223800000.0,424100000.0,-309300000.0,149800000.0,0.0,2202000000.0,586600000.0,8100000.0,6800000.0,,,3454200000.0,1356600000.0,2041100000.0,489000000.0,16600000.0,356500000.0,,70200000.0,,,,,221900000.0,106900000.0,,,52600000.0,3476900000.0,740900000.0,3800000.0,6246900000.0,2184300000.0,708600000.0,1558100000.0,2184300000.0,2184300000.0,4062600000.0,6246900000.0,5049300000.0,2504500000.0,-3185300000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2019.0,FY,,2019-12-31,2020-05-05 16:19:46+00:00,375000000.0,441600000.0,-486900000.0,184600000.0,0.0,2369200000.0,440100000.0,25900000.0,6800000.0,,,3864300000.0,1398900000.0,2651600000.0,548100000.0,9800000.0,356000000.0,,17800000.0,151800000.0,14100000.0,18700000.0,,378400000.0,256900000.0,110800000.0,38100000.0,60900000.0,4228400000.0,499400000.0,,7055200000.0,2260800000.0,744900000.0,1491800000.0,2260800000.0,2260800000.0,4794400000.0,7055200000.0,5762200000.0,3302600000.0,-3849900000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2019.0,Q3,,2019-09-30,2019-10-29 20:22:27+00:00,362800000.0,405500000.0,-678400000.0,311800000.0,0.0,2357400000.0,460400000.0,23300000.0,4800000.0,,,3367000000.0,1141200000.0,2668400000.0,586500000.0,10700000.0,322200000.0,,18500000.0,120700000.0,,,,352700000.0,261200000.0,,,71900000.0,4136600000.0,24900000.0,,6289100000.0,2063700000.0,831000000.0,973600000.0,2063700000.0,2063700000.0,4225400000.0,6289100000.0,4871600000.0,3251800000.0,-3751900000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2019.0,Q2,,2019-06-30,2019-07-30 16:17:17+00:00,236700000.0,442600000.0,-592200000.0,153300000.0,0.0,2337000000.0,559900000.0,25400000.0,4200000.0,,,3400700000.0,1193900000.0,2447200000.0,566500000.0,11100000.0,351000000.0,,26600000.0,38300000.0,,,,351500000.0,304300000.0,,,62400000.0,4145300000.0,81700000.0,,6234000000.0,2210700000.0,710300000.0,920800000.0,2210700000.0,2210700000.0,4023300000.0,6234000000.0,4957200000.0,3102500000.0,-3679400000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2019.0,Q1,,2019-03-31,2019-04-30 16:21:58+00:00,236300000.0,438600000.0,-532300000.0,179500000.0,0.0,2302000000.0,602100000.0,6000000.0,2500000.0,,,3431700000.0,1249000000.0,2443300000.0,557700000.0,11400000.0,354200000.0,,51000000.0,37000000.0,,,,356400000.0,314700000.0,,,59800000.0,4036000000.0,180500000.0,,6341100000.0,2170500000.0,734900000.0,1058400000.0,2170500000.0,2170500000.0,4170600000.0,6341100000.0,5048500000.0,3112200000.0,-3635200000.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2020.0,Q1,,2020-03-31,2020-05-05 16:19:46+00:00,315600000.0,523300000.0,-658700000.0,204400000.0,0.0,2404700000.0,668400000.0,0.0,21700000.0,,,3742600000.0,1306600000.0,2652400000.0,549300000.0,9100000.0,349600000.0,,19700000.0,148200000.0,0.0,0.0,,506500000.0,247700000.0,0.0,0.0,66600000.0,4353400000.0,444000000.0,,6928100000.0,2080500000.0,814000000.0,1597900000.0,2080500000.0,2080500000.0,4847600000.0,6928100000.0,5564800000.0,3249700000.0,-4018900000.0
