company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2011.0,Q1TTM,2010-04-01,2011-03-31,,28549000.0,1.44,1.44,,42104000.0,1.38,165639000.0,253053000.0,253053000.0,,253053000.0,473036000.0,1175058000.0,425000.0,,544000.0,178116000.0,473036000.0,702022000.0,35813000.0,283000.0,249313000.0,453797000.0,-35105000.0,418692000.0,1175058000.0,168900000.0,169030227.0,176964192.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2011.0,Q1,2011-01-01,2011-03-31,2012-05-01 16:21:08+00:00,8455000.0,0.39,0.39,,11305000.0,0.37,44178000.0,65876000.0,65876000.0,,65876000.0,124556000.0,312869000.0,362000.0,,,49256000.0,124556000.0,188313000.0,9615000.0,10000.0,69016000.0,119297000.0,-9243000.0,110054000.0,312869000.0,168900000.0,169030227.0,176964192.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q4,2012-10-01,2012-12-31,,15991000.0,0.59,0.59,,9189000.0,0.57,32428000.0,98299000.0,86620000.0,11679000.0,98299000.0,79555000.0,289258000.0,338000.0,,,44909000.0,79555000.0,209703000.0,20613000.0,-291000.0,70089000.0,139614000.0,-20566000.0,119048000.0,289258000.0,166200000.0,165890258.0,171709518.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 16:18:00+00:00,52207000.0,1.98,1.98,,46637000.0,1.92,182363000.0,329142000.0,317463000.0,11679000.0,329142000.0,516708000.0,1407848000.0,,,,220068000.0,516708000.0,891140000.0,72508000.0,106000.0,318912000.0,572228000.0,-72402000.0,499826000.0,1407848000.0,166200000.0,165890258.0,171709518.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q3YTD,2012-01-01,2012-09-30,,36216000.0,1.39,1.39,,37448000.0,1.35,149935000.0,230843000.0,230843000.0,,230843000.0,437153000.0,1118590000.0,-338000.0,,,175159000.0,437153000.0,681437000.0,51895000.0,397000.0,248823000.0,432614000.0,-51836000.0,380778000.0,1118590000.0,165800000.0,165978080.0,171660543.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q3TTM,2011-10-01,2012-09-30,,43072000.0,1.88,1.88,,44625000.0,1.82,182183000.0,311161000.0,290859000.0,20302000.0,311161000.0,484772000.0,1329736000.0,-53000.0,,,218014000.0,484772000.0,844964000.0,66649000.0,491000.0,305711000.0,539253000.0,-66211000.0,473042000.0,1329736000.0,165800000.0,165978080.0,171660543.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q3,2012-07-01,2012-09-30,2013-11-05 16:17:42+00:00,15442000.0,0.5,0.5,,12714000.0,0.48,53705000.0,82911000.0,82911000.0,,82911000.0,156749000.0,398863000.0,-638000.0,,,58707000.0,156749000.0,242114000.0,18133000.0,136000.0,86863000.0,155251000.0,-18635000.0,136616000.0,398863000.0,165800000.0,165978080.0,171660543.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q2YTD,2012-01-01,2012-06-30,,20774000.0,0.89,0.89,,24734000.0,0.87,96230000.0,147932000.0,147932000.0,,147932000.0,280404000.0,719727000.0,300000.0,,,116452000.0,280404000.0,439323000.0,33762000.0,261000.0,161960000.0,277363000.0,-33201000.0,244162000.0,719727000.0,166700000.0,165946009.0,171901349.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q2TTM,2011-07-01,2012-06-30,,36427000.0,1.81,1.81,,42709000.0,1.75,174320000.0,299237000.0,278935000.0,20302000.0,299237000.0,465642000.0,1270971000.0,499000.0,,,210782000.0,465642000.0,805329000.0,63109000.0,454000.0,289918000.0,515411000.0,-62156000.0,453255000.0,1270971000.0,166700000.0,165946009.0,171901349.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q2,2012-04-01,2012-06-30,2013-07-30 16:22:03+00:00,12187000.0,0.44,0.44,,13090000.0,0.43,47820000.0,73331000.0,73331000.0,,73331000.0,147074000.0,373226000.0,-30000.0,,,62473000.0,147074000.0,226152000.0,17377000.0,156000.0,87750000.0,138402000.0,-17251000.0,121151000.0,373226000.0,166700000.0,165946009.0,171901349.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q1TTM,2011-04-01,2012-03-31,,33117000.0,1.76,1.76,,40474000.0,1.7,169971000.0,291483000.0,271181000.0,20302000.0,291483000.0,449753000.0,1225025000.0,654000.0,,-3364000.0,204218000.0,449753000.0,775272000.0,60617000.0,288000.0,274445000.0,500827000.0,-59675000.0,441152000.0,1225025000.0,165800000.0,164836992.0,171350820.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q1,2012-01-01,2012-03-31,2013-04-30 16:21:02+00:00,8587000.0,0.45,0.45,,11644000.0,0.44,48410000.0,74601000.0,74601000.0,,74601000.0,133330000.0,346501000.0,330000.0,,,53979000.0,133330000.0,213171000.0,16385000.0,105000.0,74210000.0,138961000.0,-15950000.0,123011000.0,346501000.0,165800000.0,164836992.0,171350820.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,FY,2013-01-01,2013-12-31,2016-02-23 18:18:35+00:00,63741000.0,2.07,2.07,,66190000.0,2.02,196426000.0,348380000.0,342314000.0,6066000.0,348380000.0,622523000.0,1595703000.0,,,,228982000.0,622523000.0,973180000.0,76136000.0,609000.0,358913000.0,614267000.0,-75527000.0,538740000.0,1595703000.0,168300000.0,168031412.0,172276360.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q4,2013-10-01,2013-12-31,,14370000.0,0.52,0.52,,19471000.0,0.5,51428000.0,87223000.0,86375000.0,848000.0,87223000.0,170156000.0,416723000.0,100000.0,,,57679000.0,170156000.0,246567000.0,17650000.0,306000.0,91520000.0,155047000.0,-17244000.0,137803000.0,416723000.0,168300000.0,168031412.0,172276360.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q3YTD,2013-01-01,2013-09-30,,49371000.0,1.55,1.55,,46719000.0,1.52,144998000.0,261157000.0,255939000.0,5218000.0,261157000.0,452367000.0,1178980000.0,-100000.0,,,171303000.0,452367000.0,726613000.0,58486000.0,303000.0,267393000.0,459220000.0,-58283000.0,400937000.0,1178980000.0,169200000.0,168044100.0,172154553.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q3TTM,2012-10-01,2013-09-30,,65362000.0,2.14,2.14,,55908000.0,2.09,177426000.0,359456000.0,342559000.0,16897000.0,359456000.0,531922000.0,1468238000.0,238000.0,,,216212000.0,531922000.0,936316000.0,79099000.0,12000.0,337482000.0,598834000.0,-78849000.0,519985000.0,1468238000.0,169200000.0,168044100.0,172154553.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q3,2013-07-01,2013-09-30,2014-10-28 16:17:21+00:00,15258000.0,0.57,0.57,,16745000.0,0.56,53474000.0,96441000.0,94894000.0,1547000.0,96441000.0,156306000.0,411927000.0,,,,56783000.0,156306000.0,255621000.0,18692000.0,225000.0,88786000.0,166835000.0,-18467000.0,148368000.0,411927000.0,169200000.0,168044100.0,172154553.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q2YTD,2013-01-01,2013-06-30,,34113000.0,0.98,0.98,,29974000.0,0.96,91524000.0,164716000.0,161045000.0,3671000.0,164716000.0,296061000.0,767053000.0,-100000.0,,,114520000.0,296061000.0,470992000.0,39794000.0,78000.0,178607000.0,292385000.0,-39816000.0,252569000.0,767053000.0,168400000.0,168147069.0,172467688.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q2TTM,2012-07-01,2013-06-30,,65546000.0,2.07,2.07,,51877000.0,2.01,177657000.0,345926000.0,330576000.0,15350000.0,345926000.0,532365000.0,1455174000.0,-400000.0,,,218136000.0,532365000.0,922809000.0,78540000.0,-77000.0,335559000.0,587250000.0,-79017000.0,508233000.0,1455174000.0,168400000.0,168147069.0,172467688.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q2,2013-04-01,2013-06-30,2014-07-29 16:16:56+00:00,17061000.0,0.5,0.5,,15811000.0,0.49,45680000.0,84205000.0,81600000.0,2605000.0,84205000.0,152429000.0,390356000.0,93000.0,,,58198000.0,152429000.0,237927000.0,19704000.0,34000.0,91070000.0,146857000.0,-19577000.0,127280000.0,390356000.0,168400000.0,168147069.0,172467688.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q1TTM,2012-04-01,2013-03-31,,60672000.0,2.01,2.01,,49156000.0,1.95,179797000.0,335052000.0,322307000.0,12745000.0,335052000.0,527010000.0,1438044000.0,-523000.0,,,222411000.0,527010000.0,911034000.0,76213000.0,45000.0,332239000.0,578795000.0,-76691000.0,502104000.0,1438044000.0,167700000.0,168078589.0,172760641.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q1,2013-01-01,2013-03-31,2014-04-29 16:20:35+00:00,17052000.0,0.48,0.48,,14163000.0,0.47,45844000.0,80511000.0,79445000.0,1066000.0,80511000.0,143632000.0,376697000.0,-193000.0,,,56322000.0,143632000.0,233065000.0,20090000.0,44000.0,87537000.0,145528000.0,-20239000.0,125289000.0,376697000.0,167700000.0,168078589.0,172760641.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 16:58:15+00:00,30100000.0,2.41,2.41,,65400000.0,2.37,208500000.0,400000000.0,354000000.0,46000000.0,400000000.0,516000000.0,1431100000.0,,,,187300000.0,516000000.0,915100000.0,70000000.0,200000.0,282800000.0,632300000.0,-69800000.0,562500000.0,1431100000.0,166000000.0,165823803.0,169132423.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q4,2014-10-01,2014-12-31,,-12520000.0,0.59,0.59,,2945000.0,0.59,49128000.0,97328000.0,82445000.0,14883000.0,97328000.0,-7016000.0,149238000.0,,,,16928000.0,-7016000.0,156254000.0,17604000.0,276000.0,7353000.0,148901000.0,-17328000.0,131573000.0,149238000.0,166000000.0,165823803.0,169132423.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q3,2014-07-01,2014-09-30,2015-10-27 16:20:24+00:00,14187000.0,0.6,0.6,,21951000.0,0.58,58692000.0,99015000.0,99015000.0,0.0,99015000.0,180873000.0,448665000.0,,,,56164000.0,180873000.0,267792000.0,17498000.0,-285000.0,92302000.0,175490000.0,-17783000.0,157707000.0,448665000.0,165000000.0,166187540.0,169522448.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q3YTD,2014-01-01,2014-09-30,,42620000.0,1.82,1.82,,62455000.0,1.78,159372000.0,302672000.0,271555000.0,31117000.0,302672000.0,523016000.0,1281862000.0,,,,170372000.0,523016000.0,758846000.0,52396000.0,-76000.0,275447000.0,483399000.0,-52472000.0,430927000.0,1281862000.0,165000000.0,166187540.0,169522448.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q3TTM,2013-10-01,2014-09-30,,56990000.0,2.34,2.34,,81926000.0,2.28,210800000.0,389895000.0,357930000.0,31965000.0,389895000.0,693172000.0,1698585000.0,100000.0,,,228051000.0,693172000.0,1005413000.0,70046000.0,230000.0,366967000.0,638446000.0,-69716000.0,568730000.0,1698585000.0,165000000.0,166187540.0,169522448.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q2YTD,2014-01-01,2014-06-30,,28433000.0,1.22,1.22,,40504000.0,1.2,100680000.0,203657000.0,172540000.0,31117000.0,203657000.0,342143000.0,833197000.0,,,,114208000.0,342143000.0,491054000.0,34898000.0,209000.0,183145000.0,307909000.0,-34689000.0,273220000.0,833197000.0,166200000.0,166343630.0,169503664.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q2TTM,2013-07-01,2014-06-30,,58061000.0,2.31,2.31,,76720000.0,2.26,205582000.0,387321000.0,353809000.0,33512000.0,387321000.0,668605000.0,1661847000.0,100000.0,,,228670000.0,668605000.0,993242000.0,71240000.0,740000.0,363451000.0,629791000.0,-70400000.0,559391000.0,1661847000.0,166200000.0,166343630.0,169503664.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q2,2014-04-01,2014-06-30,2015-07-28 16:26:34+00:00,14221000.0,0.53,0.53,,20723000.0,0.52,53708000.0,88099000.0,88099000.0,0.0,88099000.0,172470000.0,423554000.0,,,,57074000.0,172470000.0,251084000.0,17459000.0,200000.0,92018000.0,159066000.0,-17259000.0,141807000.0,423554000.0,166200000.0,166343630.0,169503664.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q1TTM,2013-04-01,2014-03-31,,60901000.0,2.28,2.28,,71808000.0,2.23,197554000.0,383427000.0,347310000.0,36117000.0,383427000.0,648564000.0,1628649000.0,193000.0,,,229794000.0,648564000.0,980085000.0,73485000.0,574000.0,362503000.0,617582000.0,-72718000.0,544864000.0,1628649000.0,167500000.0,166981982.0,170421489.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q1,2014-01-01,2014-03-31,2015-04-28 16:20:59+00:00,14212000.0,0.69,0.69,,19781000.0,0.68,46972000.0,115558000.0,84441000.0,31117000.0,115558000.0,169673000.0,409643000.0,,,,57134000.0,169673000.0,239970000.0,17439000.0,9000.0,91127000.0,148843000.0,-17430000.0,131413000.0,409643000.0,167500000.0,166981982.0,170421489.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,FY,2015-01-01,2015-12-31,2018-02-20 16:21:59+00:00,70400000.0,3.07,3.07,,96600000.0,3.01,196600000.0,507600000.0,487500000.0,20100000.0,507600000.0,612000000.0,1760700000.0,,,,278300000.0,612000000.0,1148700000.0,121400000.0,102100000.0,445300000.0,703400000.0,-19300000.0,684100000.0,1760700000.0,165300000.0,165090380.0,168451343.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q4,2015-10-01,2015-12-31,,27402000.0,0.68,0.68,,27430000.0,0.66,45535000.0,113780000.0,108029000.0,5751000.0,113780000.0,160703000.0,477400000.0,-17635000.0,,,75608000.0,160703000.0,316697000.0,32473000.0,17415000.0,130440000.0,186257000.0,-32693000.0,153564000.0,477400000.0,165300000.0,165090380.0,168451343.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q3,2015-07-01,2015-09-30,2016-11-01 16:18:18+00:00,12639000.0,0.78,0.78,,27105000.0,0.77,57858000.0,131814000.0,124181000.0,7633000.0,131814000.0,162874000.0,470408000.0,17894000.0,,,70642000.0,162874000.0,307534000.0,33003000.0,0.0,110386000.0,197148000.0,-15109000.0,182039000.0,470408000.0,169000000.0,168739437.0,172171337.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q3YTD,2015-01-01,2015-09-30,,42998000.0,2.39,2.39,,69170000.0,2.35,151065000.0,393820000.0,379471000.0,14349000.0,393820000.0,451297000.0,1283300000.0,17635000.0,,,202692000.0,451297000.0,832003000.0,88927000.0,84685000.0,314860000.0,517143000.0,13393000.0,530536000.0,1283300000.0,169000000.0,168739437.0,172171337.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q3TTM,2014-10-01,2015-09-30,,30478000.0,2.98,2.98,,72115000.0,2.94,200193000.0,491148000.0,461916000.0,29232000.0,491148000.0,444281000.0,1432538000.0,17635000.0,,,219620000.0,444281000.0,988257000.0,106531000.0,84961000.0,322213000.0,666044000.0,-3935000.0,662109000.0,1432538000.0,169000000.0,168739437.0,172171337.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q2,2015-04-01,2015-06-30,2016-08-02 16:24:36+00:00,22904000.0,0.99,0.99,,22677000.0,0.97,34392000.0,163320000.0,158917000.0,4403000.0,163320000.0,154639000.0,428599000.0,-259000.0,,,82336000.0,154639000.0,273960000.0,37662000.0,85187000.0,127917000.0,146043000.0,47266000.0,193309000.0,428599000.0,165000000.0,164141804.0,167586100.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q2YTD,2015-01-01,2015-06-30,,30359000.0,1.61,1.61,,42065000.0,1.58,93207000.0,262006000.0,255290000.0,6716000.0,262006000.0,288423000.0,812892000.0,-259000.0,,,132050000.0,288423000.0,524469000.0,55924000.0,84685000.0,204474000.0,319995000.0,28502000.0,348497000.0,812892000.0,165000000.0,164141804.0,167586100.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q2TTM,2014-07-01,2015-06-30,,32026000.0,2.8,2.8,,66961000.0,2.75,201027000.0,458349000.0,436750000.0,21599000.0,458349000.0,462280000.0,1410795000.0,-259000.0,,,205142000.0,462280000.0,948515000.0,91026000.0,84676000.0,304129000.0,644386000.0,-6609000.0,637777000.0,1410795000.0,165000000.0,164141804.0,167586100.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q1,2015-01-01,2015-03-31,2016-05-03 16:17:32+00:00,7455000.0,0.62,0.62,,19388000.0,0.61,58815000.0,98686000.0,96373000.0,2313000.0,98686000.0,133784000.0,384293000.0,,,,49714000.0,133784000.0,250509000.0,18262000.0,-502000.0,76557000.0,173952000.0,-18764000.0,155188000.0,384293000.0,159200000.0,158087919.0,161481213.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q1TTM,2014-04-01,2015-03-31,,23343000.0,2.34,2.34,,65007000.0,2.3,220343000.0,383128000.0,365932000.0,17196000.0,383128000.0,480111000.0,1405750000.0,,,,179880000.0,480111000.0,925639000.0,70823000.0,-311000.0,268230000.0,657409000.0,-71134000.0,586275000.0,1405750000.0,159200000.0,158087919.0,161481213.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,FY,2016-01-01,2016-12-31,2019-02-19 16:36:10+00:00,92500000.0,3.51,3.51,,119100000.0,3.45,202200000.0,591200000.0,451500000.0,139700000.0,591200000.0,714400000.0,1995200000.0,,,,301600000.0,714400000.0,1280800000.0,120000000.0,6100000.0,513200000.0,767600000.0,-113900000.0,653700000.0,1995200000.0,168400000.0,168248304.0,171171572.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,Q4,2016-10-01,2016-12-31,,22100000.0,0.64,0.64,,28400000.0,0.64,52700000.0,109200000.0,107400000.0,1800000.0,109200000.0,193000000.0,506100000.0,-3000000.0,,,77200000.0,193000000.0,313100000.0,28400000.0,6100000.0,127700000.0,185400000.0,-25300000.0,160100000.0,506100000.0,168400000.0,168248304.0,171171572.0
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,Q3,2016-07-01,2016-09-30,2017-10-31 16:15:36+00:00,22700000.0,0.76,0.76,,29500000.0,0.74,44800000.0,127600000.0,127600000.0,0.0,127600000.0,169700000.0,498100000.0,2100000.0,,,77800000.0,169700000.0,328400000.0,28100000.0,,130000000.0,198400000.0,-26000000.0,172400000.0,498100000.0,167900000.0,168874129.0,171785900.0
