company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2011.0,Q2,2011-04-01,2011-06-30,,-141281000.0,9322000.0,77573000.0,8518000.0,10855000.0,,235000.0,-47682000.0,,521875000.0,68123000.0,-159132000.0,41506000.0,,68123000.0,-159132000.0,41506000.0,-49268000.0,65577000.0,65577000.0,3434000.0,19923000.0,-3500000.0,,,-378000.0,-14523000.0,-333232000.0,-140443000.0,550000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-07-31 16:47:21+00:00,-141281000.0,18086000.0,80924000.0,17997000.0,22160000.0,,573000.0,4579000.0,,521875000.0,-18078000.0,-172586000.0,187087000.0,,-18078000.0,-172586000.0,187087000.0,-3004000.0,131453000.0,131453000.0,10809000.0,23502000.0,-3500000.0,,,-1338000.0,-28171000.0,-349434000.0,-214021000.0,1704000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2011.0,Q1,2011-01-01,2011-03-31,2012-05-01 16:21:08+00:00,,8764000.0,3351000.0,9479000.0,11305000.0,,338000.0,52261000.0,,,-86201000.0,-13454000.0,145581000.0,,-86201000.0,-13454000.0,145581000.0,46264000.0,65876000.0,65876000.0,7375000.0,3579000.0,,,,-960000.0,-13648000.0,-16202000.0,-73578000.0,1154000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q4,2012-10-01,2012-12-31,,-25422000.0,18047000.0,-3501000.0,19546000.0,13176000.0,,145000.0,13261000.0,,-105000000.0,-110449000.0,-44879000.0,147232000.0,,-110449000.0,-44879000.0,147232000.0,-7951000.0,98299000.0,98299000.0,4449000.0,30433000.0,1455000.0,,,-2717000.0,-18649000.0,-1680000.0,-34202000.0,454000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 16:18:00+00:00,-808313000.0,55912000.0,47516000.0,60977000.0,50624000.0,,15000.0,53157000.0,,704448000.0,313555000.0,-883583000.0,468229000.0,0.0,313555000.0,-883583000.0,468229000.0,-101784000.0,329142000.0,329142000.0,-20606000.0,129060000.0,1205000.0,,,-4034000.0,-74373000.0,-357678000.0,-162275000.0,1932000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q3TTM,2011-10-01,2012-09-30,,-782891000.0,46977000.0,86208000.0,63713000.0,48317000.0,,-331000.0,30605000.0,,1044740000.0,528718000.0,-856427000.0,372964000.0,,528718000.0,-856427000.0,372964000.0,44924000.0,311161000.0,311161000.0,-64096000.0,161264000.0,50000.0,,,-1444000.0,-73628000.0,-507559000.0,-169727000.0,1486000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q3,2012-07-01,2012-09-30,,-432561000.0,15995000.0,13281000.0,14812000.0,12714000.0,,4000.0,35376000.0,,659448000.0,318673000.0,-451667000.0,133562000.0,,318673000.0,-451667000.0,133562000.0,572000.0,82911000.0,82911000.0,-13434000.0,33550000.0,,,,-189000.0,-19192000.0,-352557000.0,-21768000.0,275000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-05 16:17:42+00:00,-782891000.0,37865000.0,51017000.0,41431000.0,37448000.0,,-130000.0,39896000.0,,809448000.0,424004000.0,-838704000.0,320997000.0,,424004000.0,-838704000.0,320997000.0,-93833000.0,230843000.0,230843000.0,-25055000.0,98627000.0,-250000.0,,,-1317000.0,-55724000.0,-355998000.0,-128073000.0,1478000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q2TTM,2011-07-01,2012-06-30,,-350330000.0,40231000.0,74529000.0,56780000.0,46401000.0,,-890000.0,31741000.0,,454684000.0,88629000.0,-418580000.0,376069000.0,,88629000.0,-418580000.0,376069000.0,45228000.0,299237000.0,299237000.0,-41541000.0,138115000.0,50000.0,,,-1339000.0,-68190000.0,-230110000.0,-274060000.0,1229000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q2,2012-04-01,2012-06-30,,-553000.0,12738000.0,36497000.0,20260000.0,13090000.0,,-287000.0,-82311000.0,,25000000.0,4658000.0,-19925000.0,-2178000.0,,4658000.0,-19925000.0,-2178000.0,-17732000.0,73331000.0,73331000.0,-19026000.0,50488000.0,-250000.0,,,-337000.0,-19090000.0,-1317000.0,-69513000.0,305000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-07-30 16:22:03+00:00,-350330000.0,21870000.0,37736000.0,26619000.0,24734000.0,,-134000.0,4520000.0,,150000000.0,105331000.0,-387037000.0,187435000.0,,105331000.0,-387037000.0,187435000.0,-94405000.0,147932000.0,147932000.0,-11621000.0,65077000.0,-250000.0,,,-1128000.0,-36532000.0,-3441000.0,-106305000.0,1203000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q1TTM,2011-04-01,2012-03-31,,-491058000.0,36815000.0,115605000.0,45038000.0,44166000.0,,-368000.0,66370000.0,,951559000.0,152094000.0,-557787000.0,419753000.0,,152094000.0,-557787000.0,419753000.0,13692000.0,291483000.0,291483000.0,-19081000.0,107550000.0,-3200000.0,,,-1380000.0,-63623000.0,-562025000.0,-344990000.0,1474000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2012.0,Q1,2012-01-01,2012-03-31,2013-04-30 16:21:02+00:00,-349777000.0,9132000.0,1239000.0,6359000.0,11644000.0,,153000.0,86831000.0,,125000000.0,100673000.0,-367112000.0,189613000.0,,100673000.0,-367112000.0,189613000.0,-76673000.0,74601000.0,74601000.0,7405000.0,14589000.0,,,,-791000.0,-17442000.0,-2124000.0,-36792000.0,898000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,FY,2013-01-01,2013-12-31,2016-02-23 18:18:35+00:00,-983000.0,67012000.0,126846000.0,75084000.0,70279000.0,,-840000.0,91528000.0,0.0,,-284472000.0,-145626000.0,506920000.0,0.0,-284472000.0,-145626000.0,506920000.0,75982000.0,348380000.0,348380000.0,-70279000.0,190314000.0,-281000.0,,,-5870000.0,-145976000.0,-197375000.0,-277411000.0,7484000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q4,2013-10-01,2013-12-31,,,15168000.0,24643000.0,17066000.0,20550000.0,,-434000.0,16247000.0,,,-96167000.0,-38269000.0,120468000.0,,-96167000.0,-38269000.0,120468000.0,-14402000.0,87223000.0,87223000.0,-18720000.0,57299000.0,-1000000.0,,,-867000.0,-38061000.0,-37025000.0,-116441000.0,1659000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q3TTM,2012-10-01,2013-09-30,,-26405000.0,69891000.0,98702000.0,77564000.0,62905000.0,,-261000.0,88542000.0,,-105000000.0,-298754000.0,-152236000.0,533684000.0,,-298754000.0,-152236000.0,533684000.0,82433000.0,359456000.0,359456000.0,-47110000.0,163448000.0,2174000.0,,,-7720000.0,-126564000.0,-162030000.0,-195172000.0,6279000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q3,2013-07-01,2013-09-30,,,16073000.0,31174000.0,18989000.0,17704000.0,,275000.0,16669000.0,,,-88061000.0,-44359000.0,139761000.0,,-88061000.0,-44359000.0,139761000.0,7616000.0,96441000.0,96441000.0,-7126000.0,38553000.0,88000.0,,,-36000.0,-44410000.0,-101239000.0,-25375000.0,-1000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-28 16:17:21+00:00,-983000.0,51844000.0,102203000.0,58018000.0,49729000.0,,-406000.0,75281000.0,0.0,,-188305000.0,-107357000.0,386452000.0,0.0,-188305000.0,-107357000.0,386452000.0,90384000.0,261157000.0,261157000.0,-51559000.0,133015000.0,719000.0,,,-5003000.0,-107915000.0,-160350000.0,-160970000.0,5825000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q2TTM,2012-07-01,2013-06-30,,-458966000.0,69813000.0,80809000.0,73387000.0,57915000.0,,-532000.0,107249000.0,,554448000.0,107980000.0,-559544000.0,527485000.0,,107980000.0,-559544000.0,527485000.0,75389000.0,345926000.0,345926000.0,-53418000.0,158445000.0,2086000.0,,,-7873000.0,-101346000.0,-413348000.0,-191565000.0,6555000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q2,2013-04-01,2013-06-30,,-983000.0,17876000.0,70840000.0,19410000.0,16811000.0,,-275000.0,-46102000.0,,,-114540000.0,-35390000.0,55434000.0,,-114540000.0,-35390000.0,55434000.0,-94771000.0,84205000.0,84205000.0,-17356000.0,45879000.0,192000.0,,,-1220000.0,-35440000.0,-46954000.0,-113465000.0,2061000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-29 16:16:56+00:00,-983000.0,35771000.0,71029000.0,39029000.0,32025000.0,,-681000.0,58612000.0,0.0,,-100244000.0,-62998000.0,246691000.0,0.0,-100244000.0,-62998000.0,246691000.0,82768000.0,164716000.0,164716000.0,-44433000.0,94462000.0,631000.0,,,-4967000.0,-63505000.0,-59111000.0,-135595000.0,5826000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q1TTM,2012-04-01,2013-03-31,,-458536000.0,64675000.0,46466000.0,74237000.0,54194000.0,,-544000.0,71040000.0,,579448000.0,227178000.0,-544079000.0,469873000.0,,227178000.0,-544079000.0,469873000.0,152428000.0,335052000.0,335052000.0,-55088000.0,163054000.0,1644000.0,,,-6990000.0,-84996000.0,-367711000.0,-147613000.0,4799000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2013.0,Q1,2013-01-01,2013-03-31,2014-04-29 16:20:35+00:00,0.0,17895000.0,189000.0,19619000.0,15214000.0,,-406000.0,104714000.0,,,14296000.0,-27608000.0,191257000.0,0.0,14296000.0,-27608000.0,191257000.0,177539000.0,80511000.0,80511000.0,-27077000.0,48583000.0,439000.0,,,-3747000.0,-28065000.0,-12157000.0,-22130000.0,3765000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 16:58:15+00:00,-35200000.0,59600000.0,205500000.0,67200000.0,86500000.0,,-1300000.0,-6800000.0,0.0,160000000.0,-579100000.0,-186700000.0,489400000.0,151200000.0,-579100000.0,-35500000.0,489400000.0,-126500000.0,400000000.0,400000000.0,-49900000.0,45600000.0,0.0,,,-5200000.0,-146800000.0,-6200000.0,-778500000.0,500000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q4,2014-10-01,2014-12-31,,-31199000.0,14880000.0,65038000.0,16633000.0,23050000.0,,-1513000.0,-27391000.0,,160000000.0,-427466000.0,-75005000.0,110765000.0,30000.0,-427466000.0,-74975000.0,110765000.0,-393189000.0,97328000.0,97328000.0,2898000.0,9693000.0,,,,-117000.0,-43808000.0,-1752000.0,-595407000.0,119000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-27 16:20:24+00:00,-4001000.0,44720000.0,140462000.0,50567000.0,63450000.0,,213000.0,20591000.0,0.0,0.0,-151634000.0,-111695000.0,378635000.0,151170000.0,-151634000.0,39475000.0,378635000.0,266689000.0,302672000.0,302672000.0,-52798000.0,35907000.0,0.0,,,-5083000.0,-102992000.0,-4448000.0,-183093000.0,381000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q3TTM,2013-10-01,2014-09-30,,-4001000.0,59888000.0,165105000.0,67633000.0,84000000.0,,-221000.0,36838000.0,,,-247801000.0,-149964000.0,499103000.0,151170000.0,-247801000.0,1206000.0,499103000.0,252287000.0,389895000.0,389895000.0,-71518000.0,93206000.0,-1000000.0,,,-5950000.0,-141053000.0,-41473000.0,-299534000.0,2040000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q3,2014-07-01,2014-09-30,,5000000.0,14854000.0,57838000.0,16565000.0,21951000.0,,-547000.0,-42999000.0,,,-47202000.0,-27179000.0,91800000.0,-3830000.0,-47202000.0,-31009000.0,91800000.0,13042000.0,99015000.0,99015000.0,-1021000.0,16124000.0,,,,-5051000.0,-27228000.0,-2353000.0,-60973000.0,100000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q2TTM,2013-07-01,2014-06-30,,-9001000.0,61107000.0,138441000.0,70057000.0,79753000.0,,601000.0,96506000.0,,,-288660000.0,-167144000.0,547064000.0,155000000.0,-288660000.0,-12144000.0,547064000.0,246861000.0,387321000.0,387321000.0,-77623000.0,115635000.0,-912000.0,,,-935000.0,-158235000.0,-140359000.0,-263936000.0,1939000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q2,2014-04-01,2014-06-30,,,14882000.0,80032000.0,17045000.0,20723000.0,,253000.0,-73979000.0,,,-22807000.0,-39381000.0,54007000.0,,-22807000.0,-39381000.0,54007000.0,-7928000.0,88099000.0,88099000.0,4282000.0,11979000.0,,,,-26000.0,-39620000.0,-827000.0,-33959000.0,265000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-28 16:26:34+00:00,-9001000.0,29866000.0,82624000.0,34002000.0,41499000.0,,760000.0,63590000.0,0.0,0.0,-104432000.0,-84516000.0,286835000.0,155000000.0,-104432000.0,70484000.0,286835000.0,253647000.0,203657000.0,203657000.0,-51777000.0,19783000.0,,,,-32000.0,-75764000.0,-2095000.0,-122120000.0,281000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q1TTM,2013-04-01,2014-03-31,,-9984000.0,64101000.0,129249000.0,72422000.0,75841000.0,,73000.0,124383000.0,,,-380393000.0,-163153000.0,548491000.0,155000000.0,-380393000.0,-8153000.0,548491000.0,160018000.0,383427000.0,383427000.0,-99261000.0,149535000.0,-720000.0,,,-2129000.0,-154055000.0,-186486000.0,-343442000.0,3735000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2014.0,Q1,2014-01-01,2014-03-31,2015-04-28 16:20:59+00:00,-9001000.0,14984000.0,2592000.0,16957000.0,20776000.0,,507000.0,137569000.0,,0.0,-81625000.0,-45135000.0,232828000.0,155000000.0,-81625000.0,109865000.0,232828000.0,261575000.0,115558000.0,115558000.0,-56059000.0,7804000.0,,,,-6000.0,-36144000.0,-1268000.0,-88161000.0,16000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,FY,2015-01-01,2015-12-31,2018-02-20 16:21:59+00:00,-2941600000.0,107700000.0,158500000.0,106100000.0,120600000.0,0.0,600000.0,-18300000.0,720800000.0,2074000000.0,2440900000.0,-3006300000.0,663800000.0,,2440900000.0,-3006300000.0,663800000.0,99000000.0,507600000.0,507600000.0,-53800000.0,36400000.0,16000000.0,,,-200000.0,-166100000.0,-369900000.0,-20400000.0,85600000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q4,2015-10-01,2015-12-31,,-51147000.0,34434000.0,46633000.0,49517000.0,34029000.0,,-789000.0,-66476000.0,-48000.0,34000.0,-62335000.0,-111098000.0,143756000.0,,-62335000.0,-111098000.0,143756000.0,-30466000.0,113780000.0,113780000.0,27989000.0,-10747000.0,398000.0,,,-45000.0,-60335000.0,-31174000.0,-20400000.0,31000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-01 16:18:18+00:00,-2890453000.0,73266000.0,111867000.0,56583000.0,86571000.0,,1389000.0,48176000.0,720848000.0,2073966000.0,2503235000.0,-2895202000.0,520044000.0,0.0,2503235000.0,-2895202000.0,520044000.0,129466000.0,393820000.0,393820000.0,-81789000.0,47147000.0,15602000.0,,,-155000.0,-105765000.0,-338726000.0,0.0,85569000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q3TTM,2014-10-01,2015-09-30,,-2921652000.0,88146000.0,176905000.0,73216000.0,109621000.0,,-124000.0,20785000.0,720848000.0,2233966000.0,2075769000.0,-2970207000.0,630809000.0,30000.0,2075769000.0,-2970177000.0,630809000.0,-263723000.0,491148000.0,491148000.0,-78891000.0,56840000.0,15602000.0,,,-272000.0,-149573000.0,-340478000.0,-595407000.0,85688000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q3,2015-07-01,2015-09-30,,,19679000.0,23953000.0,18606000.0,33501000.0,,-11136000.0,-4813000.0,,-30000000.0,-100129000.0,-29944000.0,164543000.0,,-100129000.0,-29944000.0,164543000.0,23334000.0,131814000.0,131814000.0,-15638000.0,22975000.0,15602000.0,,,-25000.0,-45673000.0,-93104000.0,,152000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-02 16:24:36+00:00,-2890453000.0,53587000.0,87914000.0,37977000.0,53070000.0,,12525000.0,52989000.0,720848000.0,2103966000.0,2603364000.0,-2865258000.0,355501000.0,0.0,2603364000.0,-2865258000.0,355501000.0,106132000.0,262006000.0,262006000.0,-66151000.0,24172000.0,0.0,,,-130000.0,-60092000.0,-245622000.0,0.0,85417000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q2TTM,2014-07-01,2015-06-30,,-2916652000.0,83321000.0,210790000.0,71175000.0,98071000.0,,10465000.0,-17401000.0,720848000.0,2263966000.0,2128696000.0,-2967442000.0,558066000.0,-3800000.0,2128696000.0,-2971242000.0,558066000.0,-274015000.0,458349000.0,458349000.0,-64274000.0,49989000.0,,,,-5298000.0,-131128000.0,-249727000.0,-656380000.0,85636000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q2,2015-04-01,2015-06-30,,-2890048000.0,38251000.0,84656000.0,20649000.0,28628000.0,,12745000.0,-71346000.0,720848000.0,2103966000.0,2735421000.0,-2840033000.0,84511000.0,,2735421000.0,-2840033000.0,84511000.0,-7356000.0,163320000.0,163320000.0,-74342000.0,15836000.0,,,,-21000.0,-35332000.0,-105229000.0,,85368000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q1,2015-01-01,2015-03-31,2016-05-03 16:17:32+00:00,-405000.0,15336000.0,3258000.0,17328000.0,24442000.0,,-220000.0,124335000.0,,,-132057000.0,-25225000.0,270990000.0,,-132057000.0,-25225000.0,270990000.0,113488000.0,98686000.0,98686000.0,8191000.0,8336000.0,0.0,,,-109000.0,-24760000.0,-140393000.0,0.0,49000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2015.0,Q1TTM,2014-04-01,2015-03-31,,-26604000.0,59952000.0,206166000.0,67571000.0,90166000.0,,-2027000.0,-20034000.0,,160000000.0,-629532000.0,-166790000.0,527562000.0,-3800000.0,-629532000.0,-170590000.0,527562000.0,-274587000.0,383128000.0,383128000.0,14350000.0,46132000.0,,,,-5303000.0,-135416000.0,-145325000.0,-690339000.0,533000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,FY,2016-01-01,2016-12-31,2019-02-19 16:36:10+00:00,-74100000.0,103400000.0,289200000.0,116600000.0,126200000.0,714600000.0,-9700000.0,-24300000.0,,0.0,-1064200000.0,493200000.0,577500000.0,,-1064200000.0,493200000.0,577500000.0,-3200000.0,591200000.0,591200000.0,-219000000.0,38000000.0,9000000.0,,,-300000.0,-156500000.0,-775400000.0,-326800000.0,500000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,Q4,2016-10-01,2016-12-31,,-24500000.0,23100000.0,67800000.0,40800000.0,28500000.0,-4800000.0,-300000.0,-81800000.0,,,-36300000.0,-86100000.0,93100000.0,,-36300000.0,-86100000.0,93100000.0,-29600000.0,109300000.0,109300000.0,14000000.0,8500000.0,9600000.0,,,-100000.0,-57900000.0,99500000.0,-144300000.0,-8400000.0,
Verisk Analytics Inc,VRSK,549300I1YSWNIRKBWP67,1442145,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-10-31 16:15:36+00:00,-49600000.0,80300000.0,221400000.0,75800000.0,97700000.0,719400000.0,-9400000.0,57500000.0,,0.0,-1027900000.0,579300000.0,484400000.0,,-1027900000.0,579300000.0,484400000.0,26400000.0,481900000.0,481900000.0,-233000000.0,29500000.0,-600000.0,,,-200000.0,-98600000.0,-874900000.0,-182500000.0,8900000.0,
