company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinvestmentincome,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,futurepolicybenefits,goodwill,interestbearingdeposits,loansandleases,longtermdebt,mortgageservicingrights,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,participatingpolicyholderequity,redeemablenoncontrollinginterest,retainedearnings,separateaccountbusinessassets,separateaccountbusinessliabilities,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock,unearnedpremiumsdebit
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2008.0,FY,,2008-12-31,2010-02-26 17:02:31+00:00,3061000000.0,-14253000000.0,24207000000.0,,15819000000.0,20144000000.0,130555000000.0,5008000000.0,748000000.0,51364000000.0,49676000000.0,,51364000000.0,,251000000.0,6884000000.0,66742000000.0,14626000000.0,151706000000.0,,22403000000.0,120839000000.0,120839000000.0,2659000000.0,501678000000.0,23733000000.0,23734000000.0,23985000000.0,477693000000.0,501678000000.0,1000000.0,193340000000.0,-236000000.0,16973000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,FY,,2009-12-31,2011-02-24 20:25:14+00:00,3173000000.0,-3058000000.0,10112000000.0,,16867000000.0,19256000000.0,135879000000.0,5047000000.0,,50909000000.0,45904000000.0,,50909000000.0,6896000000.0,377000000.0,10211000000.0,45018000000.0,15989000000.0,147880000000.0,0.0,19501000000.0,149041000000.0,149041000000.0,912000000.0,539314000000.0,33120000000.0,33121000000.0,33528000000.0,505816000000.0,539314000000.0,,233110000000.0,-190000000.0,16752000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q3,,2009-09-30,2009-11-03 21:45:54+00:00,3236000000.0,-2234000000.0,15562000000.0,,16873000000.0,19208000000.0,134492000000.0,5033000000.0,0.0,50681000000.0,40756000000.0,,50681000000.0,,325000000.0,,51152000000.0,21783000000.0,157003000000.0,,19822000000.0,144434000000.0,144434000000.0,2131000000.0,535192000000.0,34267000000.0,34268000000.0,34593000000.0,500599000000.0,535192000000.0,1000000.0,228983000000.0,-194000000.0,16903000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q2,,2009-06-30,2009-08-04 06:16:05+00:00,3019000000.0,-9834000000.0,13213000000.0,,16857000000.0,20323000000.0,132823000000.0,5036000000.0,0.0,52500000000.0,40238000000.0,,52500000000.0,,319000000.0,,55589000000.0,19976000000.0,157083000000.0,,20472000000.0,126968000000.0,126968000000.0,4757000000.0,509457000000.0,27292000000.0,27293000000.0,27612000000.0,481845000000.0,509457000000.0,1000000.0,216079000000.0,-203000000.0,16730000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2010.0,FY,,2010-12-31,2012-02-28 17:09:43+00:00,4328000000.0,1000000000.0,12957000000.0,0.0,26433000000.0,27092000000.0,170912000000.0,11781000000.0,,62297000000.0,36074000000.0,,62297000000.0,8030000000.0,371000000.0,10316000000.0,54496000000.0,25562000000.0,228213000000.0,117000000.0,21363000000.0,183138000000.0,183138000000.0,27578000000.0,730906000000.0,48624000000.0,48625000000.0,48996000000.0,681793000000.0,730906000000.0,,346988000000.0,-172000000.0,19799000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2010.0,Q3,,2010-09-30,2010-11-04 16:54:33+00:00,3469000000.0,4030000000.0,14557000000.0,,20460000000.0,17463000000.0,143686000000.0,4966000000.0,,59938000000.0,64891000000.0,,59938000000.0,,354000000.0,9362000000.0,58420000000.0,20998000000.0,157120000000.0,,22096000000.0,172372000000.0,172372000000.0,2057000000.0,617255000000.0,46414000000.0,46415000000.0,46769000000.0,570486000000.0,617255000000.0,1000000.0,267416000000.0,-172000000.0,18654000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2010.0,Q2,,2010-06-30,2010-08-02 06:11:33+00:00,3249000000.0,822000000.0,10702000000.0,,16904000000.0,17720000000.0,140239000000.0,5037000000.0,,58251000000.0,58907000000.0,,58251000000.0,,349000000.0,9790000000.0,55162000000.0,17669000000.0,153337000000.0,,21820000000.0,153362000000.0,153362000000.0,879000000.0,573907000000.0,39374000000.0,39375000000.0,39724000000.0,534183000000.0,573907000000.0,1000000.0,252247000000.0,-172000000.0,18177000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2010.0,Q1,,2010-03-31,2010-05-05 16:09:13+00:00,3392000000.0,-1191000000.0,9202000000.0,,16879000000.0,18697000000.0,137516000000.0,5049000000.0,,57436000000.0,54647000000.0,,57436000000.0,,368000000.0,10032000000.0,50129000000.0,17277000000.0,151161000000.0,,20294000000.0,158436000000.0,158436000000.0,318000000.0,565566000000.0,35810000000.0,35811000000.0,36179000000.0,529387000000.0,565566000000.0,1000000.0,245671000000.0,-172000000.0,17554000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2011.0,FY,,2011-12-31,2013-02-26 21:13:26+00:00,4344000000.0,6083000000.0,10461000000.0,0.0,26793000000.0,24619000000.0,184275000000.0,11935000000.0,,72093000000.0,31531000000.0,,72093000000.0,8563000000.0,370000000.0,10507000000.0,67145000000.0,37502000000.0,236992000000.0,105000000.0,24814000000.0,203023000000.0,203023000000.0,34402000000.0,796226000000.0,57518000000.0,57519000000.0,57889000000.0,738232000000.0,796226000000.0,1000000.0,371562000000.0,-172000000.0,22481000000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2011.0,Q3,,2011-09-30,2011-11-04 17:20:10+00:00,4793000000.0,6813000000.0,10001000000.0,0.0,26755000000.0,27623000000.0,182736000000.0,12006000000.0,,62949000000.0,68175000000.0,,62949000000.0,8197000000.0,397000000.0,10685000000.0,69282000000.0,33941000000.0,236868000000.0,130000000.0,26951000000.0,191499000000.0,191499000000.0,451000000.0,785230000000.0,60347000000.0,60348000000.0,60745000000.0,724355000000.0,785230000000.0,,375743000000.0,-172000000.0,23137000000.0
