company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:02:31+00:00,-694000000.0,-955000000.0,2128000000.0,1011000000.0,457000000.0,0.0,61000000.0,5191000000.0,0.0,6302000000.0,,3942000000.0,-10644000000.0,9902000000.0,3942000000.0,-10644000000.0,9902000000.0,3261000000.0,-305000000.0,4465000000.0,4465000000.0,744000000.0,55154000000.0,-1210000000.0,,-678000000.0,-134234000000.0,,-54826000000.0,-1705000000.0,,125494000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 20:25:14+00:00,-6771000000.0,-939000000.0,27000000.0,1107000000.0,375000000.0,,-349000000.0,8807000000.0,3261000000.0,3391000000.0,,6189000000.0,-2671000000.0,10702000000.0,6189000000.0,-2671000000.0,10702000000.0,13871000000.0,2185000000.0,3278000000.0,3278000000.0,-819000000.0,69258000000.0,5495000000.0,,-717000000.0,-113162000000.0,,-69939000000.0,-1250000000.0,,111767000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-03 21:45:54+00:00,-281000000.0,,430000000.0,677000000.0,,,-112000000.0,,1035000000.0,2221000000.0,,9208000000.0,-6257000000.0,,9208000000.0,-6257000000.0,7002000000.0,9841000000.0,,,,,47256000000.0,-405000000.0,,-94000000.0,-87381000000.0,,-39960000000.0,-1250000000.0,,81810000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-04 06:16:05+00:00,,-526000000.0,315000000.0,572000000.0,334000000.0,,57000000.0,2972000000.0,0.0,2710000000.0,,7495000000.0,-9523000000.0,5418000000.0,7495000000.0,-9523000000.0,5418000000.0,3447000000.0,,1656000000.0,1656000000.0,982000000.0,29300000000.0,-345000000.0,,-64000000.0,-61041000000.0,,-23201000000.0,-1250000000.0,,51863000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:09:43+00:00,-5462000000.0,-967000000.0,397000000.0,989000000.0,520000000.0,0.0,108000000.0,-1560000000.0,1035000000.0,3566000000.0,,-4103000000.0,-13935000000.0,3803000000.0,-4103000000.0,-13935000000.0,3803000000.0,-14127000000.0,3164000000.0,-2278000000.0,-2278000000.0,8088000000.0,77858000000.0,4421000000.0,,-732000000.0,-92160000000.0,,-88994000000.0,,0.0,79266000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-04 16:54:33+00:00,-4741000000.0,,298000000.0,611000000.0,,,88000000.0,,1035000000.0,3230000000.0,,-4126000000.0,-7357000000.0,,-4126000000.0,-7357000000.0,2718000000.0,-8677000000.0,1368000000.0,,,,62204000000.0,3943000000.0,,-91000000.0,-70275000000.0,,-71872000000.0,,,63716000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q3,2009-07-01,2009-09-30,,-1113000000.0,,103000000.0,136000000.0,,,4000000.0,,,-1198000000.0,,-3124000000.0,1524000000.0,,-3124000000.0,1524000000.0,3945000000.0,2349000000.0,528000000.0,,,,16456000000.0,525000000.0,,-30000000.0,-19316000000.0,,-18880000000.0,,,21428000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-02 06:11:33+00:00,-3628000000.0,,195000000.0,475000000.0,,,84000000.0,,1035000000.0,4428000000.0,,-1002000000.0,-8881000000.0,,-1002000000.0,-8881000000.0,-1227000000.0,-11026000000.0,840000000.0,,,,45748000000.0,3418000000.0,,-61000000.0,-50959000000.0,,-52992000000.0,,,42288000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q2,2009-04-01,2009-06-30,,-2458000000.0,,110000000.0,362000000.0,,,128000000.0,,,690000000.0,,1166000000.0,-7263000000.0,,1166000000.0,-7263000000.0,-242000000.0,-6211000000.0,236000000.0,,,,23365000000.0,773000000.0,,-31000000.0,-24874000000.0,,-23094000000.0,,,19296000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q1,2009-01-01,2009-03-31,2010-05-05 16:09:13+00:00,-1170000000.0,,85000000.0,113000000.0,,,-44000000.0,,1035000000.0,3738000000.0,,-2168000000.0,-1618000000.0,,-2168000000.0,-1618000000.0,-985000000.0,-4815000000.0,604000000.0,,,,22383000000.0,2645000000.0,,-30000000.0,-26085000000.0,,-29898000000.0,,,22992000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 21:13:26+00:00,-2548000000.0,-1078000000.0,-23000000.0,1489000000.0,585000000.0,0.0,-129000000.0,5900000000.0,3529000000.0,8166000000.0,,13381000000.0,-18303000000.0,7985000000.0,13381000000.0,-18303000000.0,7985000000.0,2934000000.0,-32000000.0,2663000000.0,2663000000.0,-85000000.0,74030000000.0,1737000000.0,,-906000000.0,-115630000000.0,,-71406000000.0,,0.0,98138000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 17:20:10+00:00,-1949000000.0,,109000000.0,997000000.0,,0.0,-8000000.0,,3529000000.0,13430000000.0,,18629000000.0,-19369000000.0,,18629000000.0,-19369000000.0,5193000000.0,4445000000.0,-959000000.0,,,,53549000000.0,2049000000.0,,-91000000.0,-81009000000.0,,-50829000000.0,,0.0,61540000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2010.0,Q3,2010-07-01,2010-09-30,,-872000000.0,,120000000.0,253000000.0,,,71000000.0,,3529000000.0,7176000000.0,,11768000000.0,-9249000000.0,,11768000000.0,-9249000000.0,1265000000.0,3855000000.0,-462000000.0,,,,19449000000.0,428000000.0,,-30000000.0,-28567000000.0,,-17894000000.0,,,19762000000.0,
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2010.0,Q2,2010-04-01,2010-06-30,,-352000000.0,,77000000.0,486000000.0,,,-51000000.0,,,4305000000.0,,3016000000.0,-2522000000.0,,3016000000.0,-2522000000.0,1057000000.0,1500000000.0,-279000000.0,,,,16846000000.0,1113000000.0,,-31000000.0,-28257000000.0,,-17825000000.0,,,24974000000.0,
