company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netrealizedcapitalgains,otheroperatingexpenses,otherservicechargeincome,policyacquisitioncosts,preferreddividends,premiumsearned,propertyliabilityinsuranceclaims,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 17:02:31+00:00,5.62,5.62,0.74,5.48,,1675000000.0,4465000000.0,4105000000.0,360000000.0,4180000000.0,148000000.0,17557000000.0,10483000000.0,6703000000.0,1723000000.0,137000000.0,22970000000.0,29244000000.0,41450000000.0,47230000000.0,5780000000.0,47230000000.0,743800000.0,743800000.0,762800000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 20:25:14+00:00,4.19,4.19,0.74,4.14,,1580000000.0,3278000000.0,3479000000.0,-201000000.0,3084000000.0,69000000.0,19397000000.0,13243000000.0,6967000000.0,1751000000.0,125000000.0,25914000000.0,32225000000.0,47219000000.0,52278000000.0,5059000000.0,52278000000.0,735184337.0,735184337.0,735184337.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 21:45:54+00:00,0.84,0.84,,0.83,,529000000.0,646000000.0,1050000000.0,-404000000.0,600000000.0,16000000.0,4793000000.0,2931000000.0,1773000000.0,448000000.0,30000000.0,6785000000.0,8393000000.0,11772000000.0,13351000000.0,1579000000.0,13351000000.0,714300000.0,714300000.0,722900000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2008.0,Q2,2008-04-01,2008-06-30,2009-08-04 06:16:05+00:00,1.28,1.28,,1.26,,342000000.0,996000000.0,879000000.0,117000000.0,915000000.0,50000000.0,3962000000.0,2607000000.0,1747000000.0,446000000.0,31000000.0,6340000000.0,7775000000.0,10828000000.0,12049000000.0,1221000000.0,12049000000.0,714800000.0,714800000.0,726200000.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q4,2009-10-01,2009-12-31,,0.35,0.35,0.74,0.35,,-141000000.0,313000000.0,292000000.0,21000000.0,289000000.0,-7000000.0,2934000000.0,2945000000.0,2148000000.0,352000000.0,31000000.0,6858000000.0,8492000000.0,11789000000.0,11940000000.0,151000000.0,11940000000.0,818462150.0,818462150.0,818462150.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 17:09:43+00:00,-2.89,-2.89,0.74,-2.89,,-2025000000.0,-2278000000.0,-2336000000.0,58000000.0,-2368000000.0,-32000000.0,6974000000.0,10521000000.0,7526000000.0,1649000000.0,122000000.0,26157000000.0,32848000000.0,45018000000.0,40657000000.0,-4361000000.0,40657000000.0,818462150.0,818462150.0,818462150.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q3YTD,2009-01-01,2009-09-30,,-3.24,-3.24,,-3.24,,-1884000000.0,-2591000000.0,-2628000000.0,37000000.0,-2657000000.0,-25000000.0,4040000000.0,7576000000.0,5378000000.0,1297000000.0,91000000.0,19299000000.0,24356000000.0,33229000000.0,28717000000.0,-4512000000.0,28717000000.0,821764490.0,821764490.0,821764490.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 16:54:33+00:00,-0.79,-0.79,,-0.79,,-551000000.0,-625000000.0,-624000000.0,-1000000.0,-650000000.0,-5000000.0,1784000000.0,2543000000.0,1853000000.0,439000000.0,30000000.0,6601000000.0,8431000000.0,11413000000.0,10238000000.0,-1175000000.0,10238000000.0,821764490.0,821764490.0,821764490.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q2YTD,2009-01-01,2009-06-30,,-2.45,-2.45,,-2.45,,-1333000000.0,-1966000000.0,-2004000000.0,38000000.0,-2007000000.0,-20000000.0,2256000000.0,5033000000.0,3525000000.0,858000000.0,61000000.0,12698000000.0,15925000000.0,21816000000.0,18479000000.0,-3337000000.0,18479000000.0,821594380.0,821594380.0,821594380.0
Metlife Inc,MET,C4BXATY60WC6XEOZDX54,1099219,2009.0,Q2,2009-04-01,2009-06-30,2010-08-02 06:11:33+00:00,-1.74,-1.74,,-1.74,,-956000000.0,-1418000000.0,-1419000000.0,1000000.0,-1433000000.0,-16000000.0,-99000000.0,2031000000.0,1788000000.0,434000000.0,31000000.0,6576000000.0,8175000000.0,10640000000.0,8265000000.0,-2375000000.0,8265000000.0,821594380.0,821594380.0,821594380.0
