company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Garmin Ltd,GRMN,,1121788,2007.0,FY,2006-12-31,2007-12-29,2010-02-24 12:36:08+00:00,-131669000.0,28513000.0,54963000.0,207000.0,35524000.0,92000.0,-268680000.0,17008000.0,-136117000.0,-175695000.0,682820000.0,-136117000.0,-175695000.0,682088000.0,370368000.0,855011000.0,855011000.0,32452000.0,17434000.0,-29000.0,-162531000.0,-1672041000.0,-156777000.0,-248000.0,-7780000.0,,1784816000.0,5000.0
Garmin Ltd,GRMN,,1121788,2008.0,Q4,2008-09-28,2008-12-27,,-12544000.0,10684000.0,134421000.0,607000.0,13113000.0,-12100000.0,141896000.0,4201000.0,-193375000.0,30809000.0,349461000.0,-193375000.0,30809000.0,349461000.0,174795000.0,157733000.0,157733000.0,26035000.0,-166000.0,-493000.0,-150251000.0,-7244000.0,-9143000.0,,-47159000.0,,60222000.0,11000.0
Garmin Ltd,GRMN,,1121788,2008.0,FY,2007-12-30,2008-12-27,2011-02-23 11:40:00+00:00,-67102000.0,31507000.0,134421000.0,607000.0,46910000.0,-9118000.0,5373000.0,11904000.0,-808051000.0,-56349000.0,862164000.0,-808051000.0,-56349000.0,862164000.0,-11354000.0,732848000.0,732848000.0,45526000.0,2143000.0,-387000.0,-150251000.0,-373580000.0,-119623000.0,,-671847000.0,,504324000.0,19000.0
Garmin Ltd,GRMN,,1121788,2008.0,Q3,2008-06-29,2008-09-27,,-18793000.0,12393000.0,,,15107000.0,-12542000.0,13382000.0,509000.0,-305364000.0,-17558000.0,232522000.0,-305364000.0,-17558000.0,232522000.0,-102942000.0,171244000.0,171244000.0,20396000.0,344000.0,92000.0,,-22217000.0,-30563000.0,,-306217000.0,,53923000.0,
Garmin Ltd,GRMN,,1121788,2008.0,Q3YTD,2007-12-30,2008-09-27,2009-11-04 11:10:57+00:00,-54558000.0,20823000.0,,,33797000.0,2982000.0,-136523000.0,7703000.0,-614676000.0,-87158000.0,512703000.0,-614676000.0,-87158000.0,512703000.0,-186149000.0,575115000.0,575115000.0,19491000.0,2309000.0,106000.0,,-366336000.0,-110480000.0,,-624688000.0,,444102000.0,8000.0
Garmin Ltd,GRMN,,1121788,2008.0,Q2YTD,2007-12-30,2008-06-28,2009-09-01 14:56:42+00:00,-35765000.0,8430000.0,,,18690000.0,15524000.0,-149905000.0,7194000.0,-309312000.0,-69600000.0,280181000.0,-309312000.0,-69600000.0,280181000.0,-83207000.0,403871000.0,403871000.0,-905000.0,1965000.0,14000.0,,-344119000.0,-79917000.0,,-318471000.0,,390179000.0,8000.0
Garmin Ltd,GRMN,,1121788,2009.0,Q3TTM,2008-09-28,2009-09-26,,-20005000.0,36629000.0,134421000.0,607000.0,53058000.0,9242000.0,477639000.0,9601000.0,-189428000.0,-527607000.0,1198016000.0,-189428000.0,-527607000.0,1198016000.0,490223000.0,583275000.0,583275000.0,47415000.0,289000.0,-596000.0,-150251000.0,-633399000.0,-44591000.0,,-49067000.0,,170973000.0,11000.0
Garmin Ltd,GRMN,,1121788,2009.0,Q3,2009-06-28,2009-09-26,,-3965000.0,10031000.0,,,13610000.0,16473000.0,49819000.0,1378000.0,1709000.0,-258195000.0,292867000.0,1709000.0,-258195000.0,292867000.0,52854000.0,215133000.0,215133000.0,4274000.0,390000.0,22000.0,,-284732000.0,-12098000.0,,-59000.0,,42578000.0,
Garmin Ltd,GRMN,,1121788,2009.0,Q3YTD,2008-12-28,2009-09-26,2010-11-03 11:30:09+00:00,-7461000.0,25945000.0,,,39945000.0,21342000.0,335743000.0,5400000.0,3947000.0,-558416000.0,848555000.0,3947000.0,-558416000.0,848555000.0,315428000.0,425542000.0,425542000.0,21380000.0,455000.0,-103000.0,0.0,-626155000.0,-35448000.0,,-1908000.0,,110751000.0,
Garmin Ltd,GRMN,,1121788,2009.0,Q2TTM,2008-06-29,2009-06-27,,-34833000.0,38991000.0,134421000.0,607000.0,54555000.0,-19773000.0,441202000.0,8732000.0,-496501000.0,-286970000.0,1137671000.0,-496501000.0,-286970000.0,1137671000.0,334427000.0,539386000.0,539386000.0,63537000.0,243000.0,-526000.0,-150251000.0,-370884000.0,-63056000.0,,-355225000.0,,182318000.0,11000.0
