company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Garmin Ltd,GRMN,,1121788,2009.0,Q1,2008-12-28,2009-03-28,2010-05-05 12:59:37+00:00,0.24,0.24,0.0,0.24,11386000.0,23225000.0,48538000.0,48538000.0,48538000.0,240704000.0,436699000.0,-3132000.0,55034000.0,59777000.0,240704000.0,195995000.0,,5097000.0,138036000.0,57959000.0,1965000.0,59924000.0,436699000.0,202200000.0,200352000.0,200725000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q4,2010-09-26,2010-12-25,,0.66,0.66,-3.0,0.66,23518000.0,43771000.0,132906000.0,132906000.0,132906000.0,457922000.0,837715000.0,-33592000.0,71929000.0,79445000.0,457922000.0,379793000.0,1246000.0,6614000.0,195145000.0,184648000.0,-28224000.0,156424000.0,837715000.0,196979000.0,196979000.0,196979000.0
Garmin Ltd,GRMN,,1121788,2010.0,FY,2009-12-27,2010-12-25,2013-02-27 15:46:09+00:00,2.97,2.97,,2.95,-7331000.0,144613000.0,584603000.0,584603000.0,584603000.0,1343537000.0,2689911000.0,-83137000.0,277261000.0,287824000.0,1343537000.0,1346374000.0,1246000.0,24979000.0,709698000.0,636676000.0,-59404000.0,577272000.0,2689911000.0,196979000.0,196979000.0,196979000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q3YTD,2009-12-27,2010-09-25,,2.31,2.31,3.0,2.29,-30849000.0,100842000.0,451697000.0,451697000.0,451697000.0,885615000.0,1852196000.0,-49545000.0,205332000.0,208379000.0,885615000.0,966581000.0,,18365000.0,514553000.0,452028000.0,-31180000.0,420848000.0,1852196000.0,194100000.0,194482000.0,195305000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q3TTM,2009-09-27,2010-09-25,,3.7,3.7,1.5,3.67,-17050000.0,153262000.0,730105000.0,730105000.0,730105000.0,1458238000.0,2911579000.0,-56226000.0,276916000.0,279119000.0,1458238000.0,1453341000.0,,25237000.0,709297000.0,744044000.0,-30989000.0,713055000.0,2911579000.0,194100000.0,194482000.0,195305000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q3,2010-06-27,2010-09-25,2011-11-02 11:56:45+00:00,1.44,1.44,,1.43,-68636000.0,41002000.0,279552000.0,279552000.0,279552000.0,348344000.0,692364000.0,38584000.0,69512000.0,66869000.0,348344000.0,344020000.0,,5695000.0,177383000.0,166637000.0,44279000.0,210916000.0,692364000.0,194100000.0,194482000.0,195305000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q2YTD,2009-12-27,2010-06-26,,0.87,0.87,3.0,0.86,37787000.0,59840000.0,172145000.0,172145000.0,172145000.0,537271000.0,1159832000.0,-88129000.0,135820000.0,141510000.0,537271000.0,622561000.0,,12670000.0,337170000.0,285391000.0,-75459000.0,209932000.0,1159832000.0,198300000.0,198948000.0,200102000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q2TTM,2009-06-28,2010-06-26,,3.33,3.33,2.25,3.31,93132000.0,158113000.0,665686000.0,665686000.0,665686000.0,1481406000.0,3000469000.0,-81374000.0,262911000.0,283749000.0,1481406000.0,1519063000.0,,25902000.0,704773000.0,814290000.0,-55472000.0,758818000.0,3000469000.0,198300000.0,198948000.0,200102000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q2,2010-03-28,2010-06-26,2011-08-30 07:58:22+00:00,0.68,0.68,1.5,0.67,29593000.0,42440000.0,134816000.0,134816000.0,134816000.0,337113000.0,728765000.0,-43425000.0,73337000.0,73832000.0,337113000.0,391652000.0,,5791000.0,189609000.0,202043000.0,-37634000.0,164409000.0,728765000.0,198300000.0,198948000.0,200102000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q1TTM,2009-03-29,2010-03-27,,3.46,3.46,1.5,3.45,101509000.0,149696000.0,692741000.0,692741000.0,692741000.0,1461783000.0,2940808000.0,-42450000.0,245827000.0,272103000.0,1461783000.0,1479025000.0,,25301000.0,667626000.0,811399000.0,-17149000.0,794250000.0,2940808000.0,196500000.0,199926000.0,201091000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q1,2009-12-27,2010-03-27,2011-05-04 11:15:05+00:00,0.19,0.19,1.5,0.19,8194000.0,17400000.0,37329000.0,37329000.0,37329000.0,200158000.0,431067000.0,-44704000.0,62483000.0,67678000.0,200158000.0,230909000.0,,6879000.0,147561000.0,83348000.0,-37825000.0,45523000.0,431067000.0,196500000.0,199926000.0,201091000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q4,2011-09-25,2011-12-31,,0.86,0.86,-2.0,0.85,19571000.0,55660000.0,165556000.0,165556000.0,165556000.0,475856000.0,909643000.0,-24457000.0,84655000.0,93383000.0,475856000.0,433787000.0,,9495000.0,233698000.0,200089000.0,-14962000.0,185127000.0,909643000.0,194400000.0,194400000.0,195100000.0
Garmin Ltd,GRMN,,1121788,2011.0,FY,2010-12-26,2011-12-31,2014-02-19 12:02:31+00:00,2.68,2.68,,2.67,63265000.0,145024000.0,520896000.0,520896000.0,520896000.0,1419977000.0,2758569000.0,-2418000.0,298584000.0,341217000.0,1419977000.0,1338592000.0,,32812000.0,784825000.0,553767000.0,30394000.0,584161000.0,2758569000.0,194400000.0,194400000.0,195100000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q3YTD,2010-12-26,2011-09-24,,1.82,1.82,2.0,1.82,43694000.0,89364000.0,355340000.0,355340000.0,355340000.0,944121000.0,1848926000.0,22039000.0,213929000.0,247834000.0,944121000.0,904805000.0,,23317000.0,551127000.0,353678000.0,45356000.0,399034000.0,1848926000.0,195300000.0,194112000.0,194828000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q3TTM,2010-09-26,2011-09-24,,2.48,2.48,-1.0,2.48,67212000.0,133135000.0,488246000.0,488246000.0,488246000.0,1402043000.0,2686641000.0,-11553000.0,285858000.0,327279000.0,1402043000.0,1284598000.0,1246000.0,29931000.0,746272000.0,538326000.0,17132000.0,555458000.0,2686641000.0,195300000.0,194112000.0,194828000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q3,2011-06-26,2011-09-24,2012-11-07 10:08:45+00:00,0.77,0.77,,0.77,24655000.0,35310000.0,150381000.0,150381000.0,150381000.0,322662000.0,666993000.0,19238000.0,72936000.0,88751000.0,322662000.0,344331000.0,,8464000.0,196997000.0,147334000.0,27702000.0,175036000.0,666993000.0,195300000.0,194112000.0,194828000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q2YTD,2010-12-26,2011-06-25,,1.05,1.05,2.0,1.05,19039000.0,54054000.0,204959000.0,204959000.0,204959000.0,621459000.0,1181933000.0,2801000.0,140993000.0,159083000.0,621459000.0,560474000.0,,14853000.0,354130000.0,206344000.0,17654000.0,223998000.0,1181933000.0,195500000.0,194051000.0,194875000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q2TTM,2010-06-27,2011-06-25,,3.15,3.15,-1.0,3.14,-26079000.0,138827000.0,617417000.0,617417000.0,617417000.0,1427725000.0,2712012000.0,7793000.0,282434000.0,305397000.0,1427725000.0,1284287000.0,1246000.0,27162000.0,726658000.0,557629000.0,33709000.0,591338000.0,2712012000.0,195500000.0,194051000.0,194875000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q2,2011-03-27,2011-06-25,2012-08-08 13:13:56+00:00,0.56,0.56,2.0,0.56,17595000.0,34098000.0,109477000.0,109477000.0,109477000.0,351999000.0,674099000.0,-12158000.0,70515000.0,85896000.0,351999000.0,322100000.0,,7639000.0,190509000.0,131591000.0,-4519000.0,127072000.0,674099000.0,195500000.0,194051000.0,194875000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q1TTM,2010-03-28,2011-03-26,,3.27,3.27,-1.5,3.25,-14081000.0,147169000.0,642756000.0,642756000.0,642756000.0,1412839000.0,2766678000.0,-23474000.0,285256000.0,293333000.0,1412839000.0,1353839000.0,1246000.0,25314000.0,725758000.0,628081000.0,594000.0,628675000.0,2766678000.0,194900000.0,193922000.0,194720000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q1,2010-12-26,2011-03-26,2012-05-09 16:27:00+00:00,0.49,0.49,,0.49,1444000.0,19956000.0,95482000.0,95482000.0,95482000.0,269460000.0,507834000.0,14959000.0,70478000.0,73187000.0,269460000.0,238374000.0,,7214000.0,163621000.0,74753000.0,22173000.0,96926000.0,507834000.0,194900000.0,193922000.0,194720000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q4,2012-09-30,2012-12-29,,0.66,0.66,-0.9,0.65,25616000.0,46806000.0,129293000.0,129293000.0,129293000.0,394695000.0,768548000.0,-3680000.0,83262000.0,94026000.0,394695000.0,373853000.0,,8830000.0,224094000.0,149759000.0,5150000.0,154909000.0,768548000.0,195100000.0,195100000.0,196500000.0
Garmin Ltd,GRMN,,1121788,2012.0,FY,2012-01-01,2012-12-29,2015-02-18 14:47:05+00:00,2.78,2.78,0.9,2.76,82125000.0,138757000.0,542403000.0,542403000.0,542403000.0,1277195000.0,2715675000.0,-14740000.0,325773000.0,369790000.0,1277195000.0,1438480000.0,,35108000.0,834320000.0,604160000.0,20368000.0,624528000.0,2715675000.0,195100000.0,195100000.0,196500000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q3YTD,2012-01-01,2012-09-29,,2.12,2.12,1.8,2.11,56509000.0,91951000.0,413110000.0,413110000.0,413110000.0,882500000.0,1947127000.0,-11060000.0,242511000.0,275764000.0,882500000.0,1064627000.0,,26278000.0,610226000.0,454401000.0,15218000.0,469619000.0,1947127000.0,194900000.0,194912000.0,196161000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q3TTM,2011-09-25,2012-09-29,,2.98,2.98,-0.2,2.96,76080000.0,147611000.0,578666000.0,578666000.0,578666000.0,1358356000.0,2856770000.0,-35517000.0,327166000.0,369147000.0,1358356000.0,1498414000.0,,35773000.0,843924000.0,654490000.0,256000.0,654746000.0,2856770000.0,194900000.0,194912000.0,196161000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q3,2012-07-01,2012-09-29,2013-10-30 11:33:43+00:00,0.72,0.72,,0.72,22279000.0,30102000.0,140348000.0,140348000.0,140348000.0,313321000.0,672376000.0,-5422000.0,82489000.0,86402000.0,313321000.0,359055000.0,,7987000.0,198993000.0,160062000.0,2565000.0,162627000.0,672376000.0,194900000.0,194912000.0,196161000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.4,1.4,1.8,1.39,34230000.0,61849000.0,272762000.0,272762000.0,272762000.0,569179000.0,1274751000.0,-5638000.0,160022000.0,189362000.0,569179000.0,705572000.0,,18291000.0,411233000.0,294339000.0,12653000.0,306992000.0,1274751000.0,195700000.0,194849000.0,196261000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q2TTM,2011-06-26,2012-06-30,,3.03,3.03,-0.2,3.01,78456000.0,152819000.0,588699000.0,588699000.0,588699000.0,1367697000.0,2851387000.0,-10857000.0,317613000.0,371496000.0,1367697000.0,1483690000.0,,36250000.0,841928000.0,641762000.0,25393000.0,667155000.0,2851387000.0,195700000.0,194849000.0,196261000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q2,2012-04-01,2012-06-30,2013-08-07 10:40:03+00:00,0.95,0.95,1.8,0.95,21532000.0,38258000.0,185904000.0,185904000.0,185904000.0,296341000.0,718154000.0,-5190000.0,80303000.0,99246000.0,296341000.0,421813000.0,,8620000.0,217807000.0,204006000.0,3430000.0,207436000.0,718154000.0,195700000.0,194849000.0,196261000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q1TTM,2011-03-27,2012-03-31,,2.64,2.64,,2.62,74519000.0,148659000.0,512272000.0,512272000.0,512272000.0,1423355000.0,2807332000.0,-17825000.0,307825000.0,358146000.0,1423355000.0,1383977000.0,,35269000.0,814630000.0,569347000.0,17444000.0,586791000.0,2807332000.0,193000000.0,194742000.0,195673000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 10:32:00+00:00,0.45,0.45,,0.44,12698000.0,23591000.0,86858000.0,86858000.0,86858000.0,272838000.0,556597000.0,-448000.0,79719000.0,90116000.0,272838000.0,283759000.0,,9671000.0,193426000.0,90333000.0,9223000.0,99556000.0,556597000.0,193000000.0,194742000.0,195673000.0
Garmin Ltd,GRMN,,1121788,2013.0,FY,2012-12-30,2013-12-28,2016-02-17 17:24:49+00:00,3.13,3.13,,3.12,41146000.0,112905000.0,612412000.0,612412000.0,612412000.0,1224551000.0,2631851000.0,44255000.0,364923000.0,355440000.0,1224551000.0,1407300000.0,,35271000.0,833268000.0,574032000.0,79526000.0,653558000.0,2631851000.0,195700000.0,195700000.0,196300000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q4,2013-09-29,2013-12-28,,0.84,0.84,,0.83,40953000.0,34922000.0,163586000.0,163586000.0,163586000.0,365056000.0,759694000.0,22309000.0,92575000.0,94670000.0,365056000.0,394638000.0,,9759000.0,222167000.0,172471000.0,32068000.0,204539000.0,759694000.0,195700000.0,195700000.0,196300000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q3YTD,2012-12-30,2013-09-28,,2.29,2.29,,2.29,193000.0,77983000.0,448826000.0,448826000.0,448826000.0,859495000.0,1872157000.0,21946000.0,272348000.0,260770000.0,859495000.0,1012662000.0,,25512000.0,611101000.0,401561000.0,47458000.0,449019000.0,1872157000.0,195500000.0,195325000.0,196300000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q3TTM,2012-09-30,2013-09-28,,2.95,2.95,-0.9,2.94,25809000.0,124789000.0,578119000.0,578119000.0,578119000.0,1254190000.0,2640705000.0,18266000.0,355610000.0,354796000.0,1254190000.0,1386515000.0,,34342000.0,835195000.0,551320000.0,52608000.0,603928000.0,2640705000.0,195500000.0,195325000.0,196300000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q3,2013-06-30,2013-09-28,2014-10-29 15:44:12+00:00,0.96,0.96,,0.96,-26869000.0,26251000.0,187669000.0,187669000.0,187669000.0,290748000.0,643637000.0,616000.0,88427000.0,86462000.0,290748000.0,352889000.0,,8435000.0,201140000.0,151749000.0,9051000.0,160800000.0,643637000.0,195500000.0,195325000.0,196300000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q2YTD,2012-12-30,2013-06-29,,1.33,1.33,,1.33,27062000.0,51732000.0,261157000.0,261157000.0,261157000.0,568747000.0,1228520000.0,21330000.0,183921000.0,174308000.0,568747000.0,659773000.0,,17077000.0,409961000.0,249812000.0,38407000.0,288219000.0,1228520000.0,196000000.0,195570000.0,196300000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q2TTM,2012-07-01,2013-06-29,,2.71,2.71,-0.9,2.7,74957000.0,128640000.0,530798000.0,530798000.0,530798000.0,1276763000.0,2669444000.0,12228000.0,349672000.0,354736000.0,1276763000.0,1392681000.0,,33894000.0,833048000.0,559633000.0,46122000.0,605755000.0,2669444000.0,196000000.0,195570000.0,196300000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q2,2013-03-31,2013-06-29,2014-07-30 11:44:10+00:00,0.88,0.88,,0.88,34094000.0,29483000.0,172491000.0,172491000.0,172491000.0,312923000.0,696563000.0,28520000.0,96232000.0,88039000.0,312923000.0,383640000.0,,8179000.0,213754000.0,169886000.0,36699000.0,206585000.0,696563000.0,196000000.0,195570000.0,196300000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q1TTM,2012-04-01,2013-03-30,,2.78,2.78,0.9,2.77,62395000.0,137415000.0,544211000.0,544211000.0,544211000.0,1260181000.0,2691035000.0,-21482000.0,333743000.0,365943000.0,1260181000.0,1430854000.0,,34335000.0,837101000.0,593753000.0,12853000.0,606606000.0,2691035000.0,197000000.0,195630000.0,196457000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q1,2012-12-30,2013-03-30,2014-04-30 12:06:33+00:00,0.45,0.45,,0.45,-7032000.0,22249000.0,88666000.0,88666000.0,88666000.0,255824000.0,531957000.0,-7190000.0,87689000.0,86269000.0,255824000.0,276133000.0,,8898000.0,196207000.0,79926000.0,1708000.0,81634000.0,531957000.0,197000000.0,195630000.0,196457000.0
Garmin Ltd,GRMN,,1121788,2014.0,FY,2013-12-29,2014-12-27,2017-02-22 17:04:14+00:00,1.89,1.89,,1.88,359534000.0,146633000.0,364211000.0,364211000.0,364211000.0,1266246000.0,2870658000.0,-2465000.0,395121000.0,372032000.0,1266246000.0,1604412000.0,,35584000.0,913786000.0,690626000.0,33119000.0,723745000.0,2870658000.0,192700000.0,192700000.0,193700000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q4,2014-09-28,2014-12-27,,1.1,1.1,-1.92,1.1,-10348000.0,54175000.0,210244000.0,210244000.0,210244000.0,372459000.0,803306000.0,17095000.0,101555000.0,99118000.0,372459000.0,430847000.0,,6802000.0,254848000.0,175999000.0,23897000.0,199896000.0,803306000.0,192700000.0,192700000.0,193700000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q3,2014-06-29,2014-09-27,2015-10-28 17:02:30+00:00,-0.76,-0.76,,-0.76,319496000.0,33112000.0,-146834000.0,-146834000.0,-146834000.0,308037000.0,706283000.0,-12186000.0,98998000.0,90632000.0,308037000.0,398246000.0,,9344000.0,222742000.0,175504000.0,-2842000.0,172662000.0,706283000.0,193200000.0,192239000.0,192239000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q3YTD,2013-12-29,2014-09-27,,0.79,0.79,1.92,0.78,369882000.0,92458000.0,153967000.0,153967000.0,153967000.0,893787000.0,2067352000.0,-19560000.0,293566000.0,272914000.0,893787000.0,1173565000.0,,28782000.0,658938000.0,514627000.0,9222000.0,523849000.0,2067352000.0,193200000.0,192239000.0,192239000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q3TTM,2013-09-29,2014-09-27,,1.63,1.63,1.92,1.61,410835000.0,127380000.0,317553000.0,317553000.0,317553000.0,1258843000.0,2827046000.0,2749000.0,386141000.0,367584000.0,1258843000.0,1568203000.0,,38541000.0,881105000.0,687098000.0,41290000.0,728388000.0,2827046000.0,193200000.0,192239000.0,192239000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q2YTD,2013-12-29,2014-06-28,,1.55,1.55,1.92,1.54,50386000.0,59346000.0,300801000.0,300801000.0,300801000.0,585750000.0,1361069000.0,-7374000.0,194568000.0,182282000.0,585750000.0,775319000.0,,19438000.0,436196000.0,339123000.0,12064000.0,351187000.0,1361069000.0,193600000.0,193771000.0,194955000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q2TTM,2013-06-30,2014-06-28,,3.35,3.35,1.92,3.33,64470000.0,120519000.0,652056000.0,652056000.0,652056000.0,1241554000.0,2764400000.0,15551000.0,375570000.0,363414000.0,1241554000.0,1522846000.0,,37632000.0,859503000.0,663343000.0,53183000.0,716526000.0,2764400000.0,193600000.0,193771000.0,194955000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q2,2014-03-30,2014-06-28,2015-07-29 15:42:22+00:00,0.94,0.94,1.92,0.93,26737000.0,34918000.0,181983000.0,181983000.0,181983000.0,333363000.0,777848000.0,-19704000.0,98404000.0,92409000.0,333363000.0,444485000.0,,9670000.0,225731000.0,218754000.0,-10034000.0,208720000.0,777848000.0,193600000.0,193771000.0,194955000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q1TTM,2013-03-31,2014-03-29,,3.29,3.29,,3.28,71827000.0,115084000.0,642564000.0,642564000.0,642564000.0,1221114000.0,2683115000.0,63775000.0,373398000.0,359044000.0,1221114000.0,1462001000.0,,36141000.0,847526000.0,614475000.0,99916000.0,714391000.0,2683115000.0,194800000.0,195090000.0,195860000.0
Garmin Ltd,GRMN,,1121788,2014.0,Q1,2013-12-29,2014-03-29,2015-04-29 16:03:19+00:00,0.61,0.61,,0.61,23649000.0,24428000.0,118818000.0,118818000.0,118818000.0,252387000.0,583221000.0,12330000.0,96164000.0,89873000.0,252387000.0,330834000.0,,9768000.0,210465000.0,120369000.0,22098000.0,142467000.0,583221000.0,194800000.0,195090000.0,195860000.0
Garmin Ltd,GRMN,,1121788,2015.0,FY,2014-12-28,2015-12-26,2018-02-21 07:02:06+00:00,2.39,2.39,,2.39,110960000.0,167166000.0,456227000.0,456227000.0,456227000.0,1281566000.0,2820270000.0,-12047000.0,427043000.0,394914000.0,1281566000.0,1538704000.0,,29653000.0,989123000.0,549581000.0,17606000.0,567187000.0,2820270000.0,190900000.0,190900000.0,190900000.0
Garmin Ltd,GRMN,,1121788,2015.0,Q4,2015-09-27,2015-12-26,,0.69,0.69,-2.04,0.69,20160000.0,56813000.0,132382000.0,132382000.0,132382000.0,368214000.0,781356000.0,-578000.0,106012000.0,104555000.0,368214000.0,413142000.0,,7358000.0,267380000.0,145762000.0,6780000.0,152542000.0,781356000.0,190900000.0,190900000.0,190900000.0
Garmin Ltd,GRMN,,1121788,2015.0,Q3,2015-06-28,2015-09-26,2016-10-26 17:06:27+00:00,0.63,0.63,,0.63,45592000.0,36887000.0,119299000.0,119299000.0,119299000.0,317500000.0,679690000.0,32583000.0,105789000.0,94057000.0,317500000.0,362190000.0,,6851000.0,236733000.0,125457000.0,39434000.0,164891000.0,679690000.0,189400000.0,190342000.0,190822000.0
Garmin Ltd,GRMN,,1121788,2015.0,Q3YTD,2014-12-28,2015-09-26,,1.7,1.7,2.04,1.7,90800000.0,110353000.0,323845000.0,323845000.0,323845000.0,913352000.0,2038914000.0,-11469000.0,321031000.0,290359000.0,913352000.0,1125562000.0,,22295000.0,721743000.0,403819000.0,10826000.0,414645000.0,2038914000.0,189400000.0,190342000.0,190822000.0
Garmin Ltd,GRMN,,1121788,2015.0,Q3TTM,2014-09-28,2015-09-26,,2.8,2.8,0.12,2.8,80452000.0,164528000.0,534089000.0,534089000.0,534089000.0,1285811000.0,2842220000.0,5626000.0,422586000.0,389477000.0,1285811000.0,1556409000.0,,29097000.0,976591000.0,579818000.0,34723000.0,614541000.0,2842220000.0,189400000.0,190342000.0,190822000.0
Garmin Ltd,GRMN,,1121788,2015.0,Q2,2015-03-29,2015-06-27,2016-07-27 16:40:10+00:00,0.72,0.72,2.04,0.72,35805000.0,45794000.0,137753000.0,137753000.0,137753000.0,354580000.0,773830000.0,-526000.0,109240000.0,97552000.0,354580000.0,419250000.0,,7420000.0,252586000.0,166664000.0,6894000.0,173558000.0,773830000.0,191300000.0,191101000.0,191600000.0
Garmin Ltd,GRMN,,1121788,2015.0,Q2YTD,2014-12-28,2015-06-27,,1.07,1.07,2.04,1.07,45208000.0,73466000.0,204546000.0,204546000.0,204546000.0,595852000.0,1359224000.0,-44052000.0,215242000.0,196302000.0,595852000.0,763372000.0,,15444000.0,485010000.0,278362000.0,-28608000.0,249754000.0,1359224000.0,191300000.0,191101000.0,191600000.0
