company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,notereceivable,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Garmin Ltd,GRMN,,1121788,2008.0,FY,,2008-12-27,2010-02-24 12:36:08+00:00,160094000.0,741321000.0,264086000.0,148152000.0,-37651000.0,,696335000.0,1002000.0,680000.0,49825000.0,20075000.0,34241000.0,,,593404000.0,230954000.0,262009000.0,425312000.0,445252000.0,0.0,9840000.0,228276000.0,,,,1115000.0,1941000.0,58746000.0,2262503000.0,12886000.0,2934421000.0,2225854000.0,1984425000.0,479176000.0,2225854000.0,2225854000.0,708567000.0,2934421000.0,504744000.0,229391000.0,,
Garmin Ltd,GRMN,,1121788,2009.0,FY,,2009-12-26,2011-02-23 11:40:00+00:00,203388000.0,874110000.0,384288000.0,198971000.0,-13382000.0,,1091581000.0,33222000.0,27910000.0,61397000.0,25054000.0,45236000.0,,,640309000.0,213660000.0,746464000.0,309938000.0,441338000.0,38574000.0,20498000.0,265918000.0,,5314000.0,7996000.0,1267000.0,2047000.0,34156000.0,2816607000.0,19583000.0,3828082000.0,2836447000.0,2396079000.0,685876000.0,2836447000.0,2836447000.0,991635000.0,3828082000.0,990665000.0,305759000.0,,
Garmin Ltd,GRMN,,1121788,2009.0,Q3,,2009-09-26,2009-11-04 11:10:57+00:00,185668000.0,573847000.0,280420000.0,,-18630000.0,,1011763000.0,36430000.0,48621000.0,52824000.0,14102000.0,32787000.0,150447000.0,,,220955000.0,770444000.0,373290000.0,444172000.0,,,247866000.0,,,,1242000.0,2044000.0,49569000.0,2537598000.0,17643000.0,3516551000.0,2555398000.0,2078936000.0,712045000.0,2555398000.0,2555398000.0,961153000.0,3516551000.0,993443000.0,249108000.0,,
Garmin Ltd,GRMN,,1121788,2009.0,Q2,,2009-06-27,2009-09-01 14:56:42+00:00,137360000.0,519433000.0,243640000.0,,-35020000.0,,958909000.0,24264000.0,,59331000.0,20142000.0,28396000.0,,,,229535000.0,524935000.0,323161000.0,443026000.0,,,251441000.0,,,,1231000.0,2066000.0,65081000.0,2472912000.0,18889000.0,3144366000.0,2462156000.0,1944804000.0,429538000.0,2462156000.0,2462156000.0,682210000.0,3144366000.0,756536000.0,252672000.0,,
Garmin Ltd,GRMN,,1121788,2010.0,FY,,2010-12-25,2012-02-29 16:14:55+00:00,132348000.0,747249000.0,336862000.0,249904000.0,56004000.0,,1260936000.0,1835703000.0,89711000.0,33628000.0,60828000.0,49288000.0,,,1163880000.0,185152000.0,777401000.0,387577000.0,427805000.0,261697000.0,73613000.0,6986000.0,,20053000.0,24685000.0,1406000.0,1277000.0,24894000.0,1264613000.0,24418000.0,3988688000.0,3049562000.0,2498755000.0,669037000.0,3049562000.0,3049562000.0,939126000.0,3988688000.0,1062128000.0,270089000.0,,-106758000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q3,,2010-09-25,2010-11-03 11:30:09+00:00,194894000.0,524924000.0,232644000.0,,32997000.0,,1235965000.0,1804441000.0,61731000.0,58428000.0,42959000.0,37299000.0,,,,198191000.0,639118000.0,494354000.0,427856000.0,225569000.0,20499000.0,11255000.0,,,,1418000.0,956000.0,35807000.0,1136374000.0,21920000.0,3658018000.0,2850249000.0,2371398000.0,569527000.0,2850249000.0,2850249000.0,807769000.0,3658018000.0,858764000.0,238242000.0,,-123563000.0
Garmin Ltd,GRMN,,1121788,2010.0,Q2,,2010-06-26,2010-08-04 10:30:56+00:00,150519000.0,499324000.0,191417000.0,,2038000.0,,1173169000.0,987000.0,46620000.0,57068000.0,11312000.0,36568000.0,,,,187419000.0,636184000.0,358576000.0,426805000.0,333471000.0,20498000.0,8521000.0,,,,1317000.0,936000.0,52758000.0,2648589000.0,18622000.0,3431359000.0,2651614000.0,2159517000.0,436436000.0,2651614000.0,2651614000.0,779745000.0,3431359000.0,845037000.0,343309000.0,,
Garmin Ltd,GRMN,,1121788,2010.0,Q1,,2010-03-27,2010-05-05 12:59:37+00:00,109904000.0,418520000.0,174027000.0,,1021000.0,,1291343000.0,994000.0,35835000.0,60361000.0,25816000.0,34017000.0,299957000.0,,,207074000.0,681049000.0,356073000.0,432606000.0,305221000.0,20499000.0,10558000.0,,,,1258000.0,941000.0,63427000.0,2552920000.0,19635000.0,3551528000.0,2554935000.0,2209359000.0,679556000.0,2554935000.0,2554935000.0,996593000.0,3551528000.0,909563000.0,317037000.0,,
Garmin Ltd,GRMN,,1121788,2011.0,FY,,2011-12-31,2013-02-27 15:46:09+00:00,164010000.0,607450000.0,297887000.0,294263000.0,87193000.0,,1287160000.0,1859304000.0,188987000.0,53670000.0,83566000.0,45964000.0,77865000.0,,1215908000.0,246646000.0,1097002000.0,397741000.0,417105000.0,350036000.0,88637000.0,4951000.0,,40033000.0,46340000.0,1491000.0,771000.0,77630000.0,1413582000.0,111153000.0,4471338000.0,3256581000.0,2574837000.0,858279000.0,3256581000.0,3256581000.0,1214757000.0,4471338000.0,1479396000.0,356478000.0,,-103498000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q3,,2011-09-24,2011-11-02 11:56:45+00:00,182651000.0,519226000.0,287605000.0,,74686000.0,,1389406000.0,1858744000.0,139528000.0,26297000.0,24808000.0,46591000.0,232889000.0,,,263221000.0,983563000.0,461304000.0,423041000.0,338900000.0,73613000.0,12199000.0,,31780000.0,36134000.0,1522000.0,1399000.0,53117000.0,1248443000.0,72784000.0,4334885000.0,3068192000.0,2553914000.0,914072000.0,3068192000.0,3068192000.0,1266693000.0,4334885000.0,1357930000.0,352621000.0,,-113681000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q2,,2011-06-25,2011-08-30 07:58:22+00:00,125680000.0,493057000.0,212295000.0,,129681000.0,,1418871000.0,1851142000.0,134341000.0,27691000.0,18230000.0,37393000.0,388148000.0,,,189309000.0,1016869000.0,385678000.0,423697000.0,304952000.0,73613000.0,13180000.0,,28343000.0,31047000.0,1542000.0,1393000.0,46261000.0,1097970000.0,62626000.0,4198455000.0,2962694000.0,2462527000.0,916087000.0,2962694000.0,2962694000.0,1235761000.0,4198455000.0,1312231000.0,319674000.0,,-116099000.0
Garmin Ltd,GRMN,,1121788,2011.0,Q1,,2011-03-26,2011-05-04 11:15:05+00:00,118845000.0,434935000.0,177052000.0,,91370000.0,,1210615000.0,1842870000.0,104818000.0,33582000.0,34387000.0,34811000.0,,,,189479000.0,1027381000.0,411021000.0,427110000.0,261842000.0,73613000.0,11068000.0,,22943000.0,25700000.0,1457000.0,1389000.0,38018000.0,1377007000.0,41723000.0,3937509000.0,3193229000.0,2192837000.0,469913000.0,3193229000.0,3193229000.0,744280000.0,3937509000.0,1317562000.0,274367000.0,,-118018000.0
Garmin Ltd,GRMN,,1121788,2012.0,FY,,2012-12-29,2014-02-19 12:02:31+00:00,131263000.0,603673000.0,261124000.0,349987000.0,138554000.0,,1231180000.0,1869897000.0,252375000.0,68785000.0,32363000.0,55969000.0,175932000.0,,1297640000.0,232597000.0,1488312000.0,389931000.0,409751000.0,374801000.0,93920000.0,2467000.0,0.0,53948000.0,57588000.0,1034000.0,836000.0,35520000.0,1604625000.0,153083000.0,4819124000.0,3531796000.0,2536120000.0,909026000.0,3531796000.0,3531796000.0,1287328000.0,4819124000.0,1873253000.0,378302000.0,,-81280000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q3,,2012-09-29,2012-11-07 10:08:45+00:00,147866000.0,508725000.0,214651000.0,,121617000.0,,1247073000.0,1883948000.0,232715000.0,50457000.0,56458000.0,56533000.0,175331000.0,,,252895000.0,1349176000.0,443416000.0,407853000.0,351286000.0,107190000.0,7120000.0,,50047000.0,39750000.0,1035000.0,830000.0,50882000.0,1477504000.0,122448000.0,4630742000.0,3387747000.0,2473048000.0,883554000.0,3387747000.0,3387747000.0,1242995000.0,4630742000.0,1749841000.0,359441000.0,,-95322000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q2,,2012-06-30,2012-08-08 13:13:56+00:00,138582000.0,486395000.0,194852000.0,,95182000.0,,1267719000.0,1875825000.0,213957000.0,47263000.0,51004000.0,40479000.0,263078000.0,,,246335000.0,1280354000.0,384207000.0,407850000.0,344078000.0,107190000.0,5005000.0,,46470000.0,38994000.0,1040000.0,825000.0,51983000.0,1336460000.0,97177000.0,4462762000.0,3210687000.0,2381214000.0,901952000.0,3210687000.0,3210687000.0,1252075000.0,4462762000.0,1673698000.0,350123000.0,,-96780000.0
Garmin Ltd,GRMN,,1121788,2012.0,Q1,,2012-03-31,2012-05-09 16:27:00+00:00,109232000.0,430145000.0,166997000.0,,109670000.0,,1285791000.0,1868123000.0,199302000.0,46363000.0,72831000.0,46180000.0,,,,254937000.0,1161109000.0,407476000.0,412592000.0,342552000.0,107190000.0,7235000.0,,41831000.0,38871000.0,1059000.0,828000.0,48304000.0,1500390000.0,89356000.0,4324793000.0,3379405000.0,2349266000.0,594542000.0,3379405000.0,3379405000.0,945388000.0,4324793000.0,1562935000.0,350846000.0,,-98778000.0
Garmin Ltd,GRMN,,1121788,2013.0,FY,,2013-12-28,2015-02-18 14:47:05+00:00,146582000.0,564586000.0,227313000.0,381432000.0,38041000.0,,1179149000.0,1876698000.0,256908000.0,69823000.0,39032000.0,59794000.0,175675000.0,,796280000.0,219494000.0,1502106000.0,382226000.0,414848000.0,311945000.0,88324000.0,1758000.0,137379000.0,57368000.0,58946000.0,890000.0,249000.0,55243000.0,1865587000.0,149862000.0,4879603000.0,3659706000.0,2595636000.0,905304000.0,3659706000.0,3659706000.0,1219897000.0,4879603000.0,1869119000.0,314593000.0,,-120620000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q3,,2013-09-28,2013-10-30 11:33:43+00:00,151798000.0,475707000.0,195514000.0,,71781000.0,,1068700000.0,1884812000.0,255830000.0,67437000.0,44123000.0,63064000.0,263704000.0,,,221979000.0,1594144000.0,416725000.0,413675000.0,287256000.0,94734000.0,3516000.0,,56749000.0,53804000.0,917000.0,252000.0,225067000.0,1701823000.0,134253000.0,4823226000.0,3557504000.0,2444638000.0,974033000.0,3557504000.0,3557504000.0,1265722000.0,4823226000.0,1964913000.0,291689000.0,,-100912000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q2,,2013-06-29,2013-08-07 10:40:03+00:00,128078000.0,484246000.0,172145000.0,,64843000.0,,1083490000.0,1880948000.0,251074000.0,63241000.0,24550000.0,50184000.0,263704000.0,,,220531000.0,1475761000.0,383492000.0,410533000.0,340919000.0,95411000.0,1219000.0,,54104000.0,50437000.0,951000.0,249000.0,135104000.0,1514153000.0,142582000.0,4599181000.0,3366357000.0,2346259000.0,889735000.0,3366357000.0,3366357000.0,1232824000.0,4599181000.0,1842389000.0,343089000.0,,-93587000.0
Garmin Ltd,GRMN,,1121788,2013.0,Q1,,2013-03-30,2013-05-08 10:32:00+00:00,112170000.0,450594000.0,159099000.0,,129355000.0,,1093440000.0,1875158000.0,250217000.0,68528000.0,27888000.0,55727000.0,0.0,,,223316000.0,1479764000.0,396010000.0,407591000.0,343577000.0,92828000.0,2421000.0,,53534000.0,52131000.0,996000.0,835000.0,106371000.0,1693291000.0,145478000.0,4570420000.0,3618325000.0,2313955000.0,605101000.0,3618325000.0,3618325000.0,952095000.0,4570420000.0,1848874000.0,346994000.0,,-79479000.0
Garmin Ltd,GRMN,,1121788,2014.0,FY,,2014-12-27,2016-02-17 17:24:49+00:00,149094000.0,570191000.0,232546000.0,428709000.0,2571000.0,,1196268000.0,1870956000.0,203598000.0,56102000.0,199933000.0,62764000.0,185326000.0,218083000.0,859596000.0,,1407344000.0,420475000.0,430887000.0,215741000.0,67712000.0,39497000.0,,51336000.0,57993000.0,1437000.0,308000.0,48615000.0,1859972000.0,167989000.0,4693303000.0,3403367000.0,2510976000.0,1033261000.0,3403367000.0,3403367000.0,1289936000.0,4693303000.0,1751440000.0,256675000.0,,-330132000.0
