company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,extraordinaryincome,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q3TTM,2013-10-01,2014-09-30,,,2.51,2.51,,,2.51,,,,707100000.0,,2689500000.0,2689500000.0,,2689500000.0,,5065900000.0,20303100000.0,,212400000.0,,,,,5175400000.0,103100000.0,6774500000.0,5065900000.0,15237200000.0,,,12053000000.0,3184200000.0,212400000.0,3396600000.0,20303100000.0,1065100000.0,1069600000.0,1074400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q2YTD,2014-01-01,2014-06-30,,,1.36,1.36,0.98,,1.36,,,,369800000.0,,1461400000.0,1461400000.0,,1461400000.0,,2412400000.0,9618700000.0,,109800000.0,,,,,2304700000.0,31400000.0,3148800000.0,2412400000.0,7206300000.0,,,5484900000.0,1721400000.0,109800000.0,1831200000.0,9618700000.0,1078700000.0,1071700000.0,1076400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q2TTM,2013-07-01,2014-06-30,,,3.15,3.15,,,3.15,,,,862500000.0,,3392000000.0,3392000000.0,,3392000000.0,,4997000000.0,21200100000.0,,87600000.0,,,,,5214600000.0,66800000.0,6754800000.0,4997000000.0,16203100000.0,,,12036200000.0,4166900000.0,87600000.0,4254500000.0,21200100000.0,1078700000.0,1071700000.0,1076400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q2,2014-04-01,2014-06-30,2015-07-30 16:17:28+00:00,,0.68,0.68,0.49,,0.68,,,,206900000.0,,733500000.0,733500000.0,,733500000.0,,1189700000.0,4935600000.0,,53800000.0,,,,,1195400000.0,0.0,1663900000.0,1189700000.0,3745900000.0,,,2859300000.0,886600000.0,53800000.0,940400000.0,4935600000.0,1078700000.0,1071700000.0,1076400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q1,2014-01-01,2014-03-31,2014-04-28 14:28:31+00:00,,0.68,0.68,0.49,,0.68,,,,162900000.0,,727900000.0,727900000.0,,727900000.0,,1222700000.0,4683100000.0,,56000000.0,,,,,1109300000.0,31400000.0,1484900000.0,1222700000.0,3460400000.0,,,2625600000.0,834800000.0,56000000.0,890800000.0,4683100000.0,1070400000.0,1072700000.0,1075800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2014.0,Q1TTM,2013-04-01,2014-03-31,,,3.59,3.59,,,3.58,,,,964300000.0,,3864700000.0,3864700000.0,,3864700000.0,,4972500000.0,22194200000.0,,45700000.0,,,,,5349600000.0,130300000.0,6958500000.0,4972500000.0,17221700000.0,,,12438400000.0,4783300000.0,45700000.0,4829000000.0,22194200000.0,1070400000.0,1072700000.0,1075800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,FY,2015-01-01,2015-12-31,2018-02-20 17:27:37+00:00,,2.27,2.27,,,2.26,,,,381600000.0,,2408400000.0,2408400000.0,,2408400000.0,,5037200000.0,19958700000.0,,100600000.0,,,,,5331400000.0,367700000.0,6533000000.0,5037200000.0,14921500000.0,,,12232100000.0,2689400000.0,100600000.0,2790000000.0,19958700000.0,1061000000.0,1061913000.0,1065720000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q4,2015-10-01,2015-12-31,,,0.45,0.45,-1.5,,0.45,,,,-33800000.0,,478400000.0,478400000.0,,478400000.0,,1389200000.0,5375600000.0,,44700000.0,,,,,1643200000.0,144900000.0,1798400000.0,1389200000.0,3986400000.0,,,3586500000.0,399900000.0,44700000.0,444600000.0,5375600000.0,1061000000.0,1061913000.0,1065720000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q3,2015-07-01,2015-09-30,2016-10-28 12:02:04+00:00,,0.75,0.75,0.5,,0.75,,,,248100000.0,,799700000.0,799700000.0,,799700000.0,,1236900000.0,4959700000.0,,86500000.0,,,,,1143400000.0,42400000.0,1575700000.0,1236900000.0,3722800000.0,,,2761500000.0,961300000.0,86500000.0,1047800000.0,4959700000.0,1066300000.0,1061400000.0,1065200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q3YTD,2015-01-01,2015-09-30,,,1.82,1.82,1.5,,1.81,,,,415400000.0,,1930000000.0,1930000000.0,,1930000000.0,,3648000000.0,14583100000.0,,55900000.0,,,,,3688200000.0,222800000.0,4734600000.0,3648000000.0,10935100000.0,,,8645600000.0,2289500000.0,55900000.0,2345400000.0,14583100000.0,1066300000.0,1061400000.0,1065200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q3TTM,2014-10-01,2015-09-30,,,2.22,2.22,0.03,,2.21,,,,500500000.0,,2358500000.0,2358500000.0,,2358500000.0,,4901100000.0,19704400000.0,,193100000.0,,,,,4979100000.0,623800000.0,6534500000.0,4901100000.0,14803300000.0,,,12137400000.0,2665900000.0,193100000.0,2859000000.0,19704400000.0,1066300000.0,1061400000.0,1065200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q2,2015-04-01,2015-06-30,2016-07-28 13:00:37+00:00,,0.57,0.57,0.5,,0.56,,,,78900000.0,,600800000.0,600800000.0,,600800000.0,,1218400000.0,4978700000.0,,-123300000.0,,,,,1249500000.0,72400000.0,1635400000.0,1218400000.0,3760300000.0,,,2957300000.0,803000000.0,-123300000.0,679700000.0,4978700000.0,1054000000.0,1061700000.0,1065600000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q2YTD,2015-01-01,2015-06-30,,,1.07,1.07,1.0,,1.06,,,,167300000.0,,1130300000.0,1130300000.0,,1130300000.0,,2411100000.0,9623400000.0,,-30600000.0,,,,,2544800000.0,180400000.0,3158900000.0,2411100000.0,7212300000.0,,,5884100000.0,1328200000.0,-30600000.0,1297600000.0,9623400000.0,1054000000.0,1061700000.0,1065600000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q2TTM,2014-07-01,2015-06-30,,,1.94,1.94,0.02,,1.93,,,,407300000.0,,2059400000.0,2059400000.0,,2059400000.0,,4931200000.0,19620300000.0,,200100000.0,,,,,5173900000.0,617700000.0,6630900000.0,4931200000.0,14689100000.0,,,12422500000.0,2266600000.0,200100000.0,2466700000.0,19620300000.0,1054000000.0,1061700000.0,1065600000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 13:26:48+00:00,,0.5,0.5,0.5,,0.5,,,,88400000.0,,529500000.0,529500000.0,,529500000.0,,1192700000.0,4644700000.0,,92700000.0,,,,,1295300000.0,108000000.0,1523500000.0,1192700000.0,3452000000.0,,,2926800000.0,525200000.0,92700000.0,617900000.0,4644700000.0,1059000000.0,1064200000.0,1067000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2015.0,Q1TTM,2014-04-01,2015-03-31,,,2.05,2.05,0.01,,2.05,,,,535300000.0,,2192100000.0,2192100000.0,,2192100000.0,,4902500000.0,19577200000.0,,377200000.0,,,,,5119800000.0,545300000.0,6659400000.0,4902500000.0,14674700000.0,,,12324500000.0,2350200000.0,377200000.0,2727400000.0,19577200000.0,1059000000.0,1064200000.0,1067000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,FY,2016-01-01,2016-12-31,2019-02-19 10:41:31+00:00,,2.59,2.59,2.05,,2.58,,,,636400000.0,,2737600000.0,2737600000.0,,2737600000.0,,5710100000.0,21222100000.0,,112800000.0,,,,,5340300000.0,382500000.0,6528000000.0,5710100000.0,15512000000.0,,,12250800000.0,3261200000.0,112800000.0,3374000000.0,21222100000.0,1057000000.0,1058324000.0,1061825000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q4,2016-10-01,2016-12-31,,,0.72,0.72,0.52,,0.73,,,,120200000.0,,771800000.0,771800000.0,,771800000.0,,1521200000.0,5760500000.0,,213400000.0,,,,,1547000000.0,147600000.0,1866100000.0,1521200000.0,4239300000.0,,,3560700000.0,678600000.0,213400000.0,892000000.0,5760500000.0,1057000000.0,1058324000.0,1061825000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q3,2016-07-01,2016-09-30,2017-10-27 11:53:10+00:00,,0.74,0.74,0.51,,0.73,,,,192700000.0,,778000000.0,778000000.0,,778000000.0,,1400900000.0,5191700000.0,,27200000.0,,,,,1236400000.0,45500000.0,1565400000.0,1400900000.0,3790800000.0,,,2847300000.0,943500000.0,27200000.0,970700000.0,5191700000.0,1051400000.0,1057700000.0,1060800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q3YTD,2016-01-01,2016-09-30,,,1.87,1.87,1.53,,1.85,,,,516200000.0,,1965800000.0,1965800000.0,,1965800000.0,,4188900000.0,15461600000.0,,-100600000.0,,,,,3793300000.0,234900000.0,4661900000.0,4188900000.0,11272700000.0,,,8690100000.0,2582600000.0,-100600000.0,2482000000.0,15461600000.0,1051400000.0,1057700000.0,1060800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q3TTM,2015-10-01,2016-09-30,,,2.32,2.32,0.03,,2.3,,,,482400000.0,,2444200000.0,2444200000.0,,2444200000.0,,5578100000.0,20837200000.0,,-55900000.0,,,,,5436500000.0,379800000.0,6460300000.0,5578100000.0,15259100000.0,,,12276600000.0,2982500000.0,-55900000.0,2926600000.0,20837200000.0,1051400000.0,1057700000.0,1060800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q2,2016-04-01,2016-06-30,2017-07-28 11:42:15+00:00,,0.71,0.71,0.51,,0.71,,,,196800000.0,,747700000.0,747700000.0,,747700000.0,,1465000000.0,5404800000.0,,21200000.0,,,,,1335900000.0,58000000.0,1622600000.0,1465000000.0,3939800000.0,,,3016500000.0,923300000.0,21200000.0,944500000.0,5404800000.0,1053100000.0,1057700000.0,1060100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q2YTD,2016-01-01,2016-06-30,,,1.13,1.13,1.02,,1.12,,,,323500000.0,,1187800000.0,1187800000.0,,1187800000.0,,2788000000.0,10269900000.0,,-127800000.0,,,,,2556900000.0,189400000.0,3096500000.0,2788000000.0,7481900000.0,,,5842800000.0,1639100000.0,-127800000.0,1511300000.0,10269900000.0,1053100000.0,1057700000.0,1060100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q2TTM,2015-07-01,2016-06-30,,,2.33,2.33,0.02,,2.32,,,,537800000.0,,2465900000.0,2465900000.0,,2465900000.0,,5414100000.0,20605200000.0,,3400000.0,,,,,5343500000.0,376700000.0,6470600000.0,5414100000.0,15191100000.0,,,12190800000.0,3000300000.0,3400000.0,3003700000.0,20605200000.0,1053100000.0,1057700000.0,1060100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q1,2016-01-01,2016-03-31,2017-05-01 11:49:54+00:00,,0.42,0.42,0.51,,0.41,,,,126700000.0,,440100000.0,440100000.0,,440100000.0,,1323000000.0,4865100000.0,,-149000000.0,,,,,1221000000.0,131400000.0,1473900000.0,1323000000.0,3542100000.0,,,2826300000.0,715800000.0,-149000000.0,566800000.0,4865100000.0,1047900000.0,1059900000.0,1063100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2016.0,Q1TTM,2015-04-01,2016-03-31,,,2.19,2.19,0.01,,2.17,,,,419900000.0,,2319000000.0,2319000000.0,,2319000000.0,,5167500000.0,20179100000.0,,-141100000.0,,,,,5257100000.0,391100000.0,6483400000.0,5167500000.0,15011600000.0,,,12131600000.0,2880000000.0,-141100000.0,2738900000.0,20179100000.0,1047900000.0,1059900000.0,1063100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,FY,2017-01-01,2017-12-31,2020-02-19 12:33:26+00:00,,-0.19,-0.19,2.12,,-0.19,,,,2391200000.0,,-204100000.0,-86400000.0,-117700000.0,-204100000.0,,4447700000.0,19973800000.0,,301500000.0,,,,,6208800000.0,1331600000.0,5982400000.0,4447700000.0,15526100000.0,,,13522800000.0,2003300000.0,301500000.0,2304800000.0,19973800000.0,1074200000.0,1052023000.0,1052023000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q4,2017-10-01,2017-12-31,,,-1.58,-1.58,1.08,,-1.57,,,,1930700000.0,,-1656900000.0,-1539200000.0,-117700000.0,-1656900000.0,,-58200000.0,3263200000.0,,112900000.0,,,,,1275800000.0,661200000.0,1105800000.0,-58200000.0,3321400000.0,,,3042800000.0,278600000.0,112900000.0,391500000.0,3263200000.0,1074200000.0,1052023000.0,1052023000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q3,2017-07-01,2017-09-30,2018-11-06 10:35:10+00:00,,0.53,0.53,,,0.53,,,,36000000.0,,555600000.0,555600000.0,,555600000.0,,1586300000.0,5658000000.0,,49900000.0,,,,,1545000000.0,406500000.0,1578500000.0,1586300000.0,4071700000.0,,,3530000000.0,541700000.0,49900000.0,591600000.0,5658000000.0,1048300000.0,1053400000.0,1056000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q3YTD,2017-01-01,2017-09-30,,,1.39,1.39,1.04,,1.38,,,,460500000.0,,1452800000.0,1452800000.0,,1452800000.0,,4505900000.0,16710600000.0,,188600000.0,,,,,4933000000.0,670400000.0,4876600000.0,4505900000.0,12204700000.0,,,10480000000.0,1724700000.0,188600000.0,1913300000.0,16710600000.0,1048300000.0,1053400000.0,1056000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q3TTM,2016-10-01,2017-09-30,,,2.11,2.11,1.56,,2.11,,,,580700000.0,,2224600000.0,2224600000.0,,2224600000.0,,6027100000.0,22471100000.0,,402000000.0,,,,,6480000000.0,818000000.0,6742700000.0,6027100000.0,16444000000.0,,,14040700000.0,2403300000.0,402000000.0,2805300000.0,22471100000.0,1048300000.0,1053400000.0,1056000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q2,2017-04-01,2017-06-30,2018-07-25 16:48:39+00:00,,0.96,0.96,0.52,,0.95,,,,252500000.0,,1008000000.0,1008000000.0,,1008000000.0,,1571700000.0,5824300000.0,,60400000.0,,,,,1272100000.0,50000000.0,1730400000.0,1571700000.0,4252600000.0,,,3052500000.0,1200100000.0,60400000.0,1260500000.0,5824300000.0,1050000000.0,1055000000.0,1057100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q2YTD,2017-01-01,2017-06-30,,,0.86,0.86,1.04,,0.85,,,,424500000.0,,897200000.0,897200000.0,,897200000.0,,2919600000.0,11052600000.0,,138700000.0,,,,,3388000000.0,263900000.0,3298100000.0,2919600000.0,8133000000.0,,,6950000000.0,1183000000.0,138700000.0,1321700000.0,11052600000.0,1050000000.0,1055000000.0,1057100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q2TTM,2016-07-01,2017-06-30,,,2.32,2.32,2.07,,2.31,,,,737400000.0,,2447000000.0,2447000000.0,,2447000000.0,,5841700000.0,22004800000.0,,379300000.0,,,,,6171400000.0,457000000.0,6729600000.0,5841700000.0,16163100000.0,,,13358000000.0,2805100000.0,379300000.0,3184400000.0,22004800000.0,1050000000.0,1055000000.0,1057100000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q1,2017-01-01,2017-03-31,2018-04-27 11:32:39+00:00,,-0.1,-0.1,0.52,,-0.1,,,,172000000.0,,-110800000.0,-110800000.0,,-110800000.0,,1347900000.0,5228300000.0,,78300000.0,,,,,2115900000.0,213900000.0,1567700000.0,1347900000.0,3880400000.0,,,3897500000.0,-17100000.0,78300000.0,61200000.0,5228300000.0,1108000000.0,1056300000.0,1056300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2017.0,Q1TTM,2016-04-01,2017-03-31,,,2.07,2.07,2.06,,2.07,,,,681700000.0,,2186700000.0,2186700000.0,,2186700000.0,,5735000000.0,21585300000.0,,340100000.0,,,,,6235200000.0,465000000.0,6621800000.0,5735000000.0,15850300000.0,,,13322000000.0,2528300000.0,340100000.0,2868400000.0,21585300000.0,1108000000.0,1056300000.0,1056300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,FY,2018-01-01,2018-12-31,2020-02-19 12:33:26+00:00,,3.14,3.14,2.33,,3.13,,,,529500000.0,,3232000000.0,3150600000.0,81400000.0,3232000000.0,,4681700000.0,21493300000.0,,145600000.0,,,,,7035100000.0,266900000.0,5975100000.0,4681700000.0,16811600000.0,,,13277100000.0,3534500000.0,145600000.0,3680100000.0,21493300000.0,1029300000.0,1027721000.0,1033667000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q4,2018-10-01,2018-12-31,,,1.1,1.1,2.33,,1.1,,,,-189800000.0,,1125000000.0,1121400000.0,3600000.0,1125000000.0,,1129900000.0,5637600000.0,,35900000.0,,,,,1721200000.0,192700000.0,1693600000.0,1129900000.0,4507700000.0,,,3612000000.0,895700000.0,35900000.0,931600000.0,5637600000.0,1029300000.0,1027721000.0,1033667000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q3,2018-07-01,2018-09-30,2019-10-25 11:54:53+00:00,,1.13,1.13,,,1.12,,,,247500000.0,,1149500000.0,1093600000.0,55900000.0,1149500000.0,,1152900000.0,5306900000.0,,-1900000.0,,,,,1310900000.0,42900000.0,1457200000.0,1152900000.0,4154000000.0,,,2811000000.0,1343000000.0,-1900000.0,1341100000.0,5306900000.0,1017300000.0,1020400000.0,1026300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q3YTD,2018-01-01,2018-09-30,,,2.04,2.04,,,2.03,,,,719300000.0,,2107000000.0,2029200000.0,77800000.0,2107000000.0,,3551800000.0,15855700000.0,,109700000.0,,,,,5313900000.0,74200000.0,4281500000.0,3551800000.0,12303900000.0,,,9665100000.0,2638800000.0,109700000.0,2748500000.0,15855700000.0,1017300000.0,1020400000.0,1026300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q3TTM,2017-10-01,2018-09-30,,,0.46,0.46,1.08,,0.46,,,,2650000000.0,,450100000.0,490000000.0,-39900000.0,450100000.0,,3493600000.0,19118900000.0,,222600000.0,,,,,6589700000.0,735400000.0,5387300000.0,3493600000.0,15625300000.0,,,12707900000.0,2917400000.0,222600000.0,3140000000.0,19118900000.0,1017300000.0,1020400000.0,1026300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q2,2018-04-01,2018-06-30,2019-08-02 12:47:25+00:00,,-0.25,-0.25,,,-0.25,,,,273300000.0,,-259900000.0,-231600000.0,-28300000.0,-259900000.0,,1234300000.0,5585000000.0,,42100000.0,,,,,2895500000.0,-25500000.0,1485600000.0,1234300000.0,4350700000.0,,,4351100000.0,-400000.0,42100000.0,41700000.0,5585000000.0,1039600000.0,1030200000.0,1030200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q2YTD,2018-01-01,2018-06-30,,,0.91,0.91,,,0.91,,,,471800000.0,,957500000.0,935600000.0,21900000.0,957500000.0,,2398900000.0,10548800000.0,,111600000.0,,,,,4003000000.0,31300000.0,2824300000.0,2398900000.0,8149900000.0,,,6854100000.0,1295800000.0,111600000.0,1407400000.0,10548800000.0,1039600000.0,1030200000.0,1030200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q2TTM,2017-07-01,2018-06-30,,,-0.14,-0.14,1.08,,-0.13,,,,2438500000.0,,-143800000.0,-48000000.0,-95800000.0,-143800000.0,,3927000000.0,19470000000.0,,274400000.0,,,,,6823800000.0,1099000000.0,5508600000.0,3927000000.0,15543000000.0,,,13426900000.0,2116100000.0,274400000.0,2390500000.0,19470000000.0,1039600000.0,1030200000.0,1030200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q1,2018-01-01,2018-03-31,2019-05-02 14:09:01+00:00,,1.16,1.16,,,1.16,,,,198500000.0,,1217400000.0,1167200000.0,50200000.0,1217400000.0,,1164600000.0,4963800000.0,,69500000.0,,,,,1107500000.0,56800000.0,1338700000.0,1164600000.0,3799200000.0,,,2503000000.0,1296200000.0,69500000.0,1365700000.0,4963800000.0,1049500000.0,1048000000.0,1049800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2018.0,Q1TTM,2017-04-01,2018-03-31,,,1.07,1.07,1.6,,1.07,,,,2417700000.0,,1124100000.0,1191600000.0,-67500000.0,1124100000.0,,4264400000.0,19709300000.0,,292700000.0,,,,,5200400000.0,1174500000.0,5753400000.0,4264400000.0,15444900000.0,,,12128300000.0,3316600000.0,292700000.0,3609300000.0,19709300000.0,1049500000.0,1048000000.0,1049800000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q4,2019-10-01,2019-12-31,,,1.79,1.79,2.68,,1.77,,,,167400000.0,,1495700000.0,1495700000.0,,1495700000.0,,1282600000.0,6114000000.0,,262900000.0,,,,,1581400000.0,151700000.0,1698100000.0,1282600000.0,4831400000.0,,,3431200000.0,1400200000.0,262900000.0,1663100000.0,6114000000.0,931500000.0,931059000.0,935684000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,FY,2019-01-01,2019-12-31,2020-02-19 12:33:26+00:00,,8.93,8.93,2.68,,8.89,,,,628000000.0,,8318400000.0,4637900000.0,3680500000.0,8318400000.0,,4721200000.0,22319500000.0,,291600000.0,,,,,5834600000.0,575600000.0,6213800000.0,4721200000.0,17598300000.0,,,12624000000.0,4974300000.0,291600000.0,5265900000.0,22319500000.0,931500000.0,931059000.0,935684000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q3YTD,2019-01-01,2019-09-30,,,7.14,7.14,,,7.12,,,,460600000.0,,6822700000.0,3142200000.0,3680500000.0,6822700000.0,,3438600000.0,16205500000.0,,28700000.0,,,,,4253200000.0,423900000.0,4515700000.0,3438600000.0,12766900000.0,,,9192800000.0,3574100000.0,28700000.0,3602800000.0,16205500000.0,915300000.0,913900000.0,918500000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q3TTM,2018-10-01,2019-09-30,,,8.24,8.24,2.33,,8.22,,,,270800000.0,,7947700000.0,4263600000.0,3684100000.0,7947700000.0,,4568500000.0,21843100000.0,,64600000.0,,,,,5974400000.0,616600000.0,6209300000.0,4568500000.0,17274600000.0,,,12804800000.0,4469800000.0,64600000.0,4534400000.0,21843100000.0,915300000.0,913900000.0,918500000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q3,2019-07-01,2019-09-30,2019-10-25 11:54:53+00:00,,1.37,1.37,,,1.37,,,,151900000.0,,1253900000.0,1253900000.0,0.0,1253900000.0,,1175000000.0,5476600000.0,,-24900000.0,,,,,1458600000.0,0.0,1412300000.0,1175000000.0,4301600000.0,,,2870900000.0,1430700000.0,-24900000.0,1405800000.0,5476600000.0,915300000.0,913900000.0,918500000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q2YTD,2019-01-01,2019-06-30,,,5.77,5.77,,,5.75,,,,308700000.0,,5568800000.0,1888300000.0,3680500000.0,5568800000.0,,2263600000.0,10728900000.0,,53600000.0,,,,,2794600000.0,423900000.0,3103400000.0,2263600000.0,8465300000.0,,,6321900000.0,2143400000.0,53600000.0,2197000000.0,10728900000.0,921700000.0,920800000.0,924600000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q2TTM,2018-07-01,2019-06-30,,,8.0,8.0,2.33,,7.97,,,,366400000.0,,7843300000.0,4103300000.0,3740000000.0,7843300000.0,,4546400000.0,21673400000.0,,87600000.0,,,,,5826700000.0,659500000.0,6254200000.0,4546400000.0,17127000000.0,,,12744900000.0,4382100000.0,87600000.0,4469700000.0,21673400000.0,921700000.0,920800000.0,924600000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q2,2019-04-01,2019-06-30,2019-08-02 12:47:25+00:00,,1.44,1.44,,,1.44,,,,138700000.0,,1327200000.0,1327200000.0,0.0,1327200000.0,,1124900000.0,5636700000.0,,-32400000.0,,,,,1427200000.0,0.0,1586300000.0,1124900000.0,4511800000.0,,,3013500000.0,1498300000.0,-32400000.0,1465900000.0,5636700000.0,921700000.0,920800000.0,924600000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q1,2019-01-01,2019-03-31,2020-05-01 09:46:45+00:00,,4.33,4.33,,,4.31,,,,170000000.0,,4241600000.0,561100000.0,3680500000.0,4241600000.0,,1138700000.0,5092200000.0,,86000000.0,,,,,1367400000.0,423900000.0,1517100000.0,1138700000.0,3953500000.0,,,3308400000.0,645100000.0,86000000.0,731100000.0,5092200000.0,979600000.0,979900000.0,984000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2019.0,Q1TTM,2018-04-01,2019-03-31,,,6.31,6.31,2.33,,6.28,,,,501000000.0,,6256200000.0,2544500000.0,3711700000.0,6256200000.0,,4655800000.0,21621700000.0,,162100000.0,,,,,7295000000.0,634000000.0,6153500000.0,4655800000.0,16965900000.0,,,14082500000.0,2883400000.0,162100000.0,3045500000.0,21621700000.0,979600000.0,979900000.0,984000000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2020.0,Q1TTM,2019-04-01,2020-03-31,,,6.2,6.2,2.68,,6.18,,,,681400000.0,,5533300000.0,5533300000.0,,5533300000.0,,4797600000.0,23087100000.0,,294700000.0,,,,,5911600000.0,211600000.0,6246300000.0,4797600000.0,18289500000.0,,,12369500000.0,5920000000.0,294700000.0,6214700000.0,23087100000.0,910300000.0,908200000.0,911700000.0
