company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 12:45:27+00:00,-2784200000.0,1047900000.0,,129700000.0,6900000.0,,2536700000.0,-844900000.0,-4328100000.0,5154500000.0,-844900000.0,-4328100000.0,5154500000.0,111200000.0,2953000000.0,2953000000.0,1146700000.0,,-166300000.0,-1853600000.0,-1127600000.0,-1082400000.0,-1528000000.0,,800100000.0,32300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2008.0,FY,2008-01-01,2008-12-31,2010-02-22 12:45:27+00:00,-6205000000.0,1122600000.0,,-96600000.0,1366800000.0,,5060600000.0,2346000000.0,-7268800000.0,7295600000.0,2346000000.0,-7268800000.0,7295600000.0,2276200000.0,-2071900000.0,-2071900000.0,6878100000.0,,-284800000.0,-2056700000.0,-2412400000.0,-947200000.0,-657900000.0,,2554900000.0,25700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2008.0,Q4,2008-10-01,2008-12-31,,-6038600000.0,280300000.0,,-68300000.0,954800000.0,,5060500000.0,4297200000.0,-5466300000.0,2380500000.0,4297200000.0,-5466300000.0,2380500000.0,1143100000.0,-3629400000.0,-3629400000.0,4774800000.0,,-199400000.0,-515200000.0,-879700000.0,-275700000.0,-248100000.0,,1901400000.0,25700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 13:15:47+00:00,-166400000.0,842300000.0,,-28300000.0,412000000.0,,100000.0,-1951200000.0,-1802500000.0,4915100000.0,-1951200000.0,-1802500000.0,4915100000.0,1133100000.0,1557500000.0,1557500000.0,2103300000.0,,-85400000.0,-1541500000.0,-1532700000.0,-671500000.0,-409800000.0,,653500000.0,
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2009.0,Q4,2009-10-01,2009-12-31,,-90000000.0,375800000.0,,-21100000.0,-1866200000.0,,6000000.0,-1128500000.0,-254300000.0,2018600000.0,-1128500000.0,-254300000.0,2018600000.0,614700000.0,915400000.0,915400000.0,2593600000.0,,-23700000.0,-539700000.0,-103000000.0,-256800000.0,-594800000.0,,201500000.0,17700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 17:07:08+00:00,-90000000.0,1297800000.0,,21600000.0,-404500000.0,,2442600000.0,-5533700000.0,142800000.0,4335500000.0,-5533700000.0,142800000.0,4335500000.0,-1033800000.0,4328800000.0,4328800000.0,-886600000.0,,-94500000.0,-2152100000.0,-432300000.0,-765000000.0,-5824200000.0,,1506900000.0,17700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2009.0,Q3TTM,2008-10-01,2009-09-30,,-6038600000.0,1202300000.0,,-25600000.0,2416500000.0,,7497100000.0,-108000000.0,-5069200000.0,4697400000.0,-108000000.0,-5069200000.0,4697400000.0,-505400000.0,-216000000.0,-216000000.0,1294600000.0,,-270200000.0,-2127600000.0,-1209000000.0,-783900000.0,-5477500000.0,,3206800000.0,25700000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2009.0,Q3,2009-07-01,2009-09-30,,,0.0,,65700000.0,0.0,,0.0,,,1305700000.0,-913200000.0,67700000.0,1305700000.0,525900000.0,941800000.0,941800000.0,363900000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2009.0,Q2,2009-04-01,2009-06-30,,,0.0,,95400000.0,0.0,,,,,923300000.0,-1111600000.0,102100000.0,923300000.0,9200000.0,1158500000.0,1158500000.0,-235200000.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2009.0,Q1,2009-01-01,2009-03-31,2010-04-30 10:09:16+00:00,,306300000.0,,-118400000.0,-542900000.0,,2400000000.0,-2380400000.0,227300000.0,87900000.0,-2380400000.0,227300000.0,87900000.0,-2183600000.0,1313100000.0,1313100000.0,-988600000.0,,-19000000.0,-536800000.0,-67700000.0,-157000000.0,-4243600000.0,,471000000.0,
