company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2008.0,FY,,2008-12-31,2010-02-22 12:45:27+00:00,885800000.0,2778800000.0,,-2873100000.0,,5496700000.0,,4687700000.0,382100000.0,229200000.0,771000000.0,536800000.0,3929100000.0,,,4615700000.0,1544600000.0,2493200000.0,8626300000.0,2400000.0,906200000.0,,74700000.0,2387600000.0,498500000.0,4840600000.0,,,-2635000000.0,2659300000.0,1381000000.0,,,374600000.0,7654900000.0,5846300000.0,429400000.0,29212600000.0,6735300000.0,12453300000.0,13109700000.0,6735300000.0,6737700000.0,22474900000.0,29212600000.0,8133000000.0,9365200000.0,-99200000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2009.0,FY,,2009-12-31,2011-02-22 10:46:00+00:00,968100000.0,3343300000.0,,-2549300000.0,,4462900000.0,,5354300000.0,714300000.0,346700000.0,894200000.0,538000000.0,3699800000.0,,,6634700000.0,1155800000.0,2849900000.0,8197400000.0,1600000.0,1088400000.0,,,2334700000.0,488500000.0,3793700000.0,,,-3013200000.0,1921400000.0,1309700000.0,,,592900000.0,9830400000.0,27400000.0,34700000.0,27460900000.0,9523700000.0,12486500000.0,6568100000.0,9523700000.0,9525300000.0,17935600000.0,27460900000.0,6777000000.0,11367500000.0,-98500000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,FY,,2010-12-31,2012-02-24 17:07:08+00:00,1072200000.0,4158100000.0,,-2722500000.0,,5993200000.0,,5519800000.0,828300000.0,457500000.0,851800000.0,540000000.0,4818800000.0,,,6770500000.0,1779500000.0,2517700000.0,7940700000.0,-7500000.0,1234800000.0,,,1887400000.0,,3849400000.0,,,-3013200000.0,1622400000.0,1769000000.0,,,608900000.0,12732600000.0,156000000.0,733800000.0,31001400000.0,12420300000.0,14840000000.0,6926900000.0,12420300000.0,12412800000.0,18588600000.0,31001400000.0,8220700000.0,11661700000.0,-96400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q3,,2010-09-30,2010-10-29 09:15:32+00:00,1034700000.0,3336000000.0,6474900000.0,-2587900000.0,,5908800000.0,,5464500000.0,297800000.0,281000000.0,748600000.0,0.0,4308500000.0,14416800000.0,,6982000000.0,1340200000.0,2679600000.0,7941900000.0,-7600000.0,1303800000.0,,84500000.0,1817800000.0,538800000.0,3878000000.0,,,-3013200000.0,2129400000.0,1213300000.0,,,1192000000.0,12647100000.0,155100000.0,231300000.0,29904300000.0,12413100000.0,14184300000.0,6097400000.0,12413100000.0,12405500000.0,17498800000.0,29904300000.0,7778100000.0,11401400000.0,-97400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q2,,2010-06-30,2010-07-30 17:56:06+00:00,950300000.0,3065200000.0,6259800000.0,-3380900000.0,,5163500000.0,,5389300000.0,314400000.0,435300000.0,585500000.0,545700000.0,4036000000.0,14044200000.0,,6862200000.0,1064700000.0,2174400000.0,7784400000.0,-6200000.0,1227300000.0,,80700000.0,1882400000.0,587800000.0,3781100000.0,,,-3013200000.0,2371600000.0,1110600000.0,,,1128000000.0,11343700000.0,26700000.0,33100000.0,27723100000.0,10241500000.0,12466400000.0,6324600000.0,10241500000.0,10235300000.0,17487800000.0,27723100000.0,7472300000.0,11163200000.0,-97400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2010.0,Q1,,2010-03-31,2010-04-30 10:09:16+00:00,964000000.0,3194300000.0,6194100000.0,-2852200000.0,,4725200000.0,,5345200000.0,275200000.0,192100000.0,506100000.0,0.0,4031600000.0,14181100000.0,,6661300000.0,1099200000.0,2471100000.0,7987000000.0,2700000.0,1138300000.0,,81200000.0,2024200000.0,535600000.0,3975300000.0,,,-3013200000.0,1827600000.0,1172900000.0,,,1017800000.0,11077200000.0,20100000.0,33200000.0,27197800000.0,10459600000.0,12252400000.0,5657600000.0,10459600000.0,10462300000.0,16735500000.0,27197800000.0,6958400000.0,11077900000.0,-97400000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,FY,,2011-12-31,2013-02-21 10:28:17+00:00,1125200000.0,4237900000.0,,-3858600000.0,,5922500000.0,,5610900000.0,,683900000.0,804700000.0,542300000.0,5128100000.0,,,5464700000.0,4029800000.0,2299800000.0,7760300000.0,-6100000.0,1086300000.0,,,3068500000.0,,4252500000.0,,,-3013100000.0,2493400000.0,1573800000.0,,,813400000.0,14897800000.0,1522300000.0,974600000.0,33659800000.0,13541700000.0,14248200000.0,8930900000.0,13541700000.0,13535600000.0,20124200000.0,33659800000.0,11651300000.0,11193300000.0,-95300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q3,,2011-09-30,2011-10-28 15:35:38+00:00,1154300000.0,4097600000.0,6806300000.0,-2519800000.0,,6597700000.0,,5562900000.0,378400000.0,144400000.0,689300000.0,0.0,5221900000.0,14618500000.0,,5451300000.0,3219600000.0,2513300000.0,7812200000.0,-2700000.0,1058800000.0,,,1805900000.0,,4602600000.0,,,-3013100000.0,2215800000.0,1449000000.0,,,799100000.0,15125900000.0,1628700000.0,186600000.0,33042200000.0,15060600000.0,14572700000.0,8219300000.0,15060600000.0,15057900000.0,17984300000.0,33042200000.0,10657300000.0,9765000000.0,-95300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q2,,2011-06-30,2011-07-29 15:48:00+00:00,1187600000.0,4446500000.0,6716400000.0,-2020600000.0,,6113500000.0,,5517600000.0,436500000.0,183100000.0,584700000.0,542300000.0,4955400000.0,14670100000.0,,5200100000.0,2943000000.0,2870200000.0,7953700000.0,200000.0,1283000000.0,,,1848600000.0,,4594300000.0,,,-3013100000.0,1976900000.0,1550100000.0,,,867300000.0,13888200000.0,1528500000.0,216300000.0,32779300000.0,14276800000.0,14950300000.0,8620500000.0,14276800000.0,14277000000.0,18502300000.0,32779300000.0,9875300000.0,9881800000.0,-95300000.0
Eli Lilly and Co,LLY,FRDRIPF3EKNDJ2CQJL29,59478,2011.0,Q1,,2011-03-31,2011-04-29 12:57:48+00:00,1183200000.0,4183100000.0,6572400000.0,-2199700000.0,,6506400000.0,,5460900000.0,550100000.0,315200000.0,524000000.0,0.0,4731300000.0,14540100000.0,,5132400000.0,1898700000.0,2767200000.0,7967700000.0,-3900000.0,1224300000.0,,,1866400000.0,,4089500000.0,,,-3013100000.0,1743300000.0,1886200000.0,,,1140800000.0,13785300000.0,1539900000.0,206700000.0,31695300000.0,13938100000.0,15354300000.0,7651800000.0,13938100000.0,13934200000.0,17761100000.0,31695300000.0,8373300000.0,10109300000.0,-95300000.0
