company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 13:50:43+00:00,-2900000.0,1600000.0,90700000.0,95100000.0,155000000.0,,33800000.0,1500000.0,5200000.0,-562900000.0,-176700000.0,404400000.0,,,-562900000.0,-176700000.0,404400000.0,-301400000.0,179900000.0,179900000.0,66400000.0,,3000000.0,,-76400000.0,,-180700000.0,-396600000.0,-95100000.0,,3900000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,Q4,2009-10-01,2009-12-31,,700000.0,-500000.0,24200000.0,15700000.0,40700000.0,,-15000000.0,68000000.0,62800000.0,42100000.0,-13000000.0,193300000.0,,,42100000.0,-13000000.0,193300000.0,207400000.0,65100000.0,65100000.0,20000000.0,,1300000.0,,-18600000.0,,-20100000.0,-2100000.0,,,5100000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 14:52:02+00:00,,1000000.0,114300000.0,100900000.0,154500000.0,,-6400000.0,95400000.0,766600000.0,90300000.0,-70300000.0,552000000.0,,,90300000.0,-70300000.0,552000000.0,565600000.0,244300000.0,244300000.0,56800000.0,,2800000.0,,-75700000.0,,-80300000.0,-600600000.0,,,7200000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,Q3,2009-07-01,2009-09-30,,,1100000.0,17600000.0,47900000.0,39200000.0,,17900000.0,47800000.0,-8300000.0,-471300000.0,-13500000.0,164800000.0,,,-471300000.0,-13500000.0,164800000.0,-302100000.0,60600000.0,60600000.0,16100000.0,,2400000.0,,-19100000.0,,-16100000.0,-443900000.0,,,200000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 10:34:50+00:00,-700000.0,1500000.0,90100000.0,85200000.0,113800000.0,,8600000.0,27400000.0,703800000.0,48200000.0,-57300000.0,358700000.0,,,48200000.0,-57300000.0,358700000.0,358200000.0,179200000.0,179200000.0,36800000.0,,1500000.0,,-57100000.0,,-60200000.0,-598500000.0,,,2100000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-11 12:29:00+00:00,-700000.0,400000.0,72500000.0,37300000.0,74600000.0,,-9300000.0,-20400000.0,712100000.0,519500000.0,-43800000.0,193900000.0,,,519500000.0,-43800000.0,193900000.0,660300000.0,118600000.0,118600000.0,20700000.0,,-900000.0,,-38000000.0,,-44100000.0,-154600000.0,,,1900000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q4,2010-10-01,2010-12-31,,-16500000.0,400000.0,23000000.0,22600000.0,40700000.0,,-15600000.0,40000000.0,,-224500000.0,-40000000.0,193900000.0,,,-224500000.0,-40000000.0,193900000.0,-86200000.0,51300000.0,51300000.0,61500000.0,,-4100000.0,,-20700000.0,,-26900000.0,-194000000.0,-9800000.0,6400000.0,1100000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 16:51:21+00:00,-24100000.0,1700000.0,86600000.0,128700000.0,154700000.0,,-32100000.0,-18100000.0,,-373000000.0,-96900000.0,483100000.0,,,-373000000.0,-96900000.0,483100000.0,-18900000.0,255900000.0,255900000.0,88900000.0,,-2000000.0,,-79700000.0,,-87600000.0,-283500000.0,-9800000.0,12600000.0,4200000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q3TTM,2009-10-01,2010-09-30,,-6900000.0,800000.0,87800000.0,121800000.0,154700000.0,,-31500000.0,9900000.0,62800000.0,-106400000.0,-69900000.0,482500000.0,,,-106400000.0,-69900000.0,482500000.0,274700000.0,269700000.0,269700000.0,47400000.0,,3400000.0,,-77600000.0,,-80800000.0,-91600000.0,,6200000.0,8200000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q3,2010-07-01,2010-09-30,,,500000.0,26900000.0,45200000.0,37400000.0,,34000000.0,-21500000.0,,-22900000.0,-13900000.0,102400000.0,,,-22900000.0,-13900000.0,102400000.0,99600000.0,76500000.0,76500000.0,9500000.0,,500000.0,,-20700000.0,,-20100000.0,-2200000.0,,5100000.0,600000.0
