company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 13:50:43+00:00,,1.13,1.13,0.48,0.99,,42400000.0,179900000.0,179900000.0,,179900000.0,3606900000.0,4843500000.0,,-12100000.0,,85100000.0,755000000.0,3606900000.0,1236600000.0,128100000.0,-34000000.0,840100000.0,396500000.0,-174200000.0,222300000.0,4843500000.0,159200000.0,157600000.0,188600000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 14:52:02+00:00,11700000.0,1.54,1.54,0.48,1.35,,85600000.0,244300000.0,244300000.0,,244300000.0,3024300000.0,4242800000.0,,-4100000.0,,7000000.0,707500000.0,3024300000.0,1218500000.0,158300000.0,,726200000.0,492300000.0,-162400000.0,329900000.0,4242800000.0,158600000.0,157200000.0,182600000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 10:34:50+00:00,,0.38,0.38,0.12,0.34,,18700000.0,60600000.0,60600000.0,,60600000.0,768800000.0,1079900000.0,,-2400000.0,,900000.0,180000000.0,768800000.0,311100000.0,45300000.0,-3200000.0,180900000.0,130200000.0,-50900000.0,79300000.0,1079900000.0,159500000.0,157400000.0,178300000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,Q2,2009-04-01,2009-06-30,2010-08-11 12:29:00+00:00,,0.38,0.38,0.12,0.33,,21400000.0,60500000.0,60500000.0,,60500000.0,739900000.0,1028000000.0,,1600000.0,,700000.0,169300000.0,739900000.0,288100000.0,37800000.0,,170000000.0,118100000.0,-36200000.0,81900000.0,1028000000.0,159200000.0,157300000.0,188600000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q4,2010-10-01,2010-12-31,,11200000.0,0.33,0.33,0.13,0.28,,7900000.0,51200000.0,51200000.0,,51200000.0,877400000.0,1209200000.0,,2400000.0,,7200000.0,178600000.0,877400000.0,331800000.0,77700000.0,-400000.0,197000000.0,134800000.0,-75700000.0,59100000.0,1209200000.0,158900000.0,158300000.0,176700000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 16:51:21+00:00,11200000.0,1.61,1.61,0.5,1.44,,87500000.0,255900000.0,255900000.0,,255900000.0,3237300000.0,4490100000.0,,8500000.0,,7600000.0,699000000.0,3237300000.0,1252800000.0,200100000.0,,717800000.0,535000000.0,-191600000.0,343400000.0,4490100000.0,158900000.0,158300000.0,176700000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q3,2010-07-01,2010-09-30,2011-11-09 14:59:05+00:00,,0.48,0.48,0.13,0.43,,29000000.0,76500000.0,76500000.0,,76500000.0,809500000.0,1130000000.0,,-900000.0,,100000.0,173300000.0,809500000.0,320500000.0,40700000.0,,173400000.0,147100000.0,-41600000.0,105500000.0,1130000000.0,159400000.0,158300000.0,176700000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q3YTD,2010-01-01,2010-09-30,,,1.28,1.28,0.37,1.16,,79600000.0,204700000.0,204700000.0,,204700000.0,2359900000.0,3280900000.0,,6100000.0,,400000.0,520400000.0,2359900000.0,921000000.0,122400000.0,400000.0,520800000.0,400200000.0,-115900000.0,284300000.0,3280900000.0,159400000.0,158300000.0,176700000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 13:39:34+00:00,,0.42,0.42,0.12,0.38,,25800000.0,67000000.0,67000000.0,,67000000.0,789200000.0,1089700000.0,,3500000.0,,-300000.0,171600000.0,789200000.0,300500000.0,41000000.0,1100000.0,171300000.0,129200000.0,-36400000.0,92800000.0,1089700000.0,159500000.0,158300000.0,176500000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q2YTD,2010-01-01,2010-06-30,,,0.8,0.8,0.24,0.73,,50600000.0,128200000.0,128200000.0,,128200000.0,1550400000.0,2150900000.0,,7000000.0,,300000.0,347100000.0,1550400000.0,600500000.0,81700000.0,400000.0,347400000.0,253100000.0,-74300000.0,178800000.0,2150900000.0,159500000.0,158300000.0,176500000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 12:03:07+00:00,,0.38,0.38,0.12,0.35,,24800000.0,61200000.0,61200000.0,,61200000.0,761200000.0,1061200000.0,,3500000.0,,600000.0,175500000.0,761200000.0,300000000.0,40700000.0,-700000.0,176100000.0,123900000.0,-37900000.0,86000000.0,1061200000.0,161100000.0,157800000.0,176100000.0
