company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2009.0,FY,,2009-12-31,2011-02-25 13:50:43+00:00,214200000.0,666700000.0,746800000.0,-112700000.0,694500000.0,,1144000000.0,176100000.0,8000000.0,1948700000.0,,1626300000.0,469400000.0,1010700000.0,700000.0,146000000.0,6400000.0,,430100000.0,,,1800000.0,241300000.0,153300000.0,,,66700000.0,1531100000.0,34700000.0,5420100000.0,2199600000.0,2073400000.0,1433800000.0,2199600000.0,2200300000.0,3219800000.0,5420100000.0,2336000000.0,1786000000.0,0.0,-364600000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,FY,,2010-12-31,2012-02-29 14:52:02+00:00,232000000.0,697100000.0,787900000.0,-110300000.0,675600000.0,,1169700000.0,146200000.0,5000000.0,1945900000.0,78000000.0,1399200000.0,495800000.0,948300000.0,-3000000.0,179600000.0,8000000.0,,392800000.0,,,1800000.0,207600000.0,142900000.0,,,25300000.0,1706100000.0,30000000.0,5399400000.0,2404600000.0,2040000000.0,1447700000.0,2404600000.0,2401600000.0,2997800000.0,5399400000.0,2411100000.0,1550100000.0,0.0,-362700000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q3,,2010-09-30,2010-11-08 10:34:50+00:00,238200000.0,691900000.0,777600000.0,-86500000.0,761800000.0,,1161200000.0,188700000.0,8600000.0,1947800000.0,,1559600000.0,539100000.0,965300000.0,-900000.0,162500000.0,7500000.0,,392400000.0,,,1800000.0,276400000.0,160800000.0,,,38100000.0,1675900000.0,28300000.0,5571600000.0,2399500000.0,2219600000.0,1445100000.0,2399500000.0,2398600000.0,3173000000.0,5571600000.0,2386700000.0,1727900000.0,0.0,-352900000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2010.0,Q2,,2010-06-30,2010-08-11 12:29:00+00:00,239600000.0,642800000.0,767300000.0,-197200000.0,662200000.0,,1152400000.0,197800000.0,7900000.0,1938800000.0,,1559300000.0,512400000.0,943300000.0,-400000.0,147100000.0,7200000.0,,361600000.0,,,1800000.0,253000000.0,146800000.0,,,41400000.0,1620500000.0,24900000.0,5338800000.0,2224600000.0,2056600000.0,1401300000.0,2224600000.0,2224200000.0,3114600000.0,5338800000.0,2338900000.0,1713300000.0,0.0,-352900000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2011.0,FY,,2011-12-31,2013-03-01 16:51:21+00:00,554900000.0,1314200000.0,831200000.0,-145100000.0,703600000.0,,1709900000.0,156200000.0,16000000.0,4209600000.0,2035700000.0,4966700000.0,777500000.0,1269200000.0,-5100000.0,112300000.0,439700000.0,,851000000.0,279000000.0,216700000.0,1800000.0,455000000.0,567000000.0,,,119700000.0,1766500000.0,36400000.0,11432000000.0,2957500000.0,3350200000.0,2506200000.0,2957500000.0,2952400000.0,8479600000.0,11432000000.0,6812600000.0,5973400000.0,0.0,-375600000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2011.0,Q3,,2011-09-30,2011-11-09 14:59:05+00:00,279200000.0,717100000.0,820300000.0,-119300000.0,800300000.0,,1190100000.0,161100000.0,,1947600000.0,,1403600000.0,575900000.0,915200000.0,-5100000.0,167000000.0,,36200000.0,412200000.0,,,1800000.0,297900000.0,145800000.0,,,,1841100000.0,24100000.0,5618300000.0,2538200000.0,2290600000.0,1535800000.0,2538200000.0,2533100000.0,3085200000.0,5618300000.0,2412500000.0,1549400000.0,0.0,-375500000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2011.0,Q2,,2011-06-30,2011-08-05 13:39:34+00:00,263600000.0,731500000.0,809500000.0,-23400000.0,705000000.0,,1185500000.0,135600000.0,5300000.0,1954200000.0,,1401900000.0,601800000.0,957000000.0,-4200000.0,172200000.0,9900000.0,33900000.0,369200000.0,,,1800000.0,296100000.0,143500000.0,,,,1788500000.0,11700000.0,5587300000.0,2576900000.0,2207800000.0,1459300000.0,2576900000.0,2572700000.0,3014600000.0,5587300000.0,2422500000.0,1555300000.0,0.0,-375500000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2011.0,Q1,,2011-03-31,2011-05-06 12:03:07+00:00,265500000.0,696100000.0,798700000.0,-50400000.0,696000000.0,,1177700000.0,142700000.0,5100000.0,1952100000.0,,1398800000.0,559000000.0,958300000.0,-3600000.0,167300000.0,,28300000.0,357700000.0,,,1800000.0,290500000.0,154900000.0,,,,1744800000.0,14000000.0,5490300000.0,2499200000.0,2122100000.0,1441000000.0,2499200000.0,2495600000.0,2994700000.0,5490300000.0,2409900000.0,1553700000.0,0.0,-374700000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2012.0,FY,,2012-12-31,2014-02-28 13:14:54+00:00,480200000.0,1313900000.0,876900000.0,-164900000.0,679600000.0,,1705500000.0,393000000.0,10300000.0,3151200000.0,1131600000.0,4540800000.0,728900000.0,1194200000.0,500000.0,150300000.0,366700000.0,,917700000.0,87300000.0,8900000.0,1800000.0,415100000.0,644900000.0,,,86600000.0,254800000.0,41000000.0,9331700000.0,1443800000.0,3289300000.0,2335000000.0,1443800000.0,1444300000.0,7887400000.0,9331700000.0,4848200000.0,5552400000.0,,-353400000.0
Sealed Air Corp,SEE,Q0M0CZB4YN6JZ65WXI09,1012100,2012.0,Q3,,2012-09-30,2012-11-09 16:42:49+00:00,545900000.0,1354500000.0,865500000.0,-93300000.0,540800000.0,,1706100000.0,362400000.0,17100000.0,3117400000.0,1772400000.0,4486300000.0,861000000.0,1233900000.0,600000.0,118500000.0,528300000.0,,837800000.0,264100000.0,198500000.0,1800000.0,453600000.0,546800000.0,,,99100000.0,438400000.0,451000000.0,10177700000.0,1699900000.0,3481900000.0,2915800000.0,1699900000.0,1700500000.0,8477200000.0,10177700000.0,5461900000.0,5561400000.0,0.0,-353100000.0
